T	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(FE@LIQUID)	w(TI@LIQUID)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI				
1883.564133	4	96	0	0	1.288276254	98.71172375	4	96			-0.0006488991779	0.0006488991779	-1883.564133	0	20.84231609512	
1883.554133	4	96	0.0002402396953	0.0002393060404	1.288504808	98.71149519	4.000648782	95.99935122			0	0	-1883.554133	0.0002393060404	62.7326741832358	
1883.534133	4	96	0.0007203621117	0.0004783767543	1.288961925	98.71103808	4.001946422	95.99805358			0	0	-1883.534133	0.0004783767543	83.6764691324109	
1883.494133	4	96	0.001679658029	0.0009561891291	1.289876186	98.71012381	4.004541951	95.99545805			0	0	-1883.494133	0.0009561891291	83.775897908692	
1883.414133	4	96	0.003593760729	0.001909731459	1.291704812	98.70829519	4.009731837	95.99026816			0	0	-1883.414133	0.001909731459	-26586.6509546904	
1883.334133	4	96	0.005501024992	0.001906712844	1.293533582	98.70646642	4.01492074	95.98507926			0	0	-1883.334133	0.001906712844	-28085.1926894676	
1883.254133	4	96	0.007401940892	0.00190400162	1.295362474	98.70463753	4.02010866	95.97989134			0	0	-1883.254133	0.00190400162	-29554.0774999806	
1883.174133	4	96	0.009296539404	0.001901299012	1.297191489	98.70280851	4.0252956	95.9747044			0	0	-1883.174133	0.001901299012	-29642.4417720324	
1883.094133	4	96	0.01118485031	0.001898603933	1.299020626	98.70097937	4.030481561	95.96951844			0	0	-1883.094133	0.001898603933	-29725.2621626667	
1883.014133	4	96	0.01306690321	0.001895916364	1.300849886	98.69915011	4.035666543	95.96433346			0	0	-1883.014133	0.001895916364	-29808.1736728295	
1882.934133	4	96	0.01494272753	0.001893236257	1.302679269	98.69732073	4.040850547	95.95914945			0	0	-1882.934133	0.001893236257	-29891.142058554	
1882.854133	4	96	0.01681235251	0.001890563587	1.304508775	98.69549123	4.046033572	95.95396643			0	0	-1882.854133	0.001890563587	-29974.3097716085	
1882.774133	4	96	0.01867580722	0.001887898332	1.306338404	98.6936616	4.05121562	95.94878438			0	0	-1882.774133	0.001887898332	-30057.568208456	
1882.694133	4	96	0.02053312054	0.001885240448	1.308168157	98.69183184	4.05639669	95.94360331			0	0	-1882.694133	0.001885240448	-30140.9563681143	
1882.614133	4	96	0.0223843212	0.00188258992	1.309998033	98.69000197	4.061576783	95.93842322			0	0	-1882.614133	0.00188258992	-30224.453494783	
1882.534133	4	96	0.02422943772	0.001879946701	1.311828032	98.68817197	4.066755899	95.9332441			0	0	-1882.534133	0.001879946701	-30308.0480334924	
1882.454133	4	96	0.02606849849	0.001877310774	1.313658156	98.68634184	4.071934039	95.92806596			0	0	-1882.454133	0.001877310774	-30391.7764733273	
1882.374133	4	96	0.0279015317	0.001874682099	1.315488403	98.6845116	4.077111202	95.9228888			0	0	-1882.374133	0.001874682099	-30475.6094832969	
1882.294133	4	96	0.02972856537	0.001872060654	1.317318774	98.68268123	4.08228739	95.91771261			0	0	-1882.294133	0.001872060654	-30559.6083581858	
1882.214133	4	96	0.03154962737	0.00186944641	1.319149269	98.68085073	4.087462602	95.9125374			0	0	-1882.214133	0.00186944641	-30643.7075482245	
1882.134133	4	96	0.03336474539	0.001866839334	1.320979888	98.67902011	4.092636839	95.90736316			0	0	-1882.134133	0.001866839334	-30727.893270878	
1882.054133	4	96	0.03517394696	0.001864239395	1.322810632	98.67718937	4.097810101	95.9021899			0	0	-1882.054133	0.001864239395	-30812.2226611045	
1881.974133	4	96	0.03697725944	0.00186164657	1.324641499	98.6753585	4.102982388	95.89701761			0	0	-1881.974133	0.00186164657	-30896.6817478093	
