T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2#1)	w(FE@BCC_B2#1)	w(TI@BCC_B2#1)	w(CU@BCC_B2#2)	w(FE@BCC_B2#2)	w(TI@BCC_B2#2)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1394.451133	14	14	72	0	0	5.508151499	9.68296576	84.80888274	14	14	72										-0.0002553504326	-0.0001298035321	0.0003851539647	-1394.451133	0	165.500505121898	
1394.441133	14	14	72	3.095947123E-05	3.008976688E-05	5.508152369	9.683298319	84.80854931	14.000255	14.00012987	71.99961513										0	0	0	-1394.441133	3.008976688E-05	499.177293138991	
1394.421133	14	14	72	9.281142919E-05	6.013118228E-05	5.508154307	9.683963202	84.80788249	14.00076561	14.00038938	71.99884501										0	0	0	-1394.421133	6.013118228E-05	665.575418039816	
1394.381133	14	14	72	0.0002165060191	0.0001202606892	5.508158108	9.685293084	84.80654881	14.00178693	14.0009083	71.99730477										0	0	0	-1394.381133	0.0001202606892	664.96631220024	
1394.301133	14	14	72	0.0004640108466	0.0002406634296	5.508165402	9.687953492	84.80388111	14.00383125	14.00194636	71.99422239										0	0	0	-1394.301133	0.0002406634296	-820605.638298907	
1394.221133	14	14	72	0.0007113556883	0.0002405658615	5.50817251	9.690614833	84.80121266	14.00587551	14.00298377	71.99114073										0	0	0	-1394.221133	0.0002405658615	-819940.123871754	
1394.141133	14	14	72	0.000958645454	0.0002405711125	5.508179106	9.693277079	84.79854382	14.0079203	14.00402081	71.98805889										0	0	0	-1394.141133	0.0002405711125	-410547.001395618	
1394.061133	14	14	72	0.001205880171	0.0002405763783	5.508185191	9.695940231	84.79587458	14.00996563	14.00505748	71.98497689										0	0	0	-1394.061133	0.0002405763783	0	
1393.981133	14	14	72	0.001453059882	0.0002405816754	5.508190765	9.698604291	84.79320494	14.01201149	14.00609378	71.98189473										0	0	0	-1393.981133	0.0002405816754	0	
1393.901133	14	14	72	0.001700184629	0.000240587003	5.508195827	9.701269258	84.79053491	14.01405789	14.00712971	71.9788124										0	0	0	-1393.901133	0.000240587003	0	
1393.821133	14	14	72	0.001947254457	0.0002405923634	5.508200378	9.703935133	84.78786449	14.01610483	14.00816528	71.97572989										0	0	0	-1393.821133	0.0002405923634	0	
1393.741133	14	14	72	0.002194269408	0.0002405977537	5.508204416	9.706601917	84.78519367	14.0181523	14.00920047	71.97264722										0	0	0	-1393.741133	0.0002405977537	0	
1393.661133	14	14	72	0.002441229524	0.0002406031762	5.508207942	9.709269609	84.78252245	14.02020032	14.0102353	71.96956439										0	0	0	-1393.661133	0.0002406031762	0	
1393.581133	14	14	72	0.002688134849	0.0002406086296	5.508210955	9.711938211	84.77985083	14.02224887	14.01126975	71.96648138										0	0	0	-1393.581133	0.0002406086296	0	
1393.501133	14	14	72	0.002934985425	0.0002406141149	5.508213456	9.714607723	84.77717882	14.02429796	14.01230384	71.9633982										0	0	0	-1393.501133	0.0002406141149	0	
1393.421133	14	14	72	0.003181781296	0.0002406196314	5.508215443	9.717278145	84.77450641	14.02634759	14.01333755	71.96031486										0	0	0	-1393.421133	0.0002406196314	0	
1393.341133	14	14	72	0.003428522504	0.0002406251788	5.508216917	9.719949478	84.7718336	14.02839776	14.0143709	71.95723134										0	0	0	-1393.341133	0.0002406251788	0	
1393.261133	14	14	72	0.003675209092	0.0002406307583	5.508217878	9.722621722	84.7691604	14.03044847	14.01540387	71.95414766										0	0	0	-1393.261133	0.0002406307583	0	
1393.181133	14	14	72	0.003921841103	0.0002406363693	5.508218325	9.725294878	84.7664868	14.03249972	14.01643648	71.9510638										0	0	0	-1393.181133	0.0002406363693	0	
1393.101133	14	14	72	0.00416841858	0.0002406420116	5.508218258	9.727968946	84.7638128	14.03455151	14.01746871	71.94797977										0	0	0	-1393.101133	0.0002406420116	0	
1393.021133	14	14	72	0.004414941564	0.0002406476846	5.508217677	9.730643927	84.7611384	14.03660385	14.01850057	71.94489558										0	0	0	-1393.021133	0.0002406476846	0	
1392.941133	14	14	72	0.0046614101	0.0002406533905	5.508216581	9.733319822	84.7584636	14.03865673	14.01953206	71.94181121										0	0	0	-1392.941133	0.0002406533905	0	
1392.861133	14	14	72	0.00490782423	0.0002406591269	5.508214971	9.73599663	84.7557884	14.04071015	14.02056318	71.93872666										0	0	0	-1392.861133	0.0002406591269	0	
1392.781133	14	14	72	0.005154183996	0.0002406648952	5.508212846	9.738674352	84.7531128	14.04276412	14.02159393	71.93564195										0	0	0	-1392.781133	0.0002406648952	0	
1392.701133	14	14	72	0.005400489442	0.0002406706955	5.508210206	9.741352989	84.75043681	14.04481863	14.02262431	71.93255706										0	0	0	-1392.701133	0.0002406706955	0	
1392.621133	14	14	72	0.00564674061	0.0002406765264	5.50820705	9.744032541	84.74776041	14.04687369	14.02365431	71.929472										0	0	0	-1392.621133	0.0002406765264	0	
1392.541133	14	14	72	0.005892937543	0.0002406823895	5.508203379	9.746713009	84.74508361	14.04892929	14.02468394	71.92638677										0	0	0	-1392.541133	0.0002406823895	0	
1392.461133	14	14	72	0.006139080283	0.0002406882838	5.508199193	9.749394393	84.74240641	14.05098544	14.0257132	71.92330136										0	0	0	-1392.461133	0.0002406882838	0	
1392.381133	14	14	72	0.006385168872	0.0002406942101	5.50819449	9.752076693	84.73972882	14.05304214	14.02674209	71.92021578										0	0	0	-1392.381133	0.0002406942101	0	
1392.301133	14	14	72	0.006631203355	0.000240700168	5.508189271	9.754759911	84.73705082	14.05509938	14.0277706	71.91713002										0	0	0	-1392.301133	0.000240700168	0	
1392.221133	14	14	72	0.006877183773	0.0002407061573	5.508183535	9.757444046	84.73437242	14.05715717	14.02879874	71.91404409										0	0	0	-1392.221133	0.0002407061573	0	
1392.141133	14	14	72	0.007123110168	0.0002407121788	5.508177283	9.760129099	84.73169362	14.05921551	14.02982651	71.91095798										0	0	0	-1392.141133	0.0002407121788	0	
1392.061133	14	14	72	0.007368982584	0.0002407182314	5.508170514	9.762815071	84.72901441	14.0612744	14.0308539	71.9078717										0	0	0	-1392.061133	0.0002407182314	0	
1391.981133	14	14	72	0.007614801063	0.0002407243157	5.508163227	9.765501962	84.72633481	14.06333383	14.03188092	71.90478524										0	0	0	-1391.981133	0.0002407243157	0	
1391.901133	14	14	72	0.007860565647	0.000240730432	5.508155424	9.768189773	84.7236548	14.06539382	14.03290757	71.90169861										0	0	0	-1391.901133	0.000240730432	0	
1391.821133	14	14	72	0.00810627638	0.0002407365802	5.508147102	9.770878503	84.72097439	14.06745436	14.03393384	71.8986118										0	0	0	-1391.821133	0.0002407365802	0	
1391.741133	14	14	72	0.008351933303	0.0002407427599	5.508138263	9.773568155	84.71829358	14.06951545	14.03495974	71.89552481										0	0	0	-1391.741133	0.0002407427599	0	
1391.661133	14	14	72	0.008597536459	0.000240748971	5.508128906	9.776258727	84.71561237	14.07157709	14.03598527	71.89243764										0	0	0	-1391.661133	0.000240748971	0	
1391.581133	14	14	72	0.008843085891	0.0002407552146	5.50811903	9.77895022	84.71293075	14.07363929	14.03701041	71.8893503										0	0	0	-1391.581133	0.0002407552146	0	
1391.501133	14	14	72	0.00908858164	0.0002407614895	5.508108636	9.781642636	84.71024873	14.07570203	14.03803519	71.88626278										0	0	0	-1391.501133	0.0002407614895	0	
1391.421133	14	14	72	0.00933402375	0.0002407677964	5.508097723	9.784335974	84.7075663	14.07776533	14.03905959	71.88317508										0	0	0	-1391.421133	0.0002407677964	0	
1391.341133	14	14	72	0.009579412263	0.0002407741348	5.508086291	9.787030234	84.70488347	14.07982919	14.04008361	71.8800872										0	0	0	-1391.341133	0.0002407741348	0	
1391.261133	14	14	72	0.009824747221	0.0002407805057	5.50807434	9.789725419	84.70220024	14.0818936	14.04110726	71.87699914										0	0	0	-1391.261133	0.0002407805057	0	
1391.181133	14	14	72	0.01007002867	0.0002407869079	5.508061869	9.792421527	84.6995166	14.08395856	14.04213054	71.8739109										0	0	0	-1391.181133	0.0002407869079	0	
1391.101133	14	14	72	0.01031525664	0.0002407933418	5.508048879	9.79511856	84.69683256	14.08602408	14.04315343	71.87082249										0	0	0	-1391.101133	0.0002407933418	0	
1391.021133	14	14	72	0.01056043119	0.0002407998086	5.508035369	9.797816517	84.69414811	14.08809015	14.04417596	71.86773389										0	0	0	-1391.021133	0.0002407998086	0	
1390.941133	14	14	72	0.01080555235	0.0002408063066	5.508021339	9.8005154	84.69146326	14.09015679	14.0451981	71.86464511										0	0	0	-1390.941133	0.0002408063066	0	
1390.861133	14	14	72	0.01105062017	0.000240812836	5.508006788	9.803215209	84.688778	14.09222398	14.04621987	71.86155615										0	0	0	-1390.861133	0.000240812836	0	
1390.781133	14	14	72	0.01129563469	0.0002408193981	5.507991716	9.805915944	84.68609234	14.09429173	14.04724126	71.85846701										0	0	0	-1390.781133	0.0002408193981	0	
1390.701133	14	14	72	0.01154059595	0.0002408259925	5.507976124	9.808617605	84.68340627	14.09636003	14.04826228	71.85537769										0	0	0	-1390.701133	0.0002408259925	0	
1390.621133	14	14	72	0.011785504	0.0002408326177	5.507960011	9.811320195	84.68071979	14.0984289	14.04928292	71.85228819										0	0	0	-1390.621133	0.0002408326177	0	
1390.541133	14	14	72	0.01203035887	0.0002408392761	5.507943377	9.814023712	84.67803291	14.10049832	14.05030318	71.8491985										0	0	0	-1390.541133	0.0002408392761	0	
