T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2#1)	fw(@BCC_A2#2)	w(CU@BCC_A2#1)	w(FE@BCC_A2#1)	w(TI@BCC_A2#1)	w(CU@BCC_A2#2)	w(FE@BCC_A2#2)	w(TI@BCC_A2#2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fs_1	-T//fs	-T_1	fw(@BCC_A2#1)_1	fw(@BCC_A2#2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI								
1835.673878	5	3	92	0	0		2.014410266	1.006835439	96.9787543				5	3	92	-0.0004025806769	-0.0002687631138	0.0006713437908	-1835.673878	0	73.367113497221	-1835.673878	0			
1835.663878	5	3	92	0.000136271144	0.0001348678667		2.014588616	1.006937376	96.97847401				5.000402465	3.000268665	91.99932887	0	0	0	-1835.663878	0.000136271144	73.3991013661532	-1835.663878	0.0001348678667			
1835.643878	5	3	92	0.0004086354232	0.000269604395		2.014945321	1.007141268	96.97791341				5.001207468	3.000806097	91.99798644	0	0	0	-1835.643878	0.0004086354232	73.4387042160479	-1835.643878	0.000269604395			
1835.603878	5	3	92	0.0009531941359	0.0005391868007		2.015658709	1.007549067	96.97679222				5.00281786	3.001881251	91.99530089	0	0	0	-1835.603878	0.0009531941359	73.4894530829717	-1835.603878	0.0005391868007			
1835.523878	5	3	92	0.00204073707	0.001077311374		2.017085677	1.008364795	96.97454953				5.006037647	3.004031021	91.98993133	0	0	0	-1835.523878	0.00204073707	73.6220849667267	-1835.523878	0.001077311374			
1835.363878	5	3	92	0.004210366379	0.002151548217		2.019938919	1.009996336	96.97006475				5.01247526	3.008329796	91.97919494	0	0	0	-1835.363878	0.004210366379	73.8693476368116	-1835.363878	0.002151548217			
1835.043878	5	3	92	0.008527912811	0.004290848437		2.025643796	1.013260122	96.96109608				5.02534264	3.016924289	91.95773307	0	0	0	-1835.043878	0.008527912811	74.3661820175037	-1835.043878	0.004290848437			
1834.403878	5	3	92	0.01707706413	0.008533105024		2.037047123	1.019790511	96.94316237				5.051046094	3.034101034	91.91485287	0	0	0	-1834.403878	0.01707706413	75.4055878151167	-1834.403878	0.008533105024			
1833.123878	5	3	92	0.03381535321	0.01685375604		2.05982626	1.032863291	96.90731045				5.102323809	3.068407751	91.82926844	0	0	0	-1833.123878	0.03381535321	77.5533942433665	-1833.123878	0.01685375604			
1830.563878	5	3	92	0.06596341481	0.03292970118		2.105278866	1.059055321	96.83566581				5.204377626	3.136829268	91.65879311	0	0	0	-1830.563878	0.06596341481	82.0631811536629	-1830.563878	0.03292970118			
1828.003878	5	3	92	0.09631006991	0.03214780793		2.150606284	1.085301373	96.76409234				5.305808981	3.20497062	91.4892204	0	0	0	-1828.003878	0.09631006991	86.8771934728311	-1828.003878	0.03214780793			
1825.443878	5	3	92	0.1249911036	0.03139723399		2.195804232	1.111598997	96.69259677				5.406618678	3.272826133	91.32055519	0	0	0	-1825.443878	0.1249911036	91.856731504678	-1825.443878	0.03139723399			
