T	w(CU)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(TI@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(TI@LIQUID)	-T	fs_1	-T//fs	-T_1	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	mole/mole	kg/kg	%	%	%	%	SI	SI							
1930.254997	1	99	0	0	0.3658586451	99.63414135	1	99	-0.0009248831522	0.0009248831522	-1930.254997	0	6.84496432808463	-1930.254997	0	3.40297627931423	
1930.244997	1	99	0.001459448754	0.001457165844	0.3662006272	99.63379937	1.000924869	98.99907513	0	0	-1930.244997	0.001459448754	6.85883989605588	-1930.244997	0.001457165844	10.3222973965226	
1930.224997	1	99	0.004369524421	0.002909537883	0.3668845952	99.6331154	1.002774591	98.99722541	0	0	-1930.224997	0.004369524421	6.8874065135499	-1930.224997	0.002909537883	13.7950375298354	
1930.184997	1	99	0.01015264163	0.005798938516	0.3682525541	99.63174745	1.00647391	98.99352609	0	0	-1930.184997	0.01015264163	6.94645697005441	-1930.184997	0.005798938516	13.8921434274382	
1930.104997	1	99	0.02157265107	0.01151811512	0.3709885618	99.62901144	1.013872049	98.98612795	0	0	-1930.104997	0.02157265107	7.07077135555246	-1930.104997	0.01151811512	14.1046100039869	
1929.944997	1	99	0.04380011167	0.02268180718	0.3764608134	99.62353919	1.028665332	98.97133467	0	0	-1929.944997	0.04380011167	7.32944683082628	-1929.944997	0.02268180718	14.5434380708957	
1929.624997	1	99	0.08602441756	0.04408857941	0.387406778	99.61259322	1.058242265	98.94175773	0	0	-1929.624997	0.08602441756	7.86184352029481	-1929.624997	0.04408857941	15.4056063101675	
1928.984997	1	99	0.1624465562	0.08348120319	0.4093039091	99.59069609	1.117356402	98.8826436	0	0	-1928.984997	0.1624465562	9.02753320241764	-1928.984997	0.08348120319	17.2541381044267	
1927.704997	1	99	0.2890613193	0.1509243305	0.4531185889	99.54688141	1.235425591	98.76457441	0	0	-1927.704997	0.2890613193	11.7710231513244	-1927.704997	0.1509243305	-124.605710677451	
1926.424997	1	99	0.3870893804	0.1376340626	0.4969600744	99.50303993	1.353284434	98.64671557	0	0	-1926.424997	0.3870893804	14.9652711651042	-1926.424997	0.1376340626	-106.405905499861	
1925.144997	1	99	0.4647728676	0.1264910104	0.5408275938	99.45917241	1.470934199	98.5290658	0	0	-1925.144997	0.4647728676	18.6430070968623	-1925.144997	0.1264910104	-125.786207543694	
1923.864997	1	99	0.5275395029	0.1170144453	0.5847203912	99.41527961	1.588376183	98.41162382	0	0	-1923.864997	0.5275395029	22.8285826876093	-1923.864997	0.1170144453	-146.802914914042	
1922.584997	1	99	0.5790920861	0.1088565471	0.6286377235	99.37136228	1.705611681	98.29438832	0	0	-1922.584997	0.5790920861	27.5455226331006	-1922.584997	0.1088565471	-169.452366848761	
1921.304997	1	99	0.6220332089	0.1017599815	0.6725788518	99.32742115	1.822641961	98.17735804	0	0	-1921.304997	0.6220332089	32.8165843832565	-1921.304997	0.1017599815	-193.734491790268	
1920.024997	1	99	0.6582393874	0.09553028286	0.7165430412	99.28345696	1.939468265	98.06053173	0	0	-1920.024997	0.6582393874	38.6638355320272	-1920.024997	0.09553028286	-219.649289502783	
1918.744997	1	99	0.6890937565	0.09001775875	0.760529561	99.23947044	2.056091808	97.94390819	0	0	-1918.744997	0.6890937565	45.108719689102	-1918.744997	0.09001775875	-247.196727209158	
1917.464997	1	99	0.7156355838	0.08510530559	0.8045376843	99.19546232	2.172513781	97.82748622	0	0	-1917.464997	0.7156355838	52.1721127102905	-1917.464997	0.08510530559	-276.376738153272	
1916.184997	1	99	0.738659096	0.08069999748	0.8485666886	99.15143331	2.288735349	97.71126465	0	0	-1916.184997	0.738659096	59.8743698637143	-1916.184997	0.08069999748	-307.18922030351	
