T	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(FE@LIQUID)	w(TI@LIQUID)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI				
1898.698458	3	97	0	0	0.9444196818	99.05558032	3	97			-0.0006728271716	0.0006728271716	-1898.698458	0	15.2294756527772	
1898.688458	3	97	0.0003282629081	0.0003272970507	0.9446456114	99.05535439	3.000672743	96.99932726			0	0	-1898.688458	0.0003272970507	45.8770939212755	
1898.668458	3	97	0.0009842171139	0.0006541905364	0.9450974784	99.05490252	3.002018288	96.99798171			0	0	-1898.668458	0.0006541905364	61.2001091328516	
1898.628458	3	97	0.002294281754	0.001307398096	0.9460012358	99.05399876	3.004709544	96.99529046			0	0	-1898.628458	0.001307398096	61.2962806763721	
1898.548458	3	97	0.004906175056	0.002609991652	0.947808838	99.05219116	3.010090906	96.98990909			0	0	-1898.548458	0.002609991652	-14372.1505506516	
1898.468458	3	97	0.007505448665	0.002604401236	0.9496165523	99.05038345	3.015471219	96.98452878			0	0	-1898.468458	0.002604401236	-15199.8638292395	
1898.388458	3	97	0.01009296766	0.002599399915	0.9514243653	99.04857563	3.020850484	96.97914952			0	0	-1898.388458	0.002599399915	-16029.5169006299	
1898.308458	3	97	0.0126688093	0.002594419562	0.9532322786	99.04676772	3.026228704	96.9737713			0	0	-1898.308458	0.002594419562	-16093.5009908569	
1898.228458	3	97	0.0152330482	0.002589457943	0.9550402923	99.04495971	3.031605882	96.96839412			0	0	-1898.228458	0.002589457943	-16154.1687439273	
1898.148458	3	97	0.01778575833	0.002584514928	0.9568484065	99.04315159	3.036982017	96.96301798			0	0	-1898.148458	0.002584514928	-16214.9412132648	
1898.068458	3	97	0.02032701304	0.002579590431	0.9586566213	99.04134338	3.042357109	96.95764289			0	0	-1898.068458	0.002579590431	-16275.8395118821	
1897.988458	3	97	0.02285688512	0.002574684337	0.9604649369	99.03953506	3.047731159	96.95226884			0	0	-1897.988458	0.002574684337	-16336.8351456672	
1897.908458	3	97	0.02537544671	0.002569796544	0.9622733534	99.03772665	3.053104167	96.94689583			0	0	-1897.908458	0.002569796544	-16397.9536015445	
1897.828458	3	97	0.02788276939	0.002564926954	0.9640818709	99.03591813	3.058476134	96.94152387			0	0	-1897.828458	0.002564926954	-16459.1923901683	
1897.748458	3	97	0.03037892417	0.002560075465	0.9658904895	99.03410951	3.063847059	96.93615294			0	0	-1897.748458	0.002560075465	-16520.5422980554	
1897.668458	3	97	0.03286398144	0.002555241975	0.9676992094	99.03230079	3.069216944	96.93078306			0	0	-1897.668458	0.002555241975	-16582.0283818849	
1897.588458	3	97	0.03533801105	0.002550426398	0.9695080306	99.03049197	3.074585788	96.92541421			0	0	-1897.588458	0.002550426398	-16643.6097797576	
