T	w(CU)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(TI@LIQUID)	w(CU@CUTI2)	w(TI@CUTI2)	w(CU@CUTI)	w(TI@CUTI)	dwdT_L(CU@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	SI	SI				
1850.560227	8	92	0	0	3.118033173	96.88196683	8	92					-0.0008356271962	0.0008356271962	-1850.560227	0	29.1306829141147	
1850.550227	8	92	0.00017332609	0.0001712205443	3.118378687	96.88162131	8.000835616	91.99916438					0	0	-1850.550227	0.0001712205443	87.6777297781104	
1850.530227	8	92	0.0005197416849	0.0003422737981	3.119069709	96.88093029	8.002506859	91.99749314					0	0	-1850.530227	0.0003422737981	116.94411565017	
1850.490227	8	92	0.001212030389	0.0006841920721	3.120451745	96.87954826	8.005849243	91.99415076					0	0	-1850.490227	0.0006841920721	117.030551639474	
1850.410227	8	92	0.002594523786	0.001367266659	3.123215782	96.87678422	8.012533578	91.98746642					0	0	-1850.410227	0.001367266659	-59664.4719277639	
1850.330227	8	92	0.003973645987	0.00136592318	3.125979758	96.87402024	8.019217365	91.98078264					0	0	-1850.330227	0.00136592318	-62568.4081334733	
1850.250227	8	92	0.005349640149	0.001364698492	3.128743689	96.87125631	8.025900507	91.97409949					0	0	-1850.250227	0.001364698492	-65391.5962422413	
1850.170227	8	92	0.006722516518	0.001363476377	3.131507578	96.86849242	8.032583007	91.96741699					0	0	-1850.170227	0.001363476377	-65517.7784093568	
1850.090227	8	92	0.008092284886	0.001362256403	3.134271422	96.86572858	8.039264866	91.96073513					0	0	-1850.090227	0.001362256403	-65632.4822874739	
1850.010227	8	92	0.009458955001	0.001361038556	3.137035223	96.86296478	8.045946083	91.95405392					0	0	-1850.010227	0.001361038556	-65747.3471423254	
1849.930227	8	92	0.01082253658	0.001359822841	3.139798979	96.86020102	8.052626658	91.94737334					0	0	-1849.930227	0.001359822841	-65862.1785092364	
1849.850227	8	92	0.01218303928	0.001358609237	3.142562692	96.85743731	8.059306591	91.94069341					0	0	-1849.850227	0.001358609237	-65976.9788638781	
1849.770227	8	92	0.01354047274	0.001357397749	3.145326361	96.85467364	8.065985883	91.93401412					0	0	-1849.770227	0.001357397749	-66092.2613585273	
1849.690227	8	92	0.01489484656	0.001356188375	3.148089985	96.85191002	8.072664534	91.92733547					0	0	-1849.690227	0.001356188375	-66207.5079350956	
1849.610227	8	92	0.0162461703	0.001354981101	3.150853564	96.84914644	8.079342543	91.92065746					0	0	-1849.610227	0.001354981101	-66322.5804681172	
1849.530227	8	92	0.01759445346	0.00135377592	3.1536171	96.8463829	8.086019911	91.91398009					0	0	-1849.530227	0.00135377592	-66438.0273624612	
1849.450227	8	92	0.01893970553	0.001352572838	3.15638059	96.84361941	8.092696637	91.90730336					0	0	-1849.450227	0.001352572838	-66553.5701365163	
1849.370227	8	92	0.02028193594	0.001351371838	3.159144036	96.84085596	8.099372723	91.90062728					0	0	-1849.370227	0.001351371838	-66669.0727497364	
1849.290227	8	92	0.02162115412	0.001350172921	3.161907437	96.83809256	8.106048168	91.89395183					0	0	-1849.290227	0.001350172921	-66784.669069466	
1849.210227	8	92	0.02295736941	0.001348976075	3.164670793	96.83532921	8.112722972	91.88727703					0	0	-1849.210227	0.001348976075	-66900.4166421751	
1849.130227	8	92	0.02429059115	0.001347781303	3.167434103	96.8325659	8.119397135	91.88060287					0	0	-1849.130227	0.001347781303	-67016.3965391939	
1849.050227	8	92	0.02562082863	0.001346588596	3.170197369	96.82980263	8.126070657	91.87392934					0	0	-1849.050227	0.001346588596	-67132.3570463643	
1848.970227	8	92	0.02694809112	0.001345397948	3.172960589	96.82703941	8.132743538	91.86725646					0	0	-1848.970227	0.001345397948	-67248.352009004	
1848.890227	8	92	0.02827238782	0.001344209352	3.175723763	96.82427624	8.139415779	91.86058422					0	0	-1848.890227	0.001344209352	-67364.5221979971	
1848.810227	8	92	0.02959372791	0.001343022807	3.178486892	96.82151311	8.14608738	91.85391262					0	0	-1848.810227	0.001343022807	-67480.7519371292	
1848.730227	8	92	0.03091212055	0.001341838302	3.181249975	96.81875002	8.15275834	91.84724166					0	0	-1848.730227	0.001341838302	-67596.9557610701	
1848.650227	8	92	0.03222757484	0.001340655833	3.184013013	96.81598699	8.15942866	91.84057134					0	0	-1848.650227	0.001340655833	-67713.5325224813	
1848.570227	8	92	0.03354009986	0.001339475403	3.186776004	96.813224	8.166098339	91.83390166					0	0	-1848.570227	0.001339475403	-67830.1940718354	
1848.490227	8	92	0.03484970465	0.001338296998	3.189538949	96.81046105	8.172767379	91.82723262					0	0	-1848.490227	0.001338296998	-67946.7688572677	
1848.410227	8	92	0.0361563982	0.001337120615	3.192301848	96.80769815	8.179435778	91.82056422					0	0	-1848.410227	0.001337120615	-68063.42603782	
1848.330227	8	92	0.03746018949	0.001335946246	3.195064701	96.8049353	8.186103538	91.81389646					0	0	-1848.330227	0.001335946246	-68180.1945450812	
1848.250227	8	92	0.03876108744	0.001334773889	3.197827507	96.80217249	8.192770657	91.80722934					0	0	-1848.250227	0.001334773889	-68297.1892735037	
1848.170227	8	92	0.04005910095	0.00133360354	3.200590266	96.79940973	8.199437137	91.80056286					0	0	-1848.170227	0.00133360354	-68414.2054153954	
1848.090227	8	92	0.04135423888	0.00133243519	3.203352979	96.79664702	8.206102977	91.79389702					0	0	-1848.090227	0.00133243519	-68531.4483061254	
1848.010227	8	92	0.04264651006	0.001331268842	3.206115645	96.79388435	8.212768177	91.78723182					0	0	-1848.010227	0.001331268842	-68648.6498015097	
1847.930227	8	92	0.04393592328	0.001330104478	3.208878264	96.79112174	8.219432738	91.78056726					0	0	-1847.930227	0.001330104478	-68765.8709649743	
1847.850227	8	92	0.04522248729	0.001328942103	3.211640836	96.78835916	8.226096659	91.77390334					0	0	-1847.850227	0.001328942103	-68883.2540681974	
1847.770227	8	92	0.04650621082	0.001327781704	3.214403361	96.78559664	8.232759941	91.76724006					0	0	-1847.770227	0.001327781704	-69000.8023717719	
1847.690227	8	92	0.04778710257	0.001326623286	3.217165838	96.78283416	8.239422583	91.76057742					0	0	-1847.690227	0.001326623286	-69118.5717687788	
1847.610227	8	92	0.04906517117	0.001325466838	3.219928269	96.78007173	8.246084587	91.75391541					0	0	-1847.610227	0.001325466838	-69236.0546757279	
1847.530227	8	92	0.05034042526	0.001324312348	3.222690651	96.77730935	8.252745951	91.74725405					0	0	-1847.530227	0.001324312348	-69353.9400942955	
1847.450227	8	92	0.05161287342	0.001323159828	3.225452986	96.77454701	8.259406676	91.74059332					0	0	-1847.450227	0.001323159828	-69471.9527655186	
1847.370227	8	92	0.0528825242	0.001322009257	3.228215273	96.77178473	8.266066762	91.73393324					0	0	-1847.370227	0.001322009257	-69589.7646568236	
1847.290227	8	92	0.05414938613	0.001320860636	3.230977512	96.76902249	8.272726209	91.72727379					0	0	-1847.290227	0.001320860636	-69708.0375433354	
1847.210227	8	92	0.05541346769	0.001319713966	3.233739703	96.7662603	8.279385018	91.72061498					0	0	-1847.210227	0.001319713966	-69826.284859519	
1847.130227	8	92	0.05667477733	0.001318569232	3.236501846	96.76349815	8.286043187	91.71395681					0	0	-1847.130227	0.001318569232	-69944.3848929235	
1847.050227	8	92	0.05793332348	0.001317426431	3.239263941	96.76073606	8.292700718	91.70729928					0	0	-1847.050227	0.001317426431	-70062.7625852096	
1846.970227	8	92	0.05918911453	0.001316285562	3.242025988	96.75797401	8.299357611	91.70064239					0	0	-1846.970227	0.001316285562	-70181.2638701732	
1846.890227	8	92	0.06044215882	0.001315146617	3.244787985	96.75521201	8.306013864	91.69398614					0	0	-1846.890227	0.001315146617	-70299.9824059297	
1846.810227	8	92	0.06169246469	0.001314009598	3.247549935	96.75245007	8.31266948	91.68733052					0	0	-1846.810227	0.001314009598	-70418.6674899289	
1846.730227	8	92	0.06294004043	0.001312874489	3.250311835	96.74968816	8.319324457	91.68067554					0	0	-1846.730227	0.001312874489	-70537.3829260659	
1846.650227	8	92	0.06418489429	0.001311741294	3.253073687	96.74692631	8.325978796	91.6740212					0	0	-1846.650227	0.001311741294	-70656.2480136404	
1846.570227	8	92	0.0654270345	0.001310610001	3.25583549	96.74416451	8.332632497	91.6673675					0	0	-1846.570227	0.001310610001	-70775.1085507042	
1846.490227	8	92	0.06666646926	0.001309480609	3.258597243	96.74140276	8.339285559	91.66071444					0	0	-1846.490227	0.001309480609	-70894.24380324	
1846.410227	8	92	0.06790320672	0.001308353115	3.261358948	96.73864105	8.345937984	91.65406202					0	0	-1846.410227	0.001308353115	-71013.5284520787	
