T	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(FE@LIQUID)	w(TI@LIQUID)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI				
1740.432654	12	88	0	0	4.870209924	95.12979008	12	88			-0.0004866059676	0.0004866059676	-1740.432654	0	72.8843994745532	
1740.422654	12	88	6.901319215E-05	6.830103454E-05	4.870490392	95.12950961	12.00048647	87.99951353			0	0	-1740.422654	6.830103454E-05	219.936933828516	
1740.402654	12	88	0.0002068981862	0.0001364825681	4.871051372	95.12894863	12.00145952	87.99854048			0	0	-1740.402654	0.0001364825681	293.277043572722	
1740.362654	12	88	0.0004825906812	0.0002729259243	4.872173405	95.1278266	12.00340556	87.99659444			0	0	-1740.362654	0.0002729259243	293.157623423454	
1740.282654	12	88	0.001033796798	0.0005458247121	4.874417753	95.12558225	12.00729827	87.99270173			0	0	-1740.282654	0.0005458247121	-227387.15298134	
1740.202654	12	88	0.001584344912	0.0005454724339	4.876662553	95.12333745	12.01118995	87.98881005			0	0	-1740.202654	0.0005454724339	-343202.779489749	
1740.122654	12	88	0.002134393101	0.0005452762847	4.87890771	95.12109229	12.01508114	87.98491886			0	0	-1740.122654	0.0005452762847	-408085.035477817	
1740.042654	12	88	0.002683942056	0.0005450803585	4.881153223	95.11884678	12.01897182	87.98102818			0	0	-1740.042654	0.0005450803585	-408514.444741391	
1739.962654	12	88	0.003232992457	0.0005448846215	4.883399093	95.11660091	12.02286201	87.97713799			0	0	-1739.962654	0.0005448846215	-408906.261566851	
1739.882654	12	88	0.00378154498	0.0005446890706	4.88564532	95.11435468	12.02675169	87.97324831			0	0	-1739.882654	0.0005446890706	-409296.220564466	
1739.802654	12	88	0.004329600301	0.0005444937064	4.887891904	95.1121081	12.03064087	87.96935913			0	0	-1739.802654	0.0005444937064	-409687.342061928	
1739.722654	12	88	0.004877159095	0.0005442985287	4.890138845	95.10986116	12.03452955	87.96547045			0	0	-1739.722654	0.0005442985287	-410081.108089196	
1739.642654	12	88	0.005424222036	0.0005441035395	4.892386143	95.10761386	12.03841773	87.96158227			0	0	-1739.642654	0.0005441035395	-410472.986025301	
1739.562654	12	88	0.005970789796	0.0005439087343	4.894633799	95.1053662	12.04230541	87.95769459			0	0	-1739.562654	0.0005439087343	-410864.151856437	
1739.482654	12	88	0.006516863046	0.0005437141162	4.896881812	95.10311819	12.04619259	87.95380741			0	0	-1739.482654	0.0005437141162	-411257.957797865	
1739.402654	12	88	0.007062442457	0.0005435196839	4.899130184	95.10086982	12.05007928	87.94992072			0	0	-1739.402654	0.0005435196839	-411650.508496499	
1739.322654	12	88	0.007607528696	0.0005433254368	4.901378913	95.09862109	12.05396546	87.94603454			0	0	-1739.322654	0.0005433254368	-412043.705416565	
1739.242654	12	88	0.008152122431	0.0005431313754	4.903628	95.096372	12.05785114	87.94214886			0	0	-1739.242654	0.0005431313754	-412437.11957388	
1739.162654	12	88	0.008696224329	0.0005429374987	4.905877446	95.09412255	12.06173632	87.93826368			0	0	-1739.162654	0.0005429374987	-412832.783905598	
1739.082654	12	88	0.009239835058	0.0005427438091	4.90812725	95.09187275	12.06562101	87.93437899			0	0	-1739.082654	0.0005427438091	-413228.022091991	
1739.002654	12	88	0.009782955279	0.0005425503031	4.910377413	95.08962259	12.06950519	87.93049481			0	0	-1739.002654	0.0005425503031	-413620.282500829	
1738.922654	12	88	0.01032558566	0.0005423569807	4.912627935	95.08737207	12.07338888	87.92661112			0	0	-1738.922654	0.0005423569807	-414016.93774918	
1738.842654	12	88	0.01086772685	0.0005421638453	4.914878816	95.08512118	12.07727207	87.92272793			0	0	-1738.842654	0.0005421638453	-414411.974634792	
1738.762654	12	88	0.01140937952	0.0005419708913	4.917130055	95.08286994	12.08115477	87.91884523			0	0	-1738.762654	0.0005419708913	-414804.125693365	
1738.682654	12	88	0.01195054434	0.0005417781209	4.919381655	95.08061835	12.08503696	87.91496304			0	0	-1738.682654	0.0005417781209	-415202.624061847	
1738.602654	12	88	0.01249122194	0.0005415855371	4.921633613	95.07836639	12.08891866	87.91108134			0	0	-1738.602654	0.0005415855371	-415601.660070641	
1738.522654	12	88	0.01303141301	0.0005413931367	4.923885931	95.07611407	12.09279986	87.90720014			0	0	-1738.522654	0.0005413931367	-415996.92570118	
1738.442654	12	88	0.01357111818	0.0005412009187	4.926138609	95.07386139	12.09668056	87.90331944			0	0	-1738.442654	0.0005412009187	-416392.405164354	
1738.362654	12	88	0.01411033812	0.0005410088836	4.928391647	95.07160835	12.10056077	87.89943923			0	0	-1738.362654	0.0005410088836	-416789.070335277	
1738.282654	12	88	0.01464907348	0.0005408170313	4.930645045	95.06935495	12.10444048	87.89555952			0	0	-1738.282654	0.0005408170313	-417188.345164585	
1738.202654	12	88	0.01518732491	0.0005406253636	4.932898804	95.0671012	12.10831969	87.89168031			0	0	-1738.202654	0.0005406253636	-417585.866749967	
1738.122654	12	88	0.01572509306	0.0005404338764	4.935152923	95.06484708	12.11219841	87.88780159			0	0	-1738.122654	0.0005404338764	-417983.288451795	
1738.042654	12	88	0.01626237859	0.000540242573	4.937407402	95.0625926	12.11607663	87.88392337			0	0	-1738.042654	0.000540242573	-418384.632313373	
1737.962654	12	88	0.01679918214	0.000540051453	4.939662242	95.06033776	12.11995436	87.88004564			0	0	-1737.962654	0.000540051453	-418780.928853169	
1737.882654	12	88	0.01733550436	0.0005398605115	4.941917444	95.05808256	12.12383159	87.87616841			0	0	-1737.882654	0.0005398605115	-419178.437363609	
1737.802654	12	88	0.0178713459	0.0005396697538	4.944173006	95.05582699	12.12770833	87.87229167			0	0	-1737.802654	0.0005396697538	-419581.970513853	
1737.722654	12	88	0.01840670741	0.0005394791794	4.946428929	95.05357107	12.13158457	87.86841543			0	0	-1737.722654	0.0005394791794	-419981.092257548	
1737.642654	12	88	0.01894158953	0.0005392887841	4.948685214	95.05131479	12.13546032	87.86453968			0	0	-1737.642654	0.0005392887841	-420377.22925468	
1737.562654	12	88	0.0194759929	0.0005390985687	4.950941861	95.04905814	12.13933557	87.86066443			0	0	-1737.562654	0.0005390985687	-420781.428403781	
1737.482654	12	88	0.02000991817	0.000538908539	4.953198869	95.04680113	12.14321033	87.85678967			0	0	-1737.482654	0.000538908539	-421182.715185998	
1737.402654	12	88	0.02054336598	0.0005387186859	4.955456239	95.04454376	12.14708459	87.85291541			0	0	-1737.402654	0.0005387186859	-421581.467699548	
