T	w(CU)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(TI@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(TI@LIQUID)	-T	fs_1	-T//fs	-T_1	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	mole/mole	kg/kg	%	%	%	%	SI	SI							
1897.083685	4	96	0	0	1.507615935	98.49238406	4	96	-0.0008848501221	0.0008848501221	-1897.083685	0	27.9869376408413	-1897.083685	0	14.0435518771069	
1897.073685	4	96	0.0003572068353	0.0003550022748	1.507961742	98.49203826	4.000884813	95.99911519	0	0	-1897.073685	0.0003572068353	28.0030323808264	-1897.073685	0.0003550022748	42.2941152864327	
1897.053685	4	96	0.001071005299	0.0007095931648	1.508653349	98.49134665	4.002654443	95.99734556	0	0	-1897.053685	0.001071005299	28.0336537707848	-1897.053685	0.0007095931648	56.4238141248678	
1897.013685	4	96	0.002496385422	0.001417992336	1.510036573	98.48996343	4.006193592	95.99380641	0	0	-1897.013685	0.002496385422	28.0918699284201	-1897.013685	0.001417992336	56.5130761474688	
1896.933685	4	96	0.005338298729	0.002831212472	1.512803047	98.48719695	4.013271422	95.98672858	0	0	-1896.933685	0.005338298729	28.2087030035222	-1896.933685	0.002831212472	56.7040691959477	
1896.773685	4	96	0.01098696221	0.005643428729	1.518336103	98.4816639	4.027425216	95.97257478	0	0	-1896.773685	0.01098696221	28.4443000644895	-1896.773685	0.005643428729	57.0896608248625	
1896.453685	4	96	0.02214479977	0.01121099119	1.529402637	98.47059736	4.055723798	95.9442762	0	0	-1896.453685	0.02214479977	28.9400047736399	-1896.453685	0.01121099119	57.9376640062427	
1895.813685	4	96	0.04387829608	0.02208794336	1.551537492	98.44846251	4.112285839	95.88771416	0	0	-1895.813685	0.04387829608	29.9695326766693	-1895.813685	0.02208794336	59.6828618019199	
1894.533685	4	96	0.08521893084	0.04296855387	1.595814144	98.40418586	4.225272525	95.77472747	0	0	-1894.533685	0.08521893084	32.0872347939908	-1894.533685	0.04296855387	63.1176506712063	
1891.973685	4	96	0.160229707	0.08148293685	1.68439283	98.31560717	4.450697178	95.54930282	0	0	-1891.973685	0.160229707	36.7917518428839	-1891.973685	0.08148293685	-711.91527884615	
1889.413685	4	96	0.2256768908	0.07741789571	1.773000592	98.22699941	4.675394335	95.32460567	0	0	-1889.413685	0.2256768908	41.9965834532828	-1889.413685	0.07741789571	-663.672542728475	
1886.853685	4	96	0.283169472	0.07373140371	1.861632861	98.13836714	4.899370984	95.10062902	0	0	-1886.853685	0.283169472	47.6308218455395	-1886.853685	0.07373140371	-730.464368394875	
1884.293685	4	96	0.3339893591	0.07037733466	1.950284465	98.04971554	5.122632333	94.87736767	0	0	-1884.293685	0.3339893591	53.7055184881679	-1884.293685	0.07037733466	-800.918454290276	
1881.733685	4	96	0.379165503	0.06731269437	2.038950474	97.96104953	5.345183774	94.65481623	0	0	-1881.733685	0.379165503	60.2326925605597	-1881.733685	0.06731269437	-874.612343713468	
1879.173685	4	96	0.41953214	0.06450149071	2.127626024	97.87237398	5.567030462	94.43296954	0	0	-1879.173685	0.41953214	67.2241847880985	-1879.173685	0.06450149071	-951.528144279914	
1876.613685	4	96	0.4557719176	0.0619134585	2.216306322	97.78369368	5.788177328	94.21182267	0	0	-1876.613685	0.4557719176	74.6916380740562	-1876.613685	0.0619134585	-1031.65999633946	
1874.053685	4	96	0.4884481846	0.05952296416	2.304986643	97.69501336	6.008629087	93.99137091	0	0	-1874.053685	0.4884481846	82.6465115160519	-1874.053685	0.05952296416	-1115.00162390212	
