T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI	SI				
1791.656763	11	1	88	0.02807558833	0.0007942980368	4.534771483	0.3538747942	95.11135372	11.18458963	1.018438129	87.79697224	0	0	0	-1791.656763	0.0007942980368	-177809.191653611	
1791.576763	11	1	88	0.02886092438	0.0007938483543	4.537098939	0.3540882635	95.1088128	11.18987092	1.018965941	87.79116314	0	0	0	-1791.576763	0.0007938483543	-177997.149229571	
1791.496763	11	1	88	0.02964518816	0.0007933991455	4.539426247	0.3543017513	95.106272	11.19515157	1.019493703	87.78535473	0	0	0	-1791.496763	0.0007933991455	-178185.288202061	
1791.416763	11	1	88	0.03042838171	0.0007929504121	4.541753406	0.3545152573	95.10373134	11.20043157	1.020021416	87.77954701	0	0	0	-1791.416763	0.0007929504121	-178374.262297764	
1791.336763	11	1	88	0.03121050704	0.0007925021546	4.544080417	0.3547287817	95.1011908	11.20571093	1.02054908	87.77373999	0	0	0	-1791.336763	0.0007925021546	-178563.317703756	
1791.256763	11	1	88	0.0319915662	0.0007920543709	4.546407279	0.3549423244	95.0986504	11.21098964	1.021076695	87.76793367	0	0	0	-1791.256763	0.0007920543709	-178751.73541694	
1791.176763	11	1	88	0.03277156119	0.0007916070579	4.548733992	0.3551558855	95.09611012	11.2162677	1.02160426	87.76212804	0	0	0	-1791.176763	0.0007916070579	-178940.212871597	
1791.096763	11	1	88	0.03355049404	0.000791160217	4.551060556	0.3553694649	95.09356998	11.22154512	1.022131775	87.7563231	0	0	0	-1791.096763	0.000791160217	-179128.986542463	
1791.016763	11	1	88	0.03432836674	0.0007907138463	4.553386972	0.3555830627	95.09102997	11.2268219	1.022659242	87.75051886	0	0	0	-1791.016763	0.0007907138463	-179318.220959332	
1790.936763	11	1	88	0.03510518132	0.000790267948	4.555713238	0.3557966788	95.08849008	11.23209803	1.023186658	87.74471531	0	0	0	-1790.936763	0.000790267948	-179507.228113429	
1790.856763	11	1	88	0.03588093976	0.0007898225168	4.558039355	0.3560103132	95.08595033	11.23737352	1.023714026	87.73891245	0	0	0	-1790.856763	0.0007898225168	-179696.598187647	
1790.776763	11	1	88	0.03665564406	0.0007893775578	4.560365324	0.3562239659	95.08341071	11.24264837	1.024241343	87.73311029	0	0	0	-1790.776763	0.0007893775578	-179886.10041275	
1790.696763	11	1	88	0.03742929622	0.0007889330646	4.562691143	0.356437637	95.08087122	11.24792256	1.024768612	87.72730882	0	0	0	-1790.696763	0.0007889330646	-180074.809939207	
1790.616763	11	1	88	0.03820189821	0.0007884890377	4.565016814	0.3566513264	95.07833186	11.25319612	1.02529583	87.72150805	0	0	0	-1790.616763	0.0007884890377	-180264.505602589	
1790.536763	11	1	88	0.03897345202	0.0007880454795	4.567342335	0.3568650341	95.07579263	11.25846903	1.025822999	87.71570797	0	0	0	-1790.536763	0.0007880454795	-180454.252573929	
1790.456763	11	1	88	0.03974395963	0.0007876023859	4.569667706	0.3570787601	95.07325353	11.2637413	1.026350119	87.70990858	0	0	0	-1790.456763	0.0007876023859	-180643.789796696	
1790.376763	11	1	88	0.040513423	0.000787159758	4.571992929	0.3572925045	95.07071457	11.26901292	1.026877189	87.70410989	0	0	0	-1790.376763	0.000787159758	-180833.540320185	
1790.296763	11	1	88	0.0412818441	0.0007867175938	4.574318002	0.3575062672	95.06817573	11.2742839	1.027404209	87.69831189	0	0	0	-1790.296763	0.0007867175938	-181023.56847265	
1790.216763	11	1	88	0.0420492249	0.0007862758947	4.576642926	0.3577200482	95.06563703	11.27955424	1.02793118	87.69251458	0	0	0	-1790.216763	0.0007862758947	-181213.35764157	
1790.136763	11	1	88	0.04281556735	0.0007858346562	4.578967701	0.3579338476	95.06309845	11.28482394	1.028458101	87.68671796	0	0	0	-1790.136763	0.0007858346562	-181403.342964422	
1790.056763	11	1	88	0.0435808734	0.0007853938818	4.581292325	0.3581476652	95.06056001	11.29009299	1.028984972	87.68092204	0	0	0	-1790.056763	0.0007853938818	-181593.930578385	
1789.976763	11	1	88	0.044345145	0.000784953569	4.583616801	0.3583615012	95.0580217	11.29536139	1.029511794	87.67512681	0	0	0	-1789.976763	0.000784953569	-181783.78293407	
1789.896763	11	1	88	0.04510838409	0.0007845137148	4.585941127	0.3585753555	95.05548352	11.30062916	1.030038566	87.66933228	0	0	0	-1789.896763	0.0007845137148	-181974.035274434	
1789.816763	11	1	88	0.04587059262	0.0007840743222	4.588265303	0.3587892281	95.05294547	11.30589628	1.030565288	87.66353843	0	0	0	-1789.816763	0.0007840743222	-182164.371910556	
1789.736763	11	1	88	0.04663177251	0.0007836353867	4.590589329	0.359003119	95.05040755	11.31116276	1.031091961	87.65774528	0	0	0	-1789.736763	0.0007836353867	-182354.81946589	
1789.656763	11	1	88	0.04739192569	0.0007831969114	4.592913206	0.3592170282	95.04786977	11.31642859	1.031618583	87.65195282	0	0	0	-1789.656763	0.0007831969114	-182546.101231845	
1789.576763	11	1	88	0.0481510541	0.0007827588953	4.595236933	0.3594309558	95.04533211	11.32169379	1.032145156	87.64616106	0	0	0	-1789.576763	0.0007827588953	-182736.635306256	
1789.496763	11	1	88	0.04890915964	0.0007823213339	4.59756051	0.3596449016	95.04279459	11.32695834	1.032671679	87.64036998	0	0	0	-1789.496763	0.0007823213339	-182927.403805985	
1789.416763	11	1	88	0.04966624423	0.0007818842309	4.599883938	0.3598588658	95.0402572	11.33222225	1.033198152	87.6345796	0	0	0	-1789.416763	0.0007818842309	-183118.504786527	
1789.336763	11	1	88	0.05042230979	0.0007814475823	4.602207215	0.3600728483	95.03771994	11.33748551	1.033724576	87.62878991	0	0	0	-1789.336763	0.0007814475823	-183308.535808908	
1789.256763	11	1	88	0.05117735821	0.0007810113851	4.604530342	0.360286849	95.03518281	11.34274814	1.034250949	87.62300091	0	0	0	-1789.256763	0.0007810113851	-183499.786745649	
1789.176763	11	1	88	0.0519313914	0.0007805756462	4.60685332	0.3605008681	95.03264581	11.34801012	1.034777273	87.61721261	0	0	0	-1789.176763	0.0007805756462	-183691.938293172	
1789.096763	11	1	88	0.05268441126	0.0007801403611	4.609176147	0.3607149055	95.03010895	11.35327146	1.035303546	87.61142499	0	0	0	-1789.096763	0.0007801403611	-183883.43778767	
1789.016763	11	1	88	0.05343641969	0.0007797055293	4.611498824	0.3609289612	95.02757221	11.35853216	1.03582977	87.60563807	0	0	0	-1789.016763	0.0007797055293	-184074.085371925	
1788.936763	11	1	88	0.05418741855	0.0007792711454	4.613821351	0.3611430352	95.02503561	11.36379222	1.036355944	87.59985184	0	0	0	-1788.936763	0.0007792711454	-184265.409890696	
1788.856763	11	1	88	0.05493740975	0.0007788372161	4.616143728	0.3613571274	95.02249914	11.36905163	1.036882068	87.5940663	0	0	0	-1788.856763	0.0007788372161	-184457.190548524	
1788.776763	11	1	88	0.05568639515	0.000778403735	4.618465954	0.361571238	95.01996281	11.37431041	1.037408142	87.58828145	0	0	0	-1788.776763	0.000778403735	-184648.970775673	
1788.696763	11	1	88	0.05643437664	0.0007779707066	4.62078803	0.3617853669	95.0174266	11.37956854	1.037934165	87.5824973	0	0	0	-1788.696763	0.0007779707066	-184840.932228855	
1788.616763	11	1	88	0.05718135608	0.0007775381254	4.623109956	0.3619995141	95.01489053	11.38482603	1.038460139	87.57671383	0	0	0	-1788.616763	0.0007775381254	-185032.654830782	
1788.536763	11	1	88	0.05792733533	0.0007771059939	4.625431732	0.3622136795	95.01235459	11.39008288	1.038986063	87.57093106	0	0	0	-1788.536763	0.0007771059939	-185224.687395196	
1788.456763	11	1	88	0.05867231627	0.0007766743092	4.627753357	0.3624278633	95.00981878	11.39533909	1.039511936	87.56514897	0	0	0	-1788.456763	0.0007766743092	-185416.303350016	
1788.376763	11	1	88	0.05941630073	0.0007762430704	4.630074831	0.3626420654	95.0072831	11.40059466	1.04003776	87.55936758	0	0	0	-1788.376763	0.0007762430704	-185608.619040752	
1788.296763	11	1	88	0.06015929059	0.0007758122798	4.632396155	0.3628562857	95.00474756	11.40584959	1.040563533	87.55358688	0	0	0	-1788.296763	0.0007758122798	-185801.613105929	
1788.216763	11	1	88	0.06090128768	0.0007753819364	4.634717328	0.3630705243	95.00221215	11.41110387	1.041089257	87.54780687	0	0	0	-1788.216763	0.0007753819364	-185993.47155769	
1788.136763	11	1	88	0.06164229384	0.0007749520341	4.63703835	0.3632847813	94.99967687	11.41635752	1.04161493	87.54202755	0	0	0	-1788.136763	0.0007749520341	-186185.688681651	
1788.056763	11	1	88	0.06238231092	0.0007745225788	4.639359222	0.3634990565	94.99714172	11.42161053	1.042140553	87.53624892	0	0	0	-1788.056763	0.0007745225788	-186378.385241184	
1787.976763	11	1	88	0.06312134075	0.000774093565	4.641679943	0.36371335	94.99460671	11.42686289	1.042666126	87.53047098	0	0	0	-1787.976763	0.000774093565	-186570.919218379	
1787.896763	11	1	88	0.06385938516	0.0007736649956	4.644000513	0.3639276618	94.99207182	11.43211462	1.043191648	87.52469373	0	0	0	-1787.896763	0.0007736649956	-186763.979853019	
1787.816763	11	1	88	0.06459644597	0.0007732368683	4.646320933	0.3641419919	94.98953708	11.4373657	1.043717121	87.51891718	0	0	0	-1787.816763	0.0007732368683	-186957.20173313	
1787.736763	11	1	88	0.06533252502	0.0007728091843	4.648641201	0.3643563402	94.98700246	11.44261615	1.044242543	87.51314131	0	0	0	-1787.736763	0.0007728091843	-187149.725956741	
1787.656763	11	1	88	0.0660676241	0.0007723819374	4.650961319	0.3645707069	94.98446797	11.44786595	1.044767915	87.50736613	0	0	0	-1787.656763	0.0007723819374	-187342.191100294	
1787.576763	11	1	88	0.06680174504	0.0007719551317	4.653281285	0.3647850918	94.98193362	11.45311512	1.045293236	87.50159164	0	0	0	-1787.576763	0.0007719551317	-187535.136911007	
1787.496763	11	1	88	0.06753488965	0.0007715287635	4.655601101	0.364999495	94.9793994	11.45836365	1.045818508	87.49581785	0	0	0	-1787.496763	0.0007715287635	-187729.366810514	
1787.416763	11	1	88	0.06826705972	0.0007711028405	4.657920765	0.3652139165	94.97686532	11.46361153	1.046343729	87.49004474	0	0	0	-1787.416763	0.0007711028405	-187922.709623653	
1787.336763	11	1	88	0.06899825706	0.0007706773492	4.660240278	0.3654283562	94.97433137	11.46885878	1.046868899	87.48427232	0	0	0	-1787.336763	0.0007706773492	-188115.333068228	
1787.256763	11	1	88	0.06972848347	0.000770252298	4.66255964	0.3656428143	94.97179755	11.47410539	1.04739402	87.47850059	0	0	0	-1787.256763	0.000770252298	-188309.854320709	
1787.176763	11	1	88	0.07045774073	0.0007698276853	4.664878851	0.3658572906	94.96926386	11.47935136	1.047919089	87.47272955	0	0	0	-1787.176763	0.0007698276853	-188502.687863	
1787.096763	11	1	88	0.07118603064	0.0007694035033	4.66719791	0.3660717852	94.9667303	11.48459669	1.048444109	87.4669592	0	0	0	-1787.096763	0.0007694035033	-188696.102251645	
1787.016763	11	1	88	0.07191335497	0.0007689797606	4.669516818	0.366286298	94.96419688	11.48984138	1.048969078	87.46118954	0	0	0	-1787.016763	0.0007689797606	-188890.531751941	
1786.936763	11	1	88	0.0726397155	0.0007685564514	4.671835575	0.3665008292	94.9616636	11.49508543	1.049493997	87.45542057	0	0	0	-1786.936763	0.0007685564514	-189084.225699213	
1786.856763	11	1	88	0.07336511401	0.0007681335764	4.67415418	0.3667153786	94.95913044	11.50032885	1.050018865	87.44965229	0	0	0	-1786.856763	0.0007681335764	-189278.294212926	
1786.776763	11	1	88	0.07408955227	0.0007677111348	4.676472634	0.3669299463	94.95659742	11.50557162	1.050543683	87.4438847	0	0	0	-1786.776763	0.0007677111348	-189472.492439795	
