T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI	SI				
1738.456763	11	1	88	0.3842062959	0.0005728166271	6.047566272	0.4998694374	93.45256429	14.55936684	1.357690261	84.0829429	0	0	0	-1738.456763	0.0005728166271	-324175.804890035	
1738.376763	11	1	88	0.3845670168	0.0005725699431	6.049785594	0.5000951288	93.45011928	14.56424196	1.358181575	84.07757646	0	0	0	-1738.376763	0.0005725699431	-324428.679464154	
1738.296763	11	1	88	0.3849273738	0.0005723234523	6.052004741	0.5003208391	93.44767442	14.5691165	1.35867283	84.07221067	0	0	0	-1738.296763	0.0005723234523	-324679.833760037	
1738.216763	11	1	88	0.3852873675	0.0005720771498	6.054223715	0.5005465683	93.44522972	14.57399047	1.359164025	84.06684551	0	0	0	-1738.216763	0.0005720771498	-324930.858500119	
1738.136763	11	1	88	0.3856469983	0.0005718310397	6.056442514	0.5007723163	93.44278517	14.57886385	1.359655161	84.06148099	0	0	0	-1738.136763	0.0005718310397	-325185.241988997	
1738.056763	11	1	88	0.3860062668	0.0005715851224	6.058661139	0.5009980833	93.44034078	14.58373666	1.360146237	84.05611711	0	0	0	-1738.056763	0.0005715851224	-325437.968064357	
1737.976763	11	1	88	0.3863651735	0.0005713393944	6.06087959	0.5012238691	93.43789654	14.58860888	1.360637254	84.05075386	0	0	0	-1737.976763	0.0005713393944	-325688.637710306	
1737.896763	11	1	88	0.3867237188	0.0005710938555	6.063097867	0.5014496738	93.43545246	14.59348053	1.361128211	84.04539126	0	0	0	-1737.896763	0.0005710938555	-325940.824738878	
1737.816763	11	1	88	0.3870819033	0.0005708485076	6.065315969	0.5016754973	93.43300853	14.5983516	1.361619108	84.04002929	0	0	0	-1737.816763	0.0005708485076	-326193.598515937	
1737.736763	11	1	88	0.3874397275	0.0005706033491	6.067533898	0.5019013398	93.43056476	14.60322209	1.362109946	84.03466796	0	0	0	-1737.736763	0.0005706033491	-326446.434424491	
1737.656763	11	1	88	0.3877971919	0.0005703583811	6.069751652	0.5021272012	93.42812115	14.60809201	1.362600724	84.02930727	0	0	0	-1737.656763	0.0005703583811	-326699.059016162	
1737.576763	11	1	88	0.388154297	0.0005701136016	6.071969232	0.5023530814	93.42567769	14.61296134	1.363091442	84.02394721	0	0	0	-1737.576763	0.0005701136016	-326952.81511085	
1737.496763	11	1	88	0.3885110433	0.0005698690137	6.074186637	0.5025789806	93.42323438	14.6178301	1.363582101	84.0185878	0	0	0	-1737.496763	0.0005698690137	-327205.886982126	
1737.416763	11	1	88	0.3888674313	0.0005696246127	6.076403868	0.5028048987	93.42079123	14.62269828	1.364072701	84.01322902	0	0	0	-1737.416763	0.0005696246127	-327458.085345754	
1737.336763	11	1	88	0.3892234614	0.0005693804014	6.078620925	0.5030308356	93.41834824	14.62756588	1.36456324	84.00787088	0	0	0	-1737.336763	0.0005693804014	-327711.473681891	
1737.256763	11	1	88	0.3895791343	0.0005691363782	6.080837807	0.5032567915	93.4159054	14.6324329	1.36505372	84.00251338	0	0	0	-1737.256763	0.0005691363782	-327964.113194037	
1737.176763	11	1	88	0.3899344504	0.000568892543	6.083054515	0.5034827663	93.41346272	14.63729935	1.36554414	83.99715651	0	0	0	-1737.176763	0.000568892543	-328218.42398589	
1737.096763	11	1	88	0.3902894101	0.0005686488978	6.085271049	0.5037087599	93.41102019	14.64216522	1.3660345	83.99180028	0	0	0	-1737.096763	0.0005686488978	-328470.829044637	
1737.016763	11	1	88	0.390644014	0.0005684054372	6.087487407	0.5039347726	93.40857782	14.64703051	1.366524801	83.98644469	0	0	0	-1737.016763	0.0005684054372	-328724.513188121	
1736.936763	11	1	88	0.3909982626	0.0005681621679	6.089703592	0.5041608041	93.4061356	14.65189522	1.367015042	83.98108974	0	0	0	-1736.936763	0.0005681621679	-328978.98195257	
1736.856763	11	1	88	0.3913521564	0.0005679190838	6.091919602	0.5043868545	93.40369354	14.65675936	1.367505223	83.97573542	0	0	0	-1736.856763	0.0005679190838	-329231.618671021	
1736.776763	11	1	88	0.3917056959	0.0005676761877	6.094135437	0.5046129239	93.40125164	14.66162291	1.367995345	83.97038174	0	0	0	-1736.776763	0.0005676761877	-329486.33674001	
1736.696763	11	1	88	0.3920588815	0.0005674334793	6.096351098	0.5048390122	93.39880989	14.6664859	1.368485407	83.9650287	0	0	0	-1736.696763	0.0005674334793	-329740.497033546	
1736.616763	11	1	88	0.3924117137	0.0005671909575	6.098566584	0.5050651194	93.3963683	14.6713483	1.368975409	83.95967629	0	0	0	-1736.616763	0.0005671909575	-329993.89324188	
1736.536763	11	1	88	0.3927641931	0.0005669486217	6.100781896	0.5052912456	93.39392686	14.67621013	1.369465351	83.95432452	0	0	0	-1736.536763	0.0005669486217	-330246.178549658	
1736.456763	11	1	88	0.3931163201	0.0005667064703	6.102997032	0.5055173906	93.39148558	14.68107138	1.369955233	83.94897339	0	0	0	-1736.456763	0.0005667064703	-330501.998509055	
1736.376763	11	1	88	0.3934680953	0.0005664645095	6.105211994	0.5057435547	93.38904445	14.68593205	1.370445056	83.9436229	0	0	0	-1736.376763	0.0005664645095	-330757.722616614	
1736.296763	11	1	88	0.393819519	0.0005662227324	6.107426782	0.5059697376	93.38660348	14.69079214	1.370934818	83.93827304	0	0	0	-1736.296763	0.0005662227324	-331010.770950231	
1736.216763	11	1	88	0.3941705919	0.0005659811414	6.109641395	0.5061959395	93.38416267	14.69565166	1.371424521	83.93292381	0	0	0	-1736.216763	0.0005659811414	-331265.506848182	
1736.136763	11	1	88	0.3945213143	0.000565739736	6.111855832	0.5064221604	93.38172201	14.70051061	1.371914164	83.92757523	0	0	0	-1736.136763	0.000565739736	-331519.053866707	
1736.056763	11	1	88	0.3948716868	0.0005654985144	6.114070096	0.5066484002	93.3792815	14.70536897	1.372403748	83.92222728	0	0	0	-1736.056763	0.0005654985144	-331773.751023502	
1735.976763	11	1	88	0.3952217099	0.0005652574795	6.116284184	0.506874659	93.37684116	14.71022676	1.372893271	83.91687997	0	0	0	-1735.976763	0.0005652574795	-332030.07583614	
1735.896763	11	1	88	0.395571384	0.0005650166302	6.118498097	0.5071009367	93.37440097	14.71508398	1.373382734	83.91153329	0	0	0	-1735.896763	0.0005650166302	-332283.551005406	
1735.816763	11	1	88	0.3959207096	0.0005647759629	6.120711836	0.5073272333	93.37196093	14.71994061	1.373872138	83.90618725	0	0	0	-1735.816763	0.0005647759629	-332538.66705158	
1735.736763	11	1	88	0.3962696872	0.000564535483	6.122925399	0.5075535489	93.36952105	14.72479667	1.374361482	83.90084184	0	0	0	-1735.736763	0.000564535483	-332794.510284349	
1735.656763	11	1	88	0.3966183173	0.0005642951856	6.125138788	0.5077798835	93.36708133	14.72965216	1.374850766	83.89549708	0	0	0	-1735.656763	0.0005642951856	-333049.022100529	
1735.576763	11	1	88	0.3969666003	0.0005640550731	6.127352002	0.5080062371	93.36464176	14.73450707	1.375339989	83.89015294	0	0	0	-1735.576763	0.0005640550731	-333304.54424746	
1735.496763	11	1	88	0.3973145368	0.000563815144	6.129565041	0.5082326096	93.36220235	14.7393614	1.375829153	83.88480945	0	0	0	-1735.496763	0.000563815144	-333559.835167774	
1735.416763	11	1	88	0.3976621272	0.0005635753989	6.131777904	0.5084590011	93.35976309	14.74421516	1.376318257	83.87946658	0	0	0	-1735.416763	0.0005635753989	-333815.446429531	
1735.336763	11	1	88	0.398009372	0.0005633358371	6.133990593	0.5086854116	93.357324	14.74906834	1.376807301	83.87412436	0	0	0	-1735.336763	0.0005633358371	-334069.565068831	
1735.256763	11	1	88	0.3983562717	0.0005630964566	6.136203107	0.508911841	93.35488505	14.75392095	1.377296285	83.86878277	0	0	0	-1735.256763	0.0005630964566	-334325.894273814	
1735.176763	11	1	88	0.3987028268	0.000562857262	6.138415445	0.5091382894	93.35244627	14.75877298	1.377785209	83.86344181	0	0	0	-1735.176763	0.000562857262	-334583.167841272	
1735.096763	11	1	88	0.3990490377	0.0005626182495	6.140627609	0.5093647569	93.35000763	14.76362443	1.378274074	83.8581015	0	0	0	-1735.096763	0.0005626182495	-334837.617541393	
1735.016763	11	1	88	0.3993949048	0.0005623794183	6.142839597	0.5095912432	93.34756916	14.76847531	1.378762878	83.85276181	0	0	0	-1735.016763	0.0005623794183	-335093.580855892	
1734.936763	11	1	88	0.3997404288	0.0005621407708	6.14505141	0.5098177486	93.34513084	14.77332561	1.379251622	83.84742276	0	0	0	-1734.936763	0.0005621407708	-335349.578679193	
1734.856763	11	1	88	0.40008561	0.0005619023041	6.147263048	0.510044273	93.34269268	14.77817534	1.379740306	83.84208435	0	0	0	-1734.856763	0.0005619023041	-335605.762674349	
1734.776763	11	1	88	0.4004304489	0.0005616640208	6.149474511	0.5102708164	93.34025467	14.7830245	1.38022893	83.83674657	0	0	0	-1734.776763	0.0005616640208	-335861.273653911	
1734.696763	11	1	88	0.400774946	0.0005614259168	6.151685799	0.5104973787	93.33781682	14.78787308	1.380717494	83.83140943	0	0	0	-1734.696763	0.0005614259168	-336118.314309161	
1734.616763	11	1	88	0.4011191018	0.0005611879978	6.153896911	0.5107239601	93.33537913	14.79272108	1.381205998	83.82607292	0	0	0	-1734.616763	0.0005611879978	-336375.311415937	
1734.536763	11	1	88	0.4014629167	0.0005609502575	6.156107848	0.5109505605	93.33294159	14.79756851	1.381694442	83.82073705	0	0	0	-1734.536763	0.0005609502575	-336631.083962411	
1734.456763	11	1	88	0.4018063912	0.0005607126999	6.15831861	0.5111771799	93.33050421	14.80241536	1.382182825	83.81540181	0	0	0	-1734.456763	0.0005607126999	-336888.444834079	
1734.376763	11	1	88	0.4021495258	0.0005604753227	6.160529196	0.5114038182	93.32806699	14.80726164	1.382671149	83.81006721	0	0	0	-1734.376763	0.0005604753227	-337143.643116912	
1734.296763	11	1	88	0.4024923209	0.0005602381246	6.162739607	0.5116304756	93.32562992	14.81210735	1.383159413	83.80473324	0	0	0	-1734.296763	0.0005602381246	-337400.371256457	
1734.216763	11	1	88	0.402834777	0.0005600011085	6.164949842	0.5118571521	93.32319301	14.81695248	1.383647616	83.7993999	0	0	0	-1734.216763	0.0005600011085	-337657.983947575	
1734.136763	11	1	88	0.4031768946	0.0005597642722	6.167159903	0.5120838475	93.32075625	14.82179704	1.384135759	83.79406721	0	0	0	-1734.136763	0.0005597642722	-337915.494785072	
1734.056763	11	1	88	0.4035186741	0.0005595276172	6.169369787	0.5123105619	93.31831965	14.82664102	1.384623843	83.78873514	0	0	0	-1734.056763	0.0005595276172	-338172.464837788	
1733.976763	11	1	88	0.403860116	0.0005592911407	6.171579496	0.5125372954	93.31588321	14.83148443	1.385111866	83.78340371	0	0	0	-1733.976763	0.0005592911407	-338428.326558788	
1733.896763	11	1	88	0.4042012208	0.0005590548434	6.17378903	0.5127640479	93.31344692	14.83632726	1.385599829	83.77807291	0	0	0	-1733.896763	0.0005590548434	-338686.153855159	
1733.816763	11	1	88	0.4045419888	0.0005588187268	6.175998388	0.5129908194	93.31101079	14.84116952	1.386087731	83.77274275	0	0	0	-1733.816763	0.0005588187268	-338944.011460136	
1733.736763	11	1	88	0.4048824207	0.0005585827889	6.178207571	0.51321761	93.30857482	14.8460112	1.386575574	83.76741322	0	0	0	-1733.736763	0.0005585827889	-339201.330110281	
1733.656763	11	1	88	0.4052225168	0.0005583470304	6.180416578	0.5134444196	93.306139	14.85085231	1.387063356	83.76208433	0	0	0	-1733.656763	0.0005583470304	-339458.244807819	
1733.576763	11	1	88	0.4055622776	0.0005581114495	6.18262541	0.5136712483	93.30370334	14.85569285	1.387551079	83.75675607	0	0	0	-1733.576763	0.0005581114495	-339716.564269537	
1733.496763	11	1	88	0.4059017036	0.0005578760494	6.184834066	0.5138980959	93.30126784	14.86053282	1.388038741	83.75142844	0	0	0	-1733.496763	0.0005578760494	-339973.967885845	
1733.416763	11	1	88	0.4062407952	0.0005576408251	6.187042546	0.5141249627	93.29883249	14.86537221	1.388526342	83.74610145	0	0	0	-1733.416763	0.0005576408251	-340230.975779031	
1733.336763	11	1	88	0.4065795528	0.0005574057805	6.189250851	0.5143518484	93.2963973	14.87021102	1.389013884	83.74077509	0	0	0	-1733.336763	0.0005574057805	-340490.903870407	
1733.256763	11	1	88	0.406917977	0.0005571709152	6.191458979	0.5145787533	93.29396227	14.87504927	1.389501365	83.73544937	0	0	0	-1733.256763	0.0005571709152	-340747.451037976	
1733.176763	11	1	88	0.4072560682	0.0005569362244	6.193666933	0.5148056771	93.29152739	14.87988694	1.389988786	83.73012428	0	0	0	-1733.176763	0.0005569362244	-341005.414657851	
