T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2#1)	fw(@BCC_A2#2)	w(CU@BCC_A2#1)	w(FE@BCC_A2#1)	w(TI@BCC_A2#1)	w(CU@BCC_A2#2)	w(FE@BCC_A2#2)	w(TI@BCC_A2#2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fs_1	-T//fs	-T_1	fw(@BCC_A2#1)_1	fw(@BCC_A2#2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI								
1717.886954	9	6	85	0	0		3.903262925	2.321348784	93.77538829				9	6	85	-0.0003096883202	-0.0002235221032	0.0005332104234	-1717.886954	0	161.416114763207	-1717.886954	0			
1717.876954	9	6	85	6.192920906E-05	6.080564323E-05		3.903414566	2.321464411	93.77512102				9.000309574	6.000223413	84.99946701	0	0	0	-1717.876954	6.192920906E-05	161.533270568113	-1717.876954	6.080564323E-05			
1717.856954	9	6	85	0.0001856530754	0.0001214990794		3.903717865	2.32169569	93.77458645				9.000928802	6.00067035	84.99840085	0	0	0	-1717.856954	0.0001856530754	161.642756368616	-1717.856954	0.0001214990794			
1717.816954	9	6	85	0.0004331354545	0.0002430620574		3.904324433	2.322158272	93.7735173				9.002167727	6.001564556	84.99626772	0	0	0	-1717.816954	0.0004331354545	161.670307991965	-1717.816954	0.0002430620574			
1717.736954	9	6	85	0.0009277089967	0.0004858593487		3.905537492	2.323083495	93.77137901				9.004644805	6.003352383	84.99200281	0	0	0	-1717.736954	0.0009277089967	161.819592808497	-1717.736954	0.0004858593487			
1717.576954	9	6	85	0.001915682955	0.0009709631223		3.907964182	2.32493437	93.76710145				9.009598004	6.006927221	84.98347478	0	0	0	-1717.576954	0.001915682955	162.072237922782	-1717.576954	0.0009709631223			
1717.256954	9	6	85	0.003887085744	0.001939364748		3.912815023	2.328636838	93.75854814				9.019500533	6.014073664	84.9664258	0	0	0	-1717.256954	0.003887085744	162.571128740783	-1717.256954	0.001939364748			
1716.616954	9	6	85	0.007811800787	0.003868524579		3.922510441	2.336045493	93.74144407				9.039290162	6.02835362	84.93235622	0	0	0	-1716.616954	0.007811800787	163.572951843756	-1716.616954	0.003868524579			
1715.336954	9	6	85	0.01558958317	0.007696556261		3.941876223	2.350877715	93.70724606				9.078808024	6.056861787	84.86433019	0	0	0	-1715.336954	0.01558958317	165.660361328284	-1715.336954	0.007696556261			
