T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2#1)	fw(@BCC_A2#2)	w(CU@BCC_A2#1)	w(FE@BCC_A2#1)	w(TI@BCC_A2#1)	w(CU@BCC_A2#2)	w(FE@BCC_A2#2)	w(TI@BCC_A2#2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fs_1	-T//fs	-T_1	fw(@BCC_A2#1)_1	fw(@BCC_A2#2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI								
1852.955377	5	2	93	0	0		1.976522226	0.6558616983	97.36761608				5	2	93	-0.0004983357314	-0.0002215460026	0.000719881734	-1852.955377	0	60.0785869932008	-1852.955377	0			
1852.945377	5	2	93	0.0001664135655	0.000164841644		1.976735321	0.6559417196	97.36732296				5.000498213	2.000221477	92.99928031	0	0	0	-1852.945377	0.0001664135655	60.103923007655	-1852.945377	0.000164841644			
1852.925377	5	2	93	0.0004990304254	0.0003295368449		1.977161519	0.6561017762	97.36673671				5.001494706	2.000664501	92.99784079	0	0	0	-1852.925377	0.0004990304254	60.1401615375378	-1852.925377	0.0003295368449			
1852.885377	5	2	93	0.001163902086	0.0006588799437		1.978013896	0.6564218983	97.36556421				5.003488035	2.001550732	92.99496123	0	0	0	-1852.885377	0.001163902086	60.1949743414843	-1852.885377	0.0006588799437			
1852.805377	5	2	93	0.002491464034	0.001316470027		1.979718545	0.6570621976	97.36321926				5.007473606	2.003322854	92.98920354	0	0	0	-1852.805377	0.002491464034	60.3219870046503	-1852.805377	0.001316470027			
1852.645377	5	2	93	0.005138546358	0.002628443611		1.983127836	0.6583430619	97.3585291				5.015442366	2.006866617	92.97769102	0	0	0	-1852.645377	0.005138546358	60.5667900771851	-1852.645377	0.002628443611			
1852.325377	5	2	93	0.01040074609	0.00523898831		1.989944221	0.6609053565	97.34915042				5.031370372	2.013952212	92.95467742	0	0	0	-1852.325377	0.01040074609	61.0591906367194	-1852.325377	0.00523898831			
1851.685377	5	2	93	0.02079888479	0.01040707561		2.003569981	0.6660326389	97.33039738				5.063188414	2.028115654	92.90869593	0	0	0	-1851.685377	0.02079888479	62.0917092428159	-1851.685377	0.01040707561			
1850.405377	5	2	93	0.0410684993	0.02050431964		2.030791224	0.6762988245	97.29290995				5.126667619	2.056414158	92.81691822	0	0	0	-1850.405377	0.0410684993	64.2336107130745	-1850.405377	0.02050431964			
