T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2#1)	fw(@BCC_A2#2)	w(CU@BCC_A2#1)	w(FE@BCC_A2#1)	w(TI@BCC_A2#1)	w(CU@BCC_A2#2)	w(FE@BCC_A2#2)	w(TI@BCC_A2#2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fs_1	-T//fs	-T_1	fw(@BCC_A2#1)_1	fw(@BCC_A2#2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI								
1807.45195	10	1	89	0	0		4.023099017	0.3418295573	95.63507143				10	1	89	-0.0006659081136	-7.332948382E-05	0.0007392375974	-1807.45195	0	88.2676891654878	-1807.45195	0			
1807.44195	10	1	89	0.0001132627302	0.0001114642306		4.023389321	0.34185822	95.63475246				10.00066582	1.000073313	88.99926087	0	0	0	-1807.44195	0.0001132627302	88.3129032735757	-1807.44195	0.0001114642306			
1807.42195	10	1	89	0.000339614405	0.0002227923226		4.023969927	0.3419155496	95.63411452				10.0019975	1.00021996	88.99778254	0	0	0	-1807.42195	0.000339614405	88.3728696516491	-1807.42195	0.0002227923226			
1807.38195	10	1	89	0.0007920906613	0.0004454612868		4.025131118	0.342030213	95.63283867				10.00466076	1.000513246	88.99482599	0	0	0	-1807.38195	0.0007920906613	88.429268850827	-1807.38195	0.0004454612868			
1807.30195	10	1	89	0.001696220157	0.0008904399464		4.027453559	0.3422595733	95.63028687				10.00998752	1.001099863	88.98891262	0	0	0	-1807.30195	0.001696220157	88.5450669878785	-1807.30195	0.0008904399464			
1807.14195	10	1	89	0.003500681115	0.001778738306		4.03209785	0.3427183407	95.62518381				10.02063825	1.002272875	88.97708888	0	0	0	-1807.14195	0.003500681115	88.7896482264934	-1807.14195	0.001778738306			
1806.82195	10	1	89	0.007094987686	0.00354944321		4.041384733	0.3436361349	95.61497913				10.04193161	1.004618345	88.95345005	0	0	0	-1806.82195	0.007094987686	89.272282172653	-1806.82195	0.00354944321			
1806.18195	10	1	89	0.01422562459	0.007066956741		4.059951694	0.3454727603	95.59457555				10.08448596	1.009307061	88.90620698	0	0	0	-1806.18195	0.01422562459	90.2802134303465	-1806.18195	0.007066956741			
1804.90195	10	1	89	0.02824295758	0.01399394114		4.09705732	0.3491504367	95.55379224				10.16946309	1.018676396	88.81186052	0	0	0	-1804.90195	0.02824295758	92.3569938903171	-1804.90195	0.01399394114			
