T	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(FE@LIQUID)	w(TI@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fs_1	-T//fs	-T_1	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	mole/mole	kg/kg	%	%	%	%	SI	SI							
1867.869035	5	95	0	0	1.649506422	98.35049358	5	95	-0.0006256321093	0.0006256321093	-1867.869035	0	53.27471020314	-1867.869035	0	26.703238608753	
1867.859035	5	95	0.0001876611058	0.0001867588681	1.649738257	98.35026174	5.000625501	94.9993745	0	0	-1867.859035	0.0001876611058	53.3003838458998	-1867.859035	0.0001867588681	80.3867229199966	
1867.839035	5	95	0.0005627124014	0.0003733247618	1.65020193	98.34979807	5.001876592	94.99812341	0	0	-1867.839035	0.0005627124014	53.3387642307705	-1867.839035	0.0003733247618	107.212428702601	
1867.799035	5	95	0.001312278638	0.0007463344575	1.651129309	98.34887069	5.004379087	94.99562091	0	0	-1867.799035	0.001312278638	53.3973756842951	-1867.799035	0.0007463344575	107.300519638224	
1867.719035	5	95	0.002808623521	0.001491007565	1.652984188	98.34701581	5.009382901	94.9906171	0	0	-1867.719035	0.002808623521	53.5266381587642	-1867.719035	0.001491007565	107.535532431735	
1867.559035	5	95	0.005790791076	0.002975973249	1.656694427	98.34330557	5.019387786	94.98061221	0	0	-1867.559035	0.005790791076	53.7789865664699	-1867.559035	0.002975973249	107.966266123523	
1867.239035	5	95	0.01171335169	0.005927922622	1.664116839	98.33588316	5.039386599	94.9606134	0	0	-1867.239035	0.01171335169	54.2868870144279	-1867.239035	0.005927922622	108.84594279998	
1866.599035	5	95	0.02339385231	0.01176088323	1.678968447	98.32103155	5.079340455	94.92065955	0	0	-1866.599035	0.02339385231	55.35432718968	-1866.599035	0.01176088323	110.768126282488	
1865.319035	5	95	0.04607051257	0.02310794221	1.708699646	98.29130035	5.159072111	94.84092789	0	0	-1865.319035	0.04607051257	57.574393241308	-1865.319035	0.02310794221	114.733876855153	
1862.759035	5	95	0.08894553514	0.04472776528	1.768277173	98.23172283	5.317840706	94.68215929	0	0	-1862.759035	0.08894553514	62.2556011412769	-1862.759035	0.04472776528	-1896.26043424948	
1860.199035	5	95	0.128568157	0.04327386134	1.82801096	98.17198904	5.475689852	94.52431015	0	0	-1860.199035	0.128568157	67.2706817973018	-1860.199035	0.04327386134	-1820.48788051098	
1857.639035	5	95	0.1652779414	0.04190963126	1.887904911	98.11209509	5.63262989	94.36737011	0	0	-1857.639035	0.1652779414	72.5114624087985	-1857.639035	0.04190963126	-1938.9935655605	
1855.079035	5	95	0.1993708581	0.04062814563	1.94796284	98.05203716	5.788670726	94.21132927	0	0	-1855.079035	0.1993708581	77.9794281056263	-1855.079035	0.04062814563	-2062.19188012529	
