T	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(FE@LIQUID)	w(TI@LIQUID)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI				
1697.99361	14	86	0	0	6.114916347	93.88508365	14	86			-0.0004572130662	0.0004572130662	-1697.99361	0	85.7726958138155	
1697.98361	14	86	5.870287316E-05	5.803148022E-05	6.115223455	93.88477654	14.00045708	85.99954292			0	0	-1697.98361	5.803148022E-05	258.867832467746	
1697.96361	14	86	0.0001759853593	0.0001159588238	6.115837719	93.88416228	14.00137137	85.99862863			0	0	-1697.96361	0.0001159588238	345.179421552514	
1697.92361	14	86	0.0004104997811	0.0002318948152	6.117066338	93.88293366	14.00319987	85.99680013			0	0	-1697.92361	0.0002318948152	344.995962241297	
1697.84361	14	86	0.0008794406051	0.0004638111766	6.119523931	93.88047607	14.00685757	85.99314243			0	0	-1697.84361	0.0004638111766	-320132.590957046	
1697.76361	14	86	0.001347909857	0.00046356101	6.121982102	93.8780179	14.01051438	85.98948562			0	0	-1697.76361	0.00046356101	-558287.617472899	
1697.68361	14	86	0.001816040023	0.0004634419296	6.124440725	93.87555928	14.01417081	85.98582919			0	0	-1697.68361	0.0004634419296	-672192.792176174	
1697.60361	14	86	0.002283831488	0.0004633229829	6.126899798	93.8731002	14.01782686	85.98217314			0	0	-1697.60361	0.0004633229829	-672882.991610087	
1697.52361	14	86	0.002751284634	0.0004632041467	6.129359324	93.87064068	14.02148252	85.97851748			0	0	-1697.52361	0.0004632041467	-673517.485753283	
1697.44361	14	86	0.003218399843	0.000463085424	6.131819301	93.8681807	14.0251378	85.9748622			0	0	-1697.44361	0.000463085424	-674165.667723263	
1697.36361	14	86	0.003685177501	0.0004629668162	6.13427973	93.86572027	14.0287927	85.9712073			0	0	-1697.36361	0.0004629668162	-674810.805917745	
1697.28361	14	86	0.004151617988	0.0004628483204	6.136740611	93.86325939	14.03244722	85.96755278			0	0	-1697.28361	0.0004628483204	-675444.641353261	
1697.20361	14	86	0.004617721685	0.0004627299351	6.139201945	93.86079805	14.03610135	85.96389865			0	0	-1697.20361	0.0004627299351	-676087.985338784	
1697.12361	14	86	0.005083488973	0.0004626116647	6.141663732	93.85833627	14.0397551	85.9602449			0	0	-1697.12361	0.0004626116647	-676734.802192272	
1697.04361	14	86	0.005548920233	0.0004624935056	6.144125971	93.85587403	14.04340846	85.95659154			0	0	-1697.04361	0.0004624935056	-677372.553674964	
1696.96361	14	86	0.006014015842	0.0004623754578	6.146588663	93.85341134	14.04706145	85.95293855			0	0	-1696.96361	0.0004623754578	-678023.886735078	
1696.88361	14	86	0.006478776184	0.0004622575256	6.149051808	93.85094819	14.05071405	85.94928595			0	0	-1696.88361	0.0004622575256	-678672.964998037	
1696.80361	14	86	0.006943201635	0.0004621397035	6.151515407	93.84848459	14.05436627	85.94563373			0	0	-1696.80361	0.0004621397035	-679312.366789548	
1696.72361	14	86	0.007407292573	0.0004620219932	6.15397946	93.84602054	14.05801811	85.94198189			0	0	-1696.72361	0.0004620219932	-679960.193765082	
1696.64361	14	86	0.007871049377	0.0004619043955	6.156443966	93.84355603	14.06166957	85.93833043			0	0	-1696.64361	0.0004619043955	-680608.958620564	
1696.56361	14	86	0.008334472422	0.0004617869095	6.158908926	93.84109107	14.06532064	85.93467936			0	0	-1696.56361	0.0004617869095	-681255.775765057	
1696.48361	14	86	0.008797562085	0.000461669535	6.16137434	93.83862566	14.06897134	85.93102866			0	0	-1696.48361	0.000461669535	-681903.534520681	
1696.40361	14	86	0.009260318743	0.0004615522721	6.163840209	93.83615979	14.07262166	85.92737834			0	0	-1696.40361	0.0004615522721	-682559.235099235	
1696.32361	14	86	0.009722742772	0.000461435123	6.166306532	93.83369347	14.07627159	85.92372841			0	0	-1696.32361	0.000461435123	-683210.327434601	
1696.24361	14	86	0.01018483455	0.0004613180835	6.16877331	93.83122669	14.07992115	85.92007885			0	0	-1696.24361	0.0004613180835	-683855.095806902	
1696.16361	14	86	0.01064659444	0.0004612011552	6.171240543	93.82875946	14.08357032	85.91642968			0	0	-1696.16361	0.0004612011552	-684510.453422546	
1696.08361	14	86	0.01110802282	0.0004610843397	6.173708231	93.82629177	14.08721912	85.91278088			0	0	-1696.08361	0.0004610843397	-685163.816743741	
1696.00361	14	86	0.01156912008	0.0004609676343	6.176176375	93.82382362	14.09086753	85.90913247			0	0	-1696.00361	0.0004609676343	-685818.16429234	
1695.92361	14	86	0.01202988657	0.0004608510416	6.178644974	93.82135503	14.09451557	85.90548443			0	0	-1695.92361	0.0004608510416	-686470.487725515	
1695.84361	14	86	0.01249032267	0.0004607345579	6.181114029	93.81888597	14.09816323	85.90183677			0	0	-1695.84361	0.0004607345579	-687123.799151893	
