T	w(CU)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(TI@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(TI@LIQUID)	-T	fs_1	-T//fs	-T_1	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	mole/mole	kg/kg	%	%	%	%	SI	SI							
1850.560227	8	92	0	0	3.118033173	96.88196683	8	92	-0.0008356271962	0.0008356271962	-1850.560227	0	57.6815784527984	-1850.560227	0	29.1306829141147	
1850.550227	8	92	0.00017332609	0.0001712205443	3.118378687	96.88162131	8.000835616	91.99916438	0	0	-1850.550227	0.00017332609	57.7078588787759	-1850.550227	0.0001712205443	87.6777297781104	
1850.530227	8	92	0.0005197416849	0.0003422737981	3.119069709	96.88093029	8.002506859	91.99749314	0	0	-1850.530227	0.0005197416849	57.7492096272347	-1850.530227	0.0003422737981	116.94411565017	
1850.490227	8	92	0.001212030389	0.0006841920721	3.120451745	96.87954826	8.005849243	91.99415076	0	0	-1850.490227	0.001212030389	57.8084244480046	-1850.490227	0.0006841920721	117.030551639474	
1850.410227	8	92	0.002594523786	0.001367266659	3.123215782	96.87678422	8.012533578	91.98746642	0	0	-1850.410227	0.002594523786	57.9247272761263	-1850.410227	0.001367266659	117.213410215937	
1850.250227	8	92	0.005351200072	0.002730073807	3.12874371	96.87125629	8.025900523	91.97409948	0	0	-1850.250227	0.005351200072	58.158008605416	-1850.250227	0.002730073807	117.597171888455	
1849.930227	8	92	0.01083151522	0.005442393653	3.139798986	96.86020101	8.052627508	91.94737249	0	0	-1849.930227	0.01083151522	58.6291806221818	-1849.930227	0.005442393653	118.375457715235	
1849.290227	8	92	0.02166057924	0.01081340527	3.161907576	96.83809242	8.106048826	91.89395117	0	0	-1849.290227	0.02166057924	59.6197536130776	-1849.290227	0.01081340527	120.079608604997	
1848.010227	8	92	0.04277134441	0.02131542813	3.206115606	96.79388439	8.212768425	91.78723157	0	0	-1848.010227	0.04277134441	61.6732234357587	-1848.010227	0.02131542813	123.5752424697	
1845.450227	8	92	0.08298770783	0.04149977601	3.294495502	96.7055045	8.425717586	91.57428241	0	0	-1845.450227	0.08298770783	66.0268116217639	-1845.450227	0.04149977601	-2464.054895662	
1842.890227	8	92	0.1205030802	0.04039754962	3.382823398	96.6171766	8.638014423	91.36198558	0	0	-1842.890227	0.1205030802	70.7104385645175	-1842.890227	0.04039754962	-2384.85938666015	
1840.330227	8	92	0.1555618122	0.03935010829	3.471095558	96.52890444	8.849661575	91.15033842	0	0	-1840.330227	0.1555618122	75.5934748755351	-1840.330227	0.03935010829	-2508.83189200832	
1837.770227	8	92	0.1883813659	0.03835416513	3.55930821	96.44069179	9.06066138	90.93933862	0	0	-1837.770227	0.1883813659	80.6762183207957	-1837.770227	0.03835416513	-2639.57723396637	
1835.210227	8	92	0.2191566617	0.03740786742	3.647461731	96.35253827	9.271025121	90.72897488	0	0	-1835.210227	0.2191566617	85.966209820375	-1835.210227	0.03740786742	-2767.58440508092	
1832.650227	8	92	0.2480573136	0.0365023786	3.73554428	96.26445572	9.480736636	90.51926336	0	0	-1832.650227	0.2480573136	91.4658830922884	-1832.650227	0.0365023786	-2899.29198627457	
1830.090227	8	92	0.2752390835	0.03563983409	3.823556487	96.17644351	9.689807277	90.31019272	0	0	-1830.090227	0.2752390835	97.174816483651	-1830.090227	0.03563983409	-3038.889144388	
1827.530227	8	92	0.3008404198	0.03481579513	3.911494913	96.08850509	9.898239065	90.10176093	0	0	-1827.530227	0.3008404198	103.097834499064	-1827.530227	0.03481579513	-3179.0569737279	
1824.970227	8	92	0.3249858013	0.03402769229	3.999356149	96.00064385	10.10603383	89.89396617	0	0	-1824.970227	0.3249858013	109.237968061883	-1824.970227	0.03402769229	-3322.22612351663	
1822.410227	8	92	0.347787431	0.03327319621	4.087136859	95.91286314	10.31319332	89.68680668	0	0	-1822.410227	0.347787431	115.598210673363	-1822.410227	0.03327319621	-3468.41159946954	
1819.850227	8	92	0.3693466787	0.03255017211	4.174833778	95.82516622	10.5197192	89.4802808	0	0	-1819.850227	0.3693466787	122.181544236518	-1819.850227	0.03255017211	-3617.59569579818	
1817.290227	8	92	0.3897553293	0.03185666221	4.262443708	95.73755629	10.72561303	89.27438697	0	0	-1817.290227	0.3897553293	128.990935015007	-1817.290227	0.03185666221	-3769.76597329839	
1814.730227	8	92	0.4090966654	0.03119086787	4.349963517	95.65003648	10.9308763	89.0691237	0	0	-1814.730227	0.4090966654	136.029334746278	-1814.730227	0.03119086787	-3924.91013748569	
1812.170227	8	92	0.427446408	0.03055113376	4.437390142	95.56260986	11.13551041	88.86448959	0	0	-1812.170227	0.427446408	143.299681161004	-1812.170227	0.03055113376	-4083.01568120236	
1809.610227	8	92	0.4448735373	0.02993593384	4.524720585	95.47527941	11.33951669	88.66048331	0	0	-1809.610227	0.4448735373	150.80489874263	-1809.610227	0.02993593384	-4244.0701073782	
1807.050227	8	92	0.46144101	0.02934385905	4.611951916	95.38804808	11.5428964	88.4571036	0	0	-1807.050227	0.46144101	158.547899814199	-1807.050227	0.02934385905	-4408.0609269929	
1804.490227	8	92	0.4772063885	0.02877360629	4.699081271	95.30091873	11.7456507	88.2543493	0	0	-1804.490227	0.4772063885	166.531584014767	-1804.490227	0.02877360629	-4574.97559871159	
1801.930227	8	92	0.492222394	0.02822396868	4.78610585	95.21389415	11.94778071	88.05221929	0	0	-1801.930227	0.492222394	174.758840046302	-1801.930227	0.02822396868	-4744.80184819043	
1799.370227	8	92	0.5065373937	0.02769382689	4.873022921	95.12697708	12.14928748	87.85071252	0	0	-1799.370227	0.5065373937	183.232545345915	-1799.370227	0.02769382689	-4917.52718133142	
1796.810227	8	92	0.5201958315	0.02718214127	4.959829816	95.04017018	12.35017201	87.64982799	0	0	-1796.810227	0.5201958315	191.955568551668	-1796.810227	0.02718214127	-5093.13925716727	
1794.250227	8	92	0.5332386088	0.02668794499	5.046523933	94.95347607	12.55043521	87.44956479	0	0	-1794.250227	0.5332386088	200.930768416993	-1794.250227	0.02668794499	-5271.62596169134	
1791.690227	8	92	0.5457034231	0.02621033773	5.133102732	94.86689727	12.75007796	87.24992204	0	0	-1791.690227	0.5457034231	210.160989729671	-1791.690227	0.02621033773	-5452.97524944112	
1789.130227	8	92	0.557625069	0.02574848011	5.219563738	94.78043626	12.94910109	87.05089891	0	0	-1789.130227	0.557625069	219.649074476761	-1789.130227	0.02574848011	-5637.17504510158	
1786.570227	8	92	0.5690357053	0.02530158857	5.305904542	94.69409546	13.14750536	86.85249464	0	0	-1786.570227	0.5690357053	229.397852474874	-1786.570227	0.02530158857	-5824.21356046404	
1784.010227	8	92	0.5799650955	0.02486893089	5.392122794	94.60787721	13.34529151	86.65470849	0	0	-1784.010227	0.5799650955	239.410146001374	-1784.010227	0.02486893089	-6014.07934847752	
1781.450227	8	92	0.5904408208	0.02444982202	5.478216211	94.52178379	13.5424602	86.4575398	0	0	-1781.450227	0.5904408208	249.688770537011	-1781.450227	0.02444982202	-6206.76094372937	
