T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2#1)	w(FE@BCC_B2#1)	w(TI@BCC_B2#1)	w(CU@BCC_B2#2)	w(FE@BCC_B2#2)	w(TI@BCC_B2#2)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1660.654252	11	7	82	0	0	4.862515983	2.911292359	92.22619166	11	7	82										-0.0002928484632	-0.0001950904386	0.0004879389018	-1660.654252	0	104.100232795861	
1660.644252	11	7	82	4.88060168E-05	4.775962166E-05	4.862658902	2.911412416	92.22592868	11.00029273	7.000194996	81.99951227										0	0	0	-1660.644252	4.775962166E-05	314.663553533132	
1660.624252	11	7	82	0.000146289841	9.541176596E-05	4.862944778	2.911652553	92.22540267	11.00087829	7.00058508	81.99853663										0	0	0	-1660.624252	9.541176596E-05	419.584313307291	
1660.584252	11	7	82	0.0003412152191	0.0001908006347	4.863516507	2.912132849	92.22435064	11.00204937	7.001365206	81.99658542										0	0	0	-1660.584252	0.0001908006347	419.271780157879	
1660.504252	11	7	82	0.0007310568993	0.0003816662813	4.864659835	2.913093547	92.22224662	11.00439236	7.002925933	81.99268171										0	0	0	-1660.504252	0.0003816662813	-317868.979356606	
1660.424252	11	7	82	0.001120491482	0.0003814142721	4.865803303	2.914054381	92.22014232	11.0067346	7.004486081	81.98877932										0	0	0	-1660.424252	0.0003814142721	-577846.553545956	
1660.344252	11	7	82	0.001509658667	0.0003812994163	4.866946618	2.915015321	92.21803806	11.00907659	7.006045988	81.98487742										0	0	0	-1660.344252	0.0003812994163	-696854.405817737	
1660.264252	11	7	82	0.001898558736	0.0003811846688	4.868089779	2.915976368	92.21593385	11.01141833	7.007605654	81.98097601										0	0	0	-1660.264252	0.0003811846688	-697404.923671913	
1660.184252	11	7	82	0.002287191957	0.0003810699943	4.869232788	2.916937522	92.21382969	11.01375983	7.009165079	81.97707509										0	0	0	-1660.184252	0.0003810699943	-697845.670017284	
1660.104252	11	7	82	0.002675558595	0.0003809553917	4.870375643	2.917898782	92.21172558	11.01610107	7.010724262	81.97317466										0	0	0	-1660.104252	0.0003809553917	-698274.167044512	
1660.024252	11	7	82	0.003063658914	0.0003808408579	4.871518345	2.918860148	92.20962151	11.01844207	7.012283204	81.96927472										0	0	0	-1660.024252	0.0003808408579	-698698.631440864	
1659.944252	11	7	82	0.003451493175	0.0003807263945	4.872660894	2.919821621	92.20751748	11.02078282	7.013841905	81.96537527										0	0	0	-1659.944252	0.0003807263945	-699126.047143432	
1659.864252	11	7	82	0.003839061643	0.0003806120007	4.87380329	2.920783201	92.20541351	11.02312333	7.015400365	81.96147631										0	0	0	-1659.864252	0.0003806120007	-699561.648245995	
1659.784252	11	7	82	0.004226364583	0.0003804976798	4.874945532	2.921744887	92.20330958	11.02546359	7.016958584	81.95757783										0	0	0	-1659.784252	0.0003804976798	-699995.314372241	
1659.704252	11	7	82	0.004613402257	0.0003803834277	4.876087622	2.922706681	92.2012057	11.0278036	7.018516561	81.95367984										0	0	0	-1659.704252	0.0003803834277	-700420.646507447	
1659.624252	11	7	82	0.005000174926	0.0003802692456	4.877229557	2.923668581	92.19910186	11.03014336	7.020074298	81.94978234										0	0	0	-1659.624252	0.0003802692456	-700852.326896752	
