T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2#1)	fw(@BCC_A2#2)	w(CU@BCC_A2#1)	w(FE@BCC_A2#1)	w(TI@BCC_A2#1)	w(CU@BCC_A2#2)	w(FE@BCC_A2#2)	w(TI@BCC_A2#2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fs_1	-T//fs	-T_1	fw(@BCC_A2#1)_1	fw(@BCC_A2#2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI								
1739.970072	9	5	86	0	0		3.845509682	1.874576565	94.27991375				9	5	86	-0.0003516415902	-0.0002132177456	0.0005648593358	-1739.970072	0	143.883131006034	-1739.970072	0			
1739.960072	9	5	86	6.947755666E-05	6.826448414E-05		3.845678924	1.874679119	94.27964196				9.000351523	5.000213121	85.99943536	0	0	0	-1739.960072	6.947755666E-05	143.979611459927	-1739.960072	6.826448414E-05			
1739.940072	9	5	86	0.0002082931865	0.0001364133335		3.84601741	1.874884244	94.27909835				9.001054649	5.000639463	85.99830589	0	0	0	-1739.940072	0.0002082931865	144.072844965117	-1739.940072	0.0001364133335			
1739.900072	9	5	86	0.0004859426587	0.0002728821904		3.846694354	1.875294512	94.27801113				9.002461375	5.001492433	85.99604619	0	0	0	-1739.900072	0.0004859426587	144.107065002132	-1739.900072	0.0002728821904			
1739.820072	9	5	86	0.001040773705	0.0005454549635		3.848048153	1.8761151	94.27583675				9.005273978	5.003197855	85.99152817	0	0	0	-1739.820072	0.001040773705	144.251992601787	-1739.820072	0.0005454549635			
1739.660072	9	5	86	0.002148962492	0.001089972562		3.850756213	1.877756638	94.27148715				9.010898	5.006607951	85.98249405	0	0	0	-1739.660072	0.002148962492	144.504650098018	-1739.660072	0.001089972562			
1739.340072	9	5	86	0.004359611953	0.002176709888		3.856169803	1.88104026	94.26278994				9.022141259	5.013425181	85.96443356	0	0	0	-1739.340072	0.004359611953	145.004670450031	-1739.340072	0.002176709888			
1738.700072	9	5	86	0.008758124188	0.004340535449		3.866990391	1.887610459	94.24539915				9.044608689	5.027047795	85.92834352	0	0	0	-1738.700072	0.008758124188	146.009373038485	-1738.700072	0.004340535449			
1737.420072	9	5	86	0.01746499905	0.008629983505		3.888605201	1.900762703	94.2106321				9.089467532	5.054245605	85.85628686	0	0	0	-1737.420072	0.01746499905	148.105811859934	-1737.420072	0.008629983505			
1734.860072	9	5	86	0.03450330703	0.01703956225		3.931726435	1.92711588	94.14115768				9.178877026	5.108454442	85.71266853	0	0	0	-1734.860072	0.03450330703	152.614805032032	-1734.860072	0.01703956225			
1732.300072	9	5	86	0.05102915826	0.01681600125		3.9747059	1.953534766	94.07175933				9.267886658	5.162414335	85.56969901	0	0	0	-1732.300072	0.05102915826	157.320228323989	-1732.300072	0.01681600125			
1729.740072	9	5	86	0.06706324212	0.01659706522		4.017540916	1.980019036	94.00244005				9.356497166	5.216123545	85.42737929	0	0	0	-1729.740072	0.06706324212	162.111529348949	-1729.740072	0.01659706522			
