T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2)	w(FE@BCC_B2)	w(TI@BCC_B2)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1740.281823	15	1	84	0	0	6.211604144	0.3670711829	93.42132467	15	1	84							-0.0006402994852	-4.611347918E-05	0.0006864129644	-1740.281823	0	68.2702934170986	
1740.271823	15	1	84	7.463275826E-05	7.291511427E-05	6.211894078	0.3670922105	93.42101371	15.00064021	1.000046103	83.99931369							0	0	0	-1740.271823	7.291511427E-05	206.021260538685	
1740.251823	15	1	84	0.0002237425747	0.0001457018206	6.212473934	0.367134266	93.4203918	15.00192069	1.000138321	83.99794099							0	0	0	-1740.251823	0.0001457018206	274.729080547337	
1740.211823	15	1	84	0.0005218622262	0.0002913489941	6.213633618	0.3672183798	93.419148	15.00448154	1.000322751	83.99519571							0	0	0	-1740.211823	0.0002913489941	274.663930085991	
1740.131823	15	1	84	0.001117779559	0.0005825554491	6.215953014	0.3673866336	93.41666035	15.00960353	1.000691628	83.98970484							0	0	0	-1740.131823	0.0005825554491	-208011.538816701	
1740.051823	15	1	84	0.001712952523	0.0005821703451	6.21827216	0.3675548941	93.41417295	15.01472456	1.001060436	83.984215							0	0	0	-1740.051823	0.0005821703451	-273760.619407054	
1739.971823	15	1	84	0.002307517585	0.0005819179986	6.220591136	0.3677231693	93.41168569	15.01984501	1.001429201	83.97872579							0	0	0	-1739.971823	0.0005819179986	-317190.249786618	
1739.891823	15	1	84	0.002901475653	0.0005816659157	6.22290994	0.367891459	93.4091986	15.02496486	1.001797923	83.97323721							0	0	0	-1739.891823	0.0005816659157	-317482.339456001	
1739.811823	15	1	84	0.003494827589	0.0005814140334	6.225228574	0.3680597634	93.40671166	15.03008413	1.002166602	83.96774927							0	0	0	-1739.811823	0.0005814140334	-317730.987172627	
1739.731823	15	1	84	0.004087574247	0.0005811623449	6.227547037	0.3682280825	93.40422488	15.03520281	1.002535237	83.96226196							0	0	0	-1739.731823	0.0005811623449	-317976.873459056	
1739.651823	15	1	84	0.004679716483	0.000580910852	6.229865329	0.3683964161	93.40173825	15.04032089	1.002903829	83.95677528							0	0	0	-1739.651823	0.000580910852	-318224.65844105	
1739.571823	15	1	84	0.005271255151	0.0005806595553	6.23218345	0.3685647644	93.39925179	15.0454384	1.003272378	83.95128923							0	0	0	-1739.571823	0.0005806595553	-318472.130335636	
1739.491823	15	1	84	0.005862191103	0.0005804084531	6.234501401	0.3687331273	93.39676547	15.05055531	1.003640884	83.94580381							0	0	0	-1739.491823	0.0005804084531	-318718.973385127	
1739.411823	15	1	84	0.006452525189	0.0005801575455	6.23681918	0.3689015048	93.39427932	15.05567163	1.004009346	83.94031902							0	0	0	-1739.411823	0.0005801575455	-318968.173478793	
1739.331823	15	1	84	0.00704225826	0.0005799068355	6.239136789	0.369069897	93.39179331	15.06078737	1.004377765	83.93483487							0	0	0	-1739.331823	0.0005799068355	-319216.545663014	
1739.251823	15	1	84	0.007631391162	0.0005796563182	6.241454226	0.3692383038	93.38930747	15.06590251	1.004746141	83.92935135							0	0	0	-1739.251823	0.0005796563182	-319463.014804742	
1739.171823	15	1	84	0.008219924742	0.0005794059949	6.243771492	0.3694067252	93.38682178	15.07101707	1.005114474	83.92386846							0	0	0	-1739.171823	0.0005794059949	-319711.269907696	
1739.091823	15	1	84	0.008807859843	0.0005791558665	6.246088588	0.3695751613	93.38433625	15.07613104	1.005482764	83.9183862							0	0	0	-1739.091823	0.0005791558665	-319958.691790743	
1739.011823	15	1	84	0.009395197308	0.0005789059302	6.248405512	0.369743612	93.38185088	15.08124442	1.00585101	83.91290457							0	0	0	-1739.011823	0.0005789059302	-320207.144311489	
1738.931823	15	1	84	0.00998193798	0.0005786561898	6.250722265	0.3699120773	93.37936566	15.08635722	1.006219213	83.90742357							0	0	0	-1738.931823	0.0005786561898	-320456.296817838	
1738.851823	15	1	84	0.0105680827	0.000578406642	6.253038847	0.3700805573	93.3768806	15.09146942	1.006587373	83.9019432							0	0	0	-1738.851823	0.000578406642	-320704.620683323	
1738.771823	15	1	84	0.0111536323	0.0005781572882	6.255355258	0.3702490519	93.37439569	15.09658104	1.006955489	83.89646347							0	0	0	-1738.771823	0.0005781572882	-320952.68209956	
1738.691823	15	1	84	0.01173858763	0.000577908126	6.257671498	0.3704175612	93.37191094	15.10169207	1.007323562	83.89098436							0	0	0	-1738.691823	0.000577908126	-321199.776145803	
1738.611823	15	1	84	0.01232294951	0.0005776591557	6.259987566	0.3705860851	93.36942635	15.10680252	1.007691592	83.88550589							0	0	0	-1738.611823	0.0005776591557	-321450.096332978	
1738.531823	15	1	84	0.01290671878	0.0005774103814	6.262303464	0.3707546237	93.36694191	15.11191237	1.008059578	83.88002805							0	0	0	-1738.531823	0.0005774103814	-321698.984855891	
1738.451823	15	1	84	0.01348989627	0.0005771617962	6.264619189	0.3709231769	93.36445763	15.11702164	1.008427521	83.87455084							0	0	0	-1738.451823	0.0005771617962	-321947.624100347	
1738.371823	15	1	84	0.01407248282	0.000576913406	6.266934744	0.3710917448	93.36197351	15.12213032	1.008795421	83.86907426							0	0	0	-1738.371823	0.000576913406	-322195.596472843	
1738.291823	15	1	84	0.01465447925	0.0005766652033	6.269250127	0.3712603274	93.35948955	15.12723841	1.009163277	83.86359831							0	0	0	-1738.291823	0.0005766652033	-322444.356646798	
1738.211823	15	1	84	0.0152358864	0.0005764171962	6.271565339	0.3714289245	93.35700574	15.13234592	1.00953109	83.85812299							0	0	0	-1738.211823	0.0005764171962	-322695.114497607	
1738.131823	15	1	84	0.01581670508	0.0005761693791	6.27388038	0.3715975364	93.35452208	15.13745284	1.00989886	83.8526483							0	0	0	-1738.131823	0.0005761693791	-322943.205627919	
1738.051823	15	1	84	0.01639693612	0.0005759217529	6.276195249	0.3717661629	93.35203859	15.14255917	1.010266586	83.84717424							0	0	0	-1738.051823	0.0005759217529	-323192.853626116	
1737.971823	15	1	84	0.01697658036	0.0005756743185	6.278509946	0.3719348041	93.34955525	15.14766491	1.010634269	83.84170082							0	0	0	-1737.971823	0.0005756743185	-323442.55865346	
1737.891823	15	1	84	0.0175556386	0.0005754270745	6.280824472	0.3721034599	93.34707207	15.15277007	1.011001908	83.83622802							0	0	0	-1737.891823	0.0005754270745	-323691.668866304	
1737.811823	15	1	84	0.01813411166	0.0005751800208	6.283138827	0.3722721304	93.34458904	15.15787464	1.011369504	83.83075585							0	0	0	-1737.811823	0.0005751800208	-323939.586825179	
1737.731823	15	1	84	0.01871200038	0.0005749331551	6.28545301	0.3724408155	93.34210617	15.16297863	1.011737056	83.82528432							0	0	0	-1737.731823	0.0005749331551	-324190.192078854	
1737.651823	15	1	84	0.01928930556	0.0005746864832	6.287767021	0.3726095153	93.33962346	15.16808202	1.012104565	83.81981341							0	0	0	-1737.651823	0.0005746864832	-324442.161916018	
1737.571823	15	1	84	0.01986602802	0.0005744400008	6.290080861	0.3727782298	93.33714091	15.17318483	1.012472031	83.81434314							0	0	0	-1737.571823	0.0005744400008	-324690.309010209	
1737.491823	15	1	84	0.02044216858	0.0005741937058	6.292394529	0.372946959	93.33465851	15.17828705	1.012839453	83.80887349							0	0	0	-1737.491823	0.0005741937058	-324939.897710981	
1737.411823	15	1	84	0.02101772805	0.0005739476019	6.294708026	0.3731157028	93.33217627	15.18338869	1.013206832	83.80340448							0	0	0	-1737.411823	0.0005739476019	-325189.531937598	
1737.331823	15	1	84	0.02159270724	0.0005737016849	6.29702135	0.3732844614	93.32969419	15.18848974	1.013574167	83.79793609							0	0	0	-1737.331823	0.0005737016849	-325440.486733497	
1737.251823	15	1	84	0.02216710696	0.0005734559604	6.299334503	0.3734532345	93.32721226	15.1935902	1.013941459	83.79246834							0	0	0	-1737.251823	0.0005734559604	-325690.954536696	
1737.171823	15	1	84	0.02274092803	0.0005732104215	6.301647485	0.3736220224	93.32473049	15.19869008	1.014308707	83.78700121							0	0	0	-1737.171823	0.0005732104215	-325940.292727927	
1737.091823	15	1	84	0.02331417124	0.0005729650728	6.303960294	0.373790825	93.32224888	15.20378937	1.014675912	83.78153472							0	0	0	-1737.091823	0.0005729650728	-326191.535449875	
1737.011823	15	1	84	0.0238868374	0.000572719912	6.306272932	0.3739596422	93.31976743	15.20888808	1.015043073	83.77606885							0	0	0	-1737.011823	0.000572719912	-326442.303343855	
1736.931823	15	1	84	0.02445892732	0.0005724749401	6.308585398	0.3741284741	93.31728613	15.2139862	1.01541019	83.77060361							0	0	0	-1736.931823	0.0005724749401	-326691.71807659	
1736.851823	15	1	84	0.02503044181	0.0005722301535	6.310897692	0.3742973207	93.31480499	15.21908373	1.015777264	83.76513901							0	0	0	-1736.851823	0.0005722301535	-326942.458322513	
1736.771823	15	1	84	0.02560138165	0.0005719855572	6.313209814	0.374466182	93.312324	15.22418067	1.016144295	83.75967503							0	0	0	-1736.771823	0.0005719855572	-327194.243603181	
1736.691823	15	1	84	0.02617174766	0.0005717411472	6.315521764	0.374635058	93.30984318	15.22927703	1.016511282	83.75421168							0	0	0	-1736.691823	0.0005717411472	-327444.009069434	
1736.611823	15	1	84	0.02674154064	0.0005714969239	6.317833542	0.3748039486	93.30736251	15.23437281	1.016878225	83.74874897							0	0	0	-1736.611823	0.0005714969239	-327695.096374222	
1736.531823	15	1	84	0.02731076137	0.0005712528883	6.320145149	0.374972854	93.304882	15.239468	1.017245125	83.74328688							0	0	0	-1736.531823	0.0005712528883	-327946.297701449	
1736.451823	15	1	84	0.02787941066	0.000571009039	6.322456583	0.375141774	93.30240164	15.2445626	1.017611981	83.73782542							0	0	0	-1736.451823	0.000571009039	-328198.291892797	
1736.371823	15	1	84	0.02844748929	0.000570765378	6.324767845	0.3753107088	93.29992145	15.24965662	1.017978794	83.73236459							0	0	0	-1736.371823	0.000570765378	-328449.724117254	
1736.291823	15	1	84	0.02901499808	0.0005705219019	6.327078935	0.3754796582	93.29744141	15.25475005	1.018345563	83.72690439							0	0	0	-1736.291823	0.0005705219019	-328699.181831358	
1736.211823	15	1	84	0.02958193779	0.0005702786106	6.329389853	0.3756486224	93.29496152	15.25984289	1.018712288	83.72144482							0	0	0	-1736.211823	0.0005702786106	-328951.389655613	
1736.131823	15	1	84	0.03014830923	0.0005700355077	6.331700599	0.3758176012	93.2924818	15.26493515	1.01907897	83.71598588							0	0	0	-1736.131823	0.0005700355077	-329203.095444998	
1736.051823	15	1	84	0.03071411319	0.0005697925883	6.334011173	0.3759865947	93.29000223	15.27002683	1.019445608	83.71052756							0	0	0	-1736.051823	0.0005697925883	-329454.177762577	
1735.971823	15	1	84	0.03127935045	0.0005695498558	6.336321574	0.376155603	93.28752282	15.27511792	1.019812202	83.70506988							0	0	0	-1735.971823	0.0005695498558	-329706.588948884	
1735.891823	15	1	84	0.03184402179	0.0005693073082	6.338631803	0.376324626	93.28504357	15.28020842	1.020178753	83.69961282							0	0	0	-1735.891823	0.0005693073082	-329958.50541981	
1735.811823	15	1	84	0.03240812801	0.0005690649462	6.340941861	0.3764936636	93.28256448	15.28529834	1.02054526	83.6941564							0	0	0	-1735.811823	0.0005690649462	-330209.850145625	
1735.731823	15	1	84	0.03297166989	0.0005688227677	6.343251745	0.376662716	93.28008554	15.29038768	1.020911723	83.6887006							0	0	0	-1735.731823	0.0005688227677	-330461.309023531	
1735.651823	15	1	84	0.0335346482	0.0005685807744	6.345561458	0.3768317831	93.27760676	15.29547643	1.021278143	83.68324543							0	0	0	-1735.651823	0.0005685807744	-330714.106089571	
1735.571823	15	1	84	0.03409706373	0.000568338966	6.347870998	0.3770008649	93.27512814	15.30056459	1.021644519	83.67779089							0	0	0	-1735.571823	0.000568338966	-330965.64526645	
1735.491823	15	1	84	0.03465891726	0.0005680973404	6.350180366	0.3771699614	93.27264967	15.30565217	1.022010851	83.67233698							0	0	0	-1735.491823	0.0005680973404	-331218.73916852	
1735.411823	15	1	84	0.03522020956	0.0005678559014	6.352489561	0.3773390727	93.27017137	15.31073916	1.02237714	83.6668837							0	0	0	-1735.411823	0.0005678559014	-331471.799823524	
1735.331823	15	1	84	0.03578094142	0.0005676146446	6.354798584	0.3775081986	93.26769322	15.31582557	1.022743385	83.66143104							0	0	0	-1735.331823	0.0005676146446	-331722.157088676	
1735.251823	15	1	84	0.0363411136	0.0005673735699	6.357107435	0.3776773393	93.26521523	15.3209114	1.023109586	83.65597902							0	0	0	-1735.251823	0.0005673735699	-331975.514446489	
1735.171823	15	1	84	0.03690072689	0.0005671326812	6.359416113	0.3778464947	93.26273739	15.32599664	1.023475743	83.65052762							0	0	0	-1735.171823	0.0005671326812	-332228.145469468	
1735.091823	15	1	84	0.03745978204	0.000566891973	6.361724619	0.3780156648	93.26025972	15.3310813	1.023841857	83.64507685							0	0	0	-1735.091823	0.000566891973	-332480.965263287	
1735.011823	15	1	84	0.03801827985	0.0005666514505	6.364032952	0.3781848497	93.2577822	15.33616537	1.024207927	83.63962671							0	0	0	-1735.011823	0.0005666514505	-332733.951285399	
1734.931823	15	1	84	0.03857622106	0.0005664111082	6.366341112	0.3783540492	93.25530484	15.34124885	1.024573953	83.63417719							0	0	0	-1734.931823	0.0005664111082	-332985.946064733	
1734.851823	15	1	84	0.03913360646	0.0005661709496	6.3686491	0.3785232636	93.25282764	15.34633176	1.024939935	83.62872831							0	0	0	-1734.851823	0.0005661709496	-333240.331268247	
1734.771823	15	1	84	0.0396904368	0.0005659309741	6.370956916	0.3786924926	93.25035059	15.35141407	1.025305873	83.62328005							0	0	0	-1734.771823	0.0005659309741	-333492.182826283	
1734.691823	15	1	84	0.04024671286	0.0005656911781	6.373264558	0.3788617364	93.24787371	15.35649581	1.025671768	83.61783242							0	0	0	-1734.691823	0.0005656911781	-333745.259603553	
1734.611823	15	1	84	0.0408024354	0.0005654515664	6.375572028	0.3790309949	93.24539698	15.36157696	1.026037619	83.61238542							0	0	0	-1734.611823	0.0005654515664	-334000.107164747	
1734.531823	15	1	84	0.04135760518	0.0005652121362	6.377879326	0.3792002682	93.24292041	15.36665752	1.026403426	83.60693905							0	0	0	-1734.531823	0.0005652121362	-334252.622732725	
1734.451823	15	1	84	0.04191222296	0.0005649728864	6.38018645	0.3793695561	93.24044399	15.37173751	1.026769189	83.6014933							0	0	0	-1734.451823	0.0005649728864	-334505.242579186	
1734.371823	15	1	84	0.0424662895	0.0005647338177	6.382493402	0.3795388589	93.23796774	15.37681691	1.027134908	83.59604819							0	0	0	-1734.371823	0.0005647338177	-334758.944535782	
1734.291823	15	1	84	0.04301980557	0.0005644949304	6.384800181	0.3797081764	93.23549164	15.38189572	1.027500584	83.5906037							0	0	0	-1734.291823	0.0005644949304	-335013.241738734	
1734.211823	15	1	84	0.04357277192	0.0005642562245	6.387106788	0.3798775086	93.2330157	15.38697395	1.027866215	83.58515983							0	0	0	-1734.211823	0.0005642562245	-335266.799842667	
1734.131823	15	1	84	0.0441251893	0.0005640176984	6.389413221	0.3800468555	93.23053992	15.3920516	1.028231803	83.5797166							0	0	0	-1734.131823	0.0005640176984	-335520.604529292	
1734.051823	15	1	84	0.04467705847	0.0005637793535	6.391719482	0.3802162173	93.2280643	15.39712866	1.028597347	83.57427399							0	0	0	-1734.051823	0.0005637793535	-335775.355368829	
1733.971823	15	1	84	0.04522838018	0.0005635411892	6.39402557	0.3803855937	93.22558884	15.40220514	1.028962846	83.56883201							0	0	0	-1733.971823	0.0005635411892	-336027.667499851	
1733.891823	15	1	84	0.04577915519	0.0005633032021	6.396331484	0.380554985	93.22311353	15.40728104	1.029328302	83.56339066							0	0	0	-1733.891823	0.0005633032021	-336281.074185013	
1733.811823	15	1	84	0.04632938425	0.0005630653966	6.398637226	0.3807243909	93.22063838	15.41235635	1.029693715	83.55794994							0	0	0	-1733.811823	0.0005630653966	-336537.335181507	
1733.731823	15	1	84	0.0468790681	0.0005628277718	6.400942795	0.3808938117	93.21816339	15.41743108	1.030059083	83.55250984							0	0	0	-1733.731823	0.0005628277718	-336792.071956891	
1733.651823	15	1	84	0.04742820749	0.0005625903259	6.403248191	0.3810632472	93.21568856	15.42250523	1.030424407	83.54707037							0	0	0	-1733.651823	0.0005625903259	-337045.136419084	
1733.571823	15	1	84	0.04797680318	0.0005623530578	6.405553414	0.3812326974	93.21321389	15.42757879	1.030789687	83.54163152							0	0	0	-1733.571823	0.0005623530578	-337299.509607835	
1733.491823	15	1	84	0.04852485591	0.0005621159699	6.407858464	0.3814021624	93.21073937	15.43265177	1.031154923	83.53619331							0	0	0	-1733.491823	0.0005621159699	-337554.547172165	
1733.411823	15	1	84	0.04907236641	0.0005618790602	6.410163341	0.3815716422	93.20826502	15.43772417	1.031520116	83.53075572							0	0	0	-1733.411823	0.0005618790602	-337808.332133755	
1733.331823	15	1	84	0.04961933544	0.0005616423284	6.412468044	0.3817411368	93.20579082	15.44279598	1.031885264	83.52531876							0	0	0	-1733.331823	0.0005616423284	-338063.143467053	
1733.251823	15	1	84	0.05016576373	0.0005614057757	6.414772575	0.3819106461	93.20331678	15.44786721	1.032250368	83.51988242							0	0	0	-1733.251823	0.0005614057757	-338319.196656893	
1733.171823	15	1	84	0.05071165203	0.0005611694021	6.417076932	0.3820801702	93.2008429	15.45293786	1.032615429	83.51444671							0	0	0	-1733.171823	0.0005611694021	-338574.561708082	
1733.091823	15	1	84	0.05125700108	0.0005609332061	6.419381117	0.382249709	93.19836917	15.45800792	1.032980445	83.50901163							0	0	0	-1733.091823	0.0005609332061	-338828.878567224	
1733.011823	15	1	84	0.0518018116	0.0005606971872	6.421685128	0.3824192627	93.19589561	15.46307741	1.033345418	83.50357718							0	0	0	-1733.011823	0.0005606971872	-339082.283417468	
1732.931823	15	1	84	0.05234608435	0.0005604613441	6.423988965	0.3825888311	93.1934222	15.46814631	1.033710346	83.49814335							0	0	0	-1732.931823	0.0005604613441	-339338.016477224	
1732.851823	15	1	84	0.05288982005	0.0005602256808	6.42629263	0.3827584143	93.19094896	15.47321462	1.03407523	83.49271015							0	0	0	-1732.851823	0.0005602256808	-339595.426222443	
1732.771823	15	1	84	0.05343301944	0.0005599901951	6.428596121	0.3829280122	93.18847587	15.47828236	1.03444007	83.48727757							0	0	0	-1732.771823	0.0005599901951	-339849.327653089	
1732.691823	15	1	84	0.05397568325	0.0005597548838	6.430899439	0.383097625	93.18600294	15.48334951	1.034804867	83.48184562							0	0	0	-1732.691823	0.0005597548838	-340104.412391331	
1732.611823	15	1	84	0.05451781221	0.0005595197512	6.433202584	0.3832672525	93.18353016	15.48841608	1.035169619	83.4764143							0	0	0	-1732.611823	0.0005595197512	-340361.103685462	
1732.531823	15	1	84	0.05505940705	0.0005592847947	6.435505555	0.3834368948	93.18105755	15.49348207	1.035534327	83.4709836							0	0	0	-1732.531823	0.0005592847947	-340616.082397759	
1732.451823	15	1	84	0.05560046851	0.000559050014	6.437808352	0.383606552	93.1785851	15.49854748	1.035898991	83.46555353							0	0	0	-1732.451823	0.000559050014	-340872.171383745	
1732.371823	15	1	84	0.0561409973	0.0005588154104	6.440110977	0.3837762238	93.1761128	15.5036123	1.036263611	83.46012409							0	0	0	-1732.371823	0.0005588154104	-341128.497213062	
1732.291823	15	1	84	0.05668099416	0.0005585809824	6.442413428	0.3839459105	93.17364066	15.50867654	1.036628187	83.45469527							0	0	0	-1732.291823	0.0005585809824	-341383.680187351	
1732.211823	15	1	84	0.05722045981	0.0005583467294	6.444715705	0.384115612	93.17116868	15.5137402	1.036992718	83.44926708							0	0	0	-1732.211823	0.0005583467294	-341638.662080806	
1732.131823	15	1	84	0.05775939497	0.0005581126512	6.447017809	0.3842853283	93.16869686	15.51880328	1.037357206	83.44383951							0	0	0	-1732.131823	0.0005581126512	-341895.342603019	
1732.051823	15	1	84	0.05829780037	0.0005578787498	6.449319739	0.3844550594	93.1662252	15.52386578	1.037721649	83.43841258							0	0	0	-1732.051823	0.0005578787498	-342152.697825409	
1731.971823	15	1	84	0.05883567672	0.0005576450236	6.451621496	0.3846248052	93.1637537	15.52892769	1.038086049	83.43298626							0	0	0	-1731.971823	0.0005576450236	-342409.343485037	
1731.891823	15	1	84	0.05937302475	0.0005574114727	6.453923079	0.3847945659	93.16128235	15.53398902	1.038450404	83.42756057							0	0	0	-1731.891823	0.0005574114727	-342664.904290902	
1731.811823	15	1	84	0.05990984518	0.000557178095	6.456224489	0.3849643414	93.15881117	15.53904977	1.038814715	83.42213551							0	0	0	-1731.811823	0.000557178095	-342921.145899608	
1731.731823	15	1	84	0.06044613872	0.000556944893	6.458525725	0.3851341317	93.15634014	15.54410994	1.039178982	83.41671108							0	0	0	-1731.731823	0.000556944893	-343178.060387882	
1731.651823	15	1	84	0.06098190609	0.0005567118646	6.460826787	0.3853039368	93.15386928	15.54916953	1.039543204	83.41128727							0	0	0	-1731.651823	0.0005567118646	-343433.740554475	
1731.571823	15	1	84	0.06151714801	0.0005564790097	6.463127676	0.3854737567	93.15139857	15.55422854	1.039907383	83.40586408							0	0	0	-1731.571823	0.0005564790097	-343690.985208008	
1731.491823	15	1	84	0.06205186518	0.00055624633	6.465428391	0.3856435914	93.14892802	15.55928696	1.040271517	83.40044152							0	0	0	-1731.491823	0.00055624633	-343949.722491311	
1731.411823	15	1	84	0.06258605832	0.0005560138253	6.467728932	0.3858134409	93.14645763	15.56434481	1.040635607	83.39501959							0	0	0	-1731.411823	0.0005560138253	-344205.512908523	
1731.331823	15	1	84	0.06311972814	0.0005557814913	6.470029299	0.3859833053	93.1439874	15.56940207	1.040999653	83.38959828							0	0	0	-1731.331823	0.0005557814913	-344462.361987705	
1731.251823	15	1	84	0.06365287536	0.0005555493332	6.472329493	0.3861531844	93.14151732	15.57445875	1.041363655	83.3841776							0	0	0	-1731.251823	0.0005555493332	-344719.21125885	
1731.171823	15	1	84	0.06418550068	0.0005553173453	6.474629512	0.3863230784	93.13904741	15.57951485	1.041727612	83.37875754							0	0	0	-1731.171823	0.0005553173453	-344975.264620808	
1731.091823	15	1	84	0.0647176048	0.0005550855317	6.476929358	0.3864929872	93.13657765	15.58457037	1.042091525	83.37333811							0	0	0	-1731.091823	0.0005550855317	-345235.195885554	
1731.011823	15	1	84	0.06524918844	0.000554853893	6.47922903	0.3866629108	93.13410806	15.58962531	1.042455394	83.3679193							0	0	0	-1731.011823	0.000554853893	-345491.483236023	
1730.931823	15	1	84	0.0657802523	0.0005546224232	6.481528528	0.3868328493	93.13163862	15.59467966	1.042819219	83.36250112							0	0	0	-1730.931823	0.0005546224232	-345748.688481887	
1730.851823	15	1	84	0.06631079708	0.000554391129	6.483827852	0.3870028026	93.12916934	15.59973344	1.043182999	83.35708356							0	0	0	-1730.851823	0.000554391129	-346006.636717275	
1730.771823	15	1	84	0.06684082349	0.0005541600042	6.486127003	0.3871727707	93.12670023	15.60478664	1.043546735	83.35166663							0	0	0	-1730.771823	0.0005541600042	-346263.933288496	
1730.691823	15	1	84	0.06737033222	0.0005539290536	6.488425979	0.3873427536	93.12423127	15.60983925	1.043910427	83.34625032							0	0	0	-1730.691823	0.0005539290536	-346522.729478177	
1730.611823	15	1	84	0.06789932398	0.0005536982739	6.490724781	0.3875127514	93.12176247	15.61489129	1.044274074	83.34083464							0	0	0	-1730.611823	0.0005536982739	-346780.264200844	
1730.531823	15	1	84	0.06842779947	0.0005534676662	6.493023409	0.387682764	93.11929383	15.61994274	1.044637678	83.33541958							0	0	0	-1730.531823	0.0005534676662	-347037.878010075	
1730.451823	15	1	84	0.06895575939	0.000553237229	6.495321863	0.3878527914	93.11682535	15.62499362	1.045001237	83.33000515							0	0	0	-1730.451823	0.000553237229	-347295.425236052	
1730.371823	15	1	84	0.06948320442	0.0005530069632	6.497620143	0.3880228337	93.11435702	15.63004391	1.045364751	83.32459134							0	0	0	-1730.371823	0.0005530069632	-347553.957860282	
1730.291823	15	1	84	0.07001013527	0.0005527768687	6.499918249	0.3881928908	93.11188886	15.63509362	1.045728221	83.31917816							0	0	0	-1730.291823	0.0005527768687	-347812.497302772	
1730.211823	15	1	84	0.07053655263	0.0005525469451	6.502216181	0.3883629628	93.10942086	15.64014276	1.046091647	83.3137656							0	0	0	-1730.211823	0.0005525469451	-348071.801751136	
1730.131823	15	1	84	0.07106245719	0.0005523171933	6.504513939	0.3885330496	93.10695301	15.64519131	1.046455029	83.30835366							0	0	0	-1730.131823	0.0005523171933	-348329.13677655	
1730.051823	15	1	84	0.07158784965	0.0005520876093	6.506811522	0.3887031513	93.10448533	15.65023928	1.046818366	83.30294235							0	0	0	-1730.051823	0.0005520876093	-348587.926409473	
1729.971823	15	1	84	0.0721127307	0.0005518581985	6.509108931	0.3888732678	93.1020178	15.65528667	1.047181659	83.29753167							0	0	0	-1729.971823	0.0005518581985	-348846.022283545	
