T	w(CU)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(TI@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(TI@LIQUID)	-T	fs_1	-T//fs	-T_1	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	mole/mole	kg/kg	%	%	%	%	SI	SI							
1874.154043	6	94	0	0	2.301510226	97.69848977	6	94	-0.0008598454374	0.0008598454374	-1874.154043	0	42.6010186738619	-1874.154043	0	21.45500938828	
1874.144043	6	94	0.0002346821035	0.0002325276168	2.301856633	97.69814337	6.000859847	93.99914015	0	0	-1874.144043	0.0002346821035	42.6206480050453	-1874.144043	0.0002325276168	64.55627940063	
1874.124043	6	94	0.0007037223538	0.0004648486568	2.302549441	97.69745056	6.00257955	93.99742045	0	0	-1874.124043	0.0007037223538	42.655197107516	-1874.124043	0.0004648486568	86.113068227856	
1874.084043	6	94	0.001640818983	0.0009290816928	2.303935057	97.69606494	6.00601885	93.99398115	0	0	-1874.084043	0.001640818983	42.714112321319	-1874.084043	0.0009290816928	86.2081449948201	
1874.004043	6	94	0.003511194757	0.001856112195	2.306706282	97.69329372	6.012897004	93.987103	0	0	-1874.004043	0.003511194757	42.8305060384557	-1874.004043	0.001856112195	86.3926481118072	
1873.844043	6	94	0.00723673978	0.003704045588	2.312248706	97.68775129	6.026651531	93.97334847	0	0	-1873.844043	0.00723673978	43.0646929231209	-1873.844043	0.003704045588	86.7772442167899	
1873.524043	6	94	0.01462726388	0.007375339169	2.323333443	97.67666656	6.054152551	93.94584745	0	0	-1873.524043	0.01462726388	43.5558132129664	-1873.524043	0.007375339169	87.6199119717369	
1872.884043	6	94	0.02915252705	0.01460532423	2.345502658	97.65449734	6.109121594	93.89087841	0	0	-1872.884043	0.02915252705	44.5687709253716	-1872.884043	0.01460532423	89.3485234042957	
1871.604043	6	94	0.05725303059	0.02867734342	2.389839811	97.61016019	6.21893094	93.78106906	0	0	-1871.604043	0.05725303059	46.6184347709079	-1871.604043	0.02867734342	92.7143743331315	
1869.044043	6	94	0.1099073625	0.05533389001	2.478506817	97.52149318	6.438035329	93.56196467	0	0	-1869.044043	0.1099073625	51.0829843996708	-1869.044043	0.05533389001	-1443.71101365023	
1866.484043	6	94	0.1579109464	0.05341306311	2.567160171	97.43283983	6.656457198	93.3435428	0	0	-1866.484043	0.1579109464	55.9314107737443	-1866.484043	0.05341306311	-1380.82111772602	
1863.924043	6	94	0.2018133462	0.0516175147	2.655795585	97.34420441	6.874200781	93.12579922	0	0	-1863.924043	0.2018133462	61.0529760447309	-1863.924043	0.0516175147	-1476.12973473186	
1861.364043	6	94	0.2420851499	0.0499369365	2.744408619	97.25559138	7.091269699	92.9087303	0	0	-1861.364043	0.2420851499	66.452297020344	-1861.364043	0.0499369365	-1575.26321379437	
1858.804043	6	94	0.2791299949	0.04836059848	2.83299496	97.16700504	7.307667535	92.69233246	0	0	-1858.804043	0.2791299949	72.1347850296995	-1858.804043	0.04836059848	-1677.57309321449	
1856.244043	6	94	0.3132958064	0.04687903892	2.921550364	97.07844964	7.523397709	92.47660229	0	0	-1856.244043	0.3132958064	78.1058080763485	-1856.244043	0.04687903892	-1783.03818371212	
1853.684043	6	94	0.3448838949	0.04548390664	3.010070657	96.98992934	7.738463482	92.26153652	0	0	-1853.684043	0.3448838949	84.3706782547356	-1853.684043	0.04548390664	-1891.64920668181	
1851.124043	6	94	0.3741563524	0.0441678028	3.098551732	96.90144827	7.952867959	92.04713204	0	0	-1851.124043	0.3741563524	90.9346547351781	-1851.124043	0.0441678028	-2003.39653774992	
1848.564043	6	94	0.401342102	0.04292414895	3.186989556	96.81301044	8.1666141	91.8333859	0	0	-1848.564043	0.401342102	97.8029477752656	-1848.564043	0.04292414895	-2118.2702578171	
1846.004043	6	94	0.4266418764	0.0417470765	3.27538016	96.72461984	8.379704724	91.62029528	0	0	-1846.004043	0.4266418764	104.98072106687	-1846.004043	0.0417470765	-2236.26011965107	
1843.444043	6	94	0.4502323384	0.04063133348	3.363719648	96.63628035	8.592142513	91.40785749	0	0	-1843.444043	0.4502323384	112.473093829148	-1843.444043	0.04063133348	-2357.35562197756	
1840.884043	6	94	0.4722695091	0.03957220576	3.452004191	96.54799581	8.80393002	91.19606998	0	0	-1840.884043	0.4722695091	120.285144480164	-1840.884043	0.03957220576	-2481.54599131542	
1838.324043	6	94	0.4928916341	0.0385654499	3.540230031	96.45976997	9.015069671	90.98493033	0	0	-1838.324043	0.4928916341	128.418462397779	-1838.324043	0.0385654499	-2611.62107628993	
1835.764043	6	94	0.5122225391	0.037609146	3.628397561	96.37160244	9.225572855	90.77442714	0	0	-1835.764043	0.5122225391	136.88521294029	-1835.764043	0.037609146	-2738.98255296042	
1833.204043	6	94	0.5303699114	0.03669430589	3.716494859	96.28350514	9.435423268	90.56457673	0	0	-1833.204043	0.5303699114	145.689331627624	-1833.204043	0.03669430589	-2870.04651442483	
1830.644043	6	94	0.5474325811	0.03582307455	3.804522575	96.19547742	9.644632372	90.35536763	0	0	-1830.644043	0.5474325811	154.830176765514	-1830.644043	0.03582307455	-3008.96845283857	
1828.084043	6	94	0.5634983443	0.03499093292	3.892477255	96.10752274	9.85320221	90.14679779	0	0	-1828.084043	0.5634983443	164.315525599503	-1828.084043	0.03499093292	-3148.48069204473	
1825.524043	6	94	0.5786460963	0.03419526014	3.980355474	96.01964453	10.06113463	89.93886537	0	0	-1825.524043	0.5786460963	174.150275806394	-1825.524043	0.03419526014	-3290.99692159525	
1822.964043	6	94	0.5929469152	0.03343368118	4.068153884	95.93184612	10.26843141	89.73156859	0	0	-1822.964043	0.5929469152	184.339266744827	-1822.964043	0.03343368118	-3436.53205726226	
1820.404043	6	94	0.6064649849	0.03270402036	4.155869204	95.8441308	10.47509423	89.52490577	0	0	-1820.404043	0.6064649849	194.887316753789	-1820.404043	0.03270402036	-3585.0685185708	
1817.844043	6	94	0.6192583933	0.03200428321	4.24349822	95.75650178	10.68112466	89.31887534	0	0	-1817.844043	0.6192583933	205.799218445103	-1817.844043	0.03200428321	-3736.59385460618	
1815.284043	6	94	0.6313798237	0.03133263807	4.331037787	95.66896221	10.88652422	89.11347578	0	0	-1815.284043	0.6313798237	217.079741386157	-1815.284043	0.03133263807	-3891.0957025101	
1812.724043	6	94	0.6428771554	0.03068739984	4.418484828	95.58151517	11.09129433	88.90870567	0	0	-1812.724043	0.6428771554	228.733632722694	-1812.724043	0.03068739984	-4048.56167315475	
1810.164043	6	94	0.6537939873	0.03006701563	4.505836329	95.49416367	11.29543632	88.70456368	0	0	-1810.164043	0.6537939873	240.765618616158	-1810.164043	0.03006701563	-4208.97919109007	
1807.604043	6	94	0.6641700953	0.02947005202	4.593089346	95.40691065	11.49895147	88.50104853	0	0	-1807.604043	0.6641700953	253.180400889221	-1807.604043	0.02947005202	-4372.33576622872	
1805.044043	6	94	0.6740418336	0.02889518387	4.680241001	95.319759	11.70184097	88.29815903	0	0	-1805.044043	0.6740418336	265.982665289011	-1805.044043	0.02889518387	-4538.61905761596	
1802.484043	6	94	0.6834424863	0.02834118428	4.767288481	95.23271152	11.90410595	88.09589405	0	0	-1802.484043	0.6834424863	279.177080253442	-1802.484043	0.02834118428	-4707.8164569326	
1799.924043	6	94	0.6924025781	0.02780691562	4.854229038	95.14577096	12.10574746	87.89425254	0	0	-1799.924043	0.6924025781	292.768294264335	-1799.924043	0.02780691562	-4879.91562656562	
1797.364043	6	94	0.700950148	0.02729132166	4.941059991	95.05894001	12.30676652	87.69323348	0	0	-1797.364043	0.700950148	306.760940229632	-1797.364043	0.02729132166	-5054.90433657575	
1794.804043	6	94	0.7091109918	0.02679342036	5.027778723	94.97222128	12.50716406	87.49283594	0	0	-1794.804043	0.7091109918	321.159633362099	-1794.804043	0.02679342036	-5232.77015089978	
1792.244043	6	94	0.7169088771	0.02631229749	5.114382681	94.88561732	12.70694097	87.29305903	0	0	-1792.244043	0.7169088771	335.968973032793	-1792.244043	0.02631229749	-5413.50114363759	
1789.684043	6	94	0.7243657344	0.02584710095	5.200869376	94.79913062	12.90609807	87.09390193	0	0	-1789.684043	0.7243657344	351.193543764938	-1789.684043	0.02584710095	-5597.08529049233	
1787.124043	6	94	0.7315018273	0.0253970355	5.287236385	94.71276362	13.10463616	86.89536384	0	0	-1787.124043	0.7315018273	366.837921984296	-1787.124043	0.0253970355	-5783.51067262194	
1784.564043	6	94	0.7383359042	0.02496135818	5.373481345	94.62651865	13.30255597	86.69744403	0	0	-1784.564043	0.7383359042	382.906666940457	-1784.564043	0.02496135818	-5972.76584453008	
1782.004043	6	94	0.7448853345	0.02453937407	5.459601959	94.54039804	13.49985818	86.50014182	0	0	-1782.004043	0.7448853345	399.404321915579	-1782.004043	0.02453937407	-6164.83918673507	
1779.444043	6	94	0.7511662301	0.02413043245	5.545595989	94.45440401	13.69654345	86.30345655	0	0	-1779.444043	0.7511662301	416.335416985394	-1779.444043	0.02413043245	-6359.71948889638	
1776.884043	6	94	0.7571935548	0.0237339234	5.631461263	94.36853874	13.89261237	86.10738763	0	0	-1776.884043	0.7571935548	433.704475932743	-1776.884043	0.0237339234	-6557.39590395931	
