T	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(FE@LIQUID)	w(TI@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fs_1	-T//fs	-T_1	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	mole/mole	kg/kg	%	%	%	%	SI	SI							
1913.296817	2	98	0	0	0.6161351253	99.38386487	2	98	-0.0006974086114	0.0006974086114	-1913.296817	0	19.8013763047346	-1913.296817	0	9.88706986389182	
1913.286817	2	98	0.0005048173889	0.0005038186721	0.6163590281	99.38364097	2.000697335	97.99930267	0	0	-1913.286817	0.0005048173889	19.8169103069091	-1913.286817	0.0005038186721	29.8097518450347	
1913.266817	2	98	0.001513266881	0.001006884709	0.6168068422	99.38319316	2.002092037	97.99790796	0	0	-1913.266817	0.001513266881	19.8474529523785	-1913.266817	0.001006884709	39.7797460100147	
1913.226817	2	98	0.003525598585	0.002011235286	0.6177024895	99.38229751	2.004881502	97.9951185	0	0	-1913.226817	0.003525598585	19.9092034191615	-1913.226817	0.002011235286	39.8834764191802	
1913.146817	2	98	0.007531120038	0.004011410997	0.6194938562	99.38050614	2.010459332	97.98954067	0	0	-1913.146817	0.007531120038	20.0357612013159	-1913.146817	0.004011410997	40.1047291390703	
1912.986817	2	98	0.01546714147	0.007979716046	0.6230768785	99.37692312	2.021611701	97.9783883	0	0	-1912.986817	0.01546714147	20.2998834512571	-1912.986817	0.007979716046	40.5779843232572	
1912.666817	2	98	0.03102253225	0.01576837972	0.6302437087	99.36975629	2.04390291	97.95609709	0	0	-1912.666817	0.03102253225	20.8458441320447	-1912.666817	0.01576837972	41.5547297470853	
1912.026817	2	98	0.06096592748	0.03084031569	0.6445812477	99.35541875	2.088432402	97.9115676	0	0	-1912.026817	0.06096592748	21.9532965040734	-1912.026817	0.03084031569	43.4649048339227	
1910.746817	2	98	0.1165474729	0.05907055028	0.6732717354	99.32672826	2.17727958	97.82272042	0	0	-1910.746817	0.1165474729	24.314517462869	-1910.746817	0.05907055028	47.5081567643618	
1908.186817	2	98	0.2129886984	0.1089385054	0.7307158978	99.2692841	2.354132139	97.64586786	0	0	-1908.186817	0.2129886984	29.6232827751452	-1908.186817	0.1089385054	-389.746348194925	
1905.626817	2	98	0.2925806995	0.1009057994	0.788247775	99.21175223	2.529871817	97.47012818	0	0	-1905.626817	0.2925806995	35.5699937148289	-1905.626817	0.1009057994	-345.458872346664	
1903.066817	2	98	0.3592104727	0.09396055727	0.8458712813	99.15412872	2.704510382	97.29548962	0	0	-1903.066817	0.3592104727	42.1634898814183	-1903.066817	0.09396055727	-397.197222368181	
1900.506817	2	98	0.4156789671	0.08789661641	0.9035903367	99.09640966	2.878059387	97.12194061	0	0	-1900.506817	0.4156789671	49.4220529490365	-1900.506817	0.08789661641	-452.606612630039	
1897.946817	2	98	0.464051044	0.08255673071	0.961408855	99.03859115	3.050530319	96.94946968	0	0	-1897.946817	0.464051044	57.3631063668882	-1897.946817	0.08255673071	-511.694823168821	
1895.386817	2	98	0.5058794146	0.07781895883	1.019330738	98.98066926	3.221934578	96.77806542	0	0	-1895.386817	0.5058794146	66.0032749851357	-1895.386817	0.07781895883	-574.47349386279	
1892.826817	2	98	0.5423521655	0.07358728943	1.077359875	98.92264012	3.39228347	96.60771653	0	0	-1892.826817	0.5423521655	75.3584492353858	-1892.826817	0.07358728943	-640.955426439645	
1890.266817	2	98	0.5743924841	0.06978509655	1.135500147	98.86449985	3.561588214	96.43841179	0	0	-1890.266817	0.5743924841	85.4438418958009	-1890.266817	0.06978509655	-711.15430687794	
1887.706817	2	98	0.6027276242	0.0663504821	1.193755425	98.80624458	3.729859934	96.27014007	0	0	-1887.706817	0.6027276242	96.2740354093558	-1887.706817	0.0663504821	-785.084731988415	
1885.146817	2	98	0.6279375768	0.06323289959	1.252129571	98.74787043	3.897109665	96.10289033	0	0	-1885.146817	0.6279375768	107.863024986189	-1885.146817	0.06323289959	-862.762230064576	
1882.586817	2	98	0.6504900446	0.06039066595	1.310626442	98.68937356	4.063348351	95.93665165	0	0	-1882.586817	0.6504900446	120.224253946152	-1882.586817	0.06039066595	-944.203296830664	
1880.026817	2	98	0.6707659903	0.0577891004	1.369249887	98.63075011	4.228586843	95.77141316	0	0	-1880.026817	0.6707659903	133.370645331642	-1880.026817	0.0577891004	-1029.42541389973	
1877.466817	2	98	0.6890785751	0.0553991133	1.428003752	98.57199625	4.392835899	95.6071641	0	0	-1877.466817	0.6890785751	147.314630228968	-1877.466817	0.0553991133	-1118.44709461631	
1874.906817	2	98	0.7056873885	0.05319612317	1.486891877	98.51310812	4.556106189	95.44389381	0	0	-1874.906817	0.7056873885	162.068171260546	-1874.906817	0.05319612317	-1211.28789255508	
1872.346817	2	98	0.7208092718	0.05115921588	1.545918101	98.4540819	4.718408289	95.28159171	0	0	-1872.346817	0.7208092718	177.642786053188	-1872.346817	0.05115921588	-1307.96845339228	
1869.786817	2	98	0.7346266437	0.04927048544	1.605086259	98.39491374	4.879752684	95.12024732	0	0	-1869.786817	0.7346266437	194.049565730141	-1869.786817	0.04927048544	-1408.51055786239	
1867.226817	2	98	0.7472939718	0.04751451193	1.664400187	98.33559981	5.04014977	94.95985023	0	0	-1867.226817	0.7472939718	211.29919050944	-1867.226817	0.04751451193	-1512.93714195151	
1864.666817	2	98	0.7589428509	0.04587794456	1.72386372	98.27613628	5.199609852	94.80039015	0	0	-1864.666817	0.7589428509	229.401947554114	-1864.666817	0.04587794456	-1621.27234430389	
1862.106817	2	98	0.7696860234	0.0443491659	1.783480691	98.21651931	5.358143145	94.64185686	0	0	-1862.106817	0.7696860234	248.367744988032	-1862.106817	0.0443491659	-1733.54157862306	
1859.546817	2	98	0.7796205889	0.0429180195	1.843254939	98.15674506	5.515759774	94.48424023	0	0	-1859.546817	0.7796205889	268.206121100575	-1859.546817	0.0429180195	-1849.7715315414	
1856.986817	2	98	0.7888305862	0.04157558719	1.903190302	98.0968097	5.672469778	94.32753022	0	0	-1856.986817	0.7888305862	288.926256396852	-1856.986817	0.04157558719	-1969.99023605469	
1854.426817	2	98	0.7973890851	0.04031400604	1.963290623	98.03670938	5.828283105	94.1717169	0	0	-1854.426817	0.7973890851	310.536986968783	-1854.426817	0.04031400604	-2094.22717423016	
1851.866817	2	98	0.8053598926	0.03912631681	2.023559748	97.97644025	5.983209617	94.01679038	0	0	-1851.866817	0.8053598926	333.035741803246	-1851.866817	0.03912631681	-2225.10057935104	
1849.306817	2	98	0.8127994018	0.03800872718	2.084004506	97.91599549	6.137266241	93.86273376	0	0	-1849.306817	0.8127994018	356.452626475951	-1849.306817	0.03800872718	-2354.89436819243	
1846.746817	2	98	0.8197560126	0.03694904369	2.144622665	97.85537734	6.290447986	93.70955201	0	0	-1846.746817	0.8197560126	380.793239959284	-1846.746817	0.03694904369	-2489.24766902018	
1844.186817	2	98	0.8262735976	0.03594848956	2.20542119	97.79457881	6.442771975	93.55722803	0	0	-1844.186817	0.8262735976	406.048295702508	-1844.186817	0.03594848956	-2631.89601836032	
1841.626817	2	98	0.8323907114	0.03500081017	2.266403975	97.73359602	6.594247785	93.40575221	0	0	-1841.626817	0.8323907114	432.233143713122	-1841.626817	0.03500081017	-2776.73450967747	
