T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2#1)	w(FE@BCC_B2#1)	w(TI@BCC_B2#1)	w(CU@BCC_B2#2)	w(FE@BCC_B2#2)	w(TI@BCC_B2#2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1587.709719	8	12	80	0	0	3.6482364	5.782873776	90.56888982	8	12	80							-0.0001697387798	-0.0002424924013	0.0004122311811	-1587.709719	0	127.419280918387	
1587.699719	8	12	80	3.983628293E-05	3.903604521E-05	3.648310614	5.783085004	90.56860438	8.000169626	12.00024235	79.99958802							0	0	0	-1587.699719	3.903604521E-05	384.927702296458	
1587.679719	8	12	80	0.0001194105781	7.79909429E-05	3.648459106	5.783507482	90.56803341	8.000509004	12.00072718	79.99876382							0	0	0	-1587.679719	7.79909429E-05	513.056758201067	
1587.639719	8	12	80	0.0002786303711	0.0001560640587	3.648756059	5.784352504	90.56689144	8.001188172	12.00169735	79.99711448							0	0	0	-1587.639719	0.0001560640587	512.585691475219	
1587.559719	8	12	80	0.0005968748425	0.0003119864201	3.649350531	5.786042952	90.56460652	8.00254612	12.00363688	79.993817							0	0	0	-1587.559719	0.0003119864201	-786881.278283951	
1587.479719	8	12	80	0.0009149157562	0.0003118846865	3.649944531	5.787733599	90.56232187	8.003904053	12.00557613	79.99051982							0	0	0	-1587.479719	0.0003118846865	-1170490.23245289	
1587.399719	8	12	80	0.001232797479	0.0003118270537	3.650538388	5.789424548	90.56003706	8.005261973	12.0075151	79.98722293							0	0	0	-1587.399719	0.0003118270537	-1388800.38664849	
1587.319719	8	12	80	0.00155052015	0.0003117694791	3.651132102	5.791115797	90.5577521	8.006619882	12.00945379	79.98392633							0	0	0	-1587.319719	0.0003117694791	-1389971.50163346	
1587.239719	8	12	80	0.001868083897	0.0003117119434	3.651725673	5.792807348	90.55546698	8.007977777	12.01139219	79.98063003							0	0	0	-1587.239719	0.0003117119434	-1390911.58232614	
1587.159719	8	12	80	0.002185488845	0.0003116544466	3.6523191	5.794499201	90.5531817	8.009335661	12.01333032	79.97733402							0	0	0	-1587.159719	0.0003116544466	-1391843.23630539	
1587.079719	8	12	80	0.00250273512	0.0003115969879	3.652912384	5.796191355	90.55089626	8.010693532	12.01526816	79.97403831							0	0	0	-1587.079719	0.0003115969879	-1392788.30583428	
1586.999719	8	12	80	0.00281982285	0.0003115395691	3.653505524	5.797883811	90.54861067	8.012051392	12.01720573	79.97074288							0	0	0	-1586.999719	0.0003115395691	-1393747.9730752	
1586.919719	8	12	80	0.00313675216	0.0003114821895	3.65409852	5.799576569	90.54632491	8.013409239	12.01914301	79.96744775							0	0	0	-1586.919719	0.0003114821895	-1394680.9874889	
1586.839719	8	12	80	0.003453523177	0.0003114248475	3.654691372	5.801269629	90.544039	8.014767075	12.02108001	79.96415291							0	0	0	-1586.839719	0.0003114248475	-1395612.86607652	
1586.759719	8	12	80	0.003770136026	0.0003113675445	3.655284081	5.802962992	90.54175293	8.0161249	12.02301674	79.96085836							0	0	0	-1586.759719	0.0003113675445	-1396575.24054681	
1586.679719	8	12	80	0.004086590833	0.0003113102815	3.655876646	5.804656656	90.5394667	8.017482712	12.02495318	79.95756411							0	0	0	-1586.679719	0.0003113102815	-1397515.68582068	
1586.599719	8	12	80	0.004402887724	0.0003112530556	3.656469068	5.806350623	90.53718031	8.018840514	12.02688934	79.95427015							0	0	0	-1586.599719	0.0003112530556	-1398458.71802988	
1586.519719	8	12	80	0.004719026825	0.0003111958698	3.657061345	5.808044893	90.53489376	8.020198304	12.02882522	79.95097648							0	0	0	-1586.519719	0.0003111958698	-1399410.27807394	
1586.439719	8	12	80	0.00503500826	0.0003111387217	3.657653478	5.809739466	90.53260706	8.021556083	12.03076082	79.9476831							0	0	0	-1586.439719	0.0003111387217	-1400354.62267394	
1586.359719	8	12	80	0.005350832155	0.000311081613	3.658245468	5.811434342	90.53032019	8.022913851	12.03269614	79.94439001							0	0	0	-1586.359719	0.000311081613	-1401312.47564012	
1586.279719	8	12	80	0.005666498635	0.000311024543	3.658837313	5.81312952	90.52803317	8.024271608	12.03463118	79.94109721							0	0	0	-1586.279719	0.000311024543	-1402244.59008021	
1586.199719	8	12	80	0.005982007825	0.0003109675102	3.659429014	5.814825002	90.52574598	8.025629355	12.03656594	79.93780471							0	0	0	-1586.199719	0.0003109675102	-1403206.33769561	
1586.119719	8	12	80	0.006297359851	0.0003109105184	3.660020571	5.816520787	90.52345864	8.02698709	12.03850041	79.93451249							0	0	0	-1586.119719	0.0003109105184	-1404172.97879095	
1586.039719	8	12	80	0.006612554838	0.0003108535641	3.660611984	5.818216876	90.52117114	8.028344816	12.04043461	79.93122057							0	0	0	-1586.039719	0.0003108535641	-1405106.47203071	
1585.959719	8	12	80	0.006927592908	0.000310796648	3.661203252	5.819913269	90.51888348	8.029702531	12.04236853	79.92792894							0	0	0	-1585.959719	0.000310796648	-1406060.98068276	
1585.879719	8	12	80	0.007242474188	0.000310739771	3.661794376	5.821609965	90.51659566	8.031060235	12.04430217	79.9246376							0	0	0	-1585.879719	0.000310739771	-1407016.75677808	
1585.799719	8	12	80	0.007557198801	0.0003106829322	3.662385356	5.823306965	90.51430768	8.03241793	12.04623552	79.92134655							0	0	0	-1585.799719	0.0003106829322	-1407971.38208289	
1585.719719	8	12	80	0.007871766873	0.0003106261323	3.662976191	5.825004269	90.51201954	8.033775614	12.0481686	79.91805578							0	0	0	-1585.719719	0.0003106261323	-1408922.31075815	
1585.639719	8	12	80	0.008186178526	0.0003105693702	3.663566881	5.826701878	90.50973124	8.035133289	12.0501014	79.91476531							0	0	0	-1585.639719	0.0003105693702	-1409887.00249235	
1585.559719	8	12	80	0.008500433886	0.000310512648	3.664157427	5.828399791	90.50744278	8.036490954	12.05203391	79.91147513							0	0	0	-1585.559719	0.000310512648	-1410855.43610246	
1585.479719	8	12	80	0.008814533076	0.0003104559638	3.664747829	5.830098008	90.50515416	8.037848609	12.05396615	79.90818524							0	0	0	-1585.479719	0.0003104559638	-1411795.32710148	
1585.399719	8	12	80	0.00912847622	0.0003103993171	3.665338085	5.83179653	90.50286538	8.039206255	12.05589811	79.90489564							0	0	0	-1585.399719	0.0003103993171	-1412747.72968584	
1585.319719	8	12	80	0.009442263441	0.0003103427093	3.665928197	5.833495357	90.50057645	8.040563891	12.05782978	79.90160633							0	0	0	-1585.319719	0.0003103427093	-1413721.38380083	
1585.239719	8	12	80	0.009755894864	0.0003102861406	3.666518165	5.835194489	90.49828735	8.041921518	12.05976118	79.8983173							0	0	0	-1585.239719	0.0003102861406	-1414688.85868202	
1585.159719	8	12	80	0.01006937061	0.0003102296102	3.667107987	5.836893925	90.49599809	8.043279136	12.0616923	79.89502857							0	0	0	-1585.159719	0.0003102296102	-1415636.36414409	
1585.079719	8	12	80	0.01038269081	0.0003101731172	3.667697664	5.838593668	90.49370867	8.044636744	12.06362313	79.89174012							0	0	0	-1585.079719	0.0003101731172	-1416596.47325707	
1584.999719	8	12	80	0.01069585557	0.0003101166634	3.668287197	5.840293715	90.49141909	8.045994344	12.06555369	79.88845197							0	0	0	-1584.999719	0.0003101166634	-1417570.40042196	
1584.919719	8	12	80	0.01100886504	0.000310060248	3.668876584	5.841994068	90.48912935	8.047351935	12.06748396	79.8851641							0	0	0	-1584.919719	0.000310060248	-1418525.54550878	
1584.839719	8	12	80	0.01132171931	0.0003100038702	3.669465826	5.843694727	90.48683945	8.048709518	12.06941396	79.88187652							0	0	0	-1584.839719	0.0003100038702	-1419497.13880523	
1584.759719	8	12	80	0.01163441853	0.000309947532	3.670054923	5.845395691	90.48454939	8.050067092	12.07134368	79.87858923							0	0	0	-1584.759719	0.000309947532	-1420462.4183741	
1584.679719	8	12	80	0.01194696282	0.0003098912308	3.670643875	5.847096961	90.48225916	8.051424657	12.07327311	79.87530223							0	0	0	-1584.679719	0.0003098912308	-1421249.60062661	
1584.599719	8	12	80	0.01225935228	0.000309834955	3.671232682	5.848798538	90.47996878	8.052782215	12.07520227	79.87201551							0	0	0	-1584.599719	0.000309834955	-1422224.08714522	
1584.519719	8	12	80	0.01257158705	0.0003097787309	3.671821343	5.85050042	90.47767824	8.054139764	12.07713115	79.86872909							0	0	0	-1584.519719	0.0003097787309	-1423354.90005949	
1584.439719	8	12	80	0.01288366725	0.0003097225445	3.672409859	5.852202609	90.47538753	8.055497305	12.07905975	79.86544295							0	0	0	-1584.439719	0.0003097225445	-1424329.30990671	
1584.359719	8	12	80	0.01319559301	0.0003096663973	3.67299823	5.853905105	90.47309667	8.056854838	12.08098806	79.8621571							0	0	0	-1584.359719	0.0003096663973	-1425303.73127101	
1584.279719	8	12	80	0.01350736444	0.0003096102877	3.673586455	5.855607907	90.47080564	8.058212363	12.0829161	79.85887153							0	0	0	-1584.279719	0.0003096102877	-1426269.35710263	
1584.199719	8	12	80	0.01381898166	0.0003095542165	3.674174534	5.857311016	90.46851445	8.059569881	12.08484386	79.85558626							0	0	0	-1584.199719	0.0003095542165	-1427246.46351989	
1584.119719	8	12	80	0.01413044481	0.0003094981837	3.674762468	5.859014432	90.4662231	8.060927391	12.08677134	79.85230127							0	0	0	-1584.119719	0.0003094981837	-1428218.52653296	
1584.039719	8	12	80	0.01444175399	0.0003094421888	3.675350257	5.860718155	90.46393159	8.062284894	12.08869854	79.84901657							0	0	0	-1584.039719	0.0003094421888	-1429172.75715336	
1583.959719	8	12	80	0.01475290934	0.0003093862308	3.675937899	5.862422186	90.46163992	8.063642389	12.09062546	79.84573215							0	0	0	-1583.959719	0.0003093862308	-1430164.14125171	
1583.879719	8	12	80	0.01506391097	0.0003093303135	3.676525396	5.864126523	90.45934808	8.064999877	12.0925521	79.84244802							0	0	0	-1583.879719	0.0003093303135	-1431143.94886634	
1583.799719	8	12	80	0.01537475901	0.0003092744321	3.677112747	5.865831169	90.45705608	8.066357358	12.09447846	79.83916418							0	0	0	-1583.799719	0.0003092744321	-1432111.14793193	
1583.719719	8	12	80	0.01568545357	0.0003092185903	3.677699952	5.867536121	90.45476393	8.067714833	12.09640454	79.83588063							0	0	0	-1583.719719	0.0003092185903	-1433091.09411039	
1583.639719	8	12	80	0.01599599478	0.0003091627853	3.678287011	5.869241382	90.45247161	8.0690723	12.09833034	79.83259736							0	0	0	-1583.639719	0.0003091627853	-1434054.46099875	
1583.559719	8	12	80	0.01630638276	0.0003091070185	3.678873924	5.870946951	90.45017912	8.070429761	12.10025587	79.82931437							0	0	0	-1583.559719	0.0003091070185	-1435050.00750244	
1583.479719	8	12	80	0.01661661763	0.0003090512909	3.679460692	5.872652828	90.44788648	8.071787215	12.10218111	79.82603168							0	0	0	-1583.479719	0.0003090512909	-1436023.67063384	
1583.399719	8	12	80	0.01692669951	0.0003089955997	3.680047313	5.874359013	90.44559367	8.073144663	12.10410607	79.82274926							0	0	0	-1583.399719	0.0003089955997	-1437002.63127067	
1583.319719	8	12	80	0.01723662852	0.000308939948	3.680633788	5.876065506	90.44330071	8.074502104	12.10603076	79.81946714							0	0	0	-1583.319719	0.000308939948	-1437993.17105563	
1583.239719	8	12	80	0.01754640478	0.0003088843335	3.681220116	5.877772308	90.44100758	8.07585954	12.10795516	79.8161853							0	0	0	-1583.239719	0.0003088843335	-1438957.94469633	
1583.159719	8	12	80	0.01785602842	0.0003088287564	3.681806299	5.879479419	90.43871428	8.077216969	12.10987929	79.81290374							0	0	0	-1583.159719	0.0003088287564	-1439931.79253343	
