T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2#1)	w(FE@BCC_B2#1)	w(TI@BCC_B2#1)	w(CU@BCC_B2#2)	w(FE@BCC_B2#2)	w(TI@BCC_B2#2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1581.769718	7	13	80	0	0	3.20120708	6.402552261	90.39624066	7	13	80							-0.0001485172332	-0.0002579282732	0.0004064455065	-1581.769718	0	127.19102302172	
1581.759718	7	13	80	3.989096502E-05	3.912336757E-05	3.20126985	6.402786777	90.39594337	7.000148408	13.00025777	79.99959382							0	0	0	-1581.759718	3.912336757E-05	384.012414775335	
1581.739718	7	13	80	0.0001195819961	7.817224481E-05	3.201395432	6.403255818	90.39534875	7.000445351	13.00077345	79.9987812							0	0	0	-1581.739718	7.817224481E-05	511.819521063347	
1581.699718	7	13	80	0.0002790434769	0.0001564348448	3.201646575	6.40419397	90.39415946	7.00103963	13.0018054	79.99715497							0	0	0	-1581.699718	0.0001564348448	511.354603947421	
1581.619718	7	13	80	0.0005977697426	0.0003127265334	3.202149392	6.406070785	90.39177982	7.002227849	13.00386842	79.99390374							0	0	0	-1581.619718	0.0003127265334	-835880.29309464	
1581.539718	7	13	80	0.0009162981991	0.0003126307672	3.202651769	6.407947817	90.38940041	7.003416084	13.00593115	79.99065277							0	0	0	-1581.539718	0.0003126307672	-1303283.2874787	
1581.459718	7	13	80	0.001234673401	0.0003125793104	3.203154015	6.409825199	90.38702079	7.004604339	13.0079936	79.98740206							0	0	0	-1581.459718	0.0003125793104	-1555549.56418959	
1581.379718	7	13	80	0.001552895481	0.0003125279096	3.20365613	6.411702932	90.38464094	7.005792613	13.01005577	79.98415162							0	0	0	-1581.379718	0.0003125279096	-1556979.54728568	
1581.299718	7	13	80	0.001870964558	0.0003124765473	3.204158114	6.413581016	90.38226087	7.006980906	13.01211765	79.98090144							0	0	0	-1581.299718	0.0003124765473	-1558145.54194655	
1581.219718	7	13	80	0.002188880752	0.0003124252234	3.204659967	6.415459452	90.37988058	7.008169218	13.01417926	79.97765152							0	0	0	-1581.219718	0.0003124252234	-1559322.42067266	
1581.139718	7	13	80	0.002506644186	0.0003123739386	3.205161688	6.417338239	90.37750007	7.00935755	13.01624058	79.97440187							0	0	0	-1581.139718	0.0003123739386	-1560504.09489717	
1581.059718	7	13	80	0.002824254979	0.0003123226924	3.205663278	6.419217378	90.37511934	7.010545901	13.01830163	79.97115247							0	0	0	-1581.059718	0.0003123226924	-1561673.84534048	
1580.979718	7	13	80	0.00314171325	0.0003122714844	3.206164737	6.421096869	90.37273839	7.011734272	13.02036239	79.96790334							0	0	0	-1580.979718	0.0003122714844	-1562842.31140243	
1580.899718	7	13	80	0.003459019121	0.0003122203148	3.206666064	6.422976711	90.37035722	7.012922662	13.02242287	79.96465447							0	0	0	-1580.899718	0.0003122203148	-1564020.17384932	
1580.819718	7	13	80	0.00377617271	0.0003121691839	3.20716726	6.424856906	90.36797583	7.014111073	13.02448307	79.96140586							0	0	0	-1580.819718	0.0003121691839	-1565213.60070207	
1580.739718	7	13	80	0.004093174139	0.0003121180923	3.207668324	6.426737454	90.36559422	7.015299503	13.02654299	79.95815751							0	0	0	-1580.739718	0.0003121180923	-1566402.67883884	
1580.659718	7	13	80	0.004410023528	0.000312067039	3.208169257	6.428618353	90.36321239	7.016487954	13.02860263	79.95490942							0	0	0	-1580.659718	0.000312067039	-1567561.31127994	
1580.579718	7	13	80	0.004726720994	0.0003120160229	3.208670058	6.430499606	90.36083034	7.017676425	13.03066198	79.95166159							0	0	0	-1580.579718	0.0003120160229	-1568749.437122	
1580.499718	7	13	80	0.005043266658	0.0003119650469	3.209170728	6.432381211	90.35844806	7.018864916	13.03272106	79.94841403							0	0	0	-1580.499718	0.0003119650469	-1569945.40081177	
1580.419718	7	13	80	0.00535966064	0.0003119141085	3.209671266	6.434263169	90.35606557	7.020053428	13.03477985	79.94516672							0	0	0	-1580.419718	0.0003119141085	-1571104.67895589	
1580.339718	7	13	80	0.005675903057	0.0003118632077	3.210171672	6.43614548	90.35368285	7.021241961	13.03683836	79.94191968							0	0	0	-1580.339718	0.0003118632077	-1572310.54584794	
1580.259718	7	13	80	0.005991994031	0.0003118123474	3.210671946	6.438028145	90.35129991	7.022430514	13.03889659	79.93867289							0	0	0	-1580.259718	0.0003118123474	-1573515.02795508	
1580.179718	7	13	80	0.006307933681	0.0003117615245	3.211172088	6.439911163	90.34891675	7.023619089	13.04095454	79.93542637							0	0	0	-1580.179718	0.0003117615245	-1574690.45967462	
1580.099718	7	13	80	0.006623722124	0.0003117107401	3.211672099	6.441794534	90.34653337	7.024807684	13.04301221	79.9321801							0	0	0	-1580.099718	0.0003117107401	-1575869.15220175	
1580.019718	7	13	80	0.006939359479	0.0003116599932	3.212171978	6.44367826	90.34414976	7.0259963	13.0450696	79.9289341							0	0	0	-1580.019718	0.0003116599932	-1577060.55489335	
1579.939718	7	13	80	0.007254845865	0.0003116092855	3.212671724	6.445562339	90.34176594	7.027184938	13.04712671	79.92568835							0	0	0	-1579.939718	0.0003116092855	-1578272.39033575	
1579.859718	7	13	80	0.007570181402	0.0003115586165	3.213171338	6.447446772	90.33938189	7.028373597	13.04918354	79.92244286							0	0	0	-1579.859718	0.0003115586165	-1579459.56685372	
1579.779718	7	13	80	0.007885366207	0.000311507985	3.213670821	6.449331559	90.33699762	7.029562278	13.05124009	79.91919764							0	0	0	-1579.779718	0.000311507985	-1580654.84283733	
1579.699718	7	13	80	0.008200400399	0.0003114573926	3.214170171	6.451216701	90.33461313	7.03075098	13.05329635	79.91595267							0	0	0	-1579.699718	0.0003114573926	-1581859.68479666	
1579.619718	7	13	80	0.008515284097	0.0003114068382	3.214669389	6.453102198	90.33222841	7.031939704	13.05535234	79.91270796							0	0	0	-1579.619718	0.0003114068382	-1583049.16191596	
1579.539718	7	13	80	0.008830017417	0.0003113563218	3.215168475	6.454988049	90.32984348	7.03312845	13.05740804	79.90946351							0	0	0	-1579.539718	0.0003113563218	-1584234.14531574	
1579.459718	7	13	80	0.009144600478	0.000311305843	3.215667428	6.456874255	90.32745832	7.034317218	13.05946347	79.90621932							0	0	0	-1579.459718	0.000311305843	-1585447.67104447	
1579.379718	7	13	80	0.009459033399	0.0003112554039	3.216166249	6.458760816	90.32507294	7.035506008	13.06151861	79.90297538							0	0	0	-1579.379718	0.0003112554039	-1586666.10767194	
1579.299718	7	13	80	0.009773316296	0.0003112050026	3.216664937	6.460647732	90.32268733	7.036694821	13.06357347	79.89973171							0	0	0	-1579.299718	0.0003112050026	-1587858.1017954	
1579.219718	7	13	80	0.01008744929	0.0003111546392	3.217163494	6.462535003	90.3203015	7.037883656	13.06562806	79.89648829							0	0	0	-1579.219718	0.0003111546392	-1589064.52820914	
1579.139718	7	13	80	0.01040143249	0.0003111043144	3.217661917	6.46442263	90.31791545	7.039072513	13.06768236	79.89324513							0	0	0	-1579.139718	0.0003111043144	-1590264.84081795	
1579.059718	7	13	80	0.01071526603	0.000311054027	3.218160208	6.466310613	90.31552918	7.040261393	13.06973638	79.89000223							0	0	0	-1579.059718	0.000311054027	-1591478.12363268	
1578.979718	7	13	80	0.01102895001	0.0003110037789	3.218658366	6.468198951	90.31314268	7.041450296	13.07179012	79.88675958							0	0	0	-1578.979718	0.0003110037789	-1592686.81622465	
1578.899718	7	13	80	0.01134248456	0.0003109535678	3.219156392	6.470087645	90.31075596	7.042639221	13.07384358	79.8835172							0	0	0	-1578.899718	0.0003109535678	-1593889.50570381	
1578.819718	7	13	80	0.01165586978	0.0003109033955	3.219654285	6.471976696	90.30836902	7.04382817	13.07589676	79.88027507							0	0	0	-1578.819718	0.0003109033955	-1595114.63042863	
1578.739718	7	13	80	0.01196910581	0.0003108532615	3.220152045	6.473866103	90.30598185	7.045017142	13.07794966	79.8770332							0	0	0	-1578.739718	0.0003108532615	-1596312.9531399	
1578.659718	7	13	80	0.01228219275	0.0003108031645	3.220649672	6.475755866	90.30359446	7.046206137	13.08000228	79.87379158							0	0	0	-1578.659718	0.0003108031645	-1597524.32251513	
1578.579718	7	13	80	0.01259513072	0.0003107531065	3.221147166	6.477645986	90.30120685	7.047395155	13.08205462	79.87055022							0	0	0	-1578.579718	0.0003107531065	-1598767.83348269	
1578.499718	7	13	80	0.01290791985	0.0003107030874	3.221644528	6.479536462	90.29881901	7.048584197	13.08410668	79.86730912							0	0	0	-1578.499718	0.0003107030874	-1599973.22675915	
1578.419718	7	13	80	0.01322056024	0.0003106531048	3.222141756	6.481427296	90.29643095	7.049773263	13.08615846	79.86406828							0	0	0	-1578.419718	0.0003106531048	-1601170.92603979	
1578.339718	7	13	80	0.013533052	0.0003106031605	3.222638851	6.483318487	90.29404266	7.050962352	13.08820996	79.86082769							0	0	0	-1578.339718	0.0003106031605	-1602404.08434811	
1578.259718	7	13	80	0.01384539527	0.0003105532548	3.223135814	6.485210034	90.29165415	7.052151465	13.09026118	79.85758735							0	0	0	-1578.259718	0.0003105532548	-1603621.422005	
1578.179718	7	13	80	0.01415759016	0.0003105033863	3.223632643	6.48710194	90.28926542	7.053340603	13.09231212	79.85434728							0	0	0	-1578.179718	0.0003105033863	-1604850.35247628	
1578.099718	7	13	80	0.01446963677	0.000310453557	3.224129339	6.488994203	90.28687646	7.054529764	13.09436278	79.85110746							0	0	0	-1578.099718	0.000310453557	-1606082.68372759	
1578.019718	7	13	80	0.01478153523	0.000310403765	3.224625901	6.490886823	90.28448728	7.05571895	13.09641316	79.84786789							0	0	0	-1578.019718	0.000310403765	-1607289.51204563	
1577.939718	7	13	80	0.01509328565	0.0003103540105	3.22512233	6.492779802	90.28209787	7.05690816	13.09846326	79.84462858							0	0	0	-1577.939718	0.0003103540105	-1608527.29765362	
1577.859718	7	13	80	0.01540488815	0.0003103042951	3.225618626	6.494673138	90.27970824	7.058097394	13.10051308	79.84138953							0	0	0	-1577.859718	0.0003103042951	-1609742.58189179	
1577.779718	7	13	80	0.01571634285	0.0003102546157	3.226114789	6.496566833	90.27731838	7.059286654	13.10256262	79.83815073							0	0	0	-1577.779718	0.0003102546157	-1610967.9787116	
1577.699718	7	13	80	0.01602764985	0.0003102049759	3.226610818	6.498460886	90.2749283	7.060475938	13.10461188	79.83491218							0	0	0	-1577.699718	0.0003102049759	-1612227.6033142	
1577.619718	7	13	80	0.01633880928	0.0003101553741	3.227106713	6.500355297	90.27253799	7.061665247	13.10666086	79.83167389							0	0	0	-1577.619718	0.0003101553741	-1613443.65318942	
1577.539718	7	13	80	0.01664982125	0.0003101058091	3.227602475	6.502250068	90.27014746	7.062854581	13.10870956	79.82843586							0	0	0	-1577.539718	0.0003101058091	-1614465.83412139	
1577.459718	7	13	80	0.01696068587	0.0003100562701	3.228098103	6.504145197	90.2677567	7.06404394	13.11075798	79.82519808							0	0	0	-1577.459718	0.0003100562701	-1615715.2823249	
1577.379718	7	13	80	0.01727140327	0.0003100067817	3.228593598	6.506040685	90.26536572	7.065233324	13.11280612	79.82196055							0	0	0	-1577.379718	0.0003100067817	-1617137.23882181	
1577.299718	7	13	80	0.01758197355	0.0003099573298	3.229088959	6.507936532	90.26297451	7.066422734	13.11485399	79.81872328							0	0	0	-1577.299718	0.0003099573298	-1618373.89939804	
1577.219718	7	13	80	0.01789239682	0.000309907917	3.229584186	6.509832739	90.26058308	7.067612169	13.11690157	79.81548626							0	0	0	-1577.219718	0.000309907917	-1619635.30986462	
1577.139718	7	13	80	0.01820267322	0.0003098585421	3.230079279	6.511729305	90.25819142	7.06880163	13.11894887	79.8122495							0	0	0	-1577.139718	0.0003098585421	-1620862.56928153	
1577.059718	7	13	80	0.01851280285	0.0003098092041	3.230574238	6.513626231	90.25579953	7.069991117	13.1209959	79.80901299							0	0	0	-1577.059718	0.0003098092041	-1622093.38685618	
1576.979718	7	13	80	0.01882278582	0.0003097599041	3.231069064	6.515523517	90.25340742	7.071180629	13.12304264	79.80577673							0	0	0	-1576.979718	0.0003097599041	-1623337.56655397	
1576.899718	7	13	80	0.01913262224	0.0003097106417	3.231563755	6.517421162	90.25101508	7.072370168	13.1250891	79.80254073							0	0	0	-1576.899718	0.0003097106417	-1624591.93716571	
1576.819718	7	13	80	0.01944231225	0.0003096614178	3.232058312	6.519319168	90.24862252	7.073559733	13.12713529	79.79930498							0	0	0	-1576.819718	0.0003096614178	-1625839.9287796	
1576.739718	7	13	80	0.01975185594	0.000309612231	3.232552735	6.521217534	90.24622973	7.074749324	13.1291812	79.79606948							0	0	0	-1576.739718	0.000309612231	-1627074.99577202	
1576.659718	7	13	80	0.02006125343	0.0003095630818	3.233047024	6.52311626	90.24383672	7.075938941	13.13122682	79.79283424							0	0	0	-1576.659718	0.0003095630818	-1628331.83171659	
1576.579718	7	13	80	0.02037050484	0.0003095139709	3.233541179	6.525015348	90.24144347	7.077128586	13.13327217	79.78959925							0	0	0	-1576.579718	0.0003095139709	-1629585.5881841	
1576.499718	7	13	80	0.02067961028	0.0003094648973	3.2340352	6.526914795	90.23905	7.078318256	13.13531724	79.78636451							0	0	0	-1576.499718	0.0003094648973	-1630811.36195684	
1576.419718	7	13	80	0.02098856986	0.0003094158602	3.234529086	6.528814604	90.23665631	7.079507954	13.13736203	79.78313002							0	0	0	-1576.419718	0.0003094158602	-1632080.70577644	
1576.339718	7	13	80	0.02129738371	0.0003093668629	3.235022838	6.530714774	90.23426239	7.080697678	13.13940654	79.77989579							0	0	0	-1576.339718	0.0003093668629	-1633351.85582299	
1576.259718	7	13	80	0.02160605192	0.0003093179021	3.235516455	6.532615305	90.23186824	7.08188743	13.14145077	79.7766618							0	0	0	-1576.259718	0.0003093179021	-1634593.37943006	
1576.179718	7	13	80	0.02191457462	0.0003092689792	3.236009938	6.534516198	90.22947386	7.083077208	13.14349472	79.77342807							0	0	0	-1576.179718	0.0003092689792	-1635840.07063824	
1576.099718	7	13	80	0.02222295191	0.000309220093	3.236503287	6.536417452	90.22707926	7.084267014	13.14553839	79.7701946							0	0	0	-1576.099718	0.000309220093	-1637088.726303	
1576.019718	7	13	80	0.02253118392	0.0003091712447	3.2369965	6.538319068	90.22468443	7.085456847	13.14758178	79.76696137							0	0	0	-1576.019718	0.0003091712447	-1638366.11141608	
1575.939718	7	13	80	0.02283927075	0.0003091224347	3.23748958	6.540221046	90.22228937	7.086646708	13.1496249	79.76372839							0	0	0	-1575.939718	0.0003091224347	-1639637.05625272	
1575.859718	7	13	80	0.02314721252	0.0003090736621	3.237982524	6.542123386	90.21989409	7.087836597	13.15166773	79.76049567							0	0	0	-1575.859718	0.0003090736621	-1640889.79608017	
1575.779718	7	13	80	0.02345500934	0.0003090249266	3.238475334	6.544026088	90.21749858	7.089026513	13.15371029	79.7572632							0	0	0	-1575.779718	0.0003090249266	-1642147.84309135	
1575.699718	7	13	80	0.02376266132	0.0003089762287	3.238968009	6.545929153	90.21510284	7.090216457	13.15575257	79.75403097							0	0	0	-1575.699718	0.0003089762287	-1643419.62897984	
1575.619718	7	13	80	0.02407016858	0.0003089275686	3.239460549	6.54783258	90.21270687	7.09140643	13.15779457	79.750799							0	0	0	-1575.619718	0.0003089275686	-1644664.59209438	
1575.539718	7	13	80	0.02437753123	0.0003088789444	3.239952954	6.54973637	90.21031068	7.09259643	13.15983629	79.74756728							0	0	0	-1575.539718	0.0003088789444	-1645948.84992203	
1575.459718	7	13	80	0.02468474938	0.0003088303602	3.240445224	6.551640523	90.20791425	7.093786459	13.16187773	79.74433581							0	0	0	-1575.459718	0.0003088303602	-1647234.89782569	
1575.379718	7	13	80	0.02499182314	0.0003087818119	3.24093736	6.553545039	90.2055176	7.094976516	13.16391889	79.74110459							0	0	0	-1575.379718	0.0003087818119	-1648489.15038214	
1575.299718	7	13	80	0.02529875264	0.0003087333016	3.24142936	6.555449918	90.20312072	7.096166602	13.16595978	79.73787362							0	0	0	-1575.299718	0.0003087333016	-1649770.76017397	
1575.219718	7	13	80	0.02560553796	0.0003086848287	3.241921225	6.55735516	90.20072361	7.097356716	13.16800038	79.7346429							0	0	0	-1575.219718	0.0003086848287	-1651027.094856	
1575.139718	7	13	80	0.02591217924	0.0003086363922	3.242412955	6.559260766	90.19832628	7.09854686	13.17004071	79.73141243							0	0	0	-1575.139718	0.0003086363922	-1652302.48610857	
1575.059718	7	13	80	0.02621867659	0.0003085879941	3.242904549	6.561166736	90.19592871	7.099737032	13.17208076	79.72818221							0	0	0	-1575.059718	0.0003085879941	-1653595.1478747	
1574.979718	7	13	80	0.0265250301	0.0003085396333	3.243396009	6.563073069	90.19353092	7.100927233	13.17412053	79.72495224							0	0	0	-1574.979718	0.0003085396333	-1654865.89243819	
1574.899718	7	13	80	0.02683123991	0.0003084913095	3.243887333	6.564979767	90.1911329	7.102117464	13.17616002	79.72172252							0	0	0	-1574.899718	0.0003084913095	-1656147.19198552	
1574.819718	7	13	80	0.02713730611	0.0003084430235	3.244378522	6.566886829	90.18873465	7.103307724	13.17819923	79.71849305							0	0	0	-1574.819718	0.0003084430235	-1657428.71510263	
1574.739718	7	13	80	0.02744322882	0.0003083947744	3.244869575	6.568794255	90.18633617	7.104498013	13.18023816	79.71526382							0	0	0	-1574.739718	0.0003083947744	-1658693.32656514	
1574.659718	7	13	80	0.02774900815	0.000308346562	3.245360492	6.570702045	90.18393746	7.105688332	13.18227682	79.71203485							0	0	0	-1574.659718	0.000308346562	-1659996.10306324	
1574.579718	7	13	80	0.02805464421	0.0003082983886	3.245851275	6.572610201	90.18153852	7.10687868	13.1843152	79.70880612							0	0	0	-1574.579718	0.0003082983886	-1661292.16522807	
