T	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(FE@LIQUID)	w(TI@LIQUID)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI				
1851.588424	6	94	0	0	2.030118814	97.96988119	6	94			-0.0006030937991	0.0006030937991	-1851.588424	0	32.811343236989	
1851.578424	6	94	0.0001528285986	0.0001519569048	2.030354637	97.96964536	6.000602949	93.99939705			0	0	-1851.578424	0.0001519569048	98.8049201128407	
1851.558424	6	94	0.0004582593928	0.0003037427763	2.0308263	97.9691737	6.001808947	93.99819105			0	0	-1851.558424	0.0003037427763	131.757121663369	
1851.518424	6	94	0.001068815002	0.0006073660103	2.031769663	97.96823034	6.004221301	93.9957787			0	0	-1851.518424	0.0006073660103	131.825237312138	
1851.438424	6	94	0.002288012194	0.001213468163	2.033656528	97.96634347	6.009044846	93.99095515			0	0	-1851.438424	0.001213468163	-65344.3179401277	
1851.358424	6	94	0.003504394976	0.001212241391	2.035543601	97.9644564	6.013867534	93.98613247			0	0	-1851.358424	0.001212241391	-68864.884557416	
1851.278424	6	94	0.004718188956	0.001211132835	2.037430842	97.96256916	6.018689365	93.98131063			0	0	-1851.278424	0.001211132835	-72243.539770946	
1851.198424	6	94	0.005929402331	0.001210026655	2.039318253	97.96068175	6.023510343	93.97648966			0	0	-1851.198424	0.001210026655	-72386.977275907	
1851.118424	6	94	0.007138042931	0.001208922489	2.041205834	97.95879417	6.028330467	93.97166953			0	0	-1851.118424	0.001208922489	-72518.8352699575	
1851.038424	6	94	0.008344118549	0.001207820328	2.043093584	97.95690642	6.033149736	93.96685026			0	0	-1851.038424	0.001207820328	-72650.8787009853	
1850.958424	6	94	0.009547636954	0.001206720172	2.044981504	97.9550185	6.037968153	93.96203185			0	0	-1850.958424	0.001206720172	-72782.9718843327	
