T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2#1)	fw(@BCC_A2#2)	w(CU@BCC_A2#1)	w(FE@BCC_A2#1)	w(TI@BCC_A2#1)	w(CU@BCC_A2#2)	w(FE@BCC_A2#2)	w(TI@BCC_A2#2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fs_1	-T//fs	-T_1	fw(@BCC_A2#1)_1	fw(@BCC_A2#2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI								
1767.594021	10	3	87	0	0		4.160195362	1.078435257	94.76136938				10	3	87	-0.000476495815	-0.0001567893666	0.0006332851817	-1767.594021	0	120.318377895253	-1767.594021	0			
1767.584021	10	3	87	8.308779166E-05	8.164144017E-05		4.160415151	1.078503715	94.76108113				10.00047637	3.000156733	86.99936689	0	0	0	-1767.584021	8.308779166E-05	120.390871933864	-1767.584021	8.164144017E-05			
1767.564021	10	3	87	0.0002491134601	0.0001631603803		4.160854742	1.078640645	94.76050461				10.0014292	3.00047026	86.99810054	0	0	0	-1767.564021	0.0002491134601	120.467209367483	-1767.564021	0.0001631603803			
1767.524021	10	3	87	0.000581132479	0.0003263428009		4.161733905	1.078914508	94.75935159				10.0033353	3.001097465	86.99556723	0	0	0	-1767.524021	0.000581132479	120.51301048726	-1767.524021	0.0003263428009			
1767.444021	10	3	87	0.001244543416	0.0006522306357		4.163492113	1.079462275	94.75704561				10.00714655	3.002351572	86.99050188	0	0	0	-1767.444021	0.001244543416	120.65070628595	-1767.444021	0.0006522306357			
1767.284021	10	3	87	0.002569330606	0.001303319981		4.167008708	1.080558055	94.75243324				10.01476739	3.004859308	86.9803733	0	0	0	-1767.284021	0.002569330606	120.898019134132	-1767.284021	0.001303319981			
1766.964021	10	3	87	0.005210791806	0.002602085798		4.174039345	1.082749937	94.74321072				10.03000249	3.009872877	86.96012464	0	0	0	-1766.964021	0.005210791806	121.394074825557	-1766.964021	0.002602085798			
1766.324021	10	3	87	0.01046146871	0.005186045527		4.18809305	1.087135554	94.7247714				10.06044637	3.019892385	86.91966125	0	0	0	-1766.324021	0.01046146871	122.391855952621	-1766.324021	0.005186045527			
1765.044021	10	3	87	0.02083547761	0.01030030396		4.216170173	1.095914187	94.68791564				10.12122922	3.039900827	86.83886996	0	0	0	-1765.044021	0.02083547761	124.479141112144	-1765.044021	0.01030030396			
1762.484021	10	3	87	0.04105487027	0.02029078549		4.272199476	1.113502381	94.61429814				10.24236931	3.079798756	86.67783193	0	0	0	-1762.484021	0.04105487027	128.970528173858	-1762.484021	0.02029078549			
1759.924021	10	3	87	0.0605601371	0.01998282917		4.328068681	1.131130116	94.5408012				10.36296285	3.11953217	86.51750497	0	0	0	-1759.924021	0.0605601371	133.660781177594	-1759.924021	0.01998282917			
1757.364021	10	3	87	0.07938494832	0.01968219282		4.383773817	1.148796737	94.46742945				10.48300846	3.159098842	86.3578927	0	0	0	-1757.364021	0.07938494832	138.453795439319	-1757.364021	0.01968219282			
1754.804021	10	3	87	0.09756261224	0.01939033655		4.439315774	1.166502996	94.39418123				10.60251425	3.19849946	86.19898629	0	0	0	-1754.804021	0.09756261224	143.346066999034	-1754.804021	0.01939033655			
1752.244021	10	3	87	0.115123956	0.01910645116		4.494693971	1.184249206	94.32105682				10.72148545	3.237733789	86.04078076	0	0	0	-1752.244021	0.115123956	148.33977459186	-1752.244021	0.01910645116			
1749.684021	10	3	87	0.1320979406	0.01883021364		4.549907823	1.202035692	94.24805648				10.83992718	3.276801604	85.88327122	0	0	0	-1749.684021	0.1320979406	153.435558651281	-1749.684021	0.01883021364			
1747.124021	10	3	87	0.1485118019	0.01856132301		4.604956752	1.219862796	94.17518045				10.95784451	3.315702699	85.72645279	0	0	0	-1747.124021	0.1485118019	158.6340373935	-1747.124021	0.01856132301			
1744.564021	10	3	87	0.1643911735	0.01829949331		4.659840186	1.237730872	94.10242894				11.07524246	3.354436883	85.57032066	0	0	0	-1744.564021	0.1643911735	163.9358245154	-1744.564021	0.01829949331			
1742.004021	10	3	87	0.1797602008	0.01804445334		4.71455756	1.255640294	94.02980215				11.19212598	3.393003982	85.41487004	0	0	0	-1742.004021	0.1797602008	169.341525389931	-1742.004021	0.01804445334			
1739.444021	10	3	87	0.1946416451	0.0177959457		4.769108312	1.273591446	93.95730024				11.30849999	3.431403837	85.26009618	0	0	0	-1739.444021	0.1946416451	174.851737158199	-1739.444021	0.0177959457			
1736.884021	10	3	87	0.2090569796	0.01755372596		4.823491886	1.29158473	93.88492338				11.42436934	3.469636303	85.10599436	0	0	0	-1736.884021	0.2090569796	180.467049864917	-1736.884021	0.01755372596			
1734.324021	10	3	87	0.2230264771	0.01731756184		4.877707731	1.309620562	93.81267171				11.53973883	3.507701249	84.95255992	0	0	0	-1734.324021	0.2230264771	186.188044364975	-1734.324021	0.01731756184			
1731.764021	10	3	87	0.2365692915	0.01708723246		4.931755298	1.327699373	93.74054533				11.65461324	3.545598559	84.7997882	0	0	0	-1731.764021	0.2365692915	192.01529485428	-1731.764021	0.01708723246			
1729.204021	10	3	87	0.2497035318	0.01686252766		4.985634045	1.345821606	93.66854435				11.76899726	3.583328128	84.64767461	0	0	0	-1729.204021	0.2497035318	197.949368254532	-1729.204021	0.01686252766			
1726.644021	10	3	87	0.2624463314	0.01664324735		5.039343432	1.363987723	93.59666885				11.88289557	3.620889864	84.49621457	0	0	0	-1726.644021	0.2624463314	203.990821986398	-1726.644021	0.01664324735			
1724.084021	10	3	87	0.2748139114	0.0164292009		5.09288292	1.382198198	93.52491888				11.99631279	3.658283688	84.34540352	0	0	0	-1724.084021	0.2748139114	210.140207016724	-1724.084021	0.0164292009			
1721.524021	10	3	87	0.2868216393	0.01622020665		5.146251976	1.400453519	93.4532945				12.1092535	3.695509531	84.19523697	0	0	0	-1721.524021	0.2868216393	216.398064290569	-1721.524021	0.01622020665			
1718.964021	10	3	87	0.2984840835	0.01601609129		5.199450069	1.41875419	93.38179574				12.22172225	3.732567336	84.04571042	0	0	0	-1718.964021	0.2984840835	222.764926916612	-1718.964021	0.01601609129			
1716.404021	10	3	87	0.3098150633	0.01581668948		5.252476667	1.437100731	93.3104226				12.33372352	3.769457056	83.89681942	0	0	0	-1716.404021	0.3098150633	229.241321581722	-1716.404021	0.01581668948			
1713.844021	10	3	87	0.3208276955	0.01562184334		5.305331243	1.455493672	93.23917508				12.4452618	3.806178654	83.74855954	0	0	0	-1713.844021	0.3208276955	235.827767408615	-1713.844021	0.01562184334			
1711.284021	10	3	87	0.3315344375	0.01543140206		5.358013269	1.473933563	93.16805317				12.5563415	3.842732105	83.60092639	0	0	0	-1711.284021	0.3315344375	242.524772443875	-1711.284021	0.01543140206			
1708.724021	10	3	87	0.3419471277	0.0152452215		5.410522218	1.492420966	93.09705682				12.66696702	3.87911739	83.45391559	0	0	0	-1708.724021	0.3419471277	249.332837783102	-1708.724021	0.0152452215			
1706.164021	10	3	87	0.3520770223	0.01506316382		5.462857563	1.510956457	93.02618598				12.77714271	3.915334502	83.30752279	0	0	0	-1706.164021	0.3520770223	256.252456000445	-1706.164021	0.01506316382			
1703.604021	10	3	87	0.3619348303	0.01488509717		5.515018779	1.529540629	92.95544059				12.88687289	3.951383441	83.16174367	0	0	0	-1703.604021	0.3619348303	263.284111935249	-1703.604021	0.01488509717			
1701.044021	10	3	87	0.3715307453	0.01471089532		5.567005336	1.548174089	92.88482057				12.99616185	3.987264215	83.01657394	0	0	0	-1701.044021	0.3715307453	270.428281248305	-1701.044021	0.01471089532			
1698.484021	10	3	87	0.3808744759	0.01454043741		5.618816708	1.566857459	92.81432583				13.10501385	4.022976841	82.87200931	0	0	0	-1698.484021	0.3808744759	277.685430572514	-1698.484021	0.01454043741			
1695.924021	10	3	87	0.3899752733	0.01437360763		5.670452364	1.585591377	92.74395626				13.21343312	4.058521343	82.72804554	0	0	0	-1695.924021	0.3899752733	285.056020639091	-1695.924021	0.01437360763			
1693.364021	10	3	87	0.3988419575	0.014210295		5.721911772	1.604376494	92.67371173				13.32142385	4.093897753	82.58467839	0	0	0	-1693.364021	0.3988419575	292.540496894293	-1693.364021	0.014210295			
1690.804021	10	3	87	0.4074829419	0.01405039309		5.773194398	1.62321348	92.60359212				13.42899022	4.12910611	82.44190367	0	0	0	-1690.804021	0.4074829419	300.139303718545	-1690.804021	0.01405039309			
1688.244021	10	3	87	0.4159062553	0.01389379979		5.824299703	1.642103017	92.53359728				13.53613637	4.164146458	82.29971718	0	0	0	-1688.244021	0.4159062553	307.852875069707	-1688.244021	0.01389379979			
1685.684021	10	3	87	0.4241195639	0.0137404171		5.875227146	1.661045806	92.46372705				13.6428664	4.199018849	82.15811475	0	0	0	-1685.684021	0.4241195639	315.681629530942	-1685.684021	0.0137404171			
1683.124021	10	3	87	0.4321301908	0.01359015095		5.925976184	1.68004256	92.39398126				13.74918442	4.23372334	82.01709224	0	0	0	-1683.124021	0.4321301908	323.625984540934	-1683.124021	0.01359015095			
1680.564021	10	3	87	0.4399451345	0.01344291097		5.976546266	1.699094012	92.32435972				13.85509448	4.268259994	81.87664553	0	0	0	-1680.564021	0.4399451345	331.686339846486	-1680.564021	0.01344291097			
1678.004021	10	3	87	0.4475710868	0.01329861032		6.026936837	1.718200909	92.25486225				13.96060062	4.302628881	81.7367705	0	0	0	-1678.004021	0.4475710868	339.863096048276	-1678.004021	0.01329861032			
1675.444021	10	3	87	0.4550144482	0.01315716552		6.077147338	1.737364015	92.18548865				14.06570686	4.336830073	81.59746307	0	0	0	-1675.444021	0.4550144482	348.156638778514	-1675.444021	0.01315716552			
1672.884021	10	3	87	0.4622813443	0.01301849632		6.127177202	1.75658411	92.11623869				14.17041719	4.370863649	81.45871916	0	0	0	-1672.884021	0.4622813443	356.567337842124	-1672.884021	0.01301849632			
1670.324021	10	3	87	0.4693776394	0.01288252547		6.177025857	1.775861991	92.04711215				14.27473558	4.404729693	81.32053472	0	0	0	-1670.324021	0.4693776394	365.095567670709	-1670.324021	0.01288252547			
1667.764021	10	3	87	0.4763089501	0.01274917867		6.226692724	1.795198473	91.9781088				14.37866599	4.438428292	81.18290572	0	0	0	-1667.764021	0.4763089501	373.741681918877	-1667.764021	0.01274917867			
1665.204021	10	3	87	0.4830806583	0.01261838439		6.276177214	1.814594388	91.9092284				14.48221234	4.471959538	81.04582812	0	0	0	-1665.204021	0.4830806583	382.506029806126	-1665.204021	0.01261838439			
1662.644021	10	3	87	0.4896979226	0.01249007372		6.325478732	1.834050585	91.84047068				14.58537855	4.505323525	80.90929793	0	0	0	-1662.644021	0.4896979226	391.388946694763	-1662.644021	0.01249007372			
1660.084021	10	3	87	0.4961656901	0.01236418029		6.374596673	1.85356793	91.7718354				14.68816849	4.538520353	80.77331115	0	0	0	-1660.084021	0.4961656901	400.390754069164	-1660.084021	0.01236418029			
1657.524021	10	3	87	0.5024887065	0.01224064013		6.423530423	1.873147309	91.70332227				14.79058606	4.571550124	80.63786382	0	0	0	-1657.524021	0.5024887065	409.511776905099	-1657.524021	0.01224064013			
1654.964021	10	3	87	0.508671526	0.0121193916		6.472279359	1.892789625	91.63493102				14.8926351	4.604412943	80.50295196	0	0	0	-1654.964021	0.508671526	418.752319905918	-1654.964021	0.0121193916			
1652.404021	10	3	87	0.514718521	0.01200037522		6.520842846	1.912495799	91.56666135				14.99431944	4.637108917	80.36857164	0	0	0	-1652.404021	0.514718521	428.112673251331	-1652.404021	0.01200037522			
1649.844021	10	3	87	0.5206338907	0.01188353364		6.569220238	1.932266774	91.49851299				15.09564293	4.669638157	80.23471892	0	0	0	-1649.844021	0.5206338907	437.593127827106	-1649.844021	0.01188353364			
1647.284021	10	3	87	0.5264216693	0.01176881151		6.617410877	1.952103509	91.43048561				15.19660935	4.702000776	80.10138988	0	0	0	-1647.284021	0.5264216693	447.193950837026	-1647.284021	0.01176881151			
1644.724021	10	3	87	0.5320857343	0.01165615541		6.665414094	1.972006984	91.36257892				15.2972225	4.734196887	79.96858062	0	0	0	-1644.724021	0.5320857343	456.915409977018	-1644.724021	0.01165615541			
1642.164021	10	3	87	0.5376298132	0.01154551377		6.713229206	1.991978199	91.2947926				15.39748616	4.766226607	79.83628724	0	0	0	-1642.164021	0.5376298132	466.757760653568	-1642.164021	0.01154551377			
1639.604021	10	3	87	0.5430574912	0.01143683676		6.760855516	2.012018173	91.22712631				15.49740409	4.798090054	79.70450586	0	0	0	-1639.604021	0.5430574912	476.721232623688	-1639.604021	0.01143683676			
1637.044021	10	3	87	0.5483722175	0.01133007626		6.808292311	2.032127947	91.15957974				15.59698004	4.829787346	79.57323261	0	0	0	-1637.044021	0.5483722175	486.806063963438	-1637.044021	0.01133007626			
1634.484021	10	3	87	0.5535773114	0.01122518577		6.855538867	2.052308583	91.09215255				15.69621775	4.861318604	79.44246364	0	0	0	-1634.484021	0.5535773114	497.012470944597	-1634.484021	0.01122518577			
1631.924021	10	3	87	0.5586759686	0.01112212032		6.902594441	2.072561163	91.0248444				15.79512095	4.892683948	79.3121951	0	0	0	-1631.924021	0.5586759686	507.34065018801	-1631.924021	0.01112212032			
1629.364021	10	3	87	0.5636712666	0.01102083646		6.949458275	2.092886793	90.95765493				15.89369336	4.9238835	79.18242314	0	0	0	-1629.364021	0.5636712666	517.790800840516	-1629.364021	0.01102083646			
1626.804021	10	3	87	0.5685661699	0.01092129215		6.996129592	2.1132866	90.89058381				15.99193867	4.95491738	79.05314395	0	0	0	-1626.804021	0.5685661699	528.363112329164	-1626.804021	0.01092129215			
1624.244021	10	3	87	0.5733635351	0.01082344672		7.042607598	2.133761734	90.82363067				16.08986058	4.98578571	78.92435371	0	0	0	-1624.244021	0.5733635351	539.057745219443	-1624.244021	0.01082344672			
1621.684021	10	3	87	0.5780661159	0.01072726082		7.088891482	2.154313367	90.75679515				16.18746278	5.016488611	78.79604861	0	0	0	-1621.684021	0.5780661159	549.874852295122	-1621.684021	0.01072726082			
1619.124021	10	3	87	0.5826765673	0.01063269636		7.134980412	2.174942696	90.69007689				16.28474894	5.047026204	78.66822486	0	0	0	-1619.124021	0.5826765673	560.814584512274	-1619.124021	0.01063269636			
1616.564021	10	3	87	0.58719745	0.01053971647		7.180873535	2.195650943	90.62347552				16.38172273	5.077398609	78.54087867	0	0	0	-1616.564021	0.58719745	571.877065336812	-1616.564021	0.01053971647			
1614.004021	10	3	87	0.5916312346	0.01044828545		7.226569978	2.216439352	90.55699067				16.47838781	5.107605945	78.41400625	0	0	0	-1614.004021	0.5916312346	583.062413546173	-1614.004021	0.01044828545			
1611.444021	10	3	87	0.5959803052	0.01035836871		7.272068846	2.237309194	90.49062196				16.57474783	5.137648329	78.28760384	0	0	0	-1611.444021	0.5959803052	594.370742731242	-1611.444021	0.01035836871			
1608.884021	10	3	87	0.6002469632	0.01026993274		7.317369222	2.258261765	90.42436901				16.67080645	5.167525879	78.16166767	0	0	0	-1608.884021	0.6002469632	605.802136821372	-1608.884021	0.01026993274			
1606.324021	10	3	87	0.6044334309	0.01018294508		7.362470165	2.279298387	90.35823145				16.7665673	5.197238708	78.03619399	0	0	0	-1606.324021	0.6044334309	617.356673159033	-1606.324021	0.01018294508			
1603.764021	10	3	87	0.6085418546	0.01009737426		7.407370708	2.300420411	90.29220888				16.86203402	5.226786929	77.91117905	0	0	0	-1603.764021	0.6085418546	629.034411049886	-1603.764021	0.01009737426			
1601.204021	10	3	87	0.612574308	0.01001318976		7.452069862	2.321629212	90.22630093				16.95721024	5.256170652	77.78661911	0	0	0	-1601.204021	0.612574308	640.835400571064	-1601.204021	0.01001318976			
1598.644021	10	3	87	0.6165327949	0.00993036202		7.496566609	2.342926195	90.1605072				17.05209958	5.285389987	77.66251043	0	0	0	-1598.644021	0.6165327949	652.759680092152	-1598.644021	0.00993036202			
1596.084021	10	3	87	0.6204192523	0.009848862333		7.540859906	2.364312794	90.0948273				17.14670568	5.314445037	77.53884929	0	0	0	-1596.084021	0.6204192523	664.807254825432	-1596.084021	0.009848862333			
1593.524021	10	3	87	0.6242355531	0.009768662874		7.58494868	2.385790472	90.02926085				17.24103214	5.343335905	77.41563195	0	0	0	-1593.524021	0.6242355531	676.978150171313	-1593.524021	0.009768662874			
1590.964021	10	3	87	0.6279835083	0.00968973664		7.62883183	2.407360721	89.96380745				17.33508259	5.372062691	77.29285471	0	0	0	-1590.964021	0.6279835083	689.272353002296	-1590.964021	0.00968973664			
1588.404021	10	3	87	0.6316648701	0.009612057426		7.672508225	2.429025065	89.89846671				17.42886065	5.400625489	77.17051386	0	0	0	-1588.404021	0.6316648701	701.689830106241	-1588.404021	0.009612057426			
1585.844021	10	3	87	0.6352813337	0.009535599799		7.715976702	2.450785059	89.83323824				17.52236993	5.429024392	77.04860568	0	0	0	-1585.844021	0.6352813337	714.230536700872	-1585.844021	0.009535599799			
1583.284021	10	3	87	0.63883454	0.009460339067		7.759236069	2.47264229	89.76812164				17.61561404	5.457259488	76.92712647	0	0	0	-1583.284021	0.63883454	726.894412403612	-1583.284021	0.009460339067			
1580.724021	10	3	87	0.6423260773	0.009386251258		7.802285097	2.494598379	89.70311652				17.7085966	5.485330859	76.80607254	0	0	0	-1580.724021	0.6423260773	739.681385168594	-1580.724021	0.009386251258			
1578.164021	10	3	87	0.6457574837	0.009313313088		7.845122525	2.516654979	89.6382225				17.80132123	5.513238586	76.68544018	0	0	0	-1578.164021	0.6457574837	752.591379096915	-1578.164021	0.009313313088			
1575.604021	10	3	87	0.6491302486	0.009241501947		7.887747055	2.538813779	89.57343917				17.89379154	5.540982741	76.56522572	0	0	0	-1575.604021	0.6491302486	765.624288462012	-1575.604021	0.009241501947			
1573.044021	10	3	87	0.6524458151	0.009170795865		7.930157354	2.561076503	89.50876614				17.98601115	5.568563395	76.44542546	0	0	0	-1573.044021	0.6524458151	778.779974285699	-1573.044021	0.009170795865			
1570.484021	10	3	87	0.6557055814	0.009101173502		7.972352051	2.583444912	89.44420304				18.07798368	5.595980611	76.32603571	0	0	0	-1570.484021	0.6557055814	792.058296273423	-1570.484021	0.009101173502			
1567.924021	10	3	87	0.6589109027	0.009032614115		8.014329736	2.605920803	89.37974946				18.16971276	5.623234446	76.20705279	0	0	0	-1567.924021	0.6589109027	805.45908717412	-1567.924021	0.009032614115			
1565.364021	10	3	87	0.6620630927	0.008965097549		8.056088958	2.628506014	89.31540503				18.26120202	5.650324953	76.08847303	0	0	0	-1565.364021	0.6620630927	818.982195867341	-1565.364021	0.008965097549			
1562.804021	10	3	87	0.665163425	0.008898604212		8.097628225	2.651202418	89.25116936				18.35245508	5.677252178	75.97029274	0	0	0	-1562.804021	0.665163425	832.627417237325	-1562.804021	0.008898604212			
1560.244021	10	3	87	0.668213135	0.008833115055		8.138946002	2.674011933	89.18704207				18.44347559	5.70401616	75.85250825	0	0	0	-1560.244021	0.668213135	846.394529554888	-1560.244021	0.008833115055			
1557.684021	10	3	87	0.6712134209	0.008768611561		8.180040711	2.696936514	89.12302278				18.5342672	5.730616931	75.73511587	0	0	0	-1557.684021	0.6712134209	860.283312700648	-1557.684021	0.008768611561			
1555.124021	10	3	87	0.6741654453	0.00870507572		8.220910726	2.719978161	89.05911111				18.62483355	5.757054516	75.61811194	0	0	0	-1555.124021	0.6741654453	874.293493185348	-1555.124021	0.00870507572			
1552.564021	10	3	87	0.6770703365	0.008642490022		8.261554377	2.743138918	88.9953067				18.7151783	5.783328934	75.50149277	0	0	0	-1552.564021	0.6770703365	888.424813094045	-1552.564021	0.008642490022			
1550.004021	10	3	87	0.6799291895	0.008580837433		8.301969943	2.766420872	88.93160918				18.80530512	5.809440194	75.38525469	0	0	0	-1550.004021	0.6799291895	902.67699908378	-1550.004021	0.008580837433			
1547.444021	10	3	87	0.6827430674	0.008520101385		8.342155655	2.789826156	88.86801819				18.89521768	5.835388298	75.26939402	0	0	0	-1547.444021	0.6827430674	917.049716085376	-1547.444021	0.008520101385			
1544.884021	10	3	87	0.6855130026	0.00846026576		8.38210969	2.813356951	88.80453336				18.98491967	5.86117324	75.15390709	0	0	0	-1544.884021	0.6855130026	931.542646330575	-1544.884021	0.00846026576			
1542.324021	10	3	87	0.6882399976	0.008401314879		8.421830173	2.837015487	88.74115434				19.07441479	5.886795004	75.03879021	0	0	0	-1542.324021	0.6882399976	946.155402540422	-1542.324021	0.008401314879			
1539.764021	10	3	87	0.6909250266	0.008343233484		8.461315175	2.860804043	88.67788078				19.16370674	5.912253566	74.9240397	0	0	0	-1539.764021	0.6909250266	960.887643020687	-1539.764021	0.008343233484			
1537.204021	10	3	87	0.6935690356	0.008286006729		8.50056271	2.884724949	88.61471234				19.25279924	5.937548892	74.80965187	0	0	0	-1537.204021	0.6935690356	975.73899162802	-1537.204021	0.008286006729			
1534.644021	10	3	87	0.6961729443	0.008229620169		8.539570733	2.908780587	88.55164868				19.34169602	5.962680938	74.69562305	0	0	0	-1534.644021	0.6961729443	990.708961961694	-1534.644021	0.008229620169			
1532.084021	10	3	87	0.6987376466	0.008174059743		8.578337138	2.932973396	88.48868947				19.43040082	5.98764965	74.58194953	0	0	0	-1532.084021	0.6987376466	1005.79717577617	-1532.084021	0.008174059743			
1529.524021	10	3	87	0.7012640112	0.008119311771		8.61685976	2.957305867	88.42583437				19.51891741	6.012454964	74.46862763	0	0	0	-1529.524021	0.7012640112	1021.00313901979	-1529.524021	0.008119311771			
1526.964021	10	3	87	0.7037528832	0.008065362936		8.655136367	2.98178055	88.36308308				19.60724956	6.037096805	74.35565364	0	0	0	-1526.964021	0.7037528832	1036.3263327625	-1526.964021	0.008065362936			
1524.404021	10	3	87	0.7062050842	0.008012200276		8.693164662	3.006400056	88.30043528				19.69540106	6.061575085	74.24302386	0	0	0	-1524.404021	0.7062050842	1051.76631260379	-1524.404021	0.008012200276			
1521.844021	10	3	87	0.7086214133	0.007959811178		8.730942281	3.031167052	88.23789067				19.78337572	6.085889706	74.13073458	0	0	0	-1521.844021	0.7086214133	1067.32249207916	-1521.844021	0.007959811178			
1519.284021	10	3	87	0.7110026482	0.007908183363		8.768466788	3.056084272	88.17544894				19.87117736	6.110040559	74.01878208	0	0	0	-1519.284021	0.7110026482	1082.99432375217	-1519.284021	0.007908183363			
