T	w(CU)	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(CU@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(CU@LIQUID)	w(FE@LIQUID)	w(TI@LIQUID)	w(CU@BCC_B2#1)	w(FE@BCC_B2#1)	w(TI@BCC_B2#1)	w(CU@BCC_B2#2)	w(FE@BCC_B2#2)	w(TI@BCC_B2#2)	w(CU@CUTI2)	w(FE@CUTI2)	w(TI@CUTI2)	dwdT_L(CU@LIQUID)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
1624.978374	13	7	80	0	0	5.766078289	3.038476755	91.19544496	13	7	80										-0.0003043497413	-0.0001666699454	0.0004710196867	-1624.978374	0	117.961322436399	
1624.968374	13	7	80	4.315822929E-05	4.211873544E-05	5.766223451	3.038591306	91.19518524	13.00030423	7.000166596	79.99952918										0	0	0	-1624.968374	4.211873544E-05	356.886741994991	
1624.948374	13	7	80	0.0001293479058	8.413128218E-05	5.766513838	3.038820428	91.19466573	13.00091279	7.000499855	79.99858736										0	0	0	-1624.948374	8.413128218E-05	475.881631254029	
1624.908374	13	7	80	0.0003016942779	0.0001682447659	5.767094587	3.039278693	91.19362672	13.00212989	7.001166335	79.99670378										0	0	0	-1624.908374	0.0001682447659	475.47342240462	
1624.828374	13	7	80	0.0006463909616	0.000336550955	5.768255934	3.040195341	91.19154872	13.00456493	7.002499663	79.99293541										0	0	0	-1624.828374	0.000336550955	-386810.322435431	
1624.748374	13	7	80	0.0009907589314	0.0003363438802	5.76941742	3.041112125	91.18947045	13.00699924	7.003832499	79.98916826										0	0	0	-1624.748374	0.0003363438802	-737139.777051144	
1624.668374	13	7	80	0.001334917579	0.0003362539424	5.770578731	3.042029025	91.18739224	13.00943334	7.005165119	79.98540155										0	0	0	-1624.668374	0.0003362539424	-889911.671930979	
1624.588374	13	7	80	0.001678867104	0.000336164087	5.771739866	3.042946042	91.18531409	13.01186721	7.006497522	79.98163527										0	0	0	-1624.588374	0.000336164087	-890566.754846007	
1624.508374	13	7	80	0.00202260769	0.0003360742815	5.772900827	3.043863176	91.183236	13.01430085	7.007829709	79.97786944										0	0	0	-1624.508374	0.0003360742815	-891066.202937356	
1624.428374	13	7	80	0.002366139522	0.0003359845268	5.774061612	3.044780426	91.18115796	13.01673428	7.009161679	79.97410404										0	0	0	-1624.428374	0.0003359845268	-891561.228009393	
1624.348374	13	7	80	0.002709462784	0.000335894821	5.775222221	3.045697793	91.17907999	13.01916748	7.010493433	79.97033908										0	0	0	-1624.348374	0.000335894821	-892059.811931646	
1624.268374	13	7	80	0.003052577662	0.0003358051666	5.776382656	3.046615277	91.17700207	13.02160046	7.01182497	79.96657457										0	0	0	-1624.268374	0.0003358051666	-892560.919803048	
1624.188374	13	7	80	0.003395484338	0.0003357155615	5.777542915	3.047532877	91.17492421	13.02403322	7.013156291	79.96281049										0	0	0	-1624.188374	0.0003357155615	-893060.618325122	
1624.108374	13	7	80	0.003738182998	0.0003356260074	5.778702998	3.048450595	91.17284641	13.02646576	7.014487395	79.95904684										0	0	0	-1624.108374	0.0003356260074	-893559.358935295	
1624.028374	13	7	80	0.004080673823	0.0003355365023	5.779862906	3.049368429	91.17076866	13.02889808	7.015818284	79.95528364										0	0	0	-1624.028374	0.0003355365023	-894056.178464693	
1623.948374	13	7	80	0.004422956999	0.0003354470477	5.781022639	3.050286381	91.16869098	13.03133017	7.017148955	79.95152087										0	0	0	-1623.948374	0.0003354470477	-894551.531339215	
1623.868374	13	7	80	0.004765032706	0.0003353576417	5.782182196	3.051204449	91.16661335	13.03376204	7.018479411	79.94775855										0	0	0	-1623.868374	0.0003353576417	-895054.973585038	
1623.788374	13	7	80	0.005106901131	0.0003352682877	5.783341578	3.052122635	91.16453579	13.03619369	7.01980965	79.94399666										0	0	0	-1623.788374	0.0003352682877	-895559.44625798	
1623.708374	13	7	80	0.005448562453	0.0003351789824	5.784500784	3.053040938	91.16245828	13.03862512	7.021139673	79.9402352										0	0	0	-1623.708374	0.0003351789824	-896052.970111968	
1623.628374	13	7	80	0.005790016857	0.0003350897268	5.785659814	3.053959358	91.16038083	13.04105633	7.022469479	79.93647419										0	0	0	-1623.628374	0.0003350897268	-896554.068195672	
1623.548374	13	7	80	0.006131264525	0.0003350005213	5.786818669	3.054877895	91.15830344	13.04348732	7.023799069	79.93271361										0	0	0	-1623.548374	0.0003350005213	-897054.715544093	
1623.468374	13	7	80	0.006472305638	0.0003349113653	5.787977348	3.05579655	91.1562261	13.04591809	7.025128443	79.92895347										0	0	0	-1623.468374	0.0003349113653	-897556.937234084	
1623.388374	13	7	80	0.006813140379	0.0003348222596	5.789135851	3.056715322	91.15414883	13.04834863	7.026457601	79.92519377										0	0	0	-1623.388374	0.0003348222596	-898056.180186522	
1623.308374	13	7	80	0.007153768929	0.0003347332027	5.790294179	3.057634212	91.15207161	13.05077896	7.027786542	79.9214345										0	0	0	-1623.308374	0.0003347332027	-898555.99567064	
1623.228374	13	7	80	0.00749419147	0.0003346441961	5.79145233	3.058553219	91.14999445	13.05320906	7.029115267	79.91767567										0	0	0	-1623.228374	0.0003346441961	-899060.396940646	
1623.148374	13	7	80	0.007834408184	0.0003345552391	5.792610306	3.059472344	91.14791735	13.05563895	7.030443776	79.91391728										0	0	0	-1623.148374	0.0003345552391	-899554.23384797	
1623.068374	13	7	80	0.00817441925	0.0003344663302	5.793768106	3.060391586	91.14584031	13.05806861	7.031772068	79.91015932										0	0	0	-1623.068374	0.0003344663302	-900061.302530307	
1622.988374	13	7	80	0.008514224852	0.0003343774734	5.79492573	3.061310947	91.14376332	13.06049805	7.033100144	79.9064018										0	0	0	-1622.988374	0.0003343774734	-900566.867734346	
1622.908374	13	7	80	0.008853825169	0.0003342886643	5.796083178	3.062230425	91.1416864	13.06292728	7.034428004	79.90264472										0	0	0	-1622.908374	0.0003342886643	-901060.858591223	
1622.828374	13	7	80	0.009193220381	0.0003341999049	5.79724045	3.063150021	91.13960953	13.06535628	7.035755648	79.89888807										0	0	0	-1622.828374	0.0003341999049	-901567.066440794	
1622.748374	13	7	80	0.00953241067	0.0003341111955	5.798397546	3.064069734	91.13753272	13.06778506	7.037083076	79.89513186										0	0	0	-1622.748374	0.0003341111955	-902068.748473932	
1622.668374	13	7	80	0.009871396214	0.0003340225348	5.799554466	3.064989566	91.13545597	13.07021363	7.038410288	79.89137609										0	0	0	-1622.668374	0.0003340225348	-902568.455297604	
1622.588374	13	7	80	0.01021017719	0.0003339339236	5.80071121	3.065909516	91.13337927	13.07264197	7.039737283	79.88762075										0	0	0	-1622.588374	0.0003339339236	-903071.258387969	
1622.508374	13	7	80	0.01054875379	0.0003338453616	5.801867777	3.066829584	91.13130264	13.07507009	7.041064062	79.88386584										0	0	0	-1622.508374	0.0003338453616	-903579.223125078	
1622.428374	13	7	80	0.01088712618	0.00033375685	5.803024168	3.06774977	91.12922606	13.077498	7.042390625	79.88011138										0	0	0	-1622.428374	0.00033375685	-904081.097430758	
1622.348374	13	7	80	0.01122529455	0.0003336683863	5.804180383	3.068670074	91.12714954	13.07992569	7.043716972	79.87635734										0	0	0	-1622.348374	0.0003336683863	-904581.509966503	
1622.268374	13	7	80	0.01156325907	0.0003335799726	5.805336422	3.069590497	91.12507308	13.08235315	7.045043103	79.87260375										0	0	0	-1622.268374	0.0003335799726	-905082.45296477	
1622.188374	13	7	80	0.01190101992	0.0003334916068	5.806492285	3.070511038	91.12299668	13.0847804	7.046369018	79.86885058										0	0	0	-1622.188374	0.0003334916068	-905588.080054511	
1622.108374	13	7	80	0.01223857728	0.0003334032918	5.807647971	3.071431697	91.12092033	13.08720743	7.047694716	79.86509786										0	0	0	-1622.108374	0.0003334032918	-906098.348692431	
