T	w(FE)	w(TI)	fs	fw(@BCC_A2)	w(FE@BCC_A2)	w(TI@BCC_A2)	w(FE@LIQUID)	w(TI@LIQUID)	w(FE@BCC_B2)	w(TI@BCC_B2)	dwdT_L(FE@LIQUID)	dwdT_L(TI@LIQUID)	-T	fw(@BCC_A2)_1	-T//fw(@BCC_A2)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI				
1834.698631	7	93	0	0	2.432389006	97.56761099	7	93			-0.0005813189413	0.0005813189413	-1834.698631	0	39.1500021342889	
1834.688631	7	93	0.0001281599605	0.0001273178508	2.432629618	97.56737038	7.00058118	92.99941882			0	0	-1834.688631	0.0001273178508	117.937161011429	
1834.668631	7	93	0.0003842796863	0.0002544780219	2.43311086	97.56688914	7.001743646	92.99825635			0	0	-1834.668631	0.0002544780219	157.283872616407	
1834.628631	7	93	0.0008962205037	0.0005087890507	2.434073384	97.56592662	7.004068464	92.99593154			0	0	-1834.628631	0.0005087890507	157.331729646681	
1834.548631	7	93	0.001919066321	0.00101698469	2.435998589	97.56400141	7.008718484	92.99128152			0	0	-1834.548631	0.00101698469	-82621.1118951545	
1834.468631	7	93	0.00293981005	0.001016014559	2.437924036	97.56207596	7.0133672	92.9866328			0	0	-1834.468631	0.001016014559	-93783.9347417975	
1834.388631	7	93	0.003958733327	0.001015236802	2.439849677	97.56015032	7.018015121	92.98198488			0	0	-1834.388631	0.001015236802	-102955.111146655	
1834.308631	7	93	0.004975841002	0.001014460481	2.441775512	97.55822449	7.022662249	92.97733775			0	0	-1834.308631	0.001014460481	-103129.785772149	
1834.228631	7	93	0.005991137705	0.001013685357	2.443701541	97.55629846	7.027308583	92.97269142			0	0	-1834.228631	0.001013685357	-103289.570669898	
1834.148631	7	93	0.007004628055	0.001012911436	2.445627766	97.55437223	7.031954125	92.96804588			0	0	-1834.148631	0.001012911436	-103449.513511198	
1834.068631	7	93	0.008016316653	0.001012138707	2.447554185	97.55244581	7.036598873	92.96340113			0	0	-1834.068631	0.001012138707	-103609.351315864	
1833.988631	7	93	0.009026208084	0.001011367172	2.449480799	97.5505192	7.04124283	92.95875717			0	0	-1833.988631	0.001011367172	-103769.682977928	
1833.908631	7	93	0.01003430692	0.001010596829	2.451407609	97.54859239	7.045885994	92.95411401			0	0	-1833.908631	0.001010596829	-103930.17386719	
1833.828631	7	93	0.01104061773	0.001009827675	2.453334613	97.54666539	7.050528367	92.94947163			0	0	-1833.828631	0.001009827675	-104090.551868127	
1833.748631	7	93	0.01204514504	0.001009059704	2.455261813	97.54473819	7.055169948	92.94483005			0	0	-1833.748631	0.001009059704	-104250.883025006	
1833.668631	7	93	0.01304789338	0.001008292914	2.457189208	97.54281079	7.059810737	92.94018926			0	0	-1833.668631	0.001008292914	-104411.84639558	
1833.588631	7	93	0.01404886726	0.001007527309	2.459116799	97.5408832	7.064450736	92.93554926			0	0	-1833.588631	0.001007527309	-104572.757443105	
1833.508631	7	93	0.01504807119	0.001006762877	2.461044585	97.53895541	7.069089944	92.93091006			0	0	-1833.508631	0.001006762877	-104733.688906669	
1833.428631	7	93	0.01604550964	0.001005999623	2.462972567	97.53702743	7.073728362	92.92627164			0	0	-1833.428631	0.001005999623	-104894.838427171	
1833.348631	7	93	0.01704118707	0.001005237538	2.464900745	97.53509925	7.07836599	92.92163401			0	0	-1833.348631	0.001005237538	-105056.073283762	
1833.268631	7	93	0.01803510796	0.001004476625	2.466829119	97.53317088	7.083002827	92.91699717			0	0	-1833.268631	0.001004476625	-105217.45627599	
1833.188631	7	93	0.01902727672	0.001003716876	2.468757689	97.53124231	7.087638875	92.91236112			0	0	-1833.188631	0.001003716876	-105379.060788207	
1833.108631	7	93	0.0200176978	0.001002958295	2.470686456	97.52931354	7.092274134	92.90772587			0	0	-1833.108631	0.001002958295	-105541.090941849	
1833.028631	7	93	0.02100637559	0.001002200877	2.472615419	97.52738458	7.096908604	92.9030914			0	0	-1833.028631	0.001002200877	-105702.501543728	
1832.948631	7	93	0.02199331449	0.001001444611	2.474544578	97.52545542	7.101542285	92.89845772			0	0	-1832.948631	0.001001444611	-105864.41132653	
1832.868631	7	93	0.02297851888	0.001000689508	2.476473934	97.52352607	7.106175177	92.89382482			0	0	-1832.868631	0.001000689508	-106026.622864491	
1832.788631	7	93	0.02396199313	0.0009999355543	2.478403487	97.52159651	7.110807282	92.88919272			0	0	-1832.788631	0.0009999355543	-106188.850402905	
1832.708631	7	93	0.02494374159	0.0009991827567	2.480333236	97.51966676	7.115438598	92.8845614			0	0	-1832.708631	0.0009991827567	-106351.472927112	
1832.628631	7	93	0.0259237686	0.000998431107	2.482263183	97.51773682	7.120069127	92.87993087			0	0	-1832.628631	0.000998431107	-106513.843944464	
1832.548631	7	93	0.02690207849	0.0009976806028	2.484193326	97.51580667	7.124698868	92.87530113			0	0	-1832.548631	0.0009976806028	-106676.498533672	
1832.468631	7	93	0.02787867555	0.0009969312435	2.486123667	97.51387633	7.129327823	92.87067218			0	0	-1832.468631	0.0009969312435	-106839.064131058	
1832.388631	7	93	0.0288535641	0.0009961830215	2.488054205	97.51194579	7.13395599	92.86604401			0	0	-1832.388631	0.0009961830215	-107002.208228195	
1832.308631	7	93	0.0298267484	0.0009954359455	2.489984941	97.51001506	7.138583371	92.86141663			0	0	-1832.308631	0.0009954359455	-107165.293149919	
1832.228631	7	93	0.03079823274	0.0009946899991	2.491915874	97.50808413	7.143209966	92.85679003			0	0	-1832.228631	0.0009946899991	-107328.37763281	
1832.148631	7	93	0.03176802135	0.0009939451917	2.493847005	97.506153	7.147835775	92.85216423			0	0	-1832.148631	0.0009939451917	-107491.81023597	
1832.068631	7	93	0.0327361185	0.0009932015119	2.495778333	97.50422167	7.152460798	92.8475392			0	0	-1832.068631	0.0009932015119	-107655.295882931	
1831.988631	7	93	0.03370252839	0.0009924589649	2.49770986	97.50229014	7.157085036	92.84291496			0	0	-1831.988631	0.0009924589649	-107818.789013856	
