T	w(AL)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(AL@LIQUID)	dwdT_L(AL@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	mole/mole	kg/kg	%	%	SI				
776.9908328	100	1	1	100			-776.9908328	1	NaN	
776.8308328	100	1	1	100			-776.8308328	1	NaN	
776.6708328	100	1	1	100			-776.6708328	1	NaN	
776.5108328	100	1	1	100			-776.5108328	1	NaN	
776.3508328	100	1	1	100			-776.3508328	1	NaN	
776.1908328	100	1	1	100			-776.1908328	1	NaN	
776.0308328	100	1	1	100			-776.0308328	1	NaN	
775.8708328	100	1	1	100			-775.8708328	1	NaN	
775.7108328	100	1	1	100			-775.7108328	1	NaN	
775.5508328	100	1	1	100			-775.5508328	1	NaN	
775.3908328	100	1	1	100			-775.3908328	1	NaN	
775.2308328	100	1	1	100			-775.2308328	1	NaN	
775.0708328	100	1	1	100			-775.0708328	1	NaN	
774.9108328	100	1	1	100			-774.9108328	1	NaN	
774.7508328	100	1	1	100			-774.7508328	1	NaN	
774.5908328	100	1	1	100			-774.5908328	1	NaN	
774.4308328	100	1	1	100			-774.4308328	1	NaN	
774.2708328	100	1	1	100			-774.2708328	1	NaN	
774.1108328	100	1	1	100			-774.1108328	1	NaN	
773.9508328	100	1	1	100			-773.9508328	1	NaN	
773.7908328	100	1	1	100			-773.7908328	1	NaN	
773.6308328	100	1	1	100			-773.6308328	1	NaN	
773.4708328	100	1	1	100			-773.4708328	1	NaN	
773.3108328	100	1	1	100			-773.3108328	1	NaN	
773.1508328	100	1	1	100			-773.1508328	1	NaN	
772.9908328	100	1	1	100			-772.9908328	1	NaN	
772.8308328	100	1	1	100			-772.8308328	1	NaN	
772.6708328	100	1	1	100			-772.6708328	1	NaN	
772.5108328	100	1	1	100			-772.5108328	1	NaN	
772.3508328	100	1	1	100			-772.3508328	1	NaN	
772.1908328	100	1	1	100			-772.1908328	1	NaN	
772.0308328	100	1	1	100			-772.0308328	1	NaN	
771.8708328	100	1	1	100			-771.8708328	1	NaN	
771.7108328	100	1	1	100			-771.7108328	1	NaN	
771.5508328	100	1	1	100			-771.5508328	1	NaN	
771.3908328	100	1	1	100			-771.3908328	1	NaN	
771.2308328	100	1	1	100			-771.2308328	1	NaN	
771.0708328	100	1	1	100			-771.0708328	1	NaN	
770.9108328	100	1	1	100			-770.9108328	1	NaN	
770.7508328	100	1	1	100			-770.7508328	1	NaN	
770.5908328	100	1	1	100			-770.5908328	1	NaN	
770.4308328	100	1	1	100			-770.4308328	1	NaN	
770.2708328	100	1	1	100			-770.2708328	1	NaN	
770.1108328	100	1	1	100			-770.1108328	1	NaN	
769.9508328	100	1	1	100			-769.9508328	1	NaN	
769.7908328	100	1	1	100			-769.7908328	1	NaN	
769.6308328	100	1	1	100			-769.6308328	1	NaN	
769.4708328	100	1	1	100			-769.4708328	1	NaN	
769.3108328	100	1	1	100			-769.3108328	1	NaN	
769.1508328	100	1	1	100			-769.1508328	1	NaN	
768.9908328	100	1	1	100			-768.9908328	1	NaN	
768.8308328	100	1	1	100			-768.8308328	1	NaN	
768.6708328	100	1	1	100			-768.6708328	1	NaN	
768.5108328	100	1	1	100			-768.5108328	1	NaN	
768.3508328	100	1	1	100			-768.3508328	1	NaN	
768.1908328	100	1	1	100			-768.1908328	1	NaN	
768.0308328	100	1	1	100			-768.0308328	1	NaN	
767.8708328	100	1	1	100			-767.8708328	1	NaN	
767.7108328	100	1	1	100			-767.7108328	1	NaN	
767.5508328	100	1	1	100			-767.5508328	1	NaN	
767.3908328	100	1	1	100			-767.3908328	1	NaN	
767.2308328	100	1	1	100			-767.2308328	1	NaN	
767.0708328	100	1	1	100			-767.0708328	1	NaN	
766.9108328	100	1	1	100			-766.9108328	1	NaN	
766.7508328	100	1	1	100			-766.7508328	1	NaN	
766.5908328	100	1	1	100			-766.5908328	1	NaN	
766.4308328	100	1	1	100			-766.4308328	1	NaN	
766.2708328	100	1	1	100			-766.2708328	1	NaN	
766.1108328	100	1	1	100			-766.1108328	1	NaN	
765.9508328	100	1	1	100			-765.9508328	1	NaN	
765.7908328	100	1	1	100			-765.7908328	1	NaN	
765.6308328	100	1	1	100			-765.6308328	1	NaN	
765.4708328	100	1	1	100			-765.4708328	1	NaN	
765.3108328	100	1	1	100			-765.3108328	1	NaN	
765.1508328	100	1	1	100			-765.1508328	1	NaN	
764.9908328	100	1	1	100			-764.9908328	1	NaN	
764.8308328	100	1	1	100			-764.8308328	1	NaN	
764.6708328	100	1	1	100			-764.6708328	1	NaN	
764.5108328	100	1	1	100			-764.5108328	1	NaN	
764.3508328	100	1	1	100			-764.3508328	1	NaN	
764.1908328	100	1	1	100			-764.1908328	1	NaN	
764.0308328	100	1	1	100			-764.0308328	1	NaN	
763.8708328	100	1	1	100			-763.8708328	1	NaN	
763.7108328	100	1	1	100			-763.7108328	1	NaN	
763.5508328	100	1	1	100			-763.5508328	1	NaN	
763.3908328	100	1	1	100			-763.3908328	1	NaN	
763.2308328	100	1	1	100			-763.2308328	1	NaN	
763.0708328	100	1	1	100			-763.0708328	1	NaN	
762.9108328	100	1	1	100			-762.9108328	1	NaN	
762.7508328	100	1	1	100			-762.7508328	1	NaN	
762.5908328	100	1	1	100			-762.5908328	1	NaN	
762.4308328	100	1	1	100			-762.4308328	1	NaN	
762.2708328	100	1	1	100			-762.2708328	1	NaN	
762.1108328	100	1	1	100			-762.1108328	1	NaN	
761.9508328	100	1	1	100			-761.9508328	1	NaN	
761.7908328	100	1	1	100			-761.7908328	1	NaN	
761.6308328	100	1	1	100			-761.6308328	1	NaN	
761.4708328	100	1	1	100			-761.4708328	1	NaN	
761.3108328	100	1	1	100			-761.3108328	1	NaN	
761.1508328	100	1	1	100			-761.1508328	1	NaN	
760.9908328	100	1	1	100			-760.9908328	1	NaN	
760.8308328	100	1	1	100			-760.8308328	1	NaN	
760.6708328	100	1	1	100			-760.6708328	1	NaN	
760.5108328	100	1	1	100			-760.5108328	1	NaN	
760.3508328	100	1	1	100			-760.3508328	1	NaN	
760.1908328	100	1	1	100			-760.1908328	1	NaN	
760.0308328	100	1	1	100			-760.0308328	1	NaN	
759.8708328	100	1	1	100			-759.8708328	1	NaN	
759.7108328	100	1	1	100			-759.7108328	1	NaN	
759.5508328	100	1	1	100			-759.5508328	1	NaN	
759.3908328	100	1	1	100			-759.3908328	1	NaN	
759.2308328	100	1	1	100			-759.2308328	1	NaN	
759.0708328	100	1	1	100			-759.0708328	1	NaN	
758.9108328	100	1	1	100			-758.9108328	1	NaN	
758.7508328	100	1	1	100			-758.7508328	1	NaN	
758.5908328	100	1	1	100			-758.5908328	1	NaN	
758.4308328	100	1	1	100			-758.4308328	1	NaN	
758.2708328	100	1	1	100			-758.2708328	1	NaN	
758.1108328	100	1	1	100			-758.1108328	1	NaN	
757.9508328	100	1	1	100			-757.9508328	1	NaN	
757.7908328	100	1	1	100			-757.7908328	1	NaN	
757.6308328	100	1	1	100			-757.6308328	1	NaN	
757.4708328	100	1	1	100			-757.4708328	1	NaN	
757.3108328	100	1	1	100			-757.3108328	1	NaN	
757.1508328	100	1	1	100			-757.1508328	1	NaN	
756.9908328	100	1	1	100			-756.9908328	1	NaN	
756.8308328	100	1	1	100			-756.8308328	1	NaN	
756.6708328	100	1	1	100			-756.6708328	1	NaN	
756.5108328	100	1	1	100			-756.5108328	1	NaN	
756.3508328	100	1	1	100			-756.3508328	1	NaN	
756.1908328	100	1	1	100			-756.1908328	1	NaN	
756.0308328	100	1	1	100			-756.0308328	1	NaN	
755.8708328	100	1	1	100			-755.8708328	1	NaN	
755.7108328	100	1	1	100			-755.7108328	1	NaN	
755.5508328	100	1	1	100			-755.5508328	1	NaN	
755.3908328	100	1	1	100			-755.3908328	1	NaN	
755.2308328	100	1	1	100			-755.2308328	1	NaN	
755.0708328	100	1	1	100			-755.0708328	1	NaN	
754.9108328	100	1	1	100			-754.9108328	1	NaN	
754.7508328	100	1	1	100			-754.7508328	1	NaN	
754.5908328	100	1	1	100			-754.5908328	1	NaN	
754.4308328	100	1	1	100			-754.4308328	1	NaN	
754.2708328	100	1	1	100			-754.2708328	1	NaN	
754.1108328	100	1	1	100			-754.1108328	1	NaN	
753.9508328	100	1	1	100			-753.9508328	1	NaN	
753.7908328	100	1	1	100			-753.7908328	1	NaN	
753.6308328	100	1	1	100			-753.6308328	1	NaN	
753.4708328	100	1	1	100			-753.4708328	1	NaN	
753.3108328	100	1	1	100			-753.3108328	1	NaN	
753.1508328	100	1	1	100			-753.1508328	1	NaN	
752.9908328	100	1	1	100			-752.9908328	1	NaN	
752.8308328	100	1	1	100			-752.8308328	1	NaN	
752.6708328	100	1	1	100			-752.6708328	1	NaN	
752.5108328	100	1	1	100			-752.5108328	1	NaN	
752.3508328	100	1	1	100			-752.3508328	1	NaN	
752.1908328	100	1	1	100			-752.1908328	1	NaN	
752.0308328	100	1	1	100			-752.0308328	1	NaN	
751.8708328	100	1	1	100			-751.8708328	1	NaN	
751.7108328	100	1	1	100			-751.7108328	1	NaN	
751.5508328	100	1	1	100			-751.5508328	1	NaN	
751.3908328	100	1	1	100			-751.3908328	1	NaN	
751.2308328	100	1	1	100			-751.2308328	1	NaN	
751.0708328	100	1	1	100			-751.0708328	1	NaN	
750.9108328	100	1	1	100			-750.9108328	1	NaN	
750.7508328	100	1	1	100			-750.7508328	1	NaN	
750.5908328	100	1	1	100			-750.5908328	1	NaN	
750.4308328	100	1	1	100			-750.4308328	1	NaN	
750.2708328	100	1	1	100			-750.2708328	1	NaN	
750.1108328	100	1	1	100			-750.1108328	1	NaN	
749.9508328	100	1	1	100			-749.9508328	1	NaN	
749.7908328	100	1	1	100			-749.7908328	1	NaN	
749.6308328	100	1	1	100			-749.6308328	1	NaN	
749.4708328	100	1	1	100			-749.4708328	1	NaN	
749.3108328	100	1	1	100			-749.3108328	1	NaN	
749.1508328	100	1	1	100			-749.1508328	1	NaN	
748.9908328	100	1	1	100			-748.9908328	1	NaN	
748.8308328	100	1	1	100			-748.8308328	1	NaN	
748.6708328	100	1	1	100			-748.6708328	1	NaN	
748.5108328	100	1	1	100			-748.5108328	1	NaN	
748.3508328	100	1	1	100			-748.3508328	1	NaN	
748.1908328	100	1	1	100			-748.1908328	1	NaN	
748.0308328	100	1	1	100			-748.0308328	1	NaN	
747.8708328	100	1	1	100			-747.8708328	1	NaN	
747.7108328	100	1	1	100			-747.7108328	1	NaN	
747.5508328	100	1	1	100			-747.5508328	1	NaN	
747.3908328	100	1	1	100			-747.3908328	1	NaN	
747.2308328	100	1	1	100			-747.2308328	1	NaN	
747.0708328	100	1	1	100			-747.0708328	1	NaN	
746.9108328	100	1	1	100			-746.9108328	1	NaN	
746.7508328	100	1	1	100			-746.7508328	1	NaN	
746.5908328	100	1	1	100			-746.5908328	1	NaN	
746.4308328	100	1	1	100			-746.4308328	1	NaN	
746.2708328	100	1	1	100			-746.2708328	1	NaN	
746.1108328	100	1	1	100			-746.1108328	1	NaN	
745.9508328	100	1	1	100			-745.9508328	1	NaN	
745.7908328	100	1	1	100			-745.7908328	1	NaN	
745.6308328	100	1	1	100			-745.6308328	1	NaN	
745.4708328	100	1	1	100			-745.4708328	1	NaN	
745.3108328	100	1	1	100			-745.3108328	1	NaN	
745.1508328	100	1	1	100			-745.1508328	1	NaN	
744.9908328	100	1	1	100			-744.9908328	1	NaN	
744.8308328	100	1	1	100			-744.8308328	1	NaN	
744.6708328	100	1	1	100			-744.6708328	1	NaN	
744.5108328	100	1	1	100			-744.5108328	1	NaN	
744.3508328	100	1	1	100			-744.3508328	1	NaN	
744.1908328	100	1	1	100			-744.1908328	1	NaN	
744.0308328	100	1	1	100			-744.0308328	1	NaN	
743.8708328	100	1	1	100			-743.8708328	1	NaN	
743.7108328	100	1	1	100			-743.7108328	1	NaN	
743.5508328	100	1	1	100			-743.5508328	1	NaN	
743.3908328	100	1	1	100			-743.3908328	1	NaN	
743.2308328	100	1	1	100			-743.2308328	1	NaN	
743.0708328	100	1	1	100			-743.0708328	1	NaN	
742.9108328	100	1	1	100			-742.9108328	1	NaN	
742.7508328	100	1	1	100			-742.7508328	1	NaN	
742.5908328	100	1	1	100			-742.5908328	1	NaN	
742.4308328	100	1	1	100			-742.4308328	1	NaN	
742.2708328	100	1	1	100			-742.2708328	1	NaN	
742.1108328	100	1	1	100			-742.1108328	1	NaN	
741.9508328	100	1	1	100			-741.9508328	1	NaN	
741.7908328	100	1	1	100			-741.7908328	1	NaN	
741.6308328	100	1	1	100			-741.6308328	1	NaN	
741.4708328	100	1	1	100			-741.4708328	1	NaN	
741.3108328	100	1	1	100			-741.3108328	1	NaN	
741.1508328	100	1	1	100			-741.1508328	1	NaN	
740.9908328	100	1	1	100			-740.9908328	1	NaN	
740.8308328	100	1	1	100			-740.8308328	1	NaN	
740.6708328	100	1	1	100			-740.6708328	1	NaN	
740.5108328	100	1	1	100			-740.5108328	1	NaN	
740.3508328	100	1	1	100			-740.3508328	1	NaN	
740.1908328	100	1	1	100			-740.1908328	1	NaN	
740.0308328	100	1	1	100			-740.0308328	1	NaN	
739.8708328	100	1	1	100			-739.8708328	1	NaN	
739.7108328	100	1	1	100			-739.7108328	1	NaN	
739.5508328	100	1	1	100			-739.5508328	1	NaN	
739.3908328	100	1	1	100			-739.3908328	1	NaN	
739.2308328	100	1	1	100			-739.2308328	1	NaN	
739.0708328	100	1	1	100			-739.0708328	1	NaN	
738.9108328	100	1	1	100			-738.9108328	1	NaN	
738.7508328	100	1	1	100			-738.7508328	1	NaN	
738.5908328	100	1	1	100			-738.5908328	1	NaN	
738.4308328	100	1	1	100			-738.4308328	1	NaN	
738.2708328	100	1	1	100			-738.2708328	1	NaN	
738.1108328	100	1	1	100			-738.1108328	1	NaN	
737.9508328	100	1	1	100			-737.9508328	1	NaN	
737.7908328	100	1	1	100			-737.7908328	1	NaN	
737.6308328	100	1	1	100			-737.6308328	1	NaN	
737.4708328	100	1	1	100			-737.4708328	1	NaN	
737.3108328	100	1	1	100			-737.3108328	1	NaN	
737.1508328	100	1	1	100			-737.1508328	1	NaN	
736.9908328	100	1	1	100			-736.9908328	1	NaN	
736.8308328	100	1	1	100			-736.8308328	1	NaN	
736.6708328	100	1	1	100			-736.6708328	1	NaN	
736.5108328	100	1	1	100			-736.5108328	1	NaN	
736.3508328	100	1	1	100			-736.3508328	1	NaN	
736.1908328	100	1	1	100			-736.1908328	1	NaN	
736.0308328	100	1	1	100			-736.0308328	1	NaN	
735.8708328	100	1	1	100			-735.8708328	1	NaN	
735.7108328	100	1	1	100			-735.7108328	1	NaN	
735.5508328	100	1	1	100			-735.5508328	1	NaN	
735.3908328	100	1	1	100			-735.3908328	1	NaN	
735.2308328	100	1	1	100			-735.2308328	1	NaN	
735.0708328	100	1	1	100			-735.0708328	1	NaN	
734.9108328	100	1	1	100			-734.9108328	1	NaN	
734.7508328	100	1	1	100			-734.7508328	1	NaN	
734.5908328	100	1	1	100			-734.5908328	1	NaN	
734.4308328	100	1	1	100			-734.4308328	1	NaN	
734.2708328	100	1	1	100			-734.2708328	1	NaN	
734.1108328	100	1	1	100			-734.1108328	1	NaN	
733.9508328	100	1	1	100			-733.9508328	1	NaN	
733.7908328	100	1	1	100			-733.7908328	1	NaN	
733.6308328	100	1	1	100			-733.6308328	1	NaN	
733.4708328	100	1	1	100			-733.4708328	1	NaN	
733.3108328	100	1	1	100			-733.3108328	1	NaN	
733.1508328	100	1	1	100			-733.1508328	1	NaN	
732.9908328	100	1	1	100			-732.9908328	1	NaN	
732.8308328	100	1	1	100			-732.8308328	1	NaN	
732.6708328	100	1	1	100			-732.6708328	1	NaN	
732.5108328	100	1	1	100			-732.5108328	1	NaN	
732.3508328	100	1	1	100			-732.3508328	1	NaN	
732.1908328	100	1	1	100			-732.1908328	1	NaN	
732.0308328	100	1	1	100			-732.0308328	1	NaN	
731.8708328	100	1	1	100			-731.8708328	1	NaN	
731.7108328	100	1	1	100			-731.7108328	1	NaN	
731.5508328	100	1	1	100			-731.5508328	1	NaN	
731.3908328	100	1	1	100			-731.3908328	1	NaN	
731.2308328	100	1	1	100			-731.2308328	1	NaN	
731.0708328	100	1	1	100			-731.0708328	1	NaN	
730.9108328	100	1	1	100			-730.9108328	1	NaN	
730.7508328	100	1	1	100			-730.7508328	1	NaN	
730.5908328	100	1	1	100			-730.5908328	1	NaN	
730.4308328	100	1	1	100			-730.4308328	1	NaN	
730.2708328	100	1	1	100			-730.2708328	1	NaN	
730.1108328	100	1	1	100			-730.1108328	1	NaN	
729.9508328	100	1	1	100			-729.9508328	1	NaN	
729.7908328	100	1	1	100			-729.7908328	1	NaN	
729.6308328	100	1	1	100			-729.6308328	1	NaN	
729.4708328	100	1	1	100			-729.4708328	1	NaN	
729.3108328	100	1	1	100			-729.3108328	1	NaN	
729.1508328	100	1	1	100			-729.1508328	1	NaN	
728.9908328	100	1	1	100			-728.9908328	1	NaN	
728.8308328	100	1	1	100			-728.8308328	1	NaN	
728.6708328	100	1	1	100			-728.6708328	1	NaN	
728.5108328	100	1	1	100			-728.5108328	1	NaN	
728.3508328	100	1	1	100			-728.3508328	1	NaN	
728.1908328	100	1	1	100			-728.1908328	1	NaN	
728.0308328	100	1	1	100			-728.0308328	1	NaN	
727.8708328	100	1	1	100			-727.8708328	1	NaN	
727.7108328	100	1	1	100			-727.7108328	1	NaN	
727.5508328	100	1	1	100			-727.5508328	1	NaN	
727.3908328	100	1	1	100			-727.3908328	1	NaN	
727.2308328	100	1	1	100			-727.2308328	1	NaN	
727.0708328	100	1	1	100			-727.0708328	1	NaN	
726.9108328	100	1	1	100			-726.9108328	1	NaN	
726.7508328	100	1	1	100			-726.7508328	1	NaN	
726.5908328	100	1	1	100			-726.5908328	1	NaN	
726.4308328	100	1	1	100			-726.4308328	1	NaN	
726.2708328	100	1	1	100			-726.2708328	1	NaN	
726.1108328	100	1	1	100			-726.1108328	1	NaN	
725.9508328	100	1	1	100			-725.9508328	1	NaN	
725.7908328	100	1	1	100			-725.7908328	1	NaN	
725.6308328	100	1	1	100			-725.6308328	1	NaN	
725.4708328	100	1	1	100			-725.4708328	1	NaN	
725.3108328	100	1	1	100			-725.3108328	1	NaN	
725.1508328	100	1	1	100			-725.1508328	1	NaN	
724.9908328	100	1	1	100			-724.9908328	1	NaN	
724.8308328	100	1	1	100			-724.8308328	1	NaN	
724.6708328	100	1	1	100			-724.6708328	1	NaN	
724.5108328	100	1	1	100			-724.5108328	1	NaN	
724.3508328	100	1	1	100			-724.3508328	1	NaN	
724.1908328	100	1	1	100			-724.1908328	1	NaN	
724.0308328	100	1	1	100			-724.0308328	1	NaN	
723.8708328	100	1	1	100			-723.8708328	1	NaN	
723.7108328	100	1	1	100			-723.7108328	1	NaN	
723.5508328	100	1	1	100			-723.5508328	1	NaN	
723.3908328	100	1	1	100			-723.3908328	1	NaN	
723.2308328	100	1	1	100			-723.2308328	1	NaN	
723.0708328	100	1	1	100			-723.0708328	1	NaN	
722.9108328	100	1	1	100			-722.9108328	1	NaN	
722.7508328	100	1	1	100			-722.7508328	1	NaN	
722.5908328	100	1	1	100			-722.5908328	1	NaN	
722.4308328	100	1	1	100			-722.4308328	1	NaN	
722.2708328	100	1	1	100			-722.2708328	1	NaN	
722.1108328	100	1	1	100			-722.1108328	1	NaN	
721.9508328	100	1	1	100			-721.9508328	1	NaN	
721.7908328	100	1	1	100			-721.7908328	1	NaN	
721.6308328	100	1	1	100			-721.6308328	1	NaN	
721.4708328	100	1	1	100			-721.4708328	1	NaN	
721.3108328	100	1	1	100			-721.3108328	1	NaN	
721.1508328	100	1	1	100			-721.1508328	1	NaN	
720.9908328	100	1	1	100			-720.9908328	1	NaN	
720.8308328	100	1	1	100			-720.8308328	1	NaN	
720.6708328	100	1	1	100			-720.6708328	1	NaN	
720.5108328	100	1	1	100			-720.5108328	1	NaN	
720.3508328	100	1	1	100			-720.3508328	1	NaN	
720.1908328	100	1	1	100			-720.1908328	1	NaN	
720.0308328	100	1	1	100			-720.0308328	1	NaN	
719.8708328	100	1	1	100			-719.8708328	1	NaN	
719.7108328	100	1	1	100			-719.7108328	1	NaN	
719.5508328	100	1	1	100			-719.5508328	1	NaN	
719.3908328	100	1	1	100			-719.3908328	1	NaN	
719.2308328	100	1	1	100			-719.2308328	1	NaN	
719.0708328	100	1	1	100			-719.0708328	1	NaN	
718.9108328	100	1	1	100			-718.9108328	1	NaN	
718.7508328	100	1	1	100			-718.7508328	1	NaN	
718.5908328	100	1	1	100			-718.5908328	1	NaN	
718.4308328	100	1	1	100			-718.4308328	1	NaN	
718.2708328	100	1	1	100			-718.2708328	1	NaN	
718.1108328	100	1	1	100			-718.1108328	1	NaN	
717.9508328	100	1	1	100			-717.9508328	1	NaN	
717.7908328	100	1	1	100			-717.7908328	1	NaN	
717.6308328	100	1	1	100			-717.6308328	1	NaN	
717.4708328	100	1	1	100			-717.4708328	1	NaN	
717.3108328	100	1	1	100			-717.3108328	1	NaN	
717.1508328	100	1	1	100			-717.1508328	1	NaN	
716.9908328	100	1	1	100			-716.9908328	1	NaN	
716.8308328	100	1	1	100			-716.8308328	1	NaN	
716.6708328	100	1	1	100			-716.6708328	1	NaN	
716.5108328	100	1	1	100			-716.5108328	1	NaN	
716.3508328	100	1	1	100			-716.3508328	1	NaN	
716.1908328	100	1	1	100			-716.1908328	1	NaN	
716.0308328	100	1	1	100			-716.0308328	1	NaN	
715.8708328	100	1	1	100			-715.8708328	1	NaN	
715.7108328	100	1	1	100			-715.7108328	1	NaN	
715.5508328	100	1	1	100			-715.5508328	1	NaN	
715.3908328	100	1	1	100			-715.3908328	1	NaN	
715.2308328	100	1	1	100			-715.2308328	1	NaN	
715.0708328	100	1	1	100			-715.0708328	1	NaN	
714.9108328	100	1	1	100			-714.9108328	1	NaN	
714.7508328	100	1	1	100			-714.7508328	1	NaN	
714.5908328	100	1	1	100			-714.5908328	1	NaN	
714.4308328	100	1	1	100			-714.4308328	1	NaN	
714.2708328	100	1	1	100			-714.2708328	1	NaN	
714.1108328	100	1	1	100			-714.1108328	1	NaN	
713.9508328	100	1	1	100			-713.9508328	1	NaN	
713.7908328	100	1	1	100			-713.7908328	1	NaN	
713.6308328	100	1	1	100			-713.6308328	1	NaN	
713.4708328	100	1	1	100			-713.4708328	1	NaN	
713.3108328	100	1	1	100			-713.3108328	1	NaN	
713.1508328	100	1	1	100			-713.1508328	1	NaN	
712.9908328	100	1	1	100			-712.9908328	1	NaN	
712.8308328	100	1	1	100			-712.8308328	1	NaN	
712.6708328	100	1	1	100			-712.6708328	1	NaN	
712.5108328	100	1	1	100			-712.5108328	1	NaN	
712.3508328	100	1	1	100			-712.3508328	1	NaN	
712.1908328	100	1	1	100			-712.1908328	1	NaN	
712.0308328	100	1	1	100			-712.0308328	1	NaN	
711.8708328	100	1	1	100			-711.8708328	1	NaN	
711.7108328	100	1	1	100			-711.7108328	1	NaN	
711.5508328	100	1	1	100			-711.5508328	1	NaN	
711.3908328	100	1	1	100			-711.3908328	1	NaN	
711.2308328	100	1	1	100			-711.2308328	1	NaN	
711.0708328	100	1	1	100			-711.0708328	1	NaN	
710.9108328	100	1	1	100			-710.9108328	1	NaN	
710.7508328	100	1	1	100			-710.7508328	1	NaN	
710.5908328	100	1	1	100			-710.5908328	1	NaN	
710.4308328	100	1	1	100			-710.4308328	1	NaN	
710.2708328	100	1	1	100			-710.2708328	1	NaN	
710.1108328	100	1	1	100			-710.1108328	1	NaN	
709.9508328	100	1	1	100			-709.9508328	1	NaN	
709.7908328	100	1	1	100			-709.7908328	1	NaN	
709.6308328	100	1	1	100			-709.6308328	1	NaN	
709.4708328	100	1	1	100			-709.4708328	1	NaN	
709.3108328	100	1	1	100			-709.3108328	1	NaN	
709.1508328	100	1	1	100			-709.1508328	1	NaN	
708.9908328	100	1	1	100			-708.9908328	1	NaN	
708.8308328	100	1	1	100			-708.8308328	1	NaN	
708.6708328	100	1	1	100			-708.6708328	1	NaN	
708.5108328	100	1	1	100			-708.5108328	1	NaN	
708.3508328	100	1	1	100			-708.3508328	1	NaN	
708.1908328	100	1	1	100			-708.1908328	1	NaN	
708.0308328	100	1	1	100			-708.0308328	1	NaN	
707.8708328	100	1	1	100			-707.8708328	1	NaN	
707.7108328	100	1	1	100			-707.7108328	1	NaN	
707.5508328	100	1	1	100			-707.5508328	1	NaN	
707.3908328	100	1	1	100			-707.3908328	1	NaN	
707.2308328	100	1	1	100			-707.2308328	1	NaN	
707.0708328	100	1	1	100			-707.0708328	1	NaN	
706.9108328	100	1	1	100			-706.9108328	1	NaN	
706.7508328	100	1	1	100			-706.7508328	1	NaN	
706.5908328	100	1	1	100			-706.5908328	1	NaN	
706.4308328	100	1	1	100			-706.4308328	1	NaN	
706.2708328	100	1	1	100			-706.2708328	1	NaN	
706.1108328	100	1	1	100			-706.1108328	1	NaN	
705.9508328	100	1	1	100			-705.9508328	1	NaN	
705.7908328	100	1	1	100			-705.7908328	1	NaN	
705.6308328	100	1	1	100			-705.6308328	1	NaN	
705.4708328	100	1	1	100			-705.4708328	1	NaN	
705.3108328	100	1	1	100			-705.3108328	1	NaN	
705.1508328	100	1	1	100			-705.1508328	1	NaN	
704.9908328	100	1	1	100			-704.9908328	1	NaN	
704.8308328	100	1	1	100			-704.8308328	1	NaN	
704.6708328	100	1	1	100			-704.6708328	1	NaN	
704.5108328	100	1	1	100			-704.5108328	1	NaN	
704.3508328	100	1	1	100			-704.3508328	1	NaN	
704.1908328	100	1	1	100			-704.1908328	1	NaN	
704.0308328	100	1	1	100			-704.0308328	1	NaN	
703.8708328	100	1	1	100			-703.8708328	1	NaN	
703.7108328	100	1	1	100			-703.7108328	1	NaN	
703.5508328	100	1	1	100			-703.5508328	1	NaN	
703.3908328	100	1	1	100			-703.3908328	1	NaN	
703.2308328	100	1	1	100			-703.2308328	1	NaN	
703.0708328	100	1	1	100			-703.0708328	1	NaN	
702.9108328	100	1	1	100			-702.9108328	1	NaN	
702.7508328	100	1	1	100			-702.7508328	1	NaN	
702.5908328	100	1	1	100			-702.5908328	1	NaN	
702.4308328	100	1	1	100			-702.4308328	1	NaN	
702.2708328	100	1	1	100			-702.2708328	1	NaN	
702.1108328	100	1	1	100			-702.1108328	1	NaN	
701.9508328	100	1	1	100			-701.9508328	1	NaN	
701.7908328	100	1	1	100			-701.7908328	1	NaN	
701.6308328	100	1	1	100			-701.6308328	1	NaN	
701.4708328	100	1	1	100			-701.4708328	1	NaN	
701.3108328	100	1	1	100			-701.3108328	1	NaN	
701.1508328	100	1	1	100			-701.1508328	1	NaN	
700.9908328	100	1	1	100			-700.9908328	1	NaN	
700.8308328	100	1	1	100			-700.8308328	1	NaN	
700.6708328	100	1	1	100			-700.6708328	1	NaN	
700.5108328	100	1	1	100			-700.5108328	1	NaN	
700.3508328	100	1	1	100			-700.3508328	1	NaN	
700.1908328	100	1	1	100			-700.1908328	1	NaN	
700.0308328	100	1	1	100			-700.0308328	1	NaN	
699.8708328	100	1	1	100			-699.8708328	1	NaN	
699.7108328	100	1	1	100			-699.7108328	1	NaN	
699.5508328	100	1	1	100			-699.5508328	1	NaN	
699.3908328	100	1	1	100			-699.3908328	1	NaN	
699.2308328	100	1	1	100			-699.2308328	1	NaN	
699.0708328	100	1	1	100			-699.0708328	1	NaN	
698.9108328	100	1	1	100			-698.9108328	1	NaN	
698.7508328	100	1	1	100			-698.7508328	1	NaN	
698.5908328	100	1	1	100			-698.5908328	1	NaN	
698.4308328	100	1	1	100			-698.4308328	1	NaN	
698.2708328	100	1	1	100			-698.2708328	1	NaN	
698.1108328	100	1	1	100			-698.1108328	1	NaN	
697.9508328	100	1	1	100			-697.9508328	1	NaN	
