T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	w(AL@MG2SI)	w(MG@MG2SI)	w(SI@MG2SI)	w(AL@DIAMOND_A4)	w(MG@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
907.7642364	95	3	2	0	0	98.95381924	0.8554007638	0.1907799958	95	3	2							0.002009931766	-0.001090172154	-0.0009197596116	-907.7642364	0	9.79021508551166	
907.7542364	95	3	2	0.0005074326022	0.000508263646	98.95348198	0.855660508	0.1908575154	94.99799005	3.001090216	2.000919736							0	0	0	-907.7542364	0.000508263646	29.5594416475253	
907.7342364	95	3	2	0.001520884252	0.001015554276	98.95280746	0.8561799727	0.1910125677	94.99397002	3.003270519	2.002759462							0	0	0	-907.7342364	0.001015554276	39.4521132505539	
907.6942364	95	3	2	0.003542699951	0.002028059589	98.95145904	0.8572183058	0.1913226517	94.98592923	3.00763095	2.006439822							0	0	0	-907.6942364	0.002028059589	39.565757127556	
907.6142364	95	3	2	0.007566059495	0.004043944692	98.94876432	0.8592929186	0.1919427655	94.96984482	3.016351056	2.013804125							0	0	0	-907.6142364	0.004043944692	-5687.65000006717	
907.5342364	95	3	2	0.01155873461	0.00402977889	98.94607237	0.8613648465	0.1925627876	94.95375666	3.025070315	2.021173023							0	0	0	-907.5342364	0.00402977889	-6038.43505700041	
907.4542364	95	3	2	0.01552296316	0.004017248211	98.94338309	0.8634342345	0.1931826754	94.93766469	3.033789173	2.028546138							0	0	0	-907.4542364	0.004017248211	-6405.46807956974	
907.3742364	95	3	2	0.01945903956	0.004004799691	98.94069648	0.8655010889	0.1938024287	94.92156888	3.042507652	2.035923467							0	0	0	-907.3742364	0.004004799691	-6446.54918088336	
907.2942364	95	3	2	0.02336725025	0.003992428252	98.93801254	0.867565413	0.1944220469	94.90546923	3.051225763	2.043305003							0	0	0	-907.2942364	0.003992428252	-6486.66694659865	
907.2142364	95	3	2	0.02724787794	0.003980133237	98.93533126	0.8696272106	0.195041529	94.88936574	3.059943517	2.050690738							0	0	0	-907.2142364	0.003980133237	-6526.92622029907	
907.1342364	95	3	2	0.03110120165	0.003967913948	98.93265264	0.871686485	0.1956608745	94.87325841	3.068660926	2.058080664							0	0	0	-907.1342364	0.003967913948	-6567.31447443577	
907.0542364	95	3	2	0.0349274967	0.003955769696	98.92997668	0.8737432399	0.1962800824	94.85714723	3.077378002	2.065474771							0	0	0	-907.0542364	0.003955769696	-6607.82988021715	
906.9742364	95	3	2	0.03872703482	0.003943699793	98.92730337	0.8757974788	0.196899152	94.84103219	3.086094754	2.072873053							0	0	0	-906.9742364	0.003943699793	-6648.4723185022	
906.8942364	95	3	2	0.04250008419	0.003931703566	98.92463271	0.8778492052	0.1975180827	94.8249133	3.094811195	2.0802755							0	0	0	-906.8942364	0.003931703566	-6689.24248662197	
906.8142364	95	3	2	0.04624690949	0.003919780346	98.9219647	0.8798984224	0.1981368736	94.80879056	3.103527336	2.087682106							0	0	0	-906.8142364	0.003919780346	-6730.13982871497	
