T	w(AL)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI				
921.5809612	98	2	0	0	99.79207887	0.2079211305	98	2			0.001651133082	-0.001651133082	-921.5809612	0	5.38095253222759	
921.5709612	98	2	0.0009214794455	0.000920827603	99.79190271	0.2080972912	97.99834869	2.001651307			0	0	-921.5709612	0.000920827603	16.3386396420546	
921.5509612	98	2	0.002759582793	0.001838350522	99.79155038	0.208449618	97.99504676	2.004953244			0	0	-921.5509612	0.001838350522	21.8303505111868	
921.5109612	98	2	0.00641760479	0.00366524153	99.7908457	0.2091543016	97.98844317	2.011556833			0	0	-921.5109612	0.00366524153	21.9656179004916	
921.4309612	98	2	0.01366093927	0.007284287873	99.78943621	0.2105637857	97.97523851	2.024761489			0	0	-921.4309612	0.007284287873	22.2719543003479	
921.2709612	98	2	0.02783934518	0.01436454433	99.78661684	0.2133831554	97.94883953	2.051160468			0	0	-921.2709612	0.01436454433	22.9021089284977	
920.9509612	98	2	0.05506873785	0.02798898513	99.78097627	0.2190237324	97.89608221	2.103917786			0	0	-920.9509612	0.02798898513	24.1413411758252	
920.3109612	98	2	0.1054065486	0.05323222413	99.76968786	0.2303121356	97.79073074	2.209269261			0	0	-920.3109612	0.05323222413	26.7881288772134	
919.0309612	98	2	0.1922111583	0.09695784066	99.74708173	0.2529182702	97.58068118	2.419318818			0	0	-919.0309612	0.09695784066	32.6754236912547	
916.4709612	98	2	0.3251677823	0.1644560089	99.70174872	0.2982512838	97.16320136	2.836798636			0	0	-916.4709612	0.1644560089	-190.842279245049	
