T	w(AL)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@FCC_A1)	dwdT_L(SI@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	SI	SI	SI	SI				
875.874406	91	9	0	0	98.95632928	1.043670716	91	9	0.001417567619	-0.001417567619	0.001417567619	-0.001417567619	-875.874406	0	27.8140802091612	
875.864406	91	9	0.0001789292508	0.0001783559038	98.95613848	1.04386152	90.99858206	9.001417938	0.0028354557	-0.0028354557	0	0	-875.864406	0.0001783559038	84.3212602750477	
875.844406	91	9	0.0005361371751	0.0003561548298	98.95575686	1.044243137	90.99574744	9.004252565	0.004252421951	-0.004252421951	0	0	-875.844406	0.0003561548298	112.476083667889	
875.804406	91	9	0.001249903041	0.0007118526404	98.95499358	1.04500642	90.99007799	9.009922005	0.007087050972	-0.007087050972	0	0	-875.804406	0.0007118526404	112.532767768477	
875.724406	91	9	0.002674495395	0.001421777599	98.95346682	1.046533182	90.97874133	9.021258674	0.01275390687	-0.01275390687	0	0	-875.724406	0.001421777599	112.841224743869	
875.564406	91	9	0.005511976285	0.002835873497	98.95041252	1.049587484	90.95607684	9.043923165	0.02408098001	-0.02408098001	0	0	-875.564406	0.002835873497	113.454884148612	
875.244406	91	9	0.01114054791	0.005641250164	98.94430103	1.055698972	90.9107832	9.089216798	0.04670860829	-0.04670860829	0	0	-875.244406	0.005641250164	114.779555133212	
874.604406	91	9	0.02220119037	0.01114997296	98.93206561	1.06793439	90.82033735	9.179662645	0.09185808512	-0.09185808512	0	0	-874.604406	0.01114997296	117.500280792157	
873.324406	91	9	0.04359656902	0.02181159652	98.90754526	1.092454738	90.64000702	9.359992975	0.181736583	-0.181736583	0	0	-873.324406	0.02181159652	122.869476721406	
870.764406	91	9	0.08369389204	0.04178973836	98.85830437	1.141695626	90.28157298	9.718427022	0.3598286779	-0.3598286779	0	0	-870.764406	0.04178973836	-1601.33866275087	
868.204406	91	9	0.1204898506	0.04002217743	98.80879239	1.191207605	89.92606698	10.07393302	0.3568893862	-0.3568893862	0	0	-868.204406	0.04002217743	-1510.41675998391	
865.644406	91	9	0.1543713195	0.03838929412	98.75900427	1.24099573	89.57343966	10.42656034	0.3539995707	-0.3539995707	0	0	-865.644406	0.03838929412	-1633.23339809718	
863.084406	91	9	0.1856687874	0.03687791512	98.70893506	1.29106494	89.22364183	10.77635817	0.3511591145	-0.3511591145	0	0	-863.084406	0.03687791512	-1761.92960222083	
860.524406	91	9	0.2146650124	0.03547528375	98.65857986	1.341420142	88.87662419	11.12337581	0.3483681674	-0.3483681674	0	0	-860.524406	0.03547528375	-1895.93354805912	
857.964406	91	9	0.2416032886	0.03417035629	98.6079338	1.392066201	88.53233748	11.46766252	0.34562666	-0.34562666	0	0	-857.964406	0.03417035629	-2035.29673621096	
855.404406	91	9	0.2666940642	0.03295353146	98.55699206	1.443007944	88.19073263	11.80926737	0.3429344202	-0.3429344202	0	0	-855.404406	0.03295353146	-2180.07663632401	
852.844406	91	9	0.2901202754	0.03181642209	98.50574984	1.494250159	87.85176083	12.14823917	0.3402911852	-0.3402911852	0	0	-852.844406	0.03181642209	-2330.33156855547	
850.284406	91	9	0.3120416766	0.03075166891	98.45420239	1.545797607	87.51537359	12.48462641	0.3376966131	-0.3376966131	0	0	-850.284406	0.03075166891	-2487.62103561959	
847.724406	91	9	0.332599066	0.02975388629	98.40234385	1.597656152	87.18151695	12.81848305	0.3351502912	-0.3351502912	0	0	-847.724406	0.02975388629	-2647.85185986301	
845.164406	91	9	0.3519146814	0.02881450753	98.35017184	1.649828156	86.85015563	13.14984437	0.3326458429	-0.3326458429	0	0	-845.164406	0.02881450753	-2813.58839950601	
842.604406	91	9	0.3700980072	0.02793075478	98.29768048	1.702319523	86.52123611	13.47876389	0.3301950768	-0.3301950768	0	0	-842.604406	0.02793075478	-2987.13133696107	
840.044406	91	9	0.387245808	0.02709751851	98.24486507	1.755134926	86.19471185	13.80528815	0.3277909631	-0.3277909631	0	0	-840.044406	0.02709751851	-3165.66770294218	
837.484406	91	9	0.403444214	0.02631074007	98.19172098	1.808279019	85.87053694	14.12946306	0.3254328832	-0.3254328832	0	0	-837.484406	0.02631074007	-3350.03957013673	
834.924406	91	9	0.4187701368	0.02556678428	98.13824355	1.861756446	85.54866612	14.45133388	0.3231202161	-0.3231202161	0	0	-834.924406	0.02556678428	-3540.31505334209	
832.364406	91	9	0.4332924642	0.02486238232	98.08442816	1.915571842	85.22905477	14.77094523	0.3208523081	-0.3208523081	0	0	-832.364406	0.02486238232	-3736.55703875126	
829.804406	91	9	0.4470730734	0.02419458714	98.03027016	1.969729838	84.91165893	15.08834107	0.318628484	-0.318628484	0	0	-829.804406	0.02419458714	-3938.82993013995	
827.244406	91	9	0.4601676966	0.02356073486	97.97576494	2.024235061	84.59643537	15.40356463	0.3164480517	-0.3164480517	0	0	-827.244406	0.02356073486	-4147.19890361891	
824.684406	91	9	0.4726266607	0.02295841164	97.92090786	2.079092139	84.28334153	15.71665847	0.3143103059	-0.3143103059	0	0	-824.684406	0.02295841164	-4361.72982843683	
822.124406	91	9	0.4844955236	0.02238542504	97.8656943	2.134305703	83.97233559	16.02766441	0.3122145322	-0.3122145322	0	0	-822.124406	0.02238542504	-4582.48937489078	
819.564406	91	9	0.4958156229	0.0218397793	97.81011961	2.189880388	83.66337644	16.33662356	0.3101600095	-0.3101600095	0	0	-819.564406	0.0218397793	-4809.54497608513	
817.004406	91	9	0.5066245511	0.02131965379	97.75417916	2.245820836	83.35642369	16.64357631	0.3081460136	-0.3081460136	0	0	-817.004406	0.02131965379	-5042.96500099762	
814.444406	91	9	0.5169565676	0.02082338432	97.6978683	2.3021317	83.05143767	16.94856233	0.3061718188	-0.3061718188	0	0	-814.444406	0.02082338432	-5282.81879536649	
811.884406	91	9	0.5268429585	0.02034944672	97.64118236	2.358817643	82.74837945	17.25162055	0.3042367007	-0.3042367007	0	0	-811.884406	0.02034944672	-5529.17656379692	
809.324406	91	9	0.5363123503	0.01989644248	97.58411666	2.415883343	82.44721081	17.55278919	0.3023399379	-0.3023399379	0	0	-809.324406	0.01989644248	-5782.10980191067	
806.764406	91	9	0.5453909852	0.01946308615	97.52666651	2.473333494	82.14789425	17.85210575	0.3004808135	-0.3004808135	0	0	-806.764406	0.01946308615	-6041.6909244579	
804.204406	91	9	0.554102963	0.01904819414	97.46882719	2.531172808	81.85039297	18.14960703	0.2986586166	-0.2986586166	0	0	-804.204406	0.01904819414	-6307.99356750596	
801.644406	91	9	0.5624704542	0.01865067493	97.41059398	2.589406016	81.55467088	18.44532912	0.2968726437	-0.2968726437	0	0	-801.644406	0.01865067493	-6581.09276860822	
799.084406	91	9	0.5705138883	0.01826952031	97.35196213	2.648037871	81.26069258	18.73930742	0.2951221996	-0.2951221996	0	0	-799.084406	0.01826952031	-6861.06511144067	
796.524406	91	9	0.5782521203	0.01790379767	97.29292685	2.70707315	80.96842335	19.03157665	0.2934065982	-0.2934065982	0	0	-796.524406	0.01790379767	-7147.9883966901	
793.964406	91	9	0.585702579	0.01755264303	97.23348334	2.766516655	80.67782915	19.32217085	0.2917251637	-0.2917251637	0	0	-793.964406	0.01755264303	-7441.94190562194	
791.404406	91	9	0.5928813987	0.01721525493	97.17362678	2.826373217	80.38887661	19.61112339	0.2900772307	-0.2900772307	0	0	-791.404406	0.01721525493	-7743.00695968981	
788.844406	91	9	0.5998035364	0.01689088891	97.11335231	2.886647692	80.101533	19.898467	0.2884621451	-0.2884621451	0	0	-788.844406	0.01689088891	-8051.26659077304	
786.284406	91	9	0.6064828768	0.01657885257	97.05265503	2.947344971	79.81576623	20.18423377	0.2868792646	-0.2868792646	0	0	-786.284406	0.01657885257	-8366.80579824381	
783.724406	91	9	0.6129323263	0.01627850114	96.99153003	3.008469974	79.53154484	20.46845516	0.2853279588	-0.2853279588	0	0	-783.724406	0.01627850114	-8689.71137489126	
781.164406	91	9	0.6191638974	0.01598923347	96.92997234	3.070027656	79.24883799	20.75116201	0.2838076096	-0.2838076096	0	0	-781.164406	0.01598923347	-9020.07236041179	
778.604406	91	9	0.625188784	0.01571048846	96.86797699	3.132023007	78.96761546	21.03238454	0.2823176114	-0.2823176114	0	0	-778.604406	0.01571048846	-9357.98023181386	
776.044406	91	9	0.6310174302	0.0154417418	96.80553895	3.194461054	78.68784758	21.31215242	0.2808573712	-0.2808573712	0	0	-776.044406	0.0154417418	-9703.5288285889	
773.484406	91	9	0.6366595912	0.01518250304	96.74265314	3.257346862	78.40950529	21.59049471	0.2794263091	-0.2794263091	0	0	-773.484406	0.01518250304	-10056.8149106198	
770.924406	91	9	0.6421243896	0.01493231294	96.67931446	3.320685538	78.13256008	21.86743992	0.2780238576	-0.2780238576	0	0	-770.924406	0.01493231294	-10417.9376869318	
768.364406	91	9	0.647420365	0.01469074103	96.61551777	3.384482228	77.85698402	22.14301598	0.2766494622	-0.2766494622	0	0	-768.364406	0.01469074103	-10786.9988136018	
765.804406	91	9	0.65255552	0.01445738342	96.55125788	3.448742122	77.58274968	22.41725032	0.2753025812	-0.2753025812	0	0	-765.804406	0.01445738342	-11164.1039331118	
763.244406	91	9	0.6575373617	0.01423186084	96.48652955	3.513470453	77.30983018	22.69016982	0.2739826857	-0.2739826857	0	0	-763.244406	0.01423186084	-11549.3615840886	
760.684406	91	9	0.6623729388	0.01401381677	96.4213275	3.578672501	77.03819915	22.96180085	0.2726892594	-0.2726892594	0	0	-760.684406	0.01401381677	-11942.8837022987	
758.124406	91	9	0.6670688768	0.01380291582	96.35564641	3.644353593	76.76783073	23.23216927	0.2714217984	-0.2714217984	0	0	-758.124406	0.01380291582	-12344.7860123274	
755.564406	91	9	0.6716314082	0.01359884218	96.2894809	3.710519105	76.49869954	23.50130046	0.2701798116	-0.2701798116	0	0	-755.564406	0.01359884218	-12755.1878623156	
753.004406	91	9	0.6760664019	0.01340129825	96.22282554	3.77717446	76.23078067	23.76921933	0.2689628198	-0.2689628198	0	0	-753.004406	0.01340129825	-13174.2130318838	
750.444406	91	9	0.6803793888	0.01321000336	96.15567486	3.844325136	75.9640497	24.0359503	0.2677703561	-0.2677703561	0	0	-750.444406	0.01321000336	-13601.989776942	
747.884406	91	9	0.684575586	0.01302469261	96.08802334	3.91197666	75.69848264	24.30151736	0.2666019656	-0.2666019656	0	0	-747.884406	0.01302469261	-14038.6502162061	
745.324406	91	9	0.6886599185	0.01284511577	96.01986538	3.980134616	75.43405594	24.56594406	0.2654572049	-0.2654572049	0	0	-745.324406	0.01284511577	-14484.332214646	
742.764406	91	9	0.6926370392	0.01267103634	95.95119536	4.048804642	75.17074651	24.82925349	0.2643356426	-0.2643356426	0	0	-742.764406	0.01267103634	-14939.1779673513	
740.204406	91	9	0.6965113478	0.01250223058	95.88200757	4.117992431	74.90853165	25.09146835	0.2632368583	-0.2632368583	0	0	-740.204406	0.01250223058	-15403.3346760109	
737.644406	91	9	0.7002870074	0.01233848672	95.81229626	4.187703736	74.64738907	25.35261093	0.2621604428	-0.2621604428	0	0	-737.644406	0.01233848672	-15876.9574326544	
735.084406	91	9	0.7039679601	0.01217960419	95.74205563	4.257944368	74.38729689	25.61270311	0.2611059982	-0.2611059982	0	0	-735.084406	0.01217960419	-16360.2047864088	
732.524406	91	9	0.7075579419	0.01202539285	95.6712798	4.3287202	74.1282336	25.8717664	0.2600731369	-0.2600731369	0	0	-732.524406	0.01202539285	-16853.2431627674	
729.964406	91	9	0.7110604955	0.01187567241	95.59996284	4.400037163	73.87017809	26.12982191	0.2590614822	-0.2590614822	0	0	-729.964406	0.01187567241	-17356.2459606657	
727.404406	91	9	0.7144789828	0.01173027175	95.52809874	4.471901256	73.61310959	26.38689041	0.2580706677	-0.2580706677	0	0	-727.404406	0.01173027175	-17869.4872350502	
724.844406	91	9	0.7178165968	0.01158902983	95.45568146	4.544318539	73.35700769	26.64299231	0.2571003368	-0.2571003368	0	0	-724.844406	0.01158902983	-18392.953429582	
722.284406	91	9	0.7210763706	0.01145178931	95.38270486	4.617295138	73.10185234	26.89814766	0.2561501432	-0.2561501432	0	0	-722.284406	0.01145178931	-18926.8618566289	
719.724406	91	9	0.7242611887	0.01131840496	95.30916275	4.690837247	72.84762381	27.15237619	0.2552197501	-0.2552197501	0	0	-719.724406	0.01131840496	-19471.5932950387	
717.164406	91	9	0.7273737956	0.01118873716	95.23504887	4.764951128	72.59430271	27.40569729	0.2543088303	-0.2543088303	0	0	-717.164406	0.01118873716	-20018.4239854832	
714.604406	91	9	0.7304167745	0.0110625461	95.16035689	4.839643112	72.3418709	27.6581291	0.2534170659	-0.2534170659	0	0	-714.604406	0.0110625461	-20595.1943809619	
712.044406	91	9	0.7333926737	0.01094002707	95.0850804	4.914919601	72.09030766	27.90969234	0.2525451121	-0.2525451121	0	0	-712.044406	0.01094002707	-21181.2688562898	
709.484406	91	9	0.7363038352	0.01082073688	95.00921293	4.990787068	71.83959551	28.16040449	0.2516907039	-0.2516907039	0	0	-709.484406	0.01082073688	-21762.2003422477	
706.924406	91	9	0.7391525216	0.01070466855	94.93274794	5.067252062	71.58971627	28.41028373	0.2508545519	-0.2508545519	0	0	-706.924406	0.01070466855	-22363.9620340026	
704.364406	91	9	0.7419408916	0.01059171255	94.85567879	5.144321205	71.34065203	28.65934797	0.2500363735	-0.2500363735	0	0	-704.364406	0.01059171255	-22977.8803938809	
701.804406	91	9	0.7446710061	0.0104817644	94.7779988	5.222001195	71.09238516	28.90761484	0.2492358939	-0.2492358939	0	0	-701.804406	0.0104817644	-23604.2310331542	
699.244406	91	9	0.7473448341	0.01037472435	94.69970119	5.300298807	70.8448983	29.1551017	0.2484528469	-0.2484528469	0	0	-699.244406	0.01037472435	-24243.3070777902	
696.684406	91	9	0.7499642572	0.0102704972	94.6207791	5.379220896	70.59817435	29.40182565	0.247686974	-0.247686974	0	0	-696.684406	0.0102704972	-24895.4113701882	
694.124406	91	9	0.7525310748	0.01016899195	94.5412256	5.458774396	70.35219643	29.64780357	0.2469380245	-0.2469380245	0	0	-694.124406	0.01016899195	-25560.8637134581	
691.564406	91	9	0.7550470085	0.01007012169	94.46103368	5.538966321	70.10694795	29.89305205	0.2462057554	-0.2462057554	0	0	-691.564406	0.01007012169	-26240.0000922335	
689.004406	91	9	0.7575137058	0.009973803286	94.38019623	5.619803771	69.86241251	30.13758749	0.2454899309	-0.2454899309	0	0	-689.004406	0.009973803286	-26933.1702170294	
686.444406	91	9	0.759932745	0.009879957252	94.29870607	5.701293925	69.61857396	30.38142604	0.2447903229	-0.2447903229	0	0	-686.444406	0.009879957252	-27640.8068482507	
683.884406	91	9	0.7623056379	0.009788507919	94.21655594	5.783444056	69.37541638	30.62458362	0.2441067099	-0.2441067099	0	0	-683.884406	0.009788507919	-28363.209108737	
681.324406	91	9	0.7646338338	0.009699381936	94.13373849	5.866261513	69.13292403	30.86707597	0.2434388717	-0.2434388717	0	0	-681.324406	0.009699381936	-29100.7435924961	
678.764406	91	9	0.7669187224	0.009612509687	94.05024626	5.949753738	68.89108141	31.10891859	0.2427866055	-0.2427866055	0	0	-678.764406	0.009612509687	-29853.931776669	
676.204406	91	9	0.769161637	0.009527824485	93.96607174	6.033928261	68.64987322	31.35012678	0.2421497123	-0.2421497123	0	0	-676.204406	0.009527824485	-30623.2134999608	
673.644406	91	9	0.7713638575	0.009445262367	93.8812073	6.118792703	68.40928432	31.59071568	0.2415279977	-0.2415279977	0	0	-673.644406	0.009445262367	-31409.0544869867	
671.084406	91	9	0.7735266128	0.009364762035	93.79564522	6.204354778	68.16929978	31.83070022	0.2409212738	-0.2409212738	0	0	-671.084406	0.009364762035	-32211.9566915082	
668.524406	91	9	0.7756510834	0.009286264718	93.70937771	6.290622293	67.92990487	32.07009513	0.2403293589	-0.2403293589	0	0	-668.524406	0.009286264718	-33032.4493646359	
665.964406	91	9	0.7777384038	0.009209714059	93.62239685	6.377603148	67.69108499	32.30891501	0.2397520775	-0.2397520775	0	0	-665.964406	0.009209714059	-33871.0917762028	
663.404406	91	9	0.7797896648	0.009135055997	93.53469466	6.465305342	67.45282575	32.54717425	0.23918926	-0.23918926	0	0	-663.404406	0.009135055997	-34728.4735830494	
660.844406	91	9	0.7818059157	0.009062238659	93.44626303	6.553736969	67.21511289	32.78488711	0.238640743	-0.238640743	0	0	-660.844406	0.009062238659	-35605.2183130571	
658.284406	91	9	0.7837881658	0.008991212261	93.35709378	6.642906223	66.97793234	33.02206766	0.2381063684	-0.2381063684	0	0	-658.284406	0.008991212261	-36501.9852496187	
655.724406	91	9	0.7857373869	0.00892192901	93.2671786	6.732821398	66.74127015	33.25872985	0.2375859842	-0.2375859842	0	0	-655.724406	0.00892192901	-37419.4720660325	
653.164406	91	9	0.7876545146	0.008854343016	93.17650911	6.823490891	66.50511254	33.49488746	0.2370794437	-0.2370794437	0	0	-653.164406	0.008854343016	-38358.4167449195	
650.604406	91	9	0.7895404502	0.008788410202	93.0850768	6.914923199	66.26944585	33.73055415	0.2365866058	-0.2365866058	0	0	-650.604406	0.008788410202	-39319.601936656	
648.044406	91	9	0.7913960623	0.00872408823	92.99287307	7.007126927	66.03425659	33.96574341	0.2361073347	-0.2361073347	0	0	-648.044406	0.00872408823	-40303.8576527347	
645.484406	91	9	0.7932221882	0.008661336419	92.89988922	7.100110784	65.79953135	34.20046865	0.2356414998	-0.2356414998	0	0	-645.484406	0.008661336419	-41312.0643318275	
642.924406	91	9	0.7950196352	0.008600115677	92.80611641	7.193883587	65.56525688	34.43474312	0.2351889759	-0.2351889759	0	0	-642.924406	0.008600115677	-42345.1573371807	
640.364406	91	9	0.7967891823	0.00854038843	92.71154574	7.288454262	65.33142005	34.66857995	0.2347496428	-0.2347496428	0	0	-640.364406	0.00854038843	-43404.1297244479	
637.804406	91	9	0.7985315811	0.008482118557	92.61616816	7.383831844	65.09800782	34.90199218	0.2343233851	-0.2343233851	0	0	-637.804406	0.008482118557	-44490.039247062	
635.244406	91	9	0.800247557	0.008425271333	92.51997452	7.480025481	64.86500729	35.13499271	0.2339100927	-0.2339100927	0	0	-635.244406	0.008425271333	-45604.0115469618	
632.684406	91	9	0.8019378109	0.008369813366	92.42295557	7.577044434	64.63240565	35.36759435	0.2335096602	-0.2335096602	0	0	-632.684406	0.008369813366	-46747.2457673716	
630.124406	91	9	0.8036030194	0.008315712546	92.32510192	7.674898078	64.40019018	35.59980982	0.2331219869	-0.2331219869	0	0	-630.124406	0.008315712546	-47921.0210640368	
627.564406	91	9	0.8052438366	0.00826293799	92.22640409	7.773595906	64.16834827	35.83165173	0.232746977	-0.232746977	0	0	-627.564406	0.00826293799	-49126.7037917107	
625.004406	91	9	0.8068608946	0.008211459997	92.12685247	7.873147526	63.9368674	36.0631326	0.2323845392	-0.2323845392	0	0	-625.004406	0.008211459997	-50365.7523928891	
622.444406	91	9	0.8084548046	0.008161249994	92.02643733	7.973562668	63.70573514	36.29426486	0.232034587	-0.232034587	0	0	-622.444406	0.008161249994	-51639.7283287905	
619.884406	91	9	0.8100261578	0.008112280501	91.92514882	8.074851178	63.47493912	36.52506088	0.2316970384	-0.2316970384	0	0	-619.884406	0.008112280501	-52950.303404591	
617.324406	91	9	0.8115755262	0.00806452508	91.82297697	8.17702303	63.24446707	36.75553293	0.2313718157	-0.2313718157	0	0	-617.324406	0.00806452508	-54299.2684587334	
614.764406	91	9	0.8131034632	0.008017958301	91.71991168	8.280088316	63.01430679	36.98569321	0.231058846	-0.231058846	0	0	-614.764406	0.008017958301	-55688.5479233952	
612.204406	91	9	0.8146105048	0.007972555703	91.61594274	8.384057257	62.78444613	37.21555387	0.2307580604	-0.2307580604	0	0	-612.204406	0.007972555703	-57120.2076211037	
609.644406	91	9	0.81609717	0.007928293756	91.5110598	8.488940197	62.55487303	37.44512697	0.2304693948	-0.2304693948	0	0	-609.644406	0.007928293756	-58596.4692719122	
607.084406	91	9	0.8175639613	0.007885149828	91.40525239	8.594747612	62.32557548	37.67442452	0.2301927892	-0.2301927892	0	0	-607.084406	0.007885149828	-60119.7275495577	
