T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(SI@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(SI@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(SI@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(SI@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI					
856.6471649	85	6	9	0	0		98.23944431	0.6468947389	1.113660948				85	6	9	0.001701888376	-0.00068812623	-0.001013762146				0.001701888376	-0.00068812623	-0.001013762146	-856.6471649	0			
856.6371649	85	6	9	0.0001332831827	0.0001287286121		98.23919845	0.6469816623	1.113819889				84.99829769	6.000688286	9.001014021	0.003404136102	-0.00137640096	-0.002027735142				0	0	0	-856.6371649	0.0001287286121			
856.6171649	85	6	9	0.0003993690061	0.0002570621976		98.23870658	0.6471555992	1.114137823				84.99489363	6.002064662	9.00304171	0.005105294892	-0.002064243418	-0.003041051473				0	0	0	-856.6171649	0.0002570621976			
856.5771649	85	6	9	0.0009309836286	0.0005137177177		98.23772287	0.6475033985	1.114773729				84.98808806	6.004816401	9.007095534	0.008507444215	-0.003439879553	-0.005067564662				0	0	0	-856.5771649	0.0005137177177			
856.4971649	85	6	9	0.00199269131	0.001026400751		98.23575516	0.648199097	1.116045746				84.97447807	6.010319515	9.015202412	0.01531138839	-0.006191085484	-0.009120302904				0	0	0	-856.4971649	0.001026400751			
856.3371649	85	6	9	0.004109526295	0.002048533656		98.23181856	0.649590789	1.118590646				84.94726978	6.021321412	9.031408812	0.02890872014	-0.01168953671	-0.01721918343				0	0	0	-856.3371649	0.002048533656			
856.0171649	85	6	9	0.008317055143	0.004080092654		98.22394072	0.6523753584	1.123683917				84.89289989	6.043307899	9.063792208	0.05606836279	-0.02267350901	-0.03339485378				0	0	0	-856.0171649	0.004080092654			
855.3771649	85	6	9	0.01662077883	0.008086587006		98.20816639	0.6579493187	1.133884289				84.7843468	6.087212191	9.128441009	0.1102478731	-0.04458984891	-0.0656580242				0	0	0	-855.3771649	0.008086587006			
854.0971649	85	6	9	0.0328133907	0.01589890599		98.17654229	0.6691168172	1.154340891				84.56798413	6.174746281	9.257269588	0.2180507392	-0.0882172369	-0.1298335023				0	0	0	-854.0971649	0.01589890599			
851.5371649	85	6	9	0.06363211219	0.03075312303		98.11298711	0.6915329802	1.195479914				84.13820551	6.348726936	9.513067554	0.4314502025	-0.1746577038	-0.2567924986				0	0	0	-851.5371649	0.03075312303			
848.9771649	85	6	9	0.09248017093	0.02970430928		98.04901551	0.714057341	1.23692715				83.71234461	6.52122483	9.766430555	0.42751739	-0.1731692792	-0.2543481108				0	0	0	-848.9771649	0.02970430928			
846.4171649	85	6	9	0.1195383073	0.02871842663		97.98461528	0.7366962977	1.27868842				83.2903484	6.692259224	10.01739238	0.423637717	-0.1717000954	-0.2519376217				0	0	0	-846.4171649	0.02871842663			
843.8571649	85	6	9	0.1449666284	0.0277907117		97.9197741	0.7594563474	1.320769557				82.87216463	6.861849057	10.26598631	0.4198104809	-0.1702499278	-0.2495605531				0	0	0	-843.8571649	0.0277907117			
841.2971649	85	6	9	0.1689069139	0.02691635805		97.8544794	0.7823441506	1.363176454				82.4577405	7.030013561	10.51224594	0.4160362608	-0.1688190664	-0.2472171943				0	0	0	-841.2971649	0.02691635805			
838.7371649	85	6	9	0.1914851453	0.02609106921		97.7887184	0.8053665335	1.405915063				82.04702284	7.196772165	10.756205	0.4123154193	-0.1674077106	-0.2449077087				0	0	0	-838.7371649	0.02609106921			
836.1771649	85	6	9	0.2128136323	0.02531099645		97.7224781	0.8285304955	1.448991403				81.63995824	7.362144443	10.99789732	0.4086481895	-0.1660160042	-0.2426321853				0	0	0	-836.1771649	0.02531099645			
833.6171649	85	6	9	0.2329928072	0.02457268183		97.65574522	0.8518432179	1.492411562				81.23649319	7.526150059	11.23735676	0.4050346867	-0.1646440409	-0.2403906458				0	0	0	-833.6171649	0.02457268183			
831.0571649	85	6	9	0.2521127437	0.02387300968		97.58850622	0.8753120729	1.536181704				80.83657415	7.688808729	11.47461712	0.4014749199	-0.1632918688	-0.2381830511				0	0	0	-831.0571649	0.02387300968			
828.4971649	85	6	9	0.2702544505	0.02320916521		97.52074729	0.8989446331	1.580308079				80.4401477	7.850140173	11.70971213	0.3979688021	-0.1619594943	-0.2360093077				0	0	0	-828.4971649	0.02320916521			
825.9371649	85	6	9	0.2874909755	0.02257859899		97.45245429	0.9227486818	1.624797024				80.04716055	8.010164082	11.94267536	0.3945161601	-0.160646887	-0.2338692731				0	0	0	-825.9371649	0.02257859899			
823.3771649	85	6	9	0.3038883541	0.02197899636		97.3836128	0.9467322246	1.669654973				79.6575597	8.168900082	12.17354022	0.3911167435	-0.1593539824	-0.231762761				0	0	0	-823.3771649	0.02197899636			
