T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(SI@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(SI@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(SI@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(SI@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI					
845.4822172	83	7	10	0	0		97.94610148	0.7729090189	1.2809895				83	7	10	0.00164776653	-0.0006865211766	-0.0009612453538				0.00164776653	-0.0006865211766	-0.0009612453538	-845.4822172	0			
845.4722172	83	7	10	0.0001149850179	0.0001104296293		97.94584664	0.773001177	1.281152179				82.99835179	7.000686693	10.00096151	0.00329592035	-0.001373206803	-0.001922713547				0	0	0	-845.4722172	0.0001104296293			
845.4522172	83	7	10	0.0003444945778	0.0002204807929		97.94533678	0.7731856189	1.281477602				82.99505594	7.002059876	10.00288419	0.004942945569	-0.002059429925	-0.002883515644				0	0	0	-845.4522172	0.0002204807929			
845.4122172	83	7	10	0.0008030686204	0.0004406307315		97.94431709	0.773554424	1.282128484				82.98846687	7.004805168	10.00672797	0.008236876472	-0.003431844891	-0.004805031582				0	0	0	-845.4122172	0.0004406307315			
845.3322172	83	7	10	0.001719098435	0.0008804955777		97.94227737	0.7742921535	1.283430472				82.97528963	7.010295462	10.01441491	0.01482457226	-0.006176679738	-0.008647892521				0	0	0	-845.3322172	0.0008804955777			
845.1722172	83	7	10	0.003546212888	0.001757779047		97.93819661	0.7757680043	1.286035388				82.94894636	7.021271765	10.02978187	0.027989682	-0.01166236175	-0.01632732025				0	0	0	-845.1722172	0.001757779047			
844.8522172	83	7	10	0.00718077991	0.003502773861		97.93002974	0.7787212793	1.291248978				82.89630456	7.043207253	10.06048819	0.05428636927	-0.02262093841	-0.03166543086				0	0	0	-844.8522172	0.003502773861			
844.2122172	83	7	10	0.01437220636	0.006954919914		97.91367459	0.7846341721	1.301691236				82.79119956	7.087009889	10.12179055	0.1067459417	-0.04448706928	-0.06225887241				0	0	0	-844.2122172	0.006954919914			
842.9322172	83	7	10	0.02842900429	0.01369334001		97.88087806	0.7964858731	1.322636062				82.58170165	7.174344532	10.24395382	0.2111324728	-0.08801624914	-0.1231162236				0	0	0	-842.9322172	0.01369334001			
840.3722172	83	7	10	0.05535025278	0.02659339744		97.81493352	0.8202960656	1.364770415				82.16552297	7.347940003	10.48653702	0.4177975285	-0.1742710834	-0.2435264451				0	0	0	-840.3722172	0.02659339744			
837.8122172	83	7	10	0.08075471279	0.02578463321		97.74851238	0.844249391	1.407238224				81.7530868	7.520073681	10.72683952	0.4140405894	-0.1728036873	-0.2412369021				0	0	0	-837.8122172	0.02578463321			
835.2522172	83	7	10	0.1047658678	0.02501940509		97.68160113	0.8683532722	1.450045597				81.3443382	7.690766397	10.9648954	0.4103387078	-0.171357133	-0.2389815748				0	0	0	-835.2522172	0.02501940509			
832.6922172	83	7	10	0.1274946867	0.02429479319		97.61418603	0.8926152824	1.493198687				80.93922344	7.860038501	11.20073806	0.406690787	-0.1699310098	-0.2367597772				0	0	0	-832.6922172	0.02429479319			
830.1322172	83	7	10	0.1490407975	0.02360779761		97.54625306	0.9170432051	1.536703738				80.5376887	8.027910413	11.43440089	0.4030968849	-0.1685253855	-0.2345714994				0	0	0	-830.1322172	0.02360779761			
