T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(SI@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(SI@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(SI@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(SI@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI					
869.2053536	85	9	6	0	0		98.31583911	0.965281919	0.7188789693				85	9	6	0.00207741227	-0.001253503126	-0.000823909144				0.00207741227	-0.001253503126	-0.000823909144	-869.2053536	0			
869.1953536	85	9	6	0.0001641840356	0.0001561910105		98.31556242	0.9654373507	0.7190002303				84.99792207	9.001253808	6.000824121	0.00415525718	-0.002507270884	-0.001647986297				0	0	0	-869.1953536	0.0001561910105			
869.1753536	85	9	6	0.0004920224556	0.0003119591623		98.31500875	0.965748436	0.7192428186				84.99376692	9.003761019	6.002472062	0.006231737503	-0.003760224236	-0.002471513267				0	0	0	-869.1753536	0.0003119591623			
869.1353536	85	9	6	0.001146901643	0.0006233002564		98.31390152	0.96637046	0.7197280194				84.98545984	9.008773523	6.005766639	0.0103844346	-0.006265993461	-0.004118441135				0	0	0	-869.1353536	0.0006233002564			
869.0553536	85	9	6	0.002454378424	0.001245205531		98.31168674	0.9676146761	0.7206985798				84.96884742	9.018797591	6.012354993	0.01868911636	-0.01127718822	-0.007411928144				0	0	0	-869.0553536	0.001245205531			
868.8953536	85	9	6	0.005059554456	0.002484194669		98.30725595	0.9701036471	0.7226403988				84.93563829	9.038836683	6.025525025	0.03528449148	-0.02129148165	-0.01399300983				0	0	0	-868.8953536	0.002484194669			
868.5753536	85	9	6	0.01023111594	0.004943690076		98.29838941	0.9750837539	0.726526834				84.86928291	9.078878704	6.051838391	0.06842806239	-0.04129297749	-0.0271350849				0	0	0	-868.5753536	0.004943690076			
867.9353536	85	9	6	0.02040931145	0.009780002685		98.28063648	0.9850527049	0.7343108132				84.736824	9.158818383	6.104357612	0.1345266521	-0.08118769513	-0.05333895695				0	0	0	-867.9353536	0.009780002685			
866.6553536	85	9	6	0.0401548187	0.01916275454		98.24504993	1.005026276	0.7499237957				84.47290914	9.318121837	6.208969021	0.2659720004	-0.1605454008	-0.1054265995				0	0	0	-866.6553536	0.01916275454			
