T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(SI@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(SI@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(SI@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(SI@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI					
895.9700134	90	7	3	0	0		98.95020466	0.717752517	0.3320428255				90	7	3	0.002514501206	-0.001764957923	-0.0007495432825				0.002514501206	-0.001764957923	-0.0007495432825	-895.9700134	0			
895.9600134	90	7	3	0.0002919884752	0.0002810717395		98.94991718	0.7179478957	0.3321349242				89.99748517	7.001765189	3.000749645	0.005029235311	-0.003530083001	-0.00149915231				0	0	0	-895.9600134	0.0002810717395			
895.9400134	90	7	3	0.0008751785991	0.000561564718		98.94934222	0.718338651	0.3323191303				89.99245606	7.005295183	3.002248754	0.007542953137	-0.005294503705	-0.002248449432				0	0	0	-895.9400134	0.000561564718			
895.9000134	90	7	3	0.002039515089	0.001121699309		98.94819226	0.7191201515	0.3326875919				89.98240037	7.012353431	3.005246197	0.0125698797	-0.008823009388	-0.003746870316				0	0	0	-895.9000134	0.001121699309			
895.8200134	90	7	3	0.004360907587	0.002238900505		98.94589207	0.7206833303	0.3334246046				89.96229189	7.026468001	3.011240107	0.02262192577	-0.01587883874	-0.006743087029				0	0	0	-895.8200134	0.002238900505			
895.6600134	90	7	3	0.008974126727	0.004459287613		98.94129071	0.723810226	0.3348990684				89.92209216	7.054685487	3.02322235	0.04271163796	-0.02998074922	-0.01273088874				0	0	0	-895.6600134	0.004459287613			
895.3400134	90	7	3	0.01807390475	0.008836838917		98.93208414	0.7300661453	0.3378497122				89.84176226	7.111073555	3.047164181	0.0828390887	-0.05814946774	-0.02468962095				0	0	0	-895.3400134	0.008836838917			
894.7000134	90	7	3	0.03580321524	0.01737182329		98.91365529	0.7425866978	0.3437580084				89.68137943	7.223662621	3.094957944	0.1628863481	-0.1143466557	-0.04853969241				0	0	0	-894.7000134	0.01737182329			
893.4200134	90	7	3	0.06948743748	0.03359358156		98.87673392	0.767663251	0.3556028309				89.36172657	7.448088868	3.190184564	0.3221445678	-0.2261758663	-0.09596870143				0	0	0	-893.4200134	0.03359358156			
890.8600134	90	7	3	0.130515565	0.0629987317		98.80262934	0.8179632322	0.3794074327				88.726904	7.893910103	3.379185899	0.637289399	-0.4475539339	-0.1897354651				0	0	0	-890.8600134	0.0629987317			
888.3000134	90	7	3	0.1841882821	0.0591484983		98.72816616	0.8684615383	0.4033723066				88.09815516	8.335578619	3.566266222	0.6311935822	-0.4433862929	-0.1878072893				0	0	0	-888.3000134	0.0591484983			
885.7400134	90	7	3	0.2317292567	0.0557017289		98.65332661	0.9191710141	0.4275023761				87.475533	8.773053251	3.751413754	0.6250428894	-0.4391759513	-0.1858669381				0	0	0	-885.7400134	0.0557017289			
883.1800134	90	7	3	0.2741111888	0.05260224963		98.57809313	0.9701045729	0.4518022992				86.85908712	9.206295264	3.934617613	0.6188424142	-0.4349267446	-0.1839156696				0	0	0	-883.1800134	0.05260224963			
880.6200134	90	7	3	0.3121132216	0.04980017662		98.50244729	1.021275912	0.4762767943				86.24885629	9.635273763	4.115869947	0.6126030576	-0.4306465361	-0.1819565215				0	0	0	-880.6200134	0.04980017662			
878.0600134	90	7	3	0.3463665284	0.04725471562		98.42637004	1.072699378	0.5009305832				85.64487028	10.05996432	4.295165396	0.6063338137	-0.4263418162	-0.1799919975				0	0	0	-878.0600134	0.04725471562			
875.5000134	90	7	3	0.3773877018	0.04493226882		98.34984163	1.124389968	0.5257684004				85.04715028	10.4803487	4.472501015	0.600043323	-0.4220188005	-0.1780245225				0	0	0	-875.5000134	0.04493226882			
872.9400134	90	7	3	0.4056035155	0.04280491168		98.27284165	1.176363345	0.550795003				84.45570924	10.89641457	4.647876188	0.5937398527	-0.4176834217	-0.176056431				0	0	0	-872.9400134	0.04280491168			
870.3800134	90	7	3	0.4313695464	0.0408492408		98.19534897	1.228635846	0.5760151805				83.87055224	11.30815524	4.821292524	0.587431282	-0.413341323	-0.1740899591				0	0	0	-870.3800134	0.0408492408			
867.8200134	90	7	3	0.4549843606	0.03904549152		98.11734174	1.281224501	0.6014337638				83.29167692	11.71556932	4.992753754	0.5811250905	-0.4089978533	-0.1721272372				0	0	0	-867.8200134	0.03904549152			
865.2600134	90	7	3	0.4767004451	0.03737685445		98.03879732	1.334147046	0.6270556356				82.7190739	12.11866048	5.162265623	0.5748283508	-0.4046580658	-0.170170285				0	0	0	-865.2600134	0.03737685445			
862.7000134	90	7	3	0.496732725	0.03582894045		97.95969231	1.387421954	0.6528857401				82.15272713	12.5174371	5.329835775	0.5685477215	-0.4003267111	-0.1682210104				0	0	0	-862.7000134	0.03582894045			
860.1400134	90	7	3	0.5152652629	0.03438935782		97.88000246	1.441068452	0.6789290928				81.59261434	12.91191202	5.495473639	0.5622894503	-0.3960082464	-0.1662812039				0	0	0	-860.1400134	0.03438935782			
857.5800134	90	7	3	0.532456578	0.03304737523		97.79970265	1.495106554	0.7051907912				81.03870748	13.30210221	5.659190311	0.556059373	-0.3917068321	-0.1643525408				0	0	0	-857.5800134	0.03304737523			
855.0200134	90	7	3	0.5484439048	0.03179365073		97.71876688	1.549557096	0.7316760248				80.49097304	13.68802852	5.820998443	0.5498629068	-0.3874263297	-0.1624365771				0	0	0	-855.0200134	0.03179365073			
852.4600134	90	7	3	0.5633466298	0.03062001222		97.63716815	1.604441768	0.7583900864				79.94937254	14.06971533	5.980912125	0.5437051049	-0.3831703399	-0.160534765				0	0	0	-852.4600134	0.03062001222			
849.9000134	90	7	3	0.5772690847	0.02951927841		97.55487845	1.659783163	0.7853383831				79.41386287	14.44719035	6.138946776	0.537590593	-0.3789421592	-0.1586484338				0	0	0	-849.9000134	0.02951927841			
847.3400134	90	7	3	0.5903028331	0.02848511173		97.47186874	1.715604816	0.8125264474				78.88439667	14.8204843	6.295119033	0.5315236284	-0.3747448207	-0.1567788076				0	0	0	-847.3400134	0.02848511173			
844.7800134	90	7	3	0.6025285529	0.02751189681		97.38810879	1.771931261	0.8399599497				78.3609227	15.18963065	6.449446648	0.5255081027	-0.3705810998	-0.1549270028				0	0	0	-844.7800134	0.02751189681			
842.2200134	90	7	3	0.6140175975	0.02659463945		97.30356721	1.828788084	0.8676447105				77.84338622	15.5546654	6.601948383	0.5195475509	-0.3664535156	-0.1530940353				0	0	0	-842.2200134	0.02659463945			
839.6600134	90	7	3	0.6248332958	0.02572888218		97.2182113	1.886201989	0.8955867132				77.33172927	15.91562681	6.752643915	0.5136451762	-0.3623643517	-0.1512808245				0	0	0	-839.6600134	0.02572888218			
837.1000134	90	7	3	0.6350320418	0.02491063334		97.13200702	1.944200866	0.9237921177				76.82589107	16.27255519	6.90155374	0.5078038315	-0.3583156426	-0.1494881889				0	0	0	-837.1000134	0.02491063334			
834.5400134	90	7	3	0.6446642114	0.02413630716		97.04491886	2.002813865	0.9522672751				76.32580826	16.62549265	7.048699088	0.5020260905	-0.3543092238	-0.1477168668				0	0	0	-834.5400134	0.02413630716			
831.9800134	90	7	3	0.6537749391	0.02340267296		96.95690977	2.062071483	0.9810187422				75.83141523	16.97448293	7.194101837	0.4963142229	-0.3503467138	-0.1459675091				0	0	0	-831.9800134	0.02340267296			
829.4200134	90	7	3	0.6624047766	0.02270681186		96.86794105	2.122005655	1.010053298				75.34264437	17.31957119	7.337784436	0.4906702214	-0.3464295337	-0.1442406876				0	0	0	-829.4200134	0.02270681186			
826.8600134	90	7	3	0.6705902562	0.02204607975		96.77797219	2.182649851	1.039377958				74.85942637	17.66080381	7.479769827	0.4850958289	-0.3425589257	-0.1425369032				0	0	0	-826.8600134	0.02204607975			
824.3000134	90	7	3	0.6783643722	0.02141807548		96.68696081	2.24403919	1.068999999				74.38169041	17.99822821	7.620081381	0.4795925153	-0.3387359366	-0.1408565786				0	0	0	-824.3000134	0.02141807548			
821.7400134	90	7	3	0.6857569961	0.02082061339		96.59486247	2.306210564	1.098926969				73.90936443	18.33189274	7.758742831	0.4741615478	-0.3349614675	-0.1392000803				0	0	0	-821.7400134	0.02082061339			
819.1800134	90	7	3	0.6927952344	0.02025169965		96.50163052	2.369202763	1.129166716				73.44237532	18.66184647	7.895778213	0.4688039735	-0.3312362608	-0.1375677127				0	0	0	-819.1800134	0.02025169965			
816.6200134	90	7	3	0.6995037387	0.01970951155		96.40721597	2.433056629	1.159727403				72.98064913	18.98813906	8.031211813	0.4635206415	-0.3275609161	-0.1359597254				0	0	0	-816.6200134	0.01970951155			
814.0600134	90	7	3	0.7059049753	0.01919237962		96.31156724	2.497815216	1.19061754				72.52411125	19.31082064	8.165068115	0.4583122181	-0.3239359001	-0.134376318				0	0	0	-814.0600134	0.01919237962			
811.5000134	90	7	3	0.7120194597	0.01869877191		96.21463003	2.563523966	1.221846002				72.07268655	19.62994169	8.297371756	0.4531792008	-0.3203615565	-0.1328176443				0	0	0	-811.5000134	0.01869877191			
808.9400134	90	7	3	0.7178659629	0.01822728024		96.11634703	2.630230906	1.253422061				71.6262996	19.94555292	8.428147487	0.4481219321	-0.3168381152	-0.1312838169				0	0	0	-808.9400134	0.01822728024			
806.3800134	90	7	3	0.723461691	0.0177766081		96.01665772	2.697986866	1.285355417				71.18487472	20.25770515	8.55742013	0.4431406123	-0.3133657011	-0.1297749112				0	0	0	-806.3800134	0.0177766081			
803.8200134	90	7	3	0.7288224439	0.01734556004		95.91549805	2.766845718	1.317656228				70.74833621	20.56644924	8.685214555	0.4382353124	-0.3099443426	-0.1282909698				0	0	0	-803.8200134	0.01734556004			
801.2600134	90	7	3	0.7339627551	0.0169330322		95.8128002	2.836864644	1.350335151				70.31660837	20.87183599	8.811555641	0.4334059858	-0.3065739795	-0.1268320063				0	0	0	-801.2600134	0.0169330322			
798.7000134	90	7	3	0.7388960153	0.01653800407		95.70849219	2.908104429	1.383403378				69.88961568	21.17391606	8.936468258	0.4286524797	-0.3032544706	-0.1253980091				0	0	0	-798.7000134	0.01653800407			
796.1400134	90	7	3	0.7436345818	0.01615953101		95.60249753	2.980629793	1.416872679				69.46728287	21.47273989	9.059977243	0.4239745462	-0.2999856007	-0.1239889455				0	0	0	-796.1400134	0.01615953101			
793.5800134	90	7	3	0.7481898762	0.01579673779		95.49473478	3.05450976	1.450755456				69.04953498	21.76835763	9.182107382	0.4193718522	-0.2967670873	-0.1226047649				0	0	0	-793.5800134	0.01579673779			
