T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(SI@ALCU_THETA)	w(AL@DIAMOND_A4)	w(CU@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
911.493188	93	6	1	0	0	99.29058344	0.6032670771	0.1061494857	93	6	1							0.003090696987	-0.002651530421	-0.0004391665663	-911.493188	0	10.1191732731277	
911.483188	93	6	1	0.0005072689157	0.0004912776336	99.29025444	0.6035469962	0.1061985623	92.99690918	6.002651639	1.000439185							0	0	0	-911.483188	0.0004912776336	30.5910049074363	
911.463188	93	6	1	0.001520217264	0.0009814315672	99.28959645	0.6041068336	0.1062967186	92.99072795	6.007954562	1.001317491							0	0	0	-911.463188	0.0009814315672	40.8363850585157	
911.423188	93	6	1	0.003540527626	0.001959379318	99.28828039	0.6052265518	0.1064930549	92.97836714	6.018559007	1.00307385							0	0	0	-911.423188	0.001959379318	40.9722487258833	
911.343188	93	6	1	0.007559337053	0.003905280034	99.28564796	0.6074662894	0.1068857556	92.95364969	6.039764403	1.006585909							0	0	0	-911.343188	0.003905280034	41.2808981784917	
911.183188	93	6	1	0.01550262988	0.007750095172	99.28038187	0.6119468252	0.1076713079	92.90423384	6.082159148	1.01360701							0	0	0	-911.183188	0.007750095172	41.9187283806318	
910.863188	93	6	1	0.03103826282	0.01527696782	99.26984467	0.6209122811	0.1092430488	92.80547725	6.166885367	1.027637384							0	0	0	-910.863188	0.01527696782	43.1546153132216	
910.223188	93	6	1	0.0607740428	0.0296974546	99.24875015	0.6388607754	0.1123890722	92.60826707	6.336082417	1.055650517							0	0	0	-910.223188	0.0296974546	45.7374825732473	
908.943188	93	6	1	0.1153980206	0.05623517523	99.20647922	0.674829377	0.1186914064	92.21507163	6.67344336	1.111485013							0	0	0	-908.943188	0.05623517523	51.2399988667388	
906.383188	93	6	1	0.2085329864	0.1016379572	99.12160024	0.7470618238	0.1313379336	91.43368761	7.343936469	1.222375926							0	0	0	-906.383188	0.1016379572	-363.746245508114	
903.823188	93	6	1	0.2846099206	0.09245477727	99.0362535	0.819702592	0.1440439103	90.65919183	8.008579379	1.332228786							0	0	0	-903.823188	0.09245477727	-306.962375927946	
901.263188	93	6	1	0.3478456477	0.08471421789	98.9504131	0.8927759638	0.1568109362	89.89180094	8.667179912	1.44101915							0	0	0	-901.263188	0.08471421789	-361.053147650109	
898.703188	93	6	1	0.4011816096	0.07809876338	98.86405171	0.9663077593	0.1696405266	89.13171941	9.319556978	1.548723608							0	0	0	-898.703188	0.07809876338	-419.409821441758	
896.143188	93	6	1	0.4467303458	0.0723776075	98.77714042	1.040325436	0.182534141	88.37913799	9.965541829	1.655320181							0	0	0	-896.143188	0.0723776075	-481.995763482023	
893.583188	93	6	1	0.4860472897	0.06737923467	98.68964873	1.11485808	0.1954931949	87.63423337	10.60497817	1.760788465							0	0	0	-893.583188	0.06737923467	-548.788988763559	
891.023188	93	6	1	0.5203024404	0.06297355938	98.60154448	1.189936441	0.2085190755	86.89716769	11.23772251	1.865109795							0	0	0	-891.023188	0.06297355938	-619.776068325042	
888.463188	93	6	1	0.5503923757	0.05906013544	98.51279387	1.265592974	0.2216131563	86.16808815	11.86364449	1.968267366							0	0	0	-888.463188	0.05906013544	-694.952536741142	
885.903188	93	6	1	0.5770154353	0.05556017332	98.42336129	1.341861896	0.2347768113	85.44712664	12.48262704	2.070246321							0	0	0	-885.903188	0.05556017332	-774.323857996094	
883.343188	93	6	1	0.6007234452	0.0524110038	98.33320933	1.418779246	0.2480114277	84.73439964	13.09456654	2.171033817							0	0	0	-883.343188	0.0524110038	-857.90620496251	
880.783188	93	6	1	0.6219580873	0.04956215586	98.24229862	1.496382956	0.2613184204	84.03000809	13.69937285	2.270619058							0	0	0	-880.783188	0.04956215586	-945.727063228558	
878.223188	93	6	1	0.6410769729	0.04697252523	98.15058782	1.574712932	0.2746992443	83.33403747	14.29696921	2.368993315							0	0	0	-878.223188	0.04697252523	-1037.82564536446	
875.663188	93	6	1	0.6583726617	0.04460829545	98.05803344	1.653811155	0.2881554082	82.64655796	14.88729213	2.466149918							0	0	0	-875.663188	0.04460829545	-1134.25316499724	
873.103188	93	6	1	0.674086753	0.04244138826	97.96458974	1.733721777	0.3016884881	81.96762466	15.4702911	2.562084235							0	0	0	-873.103188	0.04244138826	-1235.07296104217	
870.543188	93	6	1	0.6884204744	0.04044829246	97.87020861	1.814491249	0.3153001408	81.29727801	16.04592836	2.656793636							0	0	0	-870.543188	0.04044829246	-1340.36051864801	
867.983188	93	6	1	0.7015427421	0.03860916786	97.77483943	1.896168456	0.3289921179	80.63554415	16.61417841	2.750277436							0	0	0	-867.983188	0.03860916786	-1450.20340462017	
865.423188	93	6	1	0.7135963685	0.03690715179	97.67842885	1.978804868	0.3427662803	79.9824355	17.17502766	2.842536838							0	0	0	-865.423188	0.03690715179	-1564.70114870305	
862.863188	93	6	1	0.7247028946	0.03532781686	97.58092067	2.062454716	0.3566246127	79.33795127	17.72847388	2.933574857							0	0	0	-862.863188	0.03532781686	-1683.96509624283	
860.303188	93	6	1	0.7349663896	0.03385874287	97.48225558	2.147175183	0.3705692387	78.70207811	18.27452565	3.023396237							0	0	0	-860.303188	0.03385874287	-1808.11828696009	
857.743188	93	6	1	0.7444764668	0.03248917594	97.38237094	2.233026626	0.3846024369	78.07479078	18.81320185	3.11200737							0	0	0	-857.743188	0.03248917594	-1937.2953948872	
855.183188	93	6	1	0.7533106957	0.03120975485	97.28120053	2.320072816	0.3987266576	77.45605281	19.34453099	3.199416199							0	0	0	-855.183188	0.03120975485	-2071.64271280445	
852.623188	93	6	1	0.7615365491	0.03001228967	97.17867424	2.40838122	0.4129445398	76.84581724	19.86855064	3.285632127							0	0	0	-852.623188	0.03001228967	-2211.3182075928	
850.063188	93	6	1	0.7692129843	0.02888958142	97.07471777	2.498023302	0.4272589303	76.24402733	20.38530675	3.370665919							0	0	0	-850.063188	0.02888958142	-2356.49187913734	
847.503188	93	6	1	0.7763917372	0.02783527436	96.96925222	2.589074877	0.4416729033	75.6506173	20.8948531	3.454529609							0	0	0	-847.503188	0.02783527436	-2507.34608842553	
844.943188	93	6	1	0.7831183885	0.02684373396	96.86219372	2.681616496	0.4561897818	75.06551301	21.39725059	3.537236402							0	0	0	-844.943188	0.02684373396	-2664.07627403582	
842.383188	93	6	1	0.7894332461	0.02590994589	96.75345295	2.775733891	0.4708131606	74.48863274	21.89256668	3.618800583							0	0	0	-842.383188	0.02590994589	-2826.89189432526	
839.823188	93	6	1	0.7953720807	0.02502943163	96.6429346	2.871518465	0.4855469316	73.9198878	22.38087477	3.699237428							0	0	0	-839.823188	0.02502943163	-2996.01758764901	
837.263188	93	6	1	0.8009667427	0.02419817782	96.53053683	2.969067855	0.5003953117	73.35918328	22.86225361	3.778563113							0	0	0	-837.263188	0.02419817782	-3171.69491743977	
834.703188	93	6	1	0.8062456806	0.02341257678	96.41615056	3.068486564	0.5153628729	72.80641862	23.33678674	3.856794639							0	0	0	-834.703188	0.02341257678	-3354.18438036669	
832.143188	93	6	1	0.8112343799	0.02266937616	96.29965874	3.169886679	0.5304545766	72.2614883	23.80456195	3.93394975							0	0	0	-832.143188	0.02266937616	-3543.76810085245	
829.583188	93	6	1	0.8159557368	0.02196563625	96.1809355	3.27338869	0.5456758111	71.72428236	24.26567078	4.010046863							0	0	0	-829.583188	0.02196563625	-3740.75316774897	
827.023188	93	6	1	0.8204303758	0.02129869355	96.05984515	3.37912242	0.5610324347	71.19468698	24.72020802	4.085105004							0	0	0	-827.023188	0.02129869355	-3945.47577125163	
824.463188	93	6	1	0.8246769236	0.02066612965	95.93624108	3.487228094	0.576530823	70.67258499	25.16827127	4.159143746							0	0	0	-824.463188	0.02066612965	-4158.3064230263	
821.903188	93	6	1	0.828712243	0.02006574453	95.80996452	3.59785756	0.5921779243	70.15785634	25.6099605	4.23218316							0	0	0	-821.903188	0.02006574453	-4379.65629759419	
819.343188	93	6	1	0.8325516365	0.01949553359	95.68084297	3.711175705	0.6079813206	69.65037855	26.04537769	4.304243768							0	0	0	-819.343188	0.01949553359	-4609.98557780142	
816.783188	93	6	1	0.8362090217	0.01895366796	95.54868862	3.827362085	0.6239492998	69.15002708	26.47462641	4.375346504							0	0	0	-816.783188	0.01895366796	-4849.81329754919	
814.223188	93	6	1	0.8396970846	0.0184384774	95.41329624	3.946612827	0.6400909373	68.65667574	26.89781157	4.445512686							0	0	0	-814.223188	0.0184384774	-5099.73009879492	
811.663188	93	6	1	0.8430274127	0.0179484357	95.27444096	4.069142847	0.6564161909	68.17019696	27.31503905	4.514763993							0	0	0	-811.663188	0.0179484357	-5360.41477112746	
809.103188	93	6	1	0.8462106123	0.01748214811	95.13187554	4.195188453	0.6729360114	67.6904621	27.72641544	4.583122451							0	0	0	-809.103188	0.01748214811	-5632.65426431894	
