T	w(AL)	w(CU)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI					
928.2503061	98	2	0	0		99.80494696	0.1950530376			98	2	0.003808154907	-0.003808154907			0.003808154907	-0.003808154907	-928.2503061	0			
928.2403061	98	2	0.002128002032	0.002105880261		99.80457123	0.1954287651			97.99619192	2.003808084	0.007616128761	-0.007616128761			0	0	-928.2403061	0.002105880261			
928.2203061	98	2	0.00636113815	0.004197646996		99.80381976	0.1961802428			97.98857577	2.011424233	0.01142388277	-0.01142388277			0	0	-928.2203061	0.004197646996			
928.1803061	98	2	0.01473171738	0.00833544398		99.8023167	0.1976833044			97.9733447	2.0266553	0.0190382692	-0.0190382692			0	0	-928.1803061	0.00833544398			
928.1003061	98	2	0.03106806453	0.01640620335		99.79931023	0.2006897702			97.94288763	2.057112373	0.03426370975	-0.03426370975			0	0	-928.1003061	0.01640620335			
927.9403061	98	2	0.06227108905	0.03186024804		99.79329568	0.2067043164			97.88199137	2.118008632	0.06470133548	-0.06470133548			0	0	-927.9403061	0.03186024804			
927.6203061	98	2	0.1193677478	0.06022202994		99.78126025	0.2187397522			97.76027228	2.239727719	0.1255207679	-0.1255207679			0	0	-927.6203061	0.06022202994			
926.9803061	98	2	0.2160665396	0.1085426595		99.75716397	0.2428360287			97.51713334	2.482866663	0.2469346698	-0.2469346698			0	0	-926.9803061	0.1085426595			
925.7003061	98	2	0.3599399028	0.1812091073		99.708867	0.2911330036			97.03207314	2.967926855	0.4888394616	-0.4888394616			0	0	-925.7003061	0.1812091073			
924.4203061	98	2	0.4608951778	0.1553377551		99.66042861	0.3395713866			96.548705	3.451295001	0.487138429	-0.487138429			0	0	-924.4203061	0.1553377551			
923.1403061	98	2	0.5354622961	0.1358732651		99.61184282	0.3881571772			96.06708196	3.932918043	0.4853785626	-0.4853785626			0	0	-923.1403061	0.1358732651			
921.8603061	98	2	0.5926777338	0.1206825631		99.56310547	0.4368945278			95.5872768	4.412723205	0.4835462814	-0.4835462814			0	0	-921.8603061	0.1206825631			
920.5803061	98	2	0.6378967155	0.1084997922		99.5142115	0.4857884987			95.10935542	4.890644576	0.4816475228	-0.4816475228			0	0	-920.5803061	0.1084997922			
