T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(SI@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(SI@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(SI@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(SI@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI					
893.0688059	89	8	3	0	0		98.83792347	0.8274319586	0.3346445753				89	8	3	0.002550968052	-0.001859844439	-0.0006911236123				0.002550968052	-0.001859844439	-0.0006911236123	-893.0688059	0			
893.0588059	89	8	3	0.0002709742892	0.0002594406934		98.83762675	0.8276421831	0.3347310667				88.99744864	8.001860126	3.000691232	0.005102220946	-0.003719899765	-0.001382321181				0	0	0	-893.0588059	0.0002594406934			
893.0388059	89	8	3	0.0008121875434	0.0005183342154		98.83703331	0.8280626334	0.3349040572				88.99234656	8.005579927	3.002073512	0.007652324209	-0.005579124818	-0.002073199391				0	0	0	-893.0388059	0.0005183342154			
892.9988059	89	8	3	0.001892816657	0.001035398665		98.83584638	0.8289035391	0.3352500838				88.9821452	8.013017506	3.004837289	0.01275203546	-0.009297232832	-0.00345480263				0	0	0	-892.9988059	0.001035398665			
892.9188059	89	8	3	0.004047824855	0.002066954305		98.83347222	0.8305855605	0.3359422244				88.96174539	8.027890648	3.010363961	0.02294971271	-0.0167322524	-0.006217460313				0	0	0	-892.9188059	0.002066954305			
892.7588059	89	8	3	0.00833231299	0.004117956551		98.82872278	0.8339502924	0.3373269262				88.92096391	8.057624088	3.021412001	0.04332977027	-0.03159144243	-0.01173832784				0	0	0	-892.7588059	0.004117956551			
892.4388059	89	8	3	0.01679177481	0.008165498234		98.81921954	0.8406824878	0.3400979771				88.83947415	8.117039289	3.043486561	0.08403517336	-0.06127114497	-0.02276402838				0	0	0	-892.4388059	0.008165498234			
891.7988059	89	8	3	0.03330339291	0.01607034856		98.80019517	0.854158031	0.3456467991				88.67678624	8.235663535	3.087550229	0.1652273536	-0.1204759848	-0.04475136888				0	0	0	-891.7988059	0.01607034856			
890.5188059	89	8	3	0.06478350989	0.03114426621		98.76207403	0.8811544705	0.356771504				88.35258166	8.472083727	3.175334614	0.3267316068	-0.2382631683	-0.0884684385				0	0	0	-890.5188059	0.03114426621			
887.9588059	89	8	3	0.1221879909	0.05863673139		98.68553403	0.9353349551	0.3791310158				87.70888937	8.941586366	3.349524262	0.6461935029	-0.4713272757	-0.1748662273				0	0	0	-887.9588059	0.05863673139			
885.3988059	89	8	3	0.1730805716	0.05524075656		98.6085852	0.9897710647	0.401643733				87.07157655	9.406534553	3.521888893	0.6397904577	-0.4667561296	-0.1730343281				0	0	0	-885.3988059	0.05524075656			
