T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@FCC_A1)	dwdT_L(CU@FCC_A1)	dwdT_L(SI@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI				
873.6661277	89	3	8	0	0	98.75001808	0.3113686748	0.9386132435	89	3	8	0.001659256078	-0.0004575520191	-0.001201704059	0.001659256078	-0.0004575520191	-0.001201704059	-873.6661277	0	29.1616618697066	
873.6561277	89	3	8	0.0001735431007	0.0001703556997	98.74979854	0.3114213142	0.9387801429	88.99834041	3.00045764	8.001201953	0.003318789153	-0.0009151832162	-0.002403605937	0	0	0	-873.6561277	0.0001703556997	88.2397519673545	
873.6361277	89	3	8	0.0005200954189	0.0003402747759	98.7493594	0.3115266284	0.939113975	88.99502168	3.001372809	8.003605509	0.004977418094	-0.001372571755	-0.003604846339	0	0	0	-873.6361277	0.0003402747759	117.729651234817	
873.5961277	89	3	8	0.001212345987	0.0006798831046	98.7484811	0.311737218	0.9397816843	88.98838642	3.003202562	8.00841102	0.008294451616	-0.002287303088	-0.006007148528	0	0	0	-873.5961277	0.0006798831046	117.839313743179	
873.5161277	89	3	8	0.002594239455	0.001358123402	98.74672427	0.3121584455	0.9411172859	88.9751172	3.006861789	8.018021007	0.01492793965	-0.004116670572	-0.01081126908	0	0	0	-873.5161277	0.001358123402	118.112700599446	
873.3561277	89	3	8	0.005347038521	0.002709107218	98.74320973	0.3130010122	0.9437892612	88.94858982	3.014177528	8.037232648	0.028185177	-0.007772977779	-0.02041219922	0	0	0	-873.3561277	0.002709107218	118.746240187186	
873.0361277	89	3	8	0.01080907032	0.00538986196	98.7361771	0.314686595	0.9491363043	88.89557923	3.028798149	8.075622624	0.05466652465	-0.01507748718	-0.03958903747	0	0	0	-873.0361277	0.00538986196	120.09472581105	
872.3961277	89	3	8	0.02154835666	0.01065649474	98.72209768	0.3180596123	0.9598427057	88.78973472	3.057996363	8.152268915	0.1074969797	-0.02965415139	-0.07784282834	0	0	0	-872.3961277	0.01065649474	122.864137542513	
871.1161277	89	3	8	0.04234368412	0.02085827808	98.69388148	0.3248132136	0.9813053078	88.57874809	3.116220983	8.305030928	0.2126316466	-0.05867875065	-0.1539528959	0	0	0	-871.1161277	0.02085827808	128.3298809698	
868.5561277	89	3	8	0.08139274646	0.04000551949	98.63721591	0.3383521595	1.024431927	88.15956789	3.231986941	8.608445169	0.4208106138	-0.1162165257	-0.304594088	0	0	0	-868.5561277	0.04000551949	-1697.60995741301	
865.9961277	89	3	8	0.1173170689	0.03834151648	98.58023401	0.3519326045	1.067833386	87.74409387	3.346815277	8.909090854	0.4170902305	-0.1152753647	-0.3018148658	0	0	0	-865.9961277	0.03834151648	-1601.86168788337	
863.4361277	89	3	8	0.1504717816	0.03679990607	98.5229269	0.3655579939	1.111515107	87.3322791	3.460716826	9.207004073	0.4134167768	-0.1143449754	-0.2990718015	0	0	0	-863.4361277	0.03679990607	-1727.35059958438	
860.8761277	89	3	8	0.1811618785	0.03536917818	98.4652857	0.3792318217	1.155482476	86.92407602	3.573702628	9.502221355	0.4097910826	-0.1134256718	-0.2963654108	0	0	0	-860.8761277	0.03536917818	-1858.67887047478	
858.3161277	89	3	8	0.2096495886	0.03403808227	98.40730147	0.392957643	1.199740886	86.51943588	3.685784122	9.794779993	0.4062143104	-0.112517852	-0.2936964585	0	0	0	-858.3161277	0.03403808227	-1995.26102419249	
855.7561277	89	3	8	0.2361615687	0.03279682969	98.3489652	0.4067390713	1.244295731	86.11830915	3.796973045	10.0847178	0.4026872837	-0.1116218145	-0.2910654691	0	0	0	-855.7561277	0.03279682969	-2137.15208682908	
853.1961277	89	3	8	0.2608947048	0.03163687234	98.29026781	0.4205797794	1.289152408	85.72064563	3.907281375	10.37207299	0.3992106459	-0.1107378036	-0.2884728423	0	0	0	-853.1961277	0.03163687234	-2284.41498591679	
850.6361277	89	3	8	0.2840208177	0.03055071167	98.23120017	0.4344835025	1.334316324	85.32639465	4.016721286	10.65688407	0.3957848777	-0.1098660138	-0.2859188639	0	0	0	-850.6361277	0.03055071167	-2437.11392901958	
848.0761277	89	3	8	0.3056905061	0.02953174197	98.17175306	0.4484540405	1.379792899	84.9355052	4.125305101	10.9391897	0.3924103119	-0.1090065951	-0.2834037169	0	0	0	-848.0761277	0.02953174197	-2595.3143196725	
845.5161277	89	3	8	0.3260363061	0.028574121	98.11191717	0.4624952611	1.425587572	84.54792608	4.233045251	11.21902867	0.3890871482	-0.1081596567	-0.2809274914	0	0	0	-845.5161277	0.028574121	-2759.08274737109	
