T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(SI@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(SI@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(SI@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(SI@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI					
874.5829212	88	5	7	0	0		98.65613358	0.5219373929	0.8219290257				88	5	7	0.001839529956	-0.0007730335759	-0.00106649638				0.001839529956	-0.0007730335759	-0.00106649638	-874.5829212	0			
874.5729212	88	5	7	0.0001778463574	0.0001728012382		98.65589469	0.5220272973	0.822078017				87.99816009	5.000773186	7.001066722	0.003679369565	-0.001546201002	-0.002133168563				0	0	0	-874.5729212	0.0001728012382			
874.5529212	88	5	7	0.0005329958825	0.0003451638689		98.65541677	0.5222071857	0.8223760469				87.9944808	5.002319358	7.003199841	0.005518184187	-0.002318946685	-0.003199237502				0	0	0	-874.5529212	0.0003451638689			
874.5129212	88	5	7	0.001242404684	0.0006896410027		98.65446097	0.5225668847	0.8229721479				87.98712469	5.005410689	7.007464619	0.009195548484	-0.003864348426	-0.005331200058				0	0	0	-874.5129212	0.0006896410027			
874.4329212	88	5	7	0.002658496717	0.001377579279		98.65254911	0.5232863658	0.8241645202				87.97241405	5.0115928	7.01599315	0.01654954694	-0.006954931916	-0.009594615022				0	0	0	-874.4329212	0.001377579279			
874.2729212	88	5	7	0.005479202681	0.002747765648		98.64872446	0.5247255237	0.8265500118				87.94300556	5.023952091	7.033042351	0.03124631969	-0.01313172928	-0.01811459041				0	0	0	-874.2729212	0.002747765648			
873.9529212	88	5	7	0.01107511057	0.00546617541		98.64107138	0.5276046282	0.8313239872				87.88423972	5.04865096	7.067109318	0.06060148753	-0.02547058397	-0.03513090357				0	0	0	-873.9529212	0.00546617541			
873.3129212	88	5	7	0.0220738868	0.0108047013		98.62575011	0.5333660601	0.8408838318				87.76691284	5.097970309	7.135116848	0.1191585327	-0.05008941686	-0.06906911586				0	0	0	-873.3129212	0.0108047013			
872.0329212	88	5	7	0.04335823902	0.02113874851		98.59504618	0.5449021269	0.8600516903				87.53307382	5.19629613	7.270630045	0.2356620296	-0.09909259517	-0.1365694345				0	0	0	-872.0329212	0.02113874851			
869.4729212	88	5	7	0.08327692227	0.04050787126		98.53338801	0.5680295659	0.8985824244				87.06864217	5.391700945	7.539656886	0.466237655	-0.1961650638	-0.2700725912				0	0	0	-869.4729212	0.04050787126			
866.9129212	88	5	7	0.1199445433	0.03878537463		98.47138985	0.5912297279	0.9373804226				86.60853701	5.585401764	7.806061225	0.4618945956	-0.1944546228	-0.2674399728				0	0	0	-866.9129212	0.03878537463			
864.3529212	88	5	7	0.1537356897	0.03719057585		98.40904019	0.6145084038	0.9764514058				86.15271733	5.777413152	8.069869513	0.4575924604	-0.1927586204	-0.2648338399				0	0	0	-864.3529212	0.03719057585			
861.7929212	88	5	7	0.1849713969	0.0357113566		98.34632753	0.6378714539	1.015801021				85.70114058	5.967750348	8.331109074	0.4533330572	-0.1910779173	-0.2622551399				0	0	0	-861.7929212	0.0357113566			
859.2329212	88	5	7	0.2139271373	0.03433588709		98.28324016	0.6613248915	1.055434947				85.2537619	6.156429635	8.589808461	0.44911867	-0.1894135641	-0.2597051058				0	0	0	-859.2329212	0.03433588709			
856.6729212	88	5	7	0.2408405714	0.03305388958		98.21976624	0.6848748742	1.095358883				84.81053466	6.343468145	8.845997195	0.4449511188	-0.18776641	-0.2571847089				0	0	0	-856.6729212	0.03305388958			
854.1129212	88	5	7	0.2659177851	0.03185640267		98.15589374	0.7085277068	1.135578554				84.37141063	6.528883745	9.099705626	0.4408319767	-0.186137194	-0.2546947826				0	0	0	-854.1129212	0.03185640267			
851.5529212	88	5	7	0.2893383348	0.03073557632		98.09161044	0.7322898458	1.176099718				83.93634025	6.712694936	9.350964809	0.4367625874	-0.1845265542	-0.2522360332				0	0	0	-851.5529212	0.03073557632			
848.9929212	88	5	7	0.3112593587	0.029684504		98.02690393	0.7561679039	1.21692817				83.50527285	6.894920766	9.599806385	0.4327440838	-0.1829350348	-0.249809049				0	0	0	-848.9929212	0.029684504			
846.4329212	88	5	7	0.3318189489	0.02869708457		97.96176159	0.780168656	1.258069751				83.07815679	7.075580734	9.846262473	0.4287774039	-0.1813630943	-0.2474143096				0	0	0	-846.4329212	0.02869708457			
843.8729212	88	5	7	0.3511389349	0.02776790776		97.8961706	0.8042990452	1.299530352				82.65493971	7.254694723	10.09036557	0.4248633073	-0.1798111124	-0.2450521949				0	0	0	-843.8729212	0.02776790776			
841.3129212	88	5	7	0.3693271942	0.02689215867		97.83011789	0.82856619	1.341315921				82.23556862	7.432282918	10.33214846	0.4210023896	-0.1782793962	-0.2427229935				0	0	0	-841.3129212	0.02689215867			
838.7529212	88	5	7	0.3864795815	0.02606553782		97.76359014	0.8529773923	1.383432469				81.81999012	7.608365746	10.57164414	0.4171950971	-0.1767681866	-0.2404269105				0	0	0	-838.7529212	0.02606553782			
836.1929212	88	5	7	0.4026815476	0.02528419371		97.69657378	0.8775401451	1.425886078				81.40815047	7.782963814	10.80888571	0.4134417392	-0.1752776642	-0.238164075				0	0	0	-836.1929212	0.02528419371			
833.6329212	88	5	7	0.4180095042	0.02454466584		97.62905495	0.9022621428	1.468682904				80.99999578	7.956097852	11.04390637	0.4097425016	-0.1738079544	-0.2359345472				0	0	0	-833.6329212	0.02454466584			
831.0729212	88	5	7	0.4325319807	0.02384383615		97.56101953	0.9271512902	1.511829185				80.59547205	8.127788668	11.27673929	0.4060974574	-0.1723591327	-0.2337383247				0	0	0	-831.0729212	0.02384383615			
828.5129212	88	5	7	0.4463106084	0.02317888762		97.49245304	0.9522157137	1.555331247				80.19452533	8.298057098	11.50741758	0.4025065778	-0.1709312288	-0.2315753491				0	0	0	-828.5129212	0.02317888762			
825.9529212	88	5	7	0.4594009606	0.0225472687		97.42334071	0.9774637727	1.599195512				79.79710178	8.466923968	11.73597425	0.3989697426	-0.1695242315	-0.2294455111				0	0	0	-825.9529212	0.0225472687			
823.3929212	88	5	7	0.4718532747	0.02194666276		97.35366742	1.002904072	1.643428504				79.40314779	8.634410055	11.96244216	0.3954867489	-0.1681380924	-0.2273486566				0	0	0	-823.3929212	0.02194666276			
820.8329212	88	5	7	0.4837130731	0.02137496166		97.28341767	1.028545474	1.688036852				79.01260997	8.800536055	12.18685397	0.3920573202	-0.1667727295	-0.2252845907				0	0	0	-820.8329212	0.02137496166			
818.2729212	88	5	7	0.4950220064	0.02083081913		97.21257394	1.054397747	1.733028312				78.6254287	8.96532543	12.40924587	0.3886811117	-0.1654280298	-0.2232530819				0	0	0	-818.2729212	0.02083081913			
815.7129212	88	5	7	0.5058171804	0.02031093828		97.14112326	1.080469041	1.778407702				78.24156491	9.128792788	12.6296423	0.3853511347	-0.1641010499	-0.2212500848				0	0	0	-815.7129212	0.02031093828			
813.1529212	88	5	7	0.516133125	0.01981504698		97.06904722	1.10676972	1.824183062				77.86095951	9.290961359	12.84807913	0.3820804467	-0.1627973773	-0.2192830694				0	0	0	-813.1529212	0.01981504698			
810.5929212	88	5	7	0.5260012091	0.01934129885		96.99632864	1.133309835	1.87036153				77.4835608	9.451851255	13.06458795	0.3788616232	-0.1615138794	-0.2173477438				0	0	0	-810.5929212	0.01934129885			
808.0329212	88	5	7	0.5354501548	0.01888833538		96.92294985	1.160099769	1.916950384				77.10931766	9.611482368	13.27919997	0.375694103	-0.1602503426	-0.2154437604				0	0	0	-808.0329212	0.01888833538			
805.4729212	88	5	7	0.5445063093	0.01845490806		96.84889268	1.187150265	1.96395706				76.73817953	9.769874374	13.4919461	0.3725773222	-0.1590065502	-0.213570772				0	0	0	-805.4729212	0.01845490806			
802.9129212	88	5	7	0.5531938838	0.01803986537		96.7741384	1.214472445	2.01138915				76.37009644	9.927046715	13.70285684	0.3695106869	-0.1577822702	-0.2117284166				0	0	0	-802.9129212	0.01803986537			
