T	w(AL)	w(CU)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI					
914.864625	93	7	0	0		99.29383037	0.7061696265			93	7	0.003652965541	-0.003652965541			0.003652965541	-0.003652965541	-914.864625	0			
914.854625	93	7	0.0006021516269	0.0005802526083		99.29344174	0.7065582606			92.99634701	7.003652986	0.007305753424	-0.007305753424			0	0	-914.854625	0.0005802526083			
914.834625	93	7	0.001804368426	0.001159086233		99.29266426	0.7073357384			92.98904153	7.010958469	0.01095793148	-0.01095793148			0	0	-914.834625	0.001159086233			
914.794625	93	7	0.004201096153	0.002313436959		99.29110929	0.7088907089			92.97443212	7.025567877	0.01826113023	-0.01826113023			0	0	-914.794625	0.002313436959			
914.714625	93	7	0.008963811177	0.004607911717		99.28799879	0.7120012077			92.94522035	7.054779652	0.03286248981	-0.03286248981			0	0	-914.714625	0.004607911717			
914.554625	93	7	0.01836840181	0.009141232261		99.28177556	0.7182244419			92.88682246	7.113177538	0.06204581406	-0.06204581406			0	0	-914.554625	0.009141232261			
914.234625	93	7	0.03666750892	0.01795403481		99.26932045	0.7306795515			92.77013478	7.22986522	0.1203319385	-0.1203319385			0	0	-914.234625	0.01795403481			
913.594625	93	7	0.07142452235	0.03473006988		99.24437428	0.7556257169			92.53718596	7.462814041	0.2365839913	-0.2365839913			0	0	-913.594625	0.03473006988			
912.314625	93	7	0.1343630974	0.06517149447		99.19433584	0.8056641585			92.07302801	7.926971987	0.4677733787	-0.4677733787			0	0	-912.314625	0.06517149447			
909.754625	93	7	0.2390138901	0.1159852583		99.09365283	0.906347167			91.15190141	8.84809859	0.9247050996	-0.9247050996			0	0	-909.754625	0.1159852583			
907.194625	93	7	0.3220095738	0.1041145669		98.99211487	1.007885132			90.24076674	9.759233261	0.9146740605	-0.9146740605			0	0	-907.194625	0.1041145669			
904.634625	93	7	0.3893262278	0.09431562101		98.88966324	1.110336764			89.34009863	10.65990137	0.9041657186	-0.9041657186			0	0	-904.634625	0.09431562101			
902.074625	93	7	0.4449394219	0.08608396632		98.78623535	1.213764652			88.45034765	11.54965235	0.8932051201	-0.8932051201			0	0	-902.074625	0.08608396632			
899.514625	93	7	0.4915937118	0.0790665335		98.68176424	1.318235761			87.57193406	12.42806594	0.8818226959	-0.8818226959			0	0	-899.514625	0.0790665335			
896.954625	93	7	0.5312434468	0.07300945316		98.57617842	1.42382158			86.70524522	13.29475478	0.8700514659	-0.8700514659			0	0	-896.954625	0.07300945316			
894.394625	93	7	0.5653172177	0.06772559253		98.46940161	1.530598394			85.8506327	14.1493673	0.8579273875	-0.8579273875			0	0	-894.394625	0.06772559253			
891.834625	93	7	0.5948829808	0.06307400895		98.3613524	1.638647595			85.00840986	14.99159014	0.8454887795	-0.8454887795			0	0	-891.834625	0.06307400895			
889.274625	93	7	0.6207547547	0.05894654479		98.25194397	1.748056029			84.17885019	15.82114981	0.8327757145	-0.8327757145			0	0	-889.274625	0.05894654479			
886.714625	93	7	0.6435636297	0.05525882596		98.14108361	1.858916391			83.36218611	16.63781389	0.8198294016	-0.8198294016			0	0	-886.714625	0.05525882596			
884.154625	93	7	0.6638062602	0.05194406419		98.02867233	1.971327667			82.55860846	17.44139154	0.8066915791	-0.8066915791			0	0	-884.154625	0.05194406419			
881.594625	93	7	0.6818787375	0.04894869505		97.91460435	2.085395651			81.76826656	18.23173344	0.7934039168	-0.7934039168			0	0	-881.594625	0.04894869505			
879.034625	93	7	0.6981007325	0.04622924788		97.79876648	2.201233516			80.99126879	19.00873121	0.7800075471	-0.7800075471			0	0	-879.034625	0.04622924788			
876.474625	93	7	0.7127330133	0.0437500609		97.68103752	2.318962484			80.22768366	19.77231634	0.7665424741	-0.7665424741			0	0	-876.474625	0.0437500609			
873.914625	93	7	0.7259903643	0.04148158741		97.56128741	2.438712588			79.4775413	20.5224587	0.7530472276	-0.7530472276			0	0	-873.914625	0.04148158741			
871.354625	93	7	0.7380512532	0.039399123		97.43937646	2.560623543			78.74083528	21.25916472	0.739558492	-0.739558492			0	0	-871.354625	0.039399123			
868.794625	93	7	0.7490651608	0.03748183718		97.31515425	2.684845751			78.01752475	21.98247525	0.7261108258	-0.7261108258			0	0	-868.794625	0.03748183718			
866.234625	93	7	0.7591582086	0.03571202845		97.18845853	2.811541466			77.30753678	22.69246322	0.7127364505	-0.7127364505			0	0	-866.234625	0.03571202845			
863.674625	93	7	0.7684375247	0.03407454544		97.05911387	2.94088613			76.61076877	23.38923123	0.699465108	-0.699465108			0	0	-863.674625	0.03407454544			
861.114625	93	7	0.7769946691	0.0325563329		96.92693007	3.073069932			75.92709107	24.07290893	0.6863239882	-0.6863239882			0	0	-861.114625	0.0325563329			
858.554625	93	7	0.7849083441	0.03114607274		96.79170039	3.208299613			75.2563495	24.7436505	0.6733376653	-0.6733376653			0	0	-858.554625	0.03114607274			
855.994625	93	7	0.7922465598	0.02983389791		96.65319942	3.346800576			74.59836794	25.40163206	0.6605281958	-0.6605281958			0	0	-855.994625	0.02983389791			
853.434625	93	7	0.7990683768	0.02861116274		96.51118064	3.48881936			73.95295077	26.04704923	0.6479151313	-0.6479151313			0	0	-853.434625	0.02861116274			
850.874625	93	7	0.8054253212	0.02747025757		96.36537345	3.634626554			73.3198853	26.6801147	0.6355156562	-0.6355156562			0	0	-850.874625	0.02747025757			
848.314625	93	7	0.8113625405	0.02640445803		96.21547977	3.784520232			72.69894393	27.30105607	0.6233446599	-0.6233446599			0	0	-848.314625	0.02640445803			
845.754625	93	7	0.8169197548	0.02540780211		96.06116994	3.938830057			72.08988631	27.91011369	0.6114149808	-0.6114149808			0	0	-845.754625	0.02540780211			
843.194625	93	7	0.8221320442	0.02447498945		95.90207782	4.097922178			71.49246121	28.50753879	0.5997375301	-0.5997375301			0	0	-843.194625	0.02447498945			
840.634625	93	7	0.8270305054	0.02360129861		95.73779487	4.262205133			70.90640825	29.09359175	0.5883214932	-0.5883214932			0	0	-840.634625	0.02360129861			
838.074625	93	7	0.8316428014	0.02278251922		95.56786299	4.432137015			70.3314594	29.6685406	0.5771745314	-0.5771745314			0	0	-838.074625	0.02278251922			
835.514625	93	7	0.8359936253	0.02201489644		95.39176577	4.60823423			69.76734034	30.23265966	0.5663029936	-0.5663029936			0	0	-835.514625	0.02201489644			
832.954625	93	7	0.8401050929	0.02129508609		95.20891769	4.791082315			69.21377146	30.78622854	0.5557121254	-0.5557121254			0	0	-832.954625	0.02129508609			
830.394625	93	7	0.8439970782	0.02062011903		95.0186506	4.9813494			68.67046882	31.32953118	0.5454063465	-0.5454063465			0	0	-830.394625	0.02062011903			
827.834625	93	7	0.8476875008	0.01998737415		94.82019682	5.179803175			68.13714467	31.86285533	0.5353894311	-0.5353894311			0	0	-827.834625	0.01998737415			
825.274625	93	7	0.851192574	0.01939455958		94.61266751	5.387332495			67.61350786	32.38649214	0.5256648196	-0.5256648196			0	0	-825.274625	0.01939455958			
822.714625	93	7	0.8545270215	0.01883970255		94.39502472	5.604975278			67.09926385	32.90073615	0.5162359065	-0.5162359065			0	0	-822.714625	0.01883970255			
820.154625	93	7	0.8577042674	0.01832114879		94.16604495	5.833955045			66.59411441	33.40588559	0.5071063861	-0.5071063861			0	0	-820.154625	0.01832114879			
817.594625	93	7	0.8607366063	0.01783757349		93.92427041	6.075729588			66.09775692	33.90224308	0.4982806681	-0.4982806681			0	0	-817.594625	0.01783757349			
815.034625	93	7	0.8636353569	0.01738800724		93.66794301	6.332056989			65.60988318	34.39011682	0.4897643975	-0.4897643975			0	0	-815.034625	0.01738800724			
812.474625	93	7	0.8664110053	0.01697188269		93.39491285	6.605087147			65.1301774	34.8698226	0.4815651366	-0.4815651366			0	0	-812.474625	0.01697188269			
809.914625	93	7	0.8690733439	0.01658911174		93.10250821	6.897491792			64.65831347	35.34168653	0.473693298	-0.473693298			0	0	-809.914625	0.01658911174			
807.354625	93	7	0.8716316111	0.01624020978		92.78734541	7.212654586			64.19395074	35.80604926	0.4661634782	-0.4661634782			0	0	-807.354625	0.01624020978			
804.794625	93	7	0.8740946443	0.01592649682		92.44504129	7.554958706			63.73672788	36.26327212	0.4589964528	-0.4589964528			0	0	-804.794625	0.01592649682			
802.234625	93	7	0.8764710595	0.01565043072		92.06975992	7.93024008			63.28625361	36.71374639	0.4522223054	-0.4522223054			0	0	-802.234625	0.01565043072			
799.674625	93	7	0.8787694871	0.01541618215		91.65346138	8.346538615			62.84209229	37.15790771	0.4458856074	-0.4458856074			0	0	-799.674625	0.01541618215			
797.114625	93	7	0.880998932	0.0152307925		91.18457577	8.815424227			62.40374086	37.59625914	0.4400545499	-0.4400545499			0	0	-797.114625	0.0152307925			
794.554625	93	7	0.8831692857	0.01510578235		90.64545702	9.354542981			61.97058718	38.02941282	0.4348387835	-0.4348387835			0	0	-794.554625	0.01510578235			
791.994625	93	7	0.8852924603	0.01506254473		90.00690696	9.99309304			61.54183247	38.45816753	0.4304254836	-0.4304254836			0	0	-791.994625	0.01506254473			
789.434625	93	7	0.887384754	0.01514373151		89.21430849	10.78569151			61.11632479	38.88367521	0.4271696731	-0.4271696731			0	0	-789.434625	0.01514373151			
788.154625	93	7	0.8884189262	0.007623093729		88.72676254	11.27323746			60.90423335	39.09576665	0.2137488939	-0.2137488939			0	0	-788.154625	0.007623093729			
787.834625	93	7	0.8886759793	0.001910937562		88.59123922	11.40876078			60.85122485	39.14877515	0.05466618407	-0.05466618407			0	0	-787.834625	0.001910937562			
787.754625	93	7	0.8887402477	0.0004788225038		88.55634552	11.44365448			60.83797156	39.16202844	0.01491098455	-0.01491098455			0	0	-787.754625	0.0004788225038			
787.744625	93	7	0.8887482733	5.986887742E-05		88.55195267	11.44804733			60.83631387	39.16368613	0.003314399541	-0.003314399541			0	0	-787.744625	5.986887742E-05			
787.724625	93	7	0.9176048645		0.2589337985			61.03697842	38.96302158	60.75841546	39.24158454			0.02142047576	-0.02142047576	0	0	-787.724625		0.2589337985		
787.714625	93	7	0.938973255		0.2591456879			60.84841665	39.15158335	60.72178664	39.27821336			0.04105151956	-0.04105151956	0	0	-787.714625		0.2591456879		
787.704625	93	7	0.9548014001		0.2592707355			60.76582278	39.23417722	60.7052648	39.2947352			0.01636584776	-0.01636584776	0	0	-787.704625		0.2592707355		
787.694625	93	7	0.9665250516		0.2593529524			60.73237157	39.26762843	60.69843122	39.30156878			0.007859179568	-0.007859179568	0	0	-787.694625		0.2593529524		
787.684625	93	7	0.9752084998		0.2593764583			60.71161565	39.28838435	60.69412571	39.30587429			0.00474764415	-0.00474764415	0	0	-787.684625		0.2593764583		
787.674625	93	7	0.9816394418		0.2593838761			60.70510622	39.29489378	60.69269009	39.30730991			0.002352721485	-0.002352721485	0	0	-787.674625		0.2593838761		
787.664625	93	7	0.9864022002		0.2593911125			60.69860522	39.30139478	60.6912555	39.3087445			0.001497302362	-0.001497302362	0	0	-787.664625		0.2593911125		
787.654625	93	7	0.9899294914		0.2593968526			60.69341558	39.30658442	60.69008551	39.30991449			0.0007604373677	-0.0007604373677	0	0	-787.654625		0.2593968526		
787.644625	93	7	0.9925417975		0.2593986434			60.69169715	39.30830285	60.68962024	39.31037976			0.0002128666326	-0.0002128666325	0	0	-787.644625		0.2593986434		
787.634625	93	7	0.9944764673		0.2594004237			60.68998536	39.31001464	60.68915469	39.31084531			5.590448918E-05	-5.590448918E-05	0	0	-787.634625		0.2594004237		
787.624625	93	7	0.9959092806		0.2594003851			60.68987008	39.31012992	60.68901215	39.31098785			-0.0001311477104	0.0001311477104	0	0	-787.624625		0.2594003851		
787.614625	93	7	0.9969704198		0.2594003404			60.6897609	39.3102391	60.6888717	39.3111283			-0.0001664091478	0.0001664091478	0	0	-787.614625		0.2594003404		
787.604625	93	7	0.9977562978		0.2594002699			60.68967438	39.31032562	60.68873583	39.31126417			-0.0001648292767	0.0001648292767	0	0	-787.604625		0.2594002699		
787.594625	93	7	0.9983383177		0.2594001981			60.68958901	39.31041099	60.68860021	39.31139979			0.000615476238	-0.000615476238	0	0	-787.594625		0.2594001981		
787.584625	93	7	0.9987693608		0.2594001249			60.68950485	39.31049515	60.68846483	39.31153517			-0.0001538595238	0.0001538595238	0	0	-787.584625		0.2594001249		
787.574625	93	7	0.9990885906		0.2594000504			60.68942188	39.31057812	60.68832969	39.31167031			-0.0001450174215	0.0001450174215	0	0	-787.574625		0.2594000504		
787.554625	93	7	1		1			60.68832969	39.31167031					0	0			-787.554625		1		
787.534625	93	7	1		1			60.68832969	39.31167031					0	0			-787.534625		1		
787.494625	93	7	1		1			60.68832969	39.31167031					0	0			-787.494625		1		
787.414625	93	7	1		1			60.68832969	39.31167031					0	0			-787.414625		1		
787.254625	93	7	1		1			60.68832969	39.31167031					0	0			-787.254625		1		
786.934625	93	7	1		1			60.68832969	39.31167031					0	0			-786.934625		1		
786.294625	93	7	1		1			60.68832969	39.31167031					0	0			-786.294625		1		
