T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@FCC_A1)	dwdT_L(CU@FCC_A1)	dwdT_L(SI@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI				
869.6224191	89	2	9	0	0	98.72651865	0.2082694212	1.065211927	89	2	9	0.001544195037	-0.0002844584459	-0.001259736591	0.001544195037	-0.0002844584459	-0.001259736591	-869.6224191	0	31.2473579149466	
869.6124191	89	2	9	0.000161121698	0.0001589397696	98.72630772	0.2083025002	1.065389778	88.99845548	2.000284514	9.001260003	0.00308865829	-0.0005689681361	-0.002519690154	0	0	0	-869.6124191	0.0001589397696	94.5864724115685	
869.5924191	89	2	9	0.0004828517134	0.0003174544005	98.72588585	0.2083686609	1.065745493	88.99536688	2.000853474	9.003779646	0.004632269374	-0.0008533254279	-0.003778943946	0	0	0	-869.5924191	0.0003174544005	126.194377065066	
869.5524191	89	2	9	0.001125557236	0.0006343100048	98.725042	0.2085010041	1.066457	88.98919173	2.001991029	9.008817245	0.007719306037	-0.00142201684	-0.006297289196	0	0	0	-869.5524191	0.0006343100048	126.295152905433	
869.4724191	89	2	9	0.002408720263	0.001267199469	98.72335412	0.2087656942	1.067880189	88.97684252	2.004265992	9.018891487	0.01389294027	-0.002559362772	-0.0113335775	0	0	0	-869.4724191	0.001267199469	126.565507383353	
869.3124191	89	2	9	0.004965516055	0.002528168534	98.71997748	0.2092951562	1.070727367	88.95215406	2.008814311	9.039031626	0.02623135834	-0.004832600119	-0.02139875823	0	0	0	-869.3124191	0.002528168534	127.201012718561	
868.9924191	89	2	9	0.01004129994	0.005031584492	98.71322066	0.2103544087	1.076424933	88.90281692	2.017904524	9.079278559	0.05087836904	-0.009374283122	-0.04150408592	0	0	0	-868.9924191	0.005031584492	128.5495503153	
868.3524191	89	2	9	0.02003237442	0.009955645354	98.69969287	0.2124742663	1.08783286	88.80430164	2.036059542	9.159638814	0.1000533816	-0.01843852958	-0.081614852	0	0	0	-868.3524191	0.009955645354	131.316267510253	
867.0724191	89	2	9	0.0394196714	0.01951347436	98.67258013	0.2167194868	1.110700379	88.60790291	2.072268099	9.319828986	0.197930124	-0.03649100225	-0.1614391217	0	0	0	-867.0724191	0.01951347436	136.768753185634	
864.5124191	89	2	9	0.07597165318	0.03752464704	98.61812284	0.2252329228	1.156644242	88.21761419	2.144282236	9.638103576	0.3918070479	-0.07229449236	-0.3195125555	0	0	0	-864.5124191	0.03752464704	-1909.7397831475	
861.9524191	89	2	9	0.1097723628	0.0360553727	98.56335145	0.2337765193	1.202872027	87.83064238	2.215742765	9.953614857	0.3884773897	-0.07173879016	-0.3167385995	0	0	0	-861.9524191	0.0360553727	-1810.23347891522	
859.3924191	89	2	9	0.1411173684	0.03468884669	98.50825851	0.2423525325	1.249388957	87.44693794	2.286657338	10.26640472	0.3851973558	-0.07119071553	-0.3140066403	0	0	0	-859.3924191	0.03468884669	-1944.69433646485	
856.8324191	89	2	9	0.1702627589	0.03341593588	98.45283655	0.2509632372	1.296200215	87.06645123	2.35703365	10.57651512	0.3819671567	-0.07065036473	-0.3113167919	0	0	0	-856.8324191	0.03341593588	-2085.16960437244	
854.2724191	89	2	9	0.1974305417	0.0322276047	98.39707808	0.2596109389	1.343310985	86.68913218	2.426879523	10.88398829	0.3787872148	-0.07011786811	-0.3086693467	0	0	0	-854.2724191	0.0322276047	-2231.03770255134	
851.7124191	89	2	9	0.2228140934	0.03111593492	98.34097558	0.2682979724	1.390726445	86.31493056	2.496202866	11.18886658	0.3756577209	-0.06959330954	-0.3060644114	0	0	0	-851.7124191	0.03111593492	-2382.35501751367	
849.1524191	89	2	9	0.2465826059	0.03007396411	98.28452153	0.277026704	1.438451768	85.94379603	2.565011641	11.49119233	0.3725787421	-0.0690767469	-0.3035019952	0	0	0	-849.1524191	0.03007396411	-2539.18451763868	
846.5924191	89	2	9	0.2688847313	0.02909554536	98.22770834	0.2857995328	1.486492132	85.57567832	2.633313849	11.79100783	0.3695502351	-0.06856821473	-0.3009820204	0	0	0	-846.5924191	0.02909554536	-2701.59021074344	
844.0324191	89	2	9	0.2898515901	0.02817523114	98.17052839	0.2946188931	1.534852717	85.2105273	2.701117503	12.0883552	0.3665720587	-0.0680677267	-0.298504332	0	0	0	-844.0324191	0.02817523114	-2869.63702235762	
841.4724191	89	2	9	0.3095992665	0.02730817638	98.11297403	0.3034872561	1.583538717	84.84829305	2.76843061	12.38327634	0.3636439845	-0.06757527791	-0.2960687066	0	0	0	-841.4724191	0.02730817638	-3043.3907526335	
838.9124191	89	2	9	0.3282308916	0.02649005736	98.05503753	0.3124071323	1.632555338	84.48892598	2.835261157	12.67581286	0.3607657072	-0.06709084688	-0.2936748603	0	0	0	-838.9124191	0.02649005736	-3224.740324809	
836.3524191	89	2	9	0.3458388997	0.02571780789	97.99670984	0.3213812867	1.681908869	84.1323707	2.901618327	12.96601097	0.3579368519	-0.06661439713	-0.2913224547	0	0	0	-836.3524191	0.02571780789	-3408.6499268575	
833.7924191	89	2	9	0.3625046142	0.02498584048	97.93798574	0.3304118911	1.731602371	83.77859107	2.967507574	13.25390135	0.35515089	-0.06614474604	-0.289006144	0	0	0	-833.7924191	0.02498584048	-3598.34739915699	
