T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	w(SI@ALCU_THETA)	w(AL@DIAMOND_A4)	w(CU@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
893.7975608	88	10	2	0	0	98.731281	1.046588117	0.2221308833	88	10	2							0.002829677706	-0.002360881045	-0.0004687966607	-893.7975608	0	18.8504683706315	
893.7875608	88	10	2	0.0002784709871	0.0002638310492	98.73094831	1.046862687	0.2221889999	87.9971698	10.00236131	2.000468884							0	0	0	-893.7875608	0.0002638310492	56.9556206421161	
893.7675608	88	10	2	0.0008346501247	0.0005271009306	98.73028292	1.047411844	0.222305236	87.99151024	10.00708325	2.001406509							0	0	0	-893.7675608	0.0005271009306	76.0053197055709	
893.7275608	88	10	2	0.00194509644	0.001052859807	98.72895204	1.048510232	0.2225377301	87.98019462	10.01652422	2.003281166							0	0	0	-893.7275608	0.001052859807	76.1440358168475	
893.6475608	88	10	2	0.00415946124	0.002101754236	98.72628986	1.050707364	0.2230027736	87.95756665	10.03540346	2.007029889							0	0	0	-893.6475608	0.002101754236	76.4250597032612	
893.4875608	88	10	2	0.00856141659	0.004186940391	98.72096389	1.055103005	0.223933103	87.91233238	10.07314406	2.014523559							0	0	0	-893.4875608	0.004186940391	77.0870267171416	
893.1675608	88	10	2	0.01725042904	0.008300689865	98.71030556	1.063899737	0.2257947057	87.82195133	10.14855311	2.029495552							0	0	0	-893.1675608	0.008300689865	78.4360095161116	
892.5275608	88	10	2	0.03420144812	0.01633069379	98.6889628	1.081515423	0.229521777	87.64153781	10.29908358	2.059378616							0	0	0	-892.5275608	0.01633069379	81.0705084672481	
891.2475608	88	10	2	0.06648718305	0.03162721488	98.64617142	1.116837104	0.2369914726	87.28211428	10.59898593	2.11889979							0	0	0	-891.2475608	0.03162721488	86.6103883953734	
888.6875608	88	10	2	0.1252503959	0.05946971357	98.56015235	1.187853711	0.2519939368	86.56893229	11.19411168	2.236956029							0	0	0	-888.6875608	0.05946971357	-845.42703019646	
886.1275608	88	10	2	0.1772241602	0.05594766837	98.47352838	1.259387918	0.2670836998	85.86342685	11.78287602	2.353697129							0	0	0	-886.1275608	0.05594766837	-769.111635850453	
883.5675608	88	10	2	0.2234890259	0.0527760844	98.38626665	1.331470437	0.2822629178	85.16569722	12.36519245	2.469110329							0	0	0	-883.5675608	0.0527760844	-852.120831037591	
881.0075608	88	10	2	0.2649134413	0.04990858523	98.29833362	1.404132752	0.2975336234	84.47583613	12.94098	2.583183864							0	0	0	-881.0075608	0.04990858523	-939.870333066669	
878.4475608	88	10	2	0.3021999611	0.04730343001	98.20969393	1.477408146	0.3128979217	83.79392078	13.51017081	2.695908406							0	0	0	-878.4475608	0.04730343001	-1031.92902851323	
875.8875608	88	10	2	0.3359228223	0.0449261948	98.12031047	1.551331572	0.3283579625	83.1200147	14.07270852	2.807276773							0	0	0	-875.8875608	0.0449261948	-1128.32583829943	
873.3275608	88	10	2	0.3665558464	0.04274831704	98.03014432	1.62593973	0.3439159524	82.45416804	14.62854806	2.917283904							0	0	0	-873.3275608	0.04274831704	-1229.11571910929	
870.7675608	88	10	2	0.3944933802	0.04074589572	97.93915468	1.70127115	0.359574168	81.79641786	15.17765533	3.025926816							0	0	0	-870.7675608	0.04074589572	-1334.36441707033	
868.2075608	88	10	2	0.42006622	0.03889877428	97.84729874	1.77736629	0.3753349689	81.14678855	15.7200069	3.13320455							0	0	0	-868.2075608	0.03889877428	-1444.14838353859	
865.6475608	88	10	2	0.4435538618	0.0371898314	97.75453155	1.854267643	0.3912008111	80.50529231	16.25558958	3.239118103							0	0	0	-865.6475608	0.0371898314	-1558.554689889	
863.0875608	88	10	2	0.465194031	0.03560442701	97.66080588	1.932019858	0.4071742609	79.87192962	16.78440003	3.343670355							0	0	0	-863.0875608	0.03560442701	-1677.68085742956	
860.5275608	88	10	2	0.4851901678	0.03412996509	97.56607211	2.010669876	0.423258009	79.24668978	17.30644424	3.446865982							0	0	0	-860.5275608	0.03412996509	-1801.63472436299	
857.9675608	88	10	2	0.503717363	0.03275554585	97.47027803	2.090267087	0.4394548858	78.62955153	17.8217371	3.548711369							0	0	0	-857.9675608	0.03275554585	-1930.53431247348	
855.4075608	88	10	2	0.5209271042	0.0314716865	97.37336863	2.170863498	0.4557678765	78.02048363	18.33030185	3.649214515							0	0	0	-855.4075608	0.0314716865	-2064.50771788299	
852.8475608	88	10	2	0.5369511025	0.03027009554	97.27528594	2.252513925	0.4722001373	77.41944547	18.83216959	3.748384937							0	0	0	-852.8475608	0.03027009554	-2203.69313990653	
850.2875608	88	10	2	0.551904399	0.02914348897	97.17596878	2.33527621	0.488755013	76.8263877	19.32737873	3.846233572							0	0	0	-850.2875608	0.02914348897	-2348.23890864243	
847.7275608	88	10	2	0.5658879055	0.02808543959	97.07535248	2.419211462	0.5054360551	76.24125287	19.81597445	3.942772678							0	0	0	-847.7275608	0.02808543959	-2498.30368741327	
845.1675608	88	10	2	0.5789904957	0.02709025277	96.97336864	2.504384321	0.5222470409	75.66397606	20.29800821	4.038015738							0	0	0	-845.1675608	0.02709025277	-2654.05688602916	
842.6075608	88	10	2	0.5912907361	0.02615286341	96.86994474	2.590863265	0.539191995	75.09448546	20.77353718	4.13197736							0	0	0	-842.6075608	0.02615286341	-2815.67910128577	
840.0475608	88	10	2	0.6028583281	0.02526874994	96.76500385	2.678720941	0.5562752113	74.53270302	21.2426238	4.224673189							0	0	0	-840.0475608	0.02526874994	-2983.36286529322	
837.4875608	88	10	2	0.6137553153	0.0244338623	96.65846417	2.76803455	0.5735012778	73.978545	21.70533519	4.316119812							0	0	0	-837.4875608	0.0244338623	-3157.31375961514	
834.9275608	88	10	2	0.624037099	0.02364456129	96.55023863	2.858886263	0.5908751035	73.43192257	22.16174275	4.406334678							0	0	0	-834.9275608	0.02364456129	-3337.75155221162	
832.3675608	88	10	2	0.6337532973	0.02289756717	96.44023434	2.951363709	0.6084019473	72.89274229	22.6119217	4.49533601							0	0	0	-832.3675608	0.02289756717	-3524.91178846236	
829.8075608	88	10	2	0.6429484751	0.02218991605	96.32835205	3.045560504	0.6260874509	72.3609067	23.05595057	4.583142733							0	0	0	-829.8075608	0.02218991605	-3719.04813401011	
827.2475608	88	10	2	0.6516627661	0.02151892275	96.21448546	3.141576867	0.6439376743	71.83631473	23.49391087	4.669774401							0	0	0	-827.2475608	0.02151892275	-3920.43463312798	
824.6875608	88	10	2	0.6599324065	0.02088214884	96.09852056	3.239520304	0.661959136	71.31886222	23.92588665	4.755251133							0	0	0	-824.6875608	0.02088214884	-4129.36898016825	
822.1275608	88	10	2	0.6677901932	0.02027737536	95.98033475	3.339506395	0.680158858	70.80844231	24.35196414	4.83959355							0	0	0	-822.1275608	0.02027737536	-4346.1765270155	
819.5675608	88	10	2	0.6752658798	0.0197025792	95.8597959	3.441659683	0.6985444157	70.30494585	24.77223142	4.922822727							0	0	0	-819.5675608	0.0197025792	-4571.21495253123	
817.0075608	88	10	2	0.6823865197	0.01915591275	95.73676131	3.546114695	0.7171239949	69.80826178	25.18677808	5.004960141							0	0	0	-817.0075608	0.01915591275	-4804.880371183	
814.4475608	88	10	2	0.689176764	0.01863568628	95.61107643	3.653017113	0.7359064565	69.31827743	25.59569494	5.086027634							0	0	0	-814.4475608	0.01863568628	-5047.61439293754	
811.8875608	88	10	2	0.6956591215	0.01814035261	95.48257347	3.762525116	0.7549014101	68.83487885	25.99907377	5.166047377							0	0	0	-811.8875608	0.01814035261	-5299.9134753774	
809.3275608	88	10	2	0.7018541864	0.01766849391	95.35106976	3.874810939	0.7741192976	68.3579511	26.39700706	5.245041844							0	0	0	-809.3275608	0.01766849391	-5562.34046361148	
