T	w(AL)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@FCC_A1)	dwdT_L(SI@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	SI	SI	SI	SI				
909.2216565	96	4	0	0	99.57244992	0.4275500804	96	4	0.001585197162	-0.001585197162	0.001585197162	-0.001585197162	-909.2216565	0	11.1901966220038	
909.2116565	96	4	0.0004444179505	0.0004437877622	99.57227056	0.4277294379	95.99841454	4.001585462	0.003170600246	-0.003170600246	0	0	-909.2116565	0.0004437877622	33.8763908405151	
909.1916565	96	4	0.001331718796	0.0008863752223	99.57191184	0.4280881582	95.99524457	4.00475543	0.004755263192	-0.004755263192	0	0	-909.1916565	0.0008863752223	45.2134505297578	
909.1516565	96	4	0.003102108077	0.001770105989	99.57119437	0.4288056349	95.98890474	4.011095259	0.007924906995	-0.007924906995	0	0	-909.1516565	0.001770105989	45.3356062785701	
909.0716565	96	4	0.006625535765	0.003529089582	99.56975927	0.4302407283	95.97622763	4.023772367	0.01426174585	-0.01426174585	0	0	-909.0716565	0.003529089582	45.6251699674086	
908.9116565	96	4	0.01360373243	0.007014079372	99.56688858	0.4331114234	95.95088361	4.049116392	0.02692774906	-0.02692774906	0	0	-908.9116565	0.007014079372	46.2517323028714	
908.5916565	96	4	0.02726938471	0.01383445829	99.56114499	0.4388550145	95.90023667	4.099763332	0.0522290678	-0.0522290678	0	0	-908.5916565	0.01383445829	47.5430866465432	
907.9516565	96	4	0.05353551816	0.0269637484	99.54964898	0.4503510204	95.79910613	4.200893868	0.1027093957	-0.1027093957	0	0	-907.9516565	0.0269637484	50.0888352156956	
906.6716565	96	4	0.1021680466	0.05130816902	99.52662139	0.4733786075	95.59749734	4.40250266	0.2031805568	-0.2031805568	0	0	-906.6716565	0.05130816902	55.5275008945986	
904.1116565	96	4	0.1862651889	0.09352391285	99.48042122	0.5195787795	95.1968841	4.803115899	0.4021716043	-0.4021716043	0	0	-904.1116565	0.09352391285	-415.442694178538	
901.5516565	96	4	0.2561188269	0.08570024022	99.43402238	0.5659776177	94.79972469	5.200275313	0.3987044362	-0.3987044362	0	0	-901.5516565	0.08570024022	-358.08396615253	
898.9916565	96	4	0.3150213744	0.07903991075	99.38741867	0.6125813273	94.40599398	5.594006016	0.3952623783	-0.3952623783	0	0	-898.9916565	0.07903991075	-417.580084772688	
896.4316565	96	4	0.3653296108	0.0733024752	99.34060404	0.6593959607	94.01566308	5.984336924	0.3918493633	-0.3918493633	0	0	-896.4316565	0.0733024752	-481.757155028891	
893.8716565	96	4	0.4087737068	0.06830937949	99.29357254	0.706427462	93.62869942	6.371300583	0.3884690308	-0.3884690308	0	0	-893.8716565	0.06830937949	-550.638373562051	
891.3116565	96	4	0.4466517383	0.06392538039	99.24631834	0.7536816593	93.24506739	6.754932615	0.3851244647	-0.3851244647	0	0	-891.3116565	0.06392538039	-624.25563727137	
888.7516565	96	4	0.4799561475	0.0600461675	99.19883573	0.8011642716	92.86472869	7.135271309	0.3818183437	-0.3818183437	0	0	-888.7516565	0.0600461675	-702.644410233134	
886.1916565	96	4	0.5094583497	0.05658999042	99.15111908	0.8488809154	92.48764275	7.512357254	0.3785529749	-0.3785529749	0	0	-886.1916565	0.05658999042	-785.842916887548	
883.6316565	96	4	0.5357667754	0.05349186684	99.10316289	0.8968371111	92.113767	7.886233002	0.3753303253	-0.3753303253	0	0	-883.6316565	0.05349186684	-873.89193750007	
881.0716565	96	4	0.5593675796	0.05069948846	99.05496171	0.9450382894	91.74305725	8.256942751	0.3721520522	-0.3721520522	0	0	-881.0716565	0.05069948846	-966.834588779089	
878.5116565	96	4	0.5806537608	0.0481702711	99.0065102	0.9934897967	91.37546792	8.624532076	0.3690195312	-0.3690195312	0	0	-878.5116565	0.0481702711	-1064.7161366168	
875.9516565	96	4	0.5999463584	0.04586919259	98.9578031	1.042196902	91.01095234	8.989047665	0.3659338834	-0.3659338834	0	0	-875.9516565	0.04586919259	-1167.58379705554	
873.3916565	96	4	0.6175101294	0.04376718325	98.9088352	1.0911648	90.64946291	9.350537095	0.3628959994	-0.3628959994	0	0	-873.3916565	0.04376718325	-1275.48654828356	
870.8316565	96	4	0.6335653085	0.04183991101	98.85960138	1.14039862	90.29095138	9.709048624	0.3599065629	-0.3599065629	0	0	-870.8316565	0.04183991101	-1388.47498305926	
868.2716565	96	4	0.6482965467	0.04006685267	98.81009657	1.18990343	89.93536899	10.06463101	0.3569660713	-0.3569660713	0	0	-868.2716565	0.04006685267	-1506.60112896444	
865.7116565	96	4	0.6618597853	0.03843057552	98.76031576	1.239684237	89.58266667	10.41733333	0.3540748559	-0.3540748559	0	0	-865.7116565	0.03843057552	-1629.91831591717	
863.1516565	96	4	0.6743875997	0.03691617588	98.710254	1.289745999	89.23279515	10.76720485	0.3512330992	-0.3512330992	0	0	-863.1516565	0.03691617588	-1758.48108189948	
860.5916565	96	4	0.6859933973	0.03551083588	98.65990637	1.340093626	88.8857051	11.1142949	0.3484408519	-0.3484408519	0	0	-860.5916565	0.03551083588	-1892.34501269325	
858.0316565	96	4	0.6967747429	0.03420347034	98.60926802	1.390731983	88.54134728	11.45865272	0.3456980475	-0.3456980475	0	0	-858.0316565	0.03420347034	-2031.56667234867	
855.4716565	96	4	0.7068160188	0.03298444322	98.5583341	1.441665897	88.19967261	11.80032739	0.3430045165	-0.3430045165	0	0	-855.4716565	0.03298444322	-2176.20354433055	
852.9116565	96	4	0.7161905662	0.03184533802	98.50709984	1.492900158	87.86063225	12.13936775	0.3403599982	-0.3403599982	0	0	-852.9116565	0.03184533802	-2326.3138994276	
850.3516565	96	4	0.7249624255	0.03077877053	98.45556047	1.544439527	87.52417774	12.47582226	0.3377641527	-0.3377641527	0	0	-850.3516565	0.03077877053	-2483.45703293404	
847.7916565	96	4	0.7331880317	0.02977933732	98.40371013	1.596289871	87.19025506	12.80974494	0.335216569	-0.335216569	0	0	-847.7916565	0.02977933732	-2643.53997079193	
845.2316565	96	4	0.7409163751	0.02883844448	98.35154645	1.648453548	86.85882897	13.14117103	0.3327108574	-0.3327108574	0	0	-845.2316565	0.02883844448	-2809.12752158429	
842.6716565	96	4	0.7481913308	0.02795330584	98.29906353	1.700936466	86.52984589	13.47015411	0.3302588584	-0.3302588584	0	0	-842.6716565	0.02795330584	-2982.51947143296	
840.1116565	96	4	0.7550516729	0.02711879642	98.2462567	1.753743297	86.2032593	13.7967407	0.3278535271	-0.3278535271	0	0	-840.1116565	0.02711879642	-3160.90327650544	
837.5516565	96	4	0.7615319113	0.02633084575	98.1931213	1.806878696	85.87902326	14.12097674	0.3254942457	-0.3254942457	0	0	-837.5516565	0.02633084575	-3345.1209375667	
834.9916565	96	4	0.7676628597	0.02558580833	98.13965269	1.860347307	85.55709248	14.44290752	0.3231803938	-0.3231803938	0	0	-834.9916565	0.02558580833	-3535.24052987877	
832.4316565	96	4	0.773472115	0.02488040631	98.08584623	1.914153766	85.23742234	14.76257766	0.3209113186	-0.3209113186	0	0	-832.4316565	0.02488040631	-3731.32497637052	
829.8716565	96	4	0.7789844639	0.02421168472	98.0316973	1.968302702	84.91996886	15.08003114	0.3186863452	-0.3186863452	0	0	-829.8716565	0.02421168472	-3933.43861184083	
827.3116565	96	4	0.78422223	0.02357697267	97.97720126	2.022798744	84.60468878	15.39531122	0.3165047819	-0.3165047819	0	0	-827.3116565	0.02357697267	-4141.64657384268	
824.7516565	96	4	0.7892055702	0.02297385014	97.92235348	2.07764652	84.29153953	15.70846047	0.3143659239	-0.3143659239	0	0	-824.7516565	0.02297385014	-4356.01481239923	
822.1916565	96	4	0.7939527305	0.02240011922	97.86714934	2.13285066	83.98047927	16.01952073	0.3122690568	-0.3122690568	0	0	-822.1916565	0.02240011922	-4576.60982875739	
819.6316565	96	4	0.7984802655	0.02185377924	97.8115842	2.188415799	83.67146687	16.32853313	0.3102134598	-0.3102134598	0	0	-819.6316565	0.02185377924	-4803.49917676901	
817.0716565	96	4	0.8028032292	0.02133300526	97.75565342	2.244346579	83.36446192	16.63553808	0.3081984084	-0.3081984084	0	0	-817.0716565	0.02133300526	-5036.75116189559	
814.5116565	96	4	0.8069353399	0.02083612917	97.69935235	2.300647653	83.05942474	16.94057526	0.3062231773	-0.3062231773	0	0	-814.5116565	0.02083612917	-5276.43498192154	
811.9516565	96	4	0.810889125	0.02036162332	97.64267632	2.357323683	82.75631637	17.24368363	0.304287042	-0.304287042	0	0	-811.9516565	0.02036162332	-5522.62108622709	
809.3916565	96	4	0.814676046	0.01990808609	97.58562065	2.414379347	82.45509858	17.54490142	0.3023892808	-0.3023892808	0	0	-809.3916565	0.01990808609	-5775.38064687264	
806.8316565	96	4	0.8183066097	0.01947422917	97.52818066	2.471819339	82.15573384	17.84426616	0.3005291767	-0.3005291767	0	0	-806.8316565	0.01947422917	-6034.78611197452	
804.2716565	96	4	0.8217904643	0.01905886645	97.47035163	2.529648369	81.85818533	18.14181467	0.2987060188	-0.2987060188	0	0	-804.2716565	0.01905886645	-6300.91124291785	
801.7116565	96	4	0.8251364853	0.0186609041	97.41212883	2.587871168	81.56241696	18.43758304	0.2969191033	-0.2969191033	0	0	-801.7116565	0.0186609041	-6573.83102912942	
799.1516565	96	4	0.828352851	0.01827933184	97.35350751	2.64649249	81.2683933	18.7316067	0.2951677346	-0.2951677346	0	0	-799.1516565	0.01827933184	-6853.62181707805	
796.5916565	96	4	0.8314471091	0.01791321514	97.29448289	2.70551711	80.97607961	19.02392039	0.2934512267	-0.2934512267	0	0	-796.5916565	0.01791321514	-7140.36136561598	
794.0316565	96	4	0.8344262361	0.01756168831	97.23505017	2.76494983	80.68544184	19.31455816	0.2917689031	-0.2917689031	0	0	-794.0316565	0.01756168831	-7434.12911322352	
791.4716565	96	4	0.8372966898	0.01722394832	97.17520452	2.824795478	80.39644659	19.60355341	0.2901200985	-0.2901200985	0	0	-791.4716565	0.01722394832	-7735.00638093854	
788.9116565	96	4	0.840064457	0.01689924929	97.11494109	2.885058913	80.10906113	19.89093887	0.2885041583	-0.2885041583	0	0	-788.9116565	0.01689924929	-8043.0761571941	
786.3516565	96	4	0.8427350947	0.01658689751	97.05425498	2.945745022	79.82325333	20.17674667	0.2869204399	-0.2869204399	0	0	-786.3516565	0.01658689751	-8358.42295434518	
783.7916565	96	4	0.8453137686	0.01628624699	96.99314127	3.006858726	79.53899175	20.46100825	0.2853683126	-0.2853683126	0	0	-783.7916565	0.01628624699	-8681.13363783869	
781.2316565	96	4	0.8478052861	0.01599669549	96.93159502	3.068404977	79.25624551	20.74375449	0.2838471579	-0.2838471579	0	0	-781.2316565	0.01599669549	-9011.29759995269	
778.6716565	96	4	0.850214127	0.01571768091	96.86961123	3.130388767	78.97498436	21.02501564	0.28235637	-0.28235637	0	0	-778.6716565	0.01571768091	-9349.00629730907	
776.1116565	96	4	0.8525444709	0.01544867802	96.80718488	3.192815119	78.69517864	21.30482136	0.2808953556	-0.2808953556	0	0	-776.1116565	0.01544867802	-9694.3530852749	
773.5516565	96	4	0.8548002216	0.0151891955	96.7443109	3.255689101	78.41679927	21.58320073	0.2794635343	-0.2794635343	0	0	-773.5516565	0.0151891955	-10047.4344713497	
770.9916565	96	4	0.8569850297	0.01493877332	96.68098419	3.319015814	78.13981772	21.86018228	0.2780603383	-0.2780603383	0	0	-770.9916565	0.01493877332	-10408.3497696018	
768.4316565	96	4	0.8591023121	0.01469698028	96.61719959	3.382800406	77.86420604	22.13579396	0.2766852129	-0.2766852129	0	0	-768.4316565	0.01469698028	-10777.201127818	
765.8716565	96	4	0.8611552712	0.01446341184	96.55295194	3.447048065	77.5899368	22.4100632	0.275337616	-0.275337616	0	0	-765.8716565	0.01446341184	-11154.0937248598	
763.3116565	96	4	0.8631469108	0.01423768809	96.48823598	3.511764023	77.3169831	22.6830169	0.2740170182	-0.2740170182	0	0	-763.3116565	0.01423768809	-11539.1357238257	
760.7516565	96	4	0.8650800511	0.01401945194	96.42304644	3.576953559	77.04531856	22.95468144	0.272722903	-0.272722903	0	0	-760.7516565	0.01401945194	-11932.4391958922	
758.1916565	96	4	0.8669573431	0.01380836746	96.357378	3.642621998	76.7749173	23.2250827	0.2714547663	-0.2714547663	0	0	-758.1916565	0.01380836746	-12334.1198155002	
755.6316565	96	4	0.8687812805	0.01360411835	96.29122529	3.708774715	76.50575392	23.49424608	0.2702121165	-0.2702121165	0	0	-755.6316565	0.01360411835	-12744.2970183181	
753.0716565	96	4	0.8705542113	0.01340640655	96.22458287	3.775417132	76.23780353	23.76219647	0.2689944741	-0.2689944741	0	0	-753.0716565	0.01340640655	-13163.0942892628	
750.5116565	96	4	0.8722783484	0.01321495096	96.15744527	3.842554725	75.97104166	24.02895834	0.2678013719	-0.2678013719	0	0	-750.5116565	0.01321495096	-13590.6393419449	
747.9516565	96	4	0.873955779	0.01302948627	96.08980698	3.910193021	75.70544432	24.29455568	0.2666323547	-0.2666323547	0	0	-747.9516565	0.01302948627	-14027.0646935435	
745.3916565	96	4	0.8755884733	0.01284976189	96.0216624	3.978337602	75.44098797	24.55901203	0.2654869789	-0.2654869789	0	0	-745.3916565	0.01284976189	-14472.5074699227	
742.8316565	96	4	0.8771782929	0.01267554095	95.9530059	4.046994103	75.17764948	24.82235052	0.2643648126	-0.2643648126	0	0	-742.8316565	0.01267554095	-14927.1103924551	
740.2716565	96	4	0.8787269978	0.01250659941	95.88383178	4.116168217	74.91540614	25.08459386	0.2632654351	-0.2632654351	0	0	-740.2716565	0.01250659941	-15391.0215660516	
737.7116565	96	4	0.8802362534	0.0123427252	95.8141343	4.185865696	74.65423568	25.34576432	0.2621884372	-0.2621884372	0	0	-737.7116565	0.0123427252	-15864.393127321	
735.1516565	96	4	0.8817076367	0.01218371743	95.74390765	4.256092348	74.39411618	25.60588382	0.2611334204	-0.2611334204	0	0	-735.1516565	0.01218371743	-16347.3857608463	
732.5916565	96	4	0.8831426421	0.01202938574	95.67314596	4.326854044	74.13502614	25.86497386	0.260099997	-0.260099997	0	0	-732.5916565	0.01202938574	-16840.1650416004	
730.0316565	96	4	0.8845426869	0.01187954955	95.60184328	4.398156716	73.87694442	26.12305558	0.25908779	-0.25908779	0	0	-730.0316565	0.01187954955	-17342.9028004877	
727.4716565	96	4	0.8859091159	0.01173403752	95.52999364	4.470006359	73.61985025	26.38014975	0.2580964326	-0.2580964326	0	0	-727.4716565	0.01173403752	-17855.8754280524	
724.9116565	96	4	0.8872432061	0.0115926884	95.45759097	4.542409031	73.36372322	26.63627678	0.2571255681	-0.2571255681	0	0	-724.9116565	0.0115926884	-18379.0685251868	
