T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(SI@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(SI@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(SI@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(SI@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI					
872.3737043	86	8	6	0	0		98.43910093	0.8494191585	0.7114799092				86	8	6	0.0020552158	-0.001181436646	-0.0008737791543				0.0020552158	-0.001181436646	-0.0008737791543	-872.3737043	0			
872.3637043	86	8	6	0.0001729275269	0.0001653997278		98.4388326	0.8495620412	0.7116053617				85.99794431	8.001181701	6.000873987	0.004110821346	-0.002363101155	-0.001747720191				0	0	0	-872.3637043	0.0001653997278			
872.3437043	86	8	6	0.0005182420205	0.0003303680158		98.43829568	0.8498479882	0.7118563286				85.99383359	8.003544748	6.00262166	0.006165163994	-0.003544049037	-0.002621114957				0	0	0	-872.3437043	0.0003303680158			
872.3037043	86	8	6	0.001208011853	0.000660075564		98.43722196	0.8504197488	0.7123582922				85.98561516	8.008269142	6.006115701	0.0102735644	-0.005905803549	-0.004367760846				0	0	0	-872.3037043	0.000660075564			
872.2237043	86	8	6	0.002585004847	0.001318584246		98.43507421	0.8515634156	0.713362376				85.96918009	8.01771701	6.013102903	0.01848956154	-0.01062894066	-0.007860620881				0	0	0	-872.2237043	0.001318584246			
872.0637043	86	8	6	0.005328176993	0.002630281071		98.43077758	0.8538511789	0.7153712424				85.93632516	8.03660446	6.027070376	0.03490812936	-0.02006785674	-0.01484027261				0	0	0	-872.0637043	0.002630281071			
871.7437043	86	8	6	0.01077163709	0.00523320589		98.42217979	0.8584284329	0.719391774				85.87067617	8.074346228	6.054977606	0.06769959171	-0.03892087284	-0.02877871887				0	0	0	-871.7437043	0.00523320589			
871.1037043	86	8	6	0.02147639152	0.01034742721		98.40496613	0.8675899225	0.7274439501				85.73962203	8.149697545	6.110680427	0.1330999752	-0.07652771908	-0.05657225616				0	0	0	-871.1037043	0.01034742721			
869.8237043	86	8	6	0.04221226422	0.02025556561		98.3704652	0.8859414479	0.7435933561				85.47848472	8.299872622	6.221642659	0.2631728672	-0.1513459214	-0.1118269457				0	0	0	-869.8237043	0.02025556561			
867.2637043	86	8	6	0.08117478979	0.03885575559		98.30116222	0.9227630515	0.7760747288				84.96008657	8.598116177	6.441797248	0.52041337	-0.2994033599	-0.2210100101				0	0	0	-867.2637043	0.03885575559			
864.7037043	86	8	6	0.1170497886	0.03723134872		98.2314489	0.95974383	0.8088072706				84.44686808	8.893500621	6.659631302	0.5152138685	-0.2965333674	-0.2186805011				0	0	0	-864.7037043	0.03723134872			
862.1437043	86	8	6	0.150182324	0.03572306066		98.16130927	0.9968939933	0.8417967385				83.93879642	9.186042035	6.875161546	0.510047	-0.2936792669	-0.2163677331				0	0	0	-862.1437043	0.03572306066			
859.5837043	86	8	6	0.1808696784	0.03432031251		98.09072719	1.034223954	0.875048851				83.435836	9.475758109	7.088405891	0.5049158793	-0.2908429308	-0.2140729486				0	0	0	-859.5837043	0.03432031251			
857.0237043	86	8	6	0.2093681694	0.03301267197		98.01968611	1.071744494	0.9085693936				82.93794753	9.762668727	7.299383739	0.4998242035	-0.2880265579	-0.2117976455				0	0	0	-857.0237043	0.03301267197			
854.4637043	86	8	6	0.2358999199	0.03179103274		97.94816904	1.109466748	0.9423642086				82.44508862	10.04679563	7.508115753	0.4947751038	-0.2852320165	-0.2095430873				0	0	0	-854.4637043	0.03179103274			
851.9037043	86	8	6	0.2606583441	0.03064742153		97.87615857	1.147402223	0.9764392035				81.95721403	10.32816224	7.714623727	0.489771402	-0.2824609919	-0.2073104101				0	0	0	-851.9037043	0.03064742153			
849.3437043	86	8	6	0.2838126134	0.02957482613		97.80363684	1.185562803	1.010800359				81.47427604	10.60679349	7.918930468	0.4848156265	-0.279714997	-0.2051006295				0	0	0	-849.3437043	0.02957482613			
846.7837043	86	8	6	0.3055113159	0.02856705393		97.73058549	1.223960769	1.045453738				80.99622466	10.88271566	8.12105968	0.4799100284	-0.2769953815	-0.2029146469				0	0	0	-846.7837043	0.02856705393			
844.2237043	86	8	6	0.3258854756	0.02761861486		97.6569857	1.262608812	1.080405492				80.52300794	11.1559562	8.321035856	0.4750565983	-0.2743033423	-0.2007532561				0	0	0	-844.2237043	0.02761861486			
841.6637043	86	8	6	0.3450510564	0.02672462387		97.58281807	1.301520053	1.115661873				80.05457217	11.42654365	8.518884184	0.4702570821	-0.2716399322	-0.1986171499				0	0	0	-841.6637043	0.02672462387			
839.1037043	86	8	6	0.3631110511	0.02588071928		97.5080627	1.340708065	1.151229239				79.59086214	11.69450742	8.714630444	0.4655129962	-0.2690060698	-0.1965069265				0	0	0	-839.1037043	0.02588071928			
836.5437043	86	8	6	0.3801572337	0.02508299412		97.43269905	1.380186889	1.187114066				79.13182134	11.95987774	8.908300926	0.4608256338	-0.2664025421	-0.1944230916				0	0	0	-836.5437043	0.02508299412			
833.9837043	86	8	6	0.396271636	0.02432793801		97.35670598	1.419971064	1.223322955				78.67739216	12.2226855	9.099922345	0.4561961185	-0.2638300368	-0.1923660817				0	0	0	-833.9837043	0.02432793801			
831.4237043	86	8	6	0.4115277975	0.02361238778		97.28006171	1.460075652	1.259862641				78.22751607	12.48296217	9.289521767	0.4516253591	-0.261289115	-0.1903362441				0	0	0	-831.4237043	0.02361238778			
828.8637043	86	8	6	0.4259918292	0.02293348541		97.20274373	1.500516266	1.296740005				77.7821338	12.74073966	9.477126541	0.4471141034	-0.2587802431	-0.1883338603				0	0	0	-828.8637043	0.02293348541			
826.3037043	86	8	6	0.4397233214	0.02228864189		97.12472882	1.541309099	1.333962085				77.34118549	12.99605029	9.662764227	0.4426629481	-0.256303798	-0.1863591501				0	0	0	-826.3037043	0.02228864189			
823.7437043	86	8	6	0.4527761222	0.02167550617		97.04599296	1.582470961	1.371536082				76.90461084	13.24892661	9.846462546	0.4382723204	-0.253860057	-0.1844122634				0	0	0	-823.7437043	0.02167550617			
