T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(SI@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(SI@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(SI@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(SI@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI					
891.4064355	91	4	5	0	0		99.0332298	0.4066091303	0.5601610685				91	4	5	0.001997282269	-0.0008934180841	-0.001103864185				0.001997282269	-0.0008934180841	-0.001103864185	-891.4064355	0			
891.3964355	91	4	5	0.0002545071497	0.0002487756953		99.03299367	0.4067063296	0.560300004				90.99800241	4.000893552	5.001104037	0.003994795604	-0.001786943699	-0.002207851906				0	0	0	-891.3964355	0.0002487756953			
891.3764355	91	4	5	0.0007628269841	0.0004970183653		99.03252129	0.4069007922	0.5605779132				90.9940077	4.002680461	5.003311837	0.005991417188	-0.002680080898	-0.003311336289				0	0	0	-891.3764355	0.0004970183653			
891.3364355	91	4	5	0.001777835757	0.0009928517019		99.03157659	0.4072896389	0.5611337727				90.9860205	4.006253319	5.007726181	0.009984290926	-0.004466215182	-0.005518075744				0	0	0	-891.3364355	0.0009928517019			
891.2564355	91	4	5	0.003802251745	0.001982188036		99.02968697	0.4080674007	0.5622456307				90.97004814	4.013398248	5.016553609	0.01796887778	-0.008038065104	-0.009930812676				0	0	0	-891.2564355	0.001982188036			
891.0964355	91	4	5	0.007828145227	0.003949729166		99.02590698	0.4096230449	0.5644699754				90.93811691	4.02768259	5.0342005	0.03392659218	-0.01517704086	-0.01874955132				0	0	0	-891.0964355	0.003949729166			
890.7764355	91	4	5	0.01578163093	0.007834958182		99.01834403	0.4127348228	0.5689211463				90.87430862	4.056229268	5.069462113	0.06580148838	-0.0294384675	-0.03636302089				0	0	0	-890.7764355	0.007834958182			
890.1364355	91	4	5	0.03132234794	0.01543062589		99.00320606	0.418960383	0.5778335581				90.74690794	4.113234604	5.139857452	0.1293895294	-0.05789538182	-0.07149414761				0	0	0	-890.1364355	0.01543062589			
888.8564355	91	4	5	0.06101339817	0.02994514348		98.9728813	0.4314197873	0.5956989083				90.49296989	4.226893255	5.280136853	0.2559177248	-0.114544975	-0.1413727498				0	0	0	-888.8564355	0.02994514348			
886.2964355	91	4	5	0.1153699901	0.05652319518		98.91203159	0.4563741142	0.6315942939				89.98854632	4.452802037	5.558651647	0.5063846635	-0.2267874673	-0.2795971962				0	0	0	-886.2964355	0.05652319518			
883.7364355	91	4	5	0.1637985806	0.05338410016		98.85090968	0.4813733751	0.6677169472				89.48875634	4.67676941	5.834474254	0.5017337853	-0.2248389738	-0.2768948114				0	0	0	-883.7364355	0.05338410016			
881.1764355	91	4	5	0.2072000876	0.05054871611		98.78950426	0.5064229054	0.7040728307				88.99358533	4.898798293	6.107616379	0.4970968046	-0.2228929139	-0.2742038907				0	0	0	-881.1764355	0.05054871611			
