T	w(AL)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@FCC_A1)	dwdT_L(SI@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	SI	SI	SI	SI				
882.848326	92	8	0	0	99.08844014	0.911559859	92	8	0.001450439125	-0.001450439125	0.001450439125	-0.001450439125	-882.848326	0	24.2343934390061	
882.838326	92	8	0.0002053874758	0.0002048028718	99.08825204	0.9117479607	91.9985492	8.0014508	0.002901187134	-0.002901187134	0	0	-882.838326	0.0002048028718	73.420487199156	
882.818326	92	8	0.0006154521399	0.0004090062945	99.08787583	0.9121241738	91.99564883	8.004351173	0.004351024623	-0.004351024623	0	0	-882.818326	0.0004090062945	97.9418999236056	
882.778326	92	8	0.001434712297	0.0008174087788	99.08712335	0.9128766472	91.98984793	8.010152065	0.007251350177	-0.007251350177	0	0	-882.778326	0.0008174087788	98.0191304380903	
882.698326	92	8	0.003069388139	0.001632306415	99.08561822	0.9143817782	91.97824846	8.021751544	0.01304954784	-0.01304954784	0	0	-882.698326	0.001632306415	98.3233990540233	
882.538326	92	8	0.006323441687	0.003254611078	99.08260722	0.9173927776	91.95505872	8.044941281	0.02463902328	-0.02463902328	0	0	-882.538326	0.003254611078	98.9303431403148	
882.218326	92	8	0.01277098711	0.006469554189	99.07658249	0.9234175076	91.90871608	8.091283918	0.04779032944	-0.04779032944	0	0	-882.218326	0.006469554189	100.244366275302	
881.578326	92	8	0.02541020044	0.01276669538	99.06452128	0.9354787207	91.8161783	8.183821698	0.09398264019	-0.09398264019	0	0	-881.578326	0.01276669538	102.947983971911	
880.298326	92	8	0.0497481198	0.02490155874	99.040352	0.9596480015	91.63168821	8.368311789	0.1859287019	-0.1859287019	0	0	-880.298326	0.02490155874	108.298347798077	
877.738326	92	8	0.0949683559	0.04745005945	98.99182381	1.00817619	91.26503222	8.734967778	0.3680824075	-0.3680824075	0	0	-877.738326	0.04745005945	-1283.60180946923	
875.178326	92	8	0.1360127473	0.04521440309	98.94303849	1.056961506	90.901436	9.098563998	0.365010953	-0.365010953	0	0	-875.178326	0.04521440309	-1200.22546497791	
872.618326	92	8	0.1734265757	0.0431675746	98.8939908	1.106009197	90.54085126	9.459148744	0.3619878106	-0.3619878106	0	0	-872.618326	0.0431675746	-1309.08576965404	
870.058326	92	8	0.2076666933	0.04128889731	98.84467565	1.155324347	90.18322973	9.816770272	0.359013115	-0.359013115	0	0	-870.058326	0.04128889731	-1423.61478867501	
867.498326	92	8	0.2391170179	0.03955887037	98.795088	1.204912004	89.82852255	10.17147745	0.3560874811	-0.3560874811	0	0	-867.498326	0.03955887037	-1543.30337534434	
864.938326	92	8	0.2681024471	0.03796087817	98.74522284	1.254777163	89.47668056	10.52331944	0.3532111933	-0.3532111933	0	0	-864.938326	0.03796087817	-1668.19936087182	
862.378326	92	8	0.2948997255	0.03648068926	98.69507524	1.304924765	89.12765446	10.87234554	0.3503843928	-0.3503843928	0	0	-862.378326	0.03648068926	-1798.35760543697	
859.818326	92	8	0.3197460034	0.03510604286	98.6446403	1.355359705	88.78139496	11.21860504	0.3476070933	-0.3476070933	0	0	-859.818326	0.03510604286	-1933.83400655629	
857.258326	92	8	0.3428456386	0.03382631873	98.59391316	1.406086837	88.43785283	11.56214717	0.3448791958	-0.3448791958	0	0	-857.258326	0.03382631873	-2074.68541601023	
854.698326	92	8	0.3643756457	0.03263227129	98.54288902	1.457110977	88.09697907	11.90302093	0.342200502	-0.342200502	0	0	-854.698326	0.03263227129	-2220.96953422344	
852.138326	92	8	0.3844900987	0.03151581391	98.49156309	1.508436905	87.75872495	12.24127505	0.3395707261	-0.3395707261	0	0	-852.138326	0.03151581391	-2372.74492160412	
849.578326	92	8	0.403323711	0.0304698427	98.43993063	1.560069373	87.42304209	12.57695791	0.3369895062	-0.3369895062	0	0	-849.578326	0.0304698427	-2531.57313004944	
847.018326	92	8	0.420995342	0.02948915458	98.38798578	1.612014216	87.08987681	12.91012319	0.3344564124	-0.3344564124	0	0	-847.018326	0.02948915458	-2693.35913918247	
844.458326	92	8	0.4376083058	0.02856546224	98.33572616	1.664273838	86.75919364	13.24080636	0.3319652039	-0.3319652039	0	0	-844.458326	0.02856546224	-2860.66273142261	
841.898326	92	8	0.45325522	0.02769607338	98.28314589	1.716854112	86.43093938	13.56906062	0.3295273579	-0.3295273579	0	0	-841.898326	0.02769607338	-3035.79343911127	
839.338326	92	8	0.4680180225	0.02687603701	98.23024029	1.769759708	86.10506766	13.89493234	0.3271360033	-0.3271360033	0	0	-839.338326	0.02687603701	-3215.93412792071	
836.778326	92	8	0.4819697118	0.02610141621	98.17700472	1.822995275	85.78153274	14.21846726	0.3247905127	-0.3247905127	0	0	-836.778326	0.02610141621	-3401.92771537631	
834.218326	92	8	0.495175529	0.02536868188	98.12343454	1.876565456	85.46028954	14.53971046	0.3224902569	-0.3224902569	0	0	-834.218326	0.02536868188	-3593.84245174342	
831.658326	92	8	0.5076939554	0.02467465817	98.06952512	1.930474883	85.14129361	14.85870639	0.3202345761	-0.3202345761	0	0	-831.658326	0.02467465817	-3791.74137561147	
829.098326	92	8	0.5195775615	0.02401647972	98.01527181	1.984728186	84.82450121	15.17549879	0.3180227897	-0.3180227897	0	0	-829.098326	0.02401647972	-3995.68910408839	
826.538326	92	8	0.530873731	0.02339155473	97.96067001	2.039329993	84.50986927	15.49013073	0.3158542017	-0.3158542017	0	0	-826.538326	0.02339155473	-4205.75102153948	
823.978326	92	8	0.5416252819	0.0227975331	97.90571507	2.094284932	84.19735545	15.80264455	0.3137281041	-0.3137281041	0	0	-823.978326	0.0227975331	-4421.99317499384	
821.418326	92	8	0.5518709999	0.02223227896	97.85040237	2.149597634	83.88691811	16.11308189	0.3116437801	-0.3116437801	0	0	-821.418326	0.02223227896	-4644.48243354103	
818.858326	92	8	0.5616461002	0.02169384687	97.79472726	2.205272737	83.57851635	16.42148365	0.3096005077	-0.3096005077	0	0	-818.858326	0.02169384687	-4873.28657045943	
816.298326	92	8	0.5709826265	0.02118046113	97.73868511	2.261314885	83.27210998	16.72789002	0.3075975618	-0.3075975618	0	0	-816.298326	0.02118046113	-5108.47416422312	
