T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(SI@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(SI@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(SI@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(SI@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI					
860.8911151	85	7	8	0	0		98.26742495	0.7526889603	0.9798860909				85	7	8	0.001813187791	-0.000853788225	-0.0009593995658				0.001813187791	-0.000853788225	-0.0009593995658	-860.8911151	0			
860.8811151	85	7	8	0.0001424006511	0.0001368461904		98.2671705	0.7527958688	0.980033636				84.99818636	7.00085399	8.000959646	0.003626756926	-0.001707759588	-0.001918997338				0	0	0	-860.8811151	0.0001368461904			
860.8611151	85	7	8	0.0004267076788	0.000273289588		98.26666139	0.7530098172	0.9803287886				84.99455969	7.002561716	8.002878596	0.005439154367	-0.002561188013	-0.002877966354				0	0	0	-860.8611151	0.000273289588			
860.8211151	85	7	8	0.0009946988664	0.0005461292583		98.26564325	0.7534376166	0.9809191286				84.9873091	7.005975892	8.006715007	0.009063750885	-0.004267972608	-0.004795778277				0	0	0	-860.8211151	0.0005461292583			
860.7411151	85	7	8	0.002128946189	0.001091089921		98.26360667	0.7542933333	0.9820999997				84.97280925	7.012803727	8.014387025	0.01631248217	-0.007681408959	-0.008631073206				0	0	0	-860.7411151	0.001091089921			
860.5811151	85	7	8	0.004389973581	0.002177366177		98.25953232	0.7560051153	0.9844625651				84.94382245	7.026453754	8.029723798	0.03079835021	-0.01450316021	-0.01629519				0	0	0	-860.5811151	0.002177366177			
860.2611151	85	7	8	0.008882375779	0.004335592636		98.25137893	0.7594300796	0.9891909933				84.88590045	7.053731247	8.060368307	0.05973139113	-0.02812979359	-0.03160159754				0	0	0	-860.2611151	0.004335592636			
859.6211151	85	7	8	0.01774096122	0.008588133025		98.23505333	0.7662856953	0.9986609783				84.77026278	7.10819654	8.121540678	0.1174429775	-0.05531570934	-0.06212726815				0	0	0	-859.6211151	0.008588133025			
858.3411151	85	7	8	0.03498863234	0.01686742115		98.20232591	0.7800200595	1.017654032				84.53980957	7.216768744	8.243421687	0.2322510731	-0.1094194415	-0.1228316315				0	0	0	-858.3411151	0.01686742115			
