T	w(AL)	w(CU)	fs	fw(@FCC_A1#1)	fw(@FCC_A1#2)	w(AL@FCC_A1#1)	w(CU@FCC_A1#1)	w(AL@FCC_A1#2)	w(CU@FCC_A1#2)	w(AL@LIQUID)	w(CU@LIQUID)	dwdT_L(AL@FCC_A1#1)	dwdT_L(CU@FCC_A1#1)	dwdT_L(AL@FCC_A1#2)	dwdT_L(CU@FCC_A1#2)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	-T	fw(@FCC_A1#1)_1	fw(@FCC_A1#2)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	kg/kg	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI					
925.6155047	97	3	0	0		99.70566272	0.2943372819			97	3	0.00378208771	-0.00378208771			0.00378208771	-0.00378208771	-925.6155047	0			
925.6055047	97	3	0.001418285996	0.001396169614		99.70528477	0.2947152286			96.99621798	3.003782022	0.007563988903	-0.007563988903			0	0	-925.6055047	0.001396169614			
925.5855047	97	3	0.004244576018	0.002785893947		99.70452885	0.2954711459			96.98865422	3.011345781	0.01134562856	-0.01134562856			0	0	-925.5855047	0.002785893947			
925.5455047	97	3	0.00985472858	0.005545447737		99.70301691	0.2969830919			96.97352742	3.02647258	0.01890795365	-0.01890795365			0	0	-925.5455047	0.005545447737			
925.4655047	97	3	0.02089247277	0.01097241611		99.69999263	0.3000073702			96.94327951	3.056720489	0.03402836133	-0.03402836133			0	0	-925.4655047	0.01097241611			
925.3055047	97	3	0.04229513834	0.02151278279		99.69394237	0.3060576312			96.88280332	3.117196678	0.06425496828	-0.06425496828			0	0	-925.3055047	0.02151278279			
924.9855047	97	3	0.0825886599	0.04139417638		99.6818351	0.3181649033			96.76193088	3.238069117	0.124647762	-0.124647762			0	0	-924.9855047	0.04139417638			
924.3455047	97	3	0.1543886139	0.07695708115		99.65759338	0.3424066221			96.52051009	3.479489911	0.2451894668	-0.2451894668			0	0	-924.3455047	0.07695708115			
923.0655047	97	3	0.2705118945	0.1348787351		99.60899885	0.3910011454			96.03899174	3.961008257	0.4852725748	-0.4852725748			0	0	-923.0655047	0.1348787351			
921.7855047	97	3	0.3597890287	0.1198973589		99.56025254	0.4397474619			95.55929529	4.440704707	0.483436711	-0.483436711			0	0	-921.7855047	0.1198973589			
920.5055047	97	3	0.4304548927	0.1078619486		99.51134926	0.488650743			95.08148608	4.918513922	0.4815344755	-0.4815344755			0	0	-920.5055047	0.1078619486			
919.2255047	97	3	0.4877068348	0.0979805166		99.4622839	0.5377161033			94.6056315	5.394368503	0.4795643127	-0.4795643127			0	0	-919.2255047	0.0979805166			
917.9455047	97	3	0.5349820021	0.08972016973		99.4130511	0.5869489037			94.13179836	5.868201637	0.4775268182	-0.4775268182			0	0	-917.9455047	0.08972016973			
916.6655047	97	3	0.5746421251	0.08271038579		99.36364529	0.636354706			93.66005325	6.339946753	0.4754222458	-0.4754222458			0	0	-916.6655047	0.08271038579			
915.3855047	97	3	0.6083623033	0.07668558849		99.31406072	0.6859392771			93.19046232	6.809537677	0.4732509927	-0.4732509927			0	0	-915.3855047	0.07668558849			
914.1055047	97	3	0.6373628242	0.07145044828		99.26429141	0.7357085943			92.72309123	7.276908771	0.4710136043	-0.4710136043			0	0	-914.1055047	0.07145044828			
912.8255047	97	3	0.6625531948	0.06685809953		99.21433115	0.7856688501			92.25800491	7.741995087	0.4687107759	-0.4687107759			0	0	-912.8255047	0.06685809953			
911.5455047	97	3	0.6846248149	0.0627959909		99.16417354	0.8358264578			91.79526748	8.204732517	0.4663433534	-0.4663433534			0	0	-911.5455047	0.0627959909			
910.2655047	97	3	0.7041124278	0.05917642012		99.11381194	0.8861880566			91.33494206	8.665057936	0.463912331	-0.463912331			0	0	-910.2655047	0.05917642012			
908.9855047	97	3	0.7214359511	0.05593003808		99.06323948	0.9367605176			90.87709065	9.122909354	0.46141885	-0.46141885			0	0	-908.9855047	0.05593003808			
907.7055047	97	3	0.7369296137	0.05300128946		99.01244905	0.9875509496			90.42177395	9.578226055	0.4588641948	-0.4588641948			0	0	-907.7055047	0.05300128946			
905.1455047	97	3	0.7635262859	0.09613185289		98.91018459	1.089815412			89.51897973	10.48102027	0.9062998718	-0.9062998718			0	0	-905.1455047	0.09613185289			
902.5855047	97	3	0.7854245164	0.08762008379		98.80695679	1.193043214			88.62701597	11.37298403	0.8954266998	-0.8954266998			0	0	-902.5855047	0.08762008379			
900.0255047	97	3	0.8037427792	0.08038326086		98.70269943	1.297300574			87.74630783	12.25369217	0.8841263537	-0.8841263537			0	0	-900.0255047	0.08038326086			
897.4655047	97	3	0.8192730381	0.07415125453		98.597342	1.402658004			86.87724992	13.12275008	0.8724299285	-0.8724299285			0	0	-897.4655047	0.07415125453			
894.9055047	97	3	0.8325913832	0.06872559259		98.49080919	1.509190807			86.02020113	13.97979887	0.8603732718	-0.8603732718			0	0	-894.9055047	0.06872559259			
892.3455047	97	3	0.8441266647	0.06395736428		98.38302067	1.61697933			85.17548265	14.82451735	0.8479942787	-0.8479942787			0	0	-892.3455047	0.06395736428			
889.7855047	97	3	0.8542045652	0.05973270064		98.2738907	1.726109302			84.343376	15.656624	0.8353327211	-0.8353327211			0	0	-889.7855047	0.05973270064			
887.2255047	97	3	0.8630767682	0.05596304892		98.16332778	1.836672215			83.52412187	16.47587813	0.8224296305	-0.8224296305			0	0	-887.2255047	0.05596304892			
884.6655047	97	3	0.87094078	0.05257850796		98.05123424	1.948765763			82.71791941	17.28208059	0.809326687	-0.809326687			0	0	-884.6655047	0.05257850796			
882.1055047	97	3	0.877953717	0.04952315704		97.93750566	2.062494336			81.9249262	18.0750738	0.7960656147	-0.7960656147			0	0	-882.1055047	0.04952315704			
879.5455047	97	3	0.8842420944	0.04675171637		97.82203042	2.177969584			81.14525872	18.85474128	0.7826877054	-0.7826877054			0	0	-879.5455047	0.04675171637			
876.9855047	97	3	0.8899089043	0.04422711708		97.70468893	2.295311068			80.37899332	19.62100668	0.7692332124	-0.7692332124			0	0	-876.9855047	0.04422711708			
874.4255047	97	3	0.8950388205	0.04191870527		97.58535301	2.414646993			79.62616766	20.37383234	0.7557409941	-0.7557409941			0	0	-874.4255047	0.04191870527			
871.8655047	97	3	0.8997020813	0.03980089594		97.46388493	2.536115067			78.88678245	21.11321755	0.7422481277	-0.7422481277			0	0	-871.8655047	0.03980089594			
869.3055047	97	3	0.9039574264	0.03785215117		97.34013653	2.659863473			78.16080352	21.83919648	0.728789615	-0.728789615			0	0	-869.3055047	0.03785215117			
