T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@FCC_A1)	dwdT_L(CU@FCC_A1)	dwdT_L(SI@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI				
863.2205675	87	4	9	0	0	98.48810245	0.4234161234	1.08848143	87	4	9	0.001636710271	-0.0005095573833	-0.001127152887	0.001636710271	-0.0005095573833	-0.001127152887	-863.2205675	0	34.7990291434573	
863.2105675	87	4	9	0.0001461381841	0.0001426502991	98.48787345	0.4234776975	1.088648854	86.99836292	4.000509665	9.001127413	0.003273730757	-0.001019214123	-0.002254516634	0	0	0	-863.2105675	0.0001426502991	105.403971664564	
863.1905675	87	4	9	0.0004379203624	0.0002848923381	98.48741536	0.4236008989	1.088983744	86.99508926	4.001528862	9.003381882	0.004909785659	-0.00152857716	-0.003381208499	0	0	0	-863.1905675	0.0002848923381	140.614421399156	
863.1505675	87	4	9	0.001020845453	0.0005693217268	98.48649918	0.4238472544	1.089653568	86.98854422	4.003566562	9.007889215	0.008181712089	-0.002547262749	-0.00563444934	0	0	0	-863.1505675	0.0005693217268	140.698141728529	
863.0705675	87	4	9	0.002184848495	0.001137385115	98.48466656	0.4243400308	1.090993414	86.97545531	4.007641686	9.016903007	0.01472514214	-0.004584568709	-0.01014057343	0	0	0	-863.0705675	0.001137385115	140.990107601459	
862.9105675	87	4	9	0.004504980911	0.00226964335	98.4810003	0.4253257589	1.09367394	86.94928837	4.015788883	9.034922752	0.02780225854	-0.008656412583	-0.01914584596	0	0	0	-862.9105675	0.00226964335	141.631407834273	
862.5905675	87	4	9	0.009113986545	0.004518905762	98.47366374	0.4272979201	1.099038336	86.89699801	4.03207109	9.070930905	0.05392385574	-0.01679100073	-0.03713285501	0	0	0	-862.5905675	0.004518905762	143.005053260284	
861.9505675	87	4	9	0.01819906486	0.00894934648	98.45897442	0.4312451253	1.109780453	86.79259126	4.064587201	9.142821535	0.1060368061	-0.03302386316	-0.07301294297	0	0	0	-861.9505675	0.00894934648	145.821007805663	
860.6705675	87	4	9	0.03587506629	0.01757011226	98.42953024	0.4391512485	1.131318508	86.58447055	4.12942628	9.286103175	0.2097445749	-0.06534515712	-0.1443994178	0	0	0	-860.6705675	0.01757011226	151.363669759191	
858.1105675	87	4	9	0.06937041424	0.03389388419	98.37037567	0.4550122294	1.174612105	86.17097357	4.258339556	9.570686877	0.4151054064	-0.1294150376	-0.2856903688	0	0	0	-858.1105675	0.03389388419	-2254.34146549607	
855.5505675	87	4	9	0.1005474437	0.03265826085	98.31086009	0.4709377028	1.218202204	85.76112092	4.386205386	9.852673691	0.4114470543	-0.128363606	-0.2830834484	0	0	0	-855.5505675	0.03265826085	-2145.80234082958	
852.9905675	87	4	9	0.1296357904	0.03150250184	98.25097383	0.4869319072	1.262094265	85.35486112	4.51303779	10.13210109	0.4078402803	-0.1273261689	-0.2805141114	0	0	0	-852.9905675	0.03150250184	-2292.44075701092	
850.4305675	87	4	9	0.1568367605	0.03042003817	98.19070706	0.502999162	1.306293774	84.95214352	4.638850544	10.40900594	0.4042843397	-0.1263025601	-0.2779817795	0	0	0	-850.4305675	0.03042003817	-2445.17335923435	
847.8705675	87	4	9	0.1823268608	0.02940433645	98.13004988	0.5191438727	1.350806249	84.55291694	4.763657653	10.6834254	0.4007797816	-0.1252930118	-0.2754867698	0	0	0	-847.8705675	0.02940433645	-2603.4018719684	
845.3105675	87	4	9	0.2062614763	0.02844961038	98.06899224	0.5353705299	1.395637234	84.15712989	4.887473278	10.95539683	0.3973269268	-0.1242976808	-0.273029246	0	0	0	-845.3105675	0.02844961038	-2767.18791066498	
842.7505675	87	4	9	0.2287779196	0.02755072165	98.00752398	0.5516837136	1.440792304	83.76473066	5.010311695	11.22495765	0.3939259659	-0.1233166804	-0.2706092855	0	0	0	-842.7505675	0.02755072165	-2936.60026391635	
840.1905675	87	4	9	0.2499979678	0.02670309145	97.94563484	0.5680880974	1.486277067	83.37566749	5.13218725	11.49214526	0.390576972	-0.1223500837	-0.2682268883	0	0	0	-840.1905675	0.02670309145	-3111.70892011024	
837.6305675	87	4	9	0.2700299867	0.02590262622	97.88331437	0.5845884529	1.532097174	82.98988866	5.253114329	11.75699701	0.3872799124	-0.1213979283	-0.2658819842	0	0	0	-837.6305675	0.02590262622	-3292.58496934463	
835.0705675	87	4	9	0.2889707152	0.02514565485	97.82055202	0.6011896549	1.578258323	82.60734255	5.373107323	12.01955013	0.3840346601	-0.1204602192	-0.263574441	0	0	0	-835.0705675	0.02514565485	-3479.300747724	
832.5105675	87	4	9	0.306906775	0.02442887556	97.75733705	0.6178966869	1.624766259	82.22797777	5.492180596	12.27984164	0.3808410034	-0.1195369325	-0.2613040709	0	0	0	-832.5105675	0.02442887556	-3671.92972951955	
829.9505675	87	4	9	0.3239159507	0.02374931046	97.69365857	0.6347146462	1.671626784	81.8517432	5.610348468	12.53790833	0.3776986551	-0.1186280185	-0.2590706367	0	0	0	-829.9505675	0.02374931046	-3872.71249830605	
827.3905675	87	4	9	0.3400687266	0.02310493542	97.62950404	0.6516491637	1.718846795	81.47858164	5.727627348	12.79379101	0.3746072599	-0.1177334035	-0.2568738565	0	0	0	-827.3905675	0.02310493542	-4075.61629179805	
824.8305675	87	4	9	0.3554275686	0.02249153415	97.56486513	0.6687047624	1.766430105	81.10845593	5.8440271	13.04751697	0.3715600439	-0.116850996	-0.2547090479	0	0	0	-824.8305675	0.02249153415	-4284.55566719484	
822.2705675	87	4	9	0.3700499982	0.02190841399	97.49972888	0.6858873278	1.814383794	80.74130943	5.959563882	13.29912668	0.3685696329	-0.1159847963	-0.2525848366	0	0	0	-822.2705675	0.02190841399	-4502.95029251936	
819.7105675	87	4	9	0.3839879242	0.02135314033	97.43408358	0.7032024798	1.86271394	80.37709276	6.074251613	13.54865562	0.3656287778	-0.1151325579	-0.2504962199	0	0	0	-819.7105675	0.02135314033	-4726.29895323227	
817.1505675	87	4	9	0.3972885372	0.02082386791	97.36791732	0.7206559844	1.911426695	80.01575709	6.188104058	13.79613885	0.3627369089	-0.1142941316	-0.2484427774	0	0	0	-817.1505675	0.02082386791	-4956.02350393729	
814.5905675	87	4	9	0.4099948321	0.02031891128	97.30121794	0.7382537642	1.960528299	79.65725418	6.301134834	14.04161099	0.3598934527	-0.1134693647	-0.2464240881	0	0	0	-814.5905675	0.02031891128	-5192.21433405753	
812.0305675	87	4	9	0.4221460603	0.01983672608	97.23397301	0.7560019067	2.010025085	79.30153637	6.413357387	14.28510624	0.3570978008	-0.1126580918	-0.244439709	0	0	0	-812.0305675	0.01983672608	-5434.95620334072	
809.4705675	87	4	9	0.4337781266	0.01937589478	97.16616985	0.7739066725	2.059923479	78.94855667	6.524784991	14.52665834	0.3543493199	-0.1118601379	-0.2424891821	0	0	0	-809.4705675	0.01937589478	-5684.33637745408	
806.9105675	87	4	9	0.4449239356	0.01893511394	97.09779548	0.7919745056	2.110230011	78.59826872	6.635430737	14.76630054	0.3516473565	-0.1110753192	-0.2405720373	0	0	0	-806.9105675	0.01893511394	-5940.44475709999	
804.3505675	87	4	9	0.4556136967	0.01851318311	97.02883664	0.8102120423	2.160951319	78.25062684	6.745307524	15.00406564	0.3489912403	-0.1103034453	-0.238687795	0	0	0	-804.3505675	0.01851318311	-6203.37345470251	
801.7905675	87	4	9	0.465875193	0.01810899481	96.95927972	0.8286261228	2.212094153	77.90558602	6.854428056	15.23998593	0.3463802877	-0.1095443193	-0.2368359683	0	0	0	-801.7905675	0.01810899481	-6473.21709999464	
799.2305675	87	4	9	0.4757340185	0.01772152584	96.88911082	0.847223801	2.263665384	77.56310195	6.962804835	15.47409322	0.3438138047	-0.1087977395	-0.2350160653	0	0	0	-799.2305675	0.01772152584	-6750.07345088539	
796.6705675	87	4	9	0.4852137878	0.01734982944	96.81831564	0.866012357	2.315672008	77.22313102	7.070450156	15.70641882	0.34129109	-0.1080634995	-0.2332275905	0	0	0	-796.6705675	0.01734982944	-7034.04323881244	
794.1105675	87	4	9	0.4943363234	0.01699302836	96.74687954	0.8849993093	2.368121153	76.88563033	7.177376108	15.93699357	0.3388114371	-0.1073413899	-0.2314700472	0	0	0	-794.1105675	0.01699302836	-7325.2340233753	
791.5505675	87	4	9	0.5031218209	0.01665030895	96.67478749	0.9041924271	2.421020086	76.55055767	7.283594563	16.16584777	0.3363741373	-0.1066311984	-0.2297429389	0	0	0	-791.5505675	0.01665030895	-7623.74657743316	
788.9905675	87	4	9	0.5115889971	0.01632091442	96.60202404	0.9235997451	2.474376219	76.21787156	7.389117184	16.39301126	0.3339784796	-0.1059327102	-0.2280457695	0	0	0	-788.9905675	0.01632091442	-7929.69375883967	
786.4305675	87	4	9	0.5197552221	0.01600414168	96.52857331	0.9432295772	2.528197117	75.88753121	7.493955417	16.61851337	0.3316237547	-0.1052457088	-0.2263780459	0	0	0	-786.4305675	0.01600414168	-8243.1978873543	
783.8705675	87	4	9	0.5276366378	0.01569933565	96.45441896	0.9630905323	2.582490504	75.55949654	7.59812049	16.84238297	0.3293092557	-0.1045699769	-0.2247392788	0	0	0	-783.8705675	0.01569933565	-8564.37700765322	
781.3105675	87	4	9	0.535248264	0.01540588557	96.3795442	0.9831915303	2.637264274	75.23372819	7.701623414	17.0646484	0.3270342795	-0.1039052962	-0.2231289834	0	0	0	-781.3105675	0.01540588557	-8893.35780209887	
778.7505675	87	4	9	0.5426040935	0.01512322137	96.30393144	1.00354193	2.692526632	74.91018745	7.804474982	17.28533756	0.3247981284	-0.103251448	-0.2215466804	0	0	0	-778.7505675	0.01512322137	-9230.27209706072	
776.1905675	87	4	9	0.549717178	0.01485081037	96.22756333	1.024151111	2.748285561	74.58883635	7.906685769	17.50447788	0.3226001105	-0.1026082135	-0.219991897	0	0	0	-776.1905675	0.01485081037	-9575.25867731824	
773.6305675	87	4	9	0.5565997059	0.01458815439	96.15042122	1.04502914	2.804549638	74.26963758	8.008266132	17.72209629	0.3204395475	-0.101975376	-0.2184641714	0	0	0	-773.6305675	0.01458815439	-9928.46324560511	
