T	w(AL)	w(MG)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	SI	SI				
902.952305	94	6	0	0	98.08823954	1.911760456	94	6	0.001935786003	-0.001935786003	-902.952305	0	10.5185009537458	
902.942305	94	6	0.0004713423605	0.0004734553201	98.08762379	1.912376209	93.99806413	6.001935874	0	0	-902.942305	0.0004734553201	31.7241334637058	
902.922305	94	6	0.001412899955	0.0009461562013	98.08639225	1.913607752	93.99419255	6.005807446	0	0	-902.922305	0.0009461562013	42.3343157478924	
902.882305	94	6	0.003291882996	0.001889936279	98.08392891	1.916071093	93.98644973	6.013550269	0	0	-902.882305	0.001889936279	42.4384810071646	
902.802305	94	6	0.007033096049	0.003770099566	98.07900268	1.920997323	93.97096661	6.029033394	0	0	-902.802305	0.003770099566	42.6560236593407	
902.642305	94	6	0.01445026171	0.007502531004	98.06915089	1.930849105	93.94000572	6.059994282	0	0	-902.642305	0.007502531004	43.1217865645067	
902.322305	94	6	0.02900844055	0.01483835123	98.0494502	1.950549801	93.87810968	6.121890318	0	0	-902.322305	0.01483835123	44.0862783574213	
901.682305	94	6	0.05710226669	0.02906453306	98.0100593	1.9899407	93.75441995	6.245580055	0	0	-901.682305	0.02906453306	45.9765899850549	
900.402305	94	6	0.1094961863	0.05582207359	97.93131704	2.068682961	93.50746017	6.492539827	0	0	-900.402305	0.05582207359	49.9745061631046	
897.842305	94	6	0.2011675108	0.1034257812	97.77396768	2.226032322	93.01529012	6.98470988	0	0	-897.842305	0.1034257812	-426.773844231867	
895.282305	94	6	0.277619364	0.09618826157	97.61675578	2.38324422	92.52557923	7.474420774	0	0	-895.282305	0.09618826157	-380.60523714358	
892.722305	94	6	0.3421781887	0.08985386005	97.45963023	2.540369771	92.03846717	7.961532825	0	0	-892.722305	0.08985386005	-432.730159710233	
890.162305	94	6	0.3972901861	0.08426383405	97.30254062	2.697459376	91.55408013	8.445919875	0	0	-890.162305	0.08426383405	-488.253494813512	
887.602305	94	6	0.4447902885	0.07929472992	97.14543717	2.854562832	91.07253086	8.92746914	0	0	-887.602305	0.07929472992	-547.205338949042	
885.042305	94	6	0.4860791295	0.07484915509	96.98827067	3.01172933	90.59391921	9.406080794	0	0	-885.042305	0.07484915509	-609.625899839675	
882.482305	94	6	0.5222424648	0.07084923442	96.83099252	3.169007476	90.1183325	9.881667504	0	0	-882.482305	0.07084923442	-675.562302417441	
879.922305	94	6	0.5541336155	0.06723194014	96.67355469	3.32644531	89.6458461	10.3541539	0	0	-879.922305	0.06723194014	-745.068164197842	
877.362305	94	6	0.5824315473	0.06394570155	96.51590966	3.484090341	89.176524	10.823476	0	0	-877.362305	0.06394570155	-818.203322019977	
874.802305	94	6	0.607682536	0.06094790338	96.35801043	3.641989574	88.71041942	11.28958058	0	0	-874.802305	0.06094790338	-895.033547016664	
872.242305	94	6	0.6303305504	0.05820301266	96.19981045	3.800189547	88.24757543	11.75242457	0	0	-872.242305	0.05820301266	-975.630256642857	
869.682305	94	6	0.6507397387	0.05568115733	96.04126363	3.958736371	87.78802562	12.21197438	0	0	-869.682305	0.05568115733	-1060.07025798831	
867.122305	94	6	0.6692112961	0.05335703459	95.88232423	4.117675771	87.33179475	12.66820525	0	0	-867.122305	0.05335703459	-1148.43551332934	
864.562305	94	6	0.6859962732	0.051209063	95.72294687	4.27705313	86.87889938	13.12110062	0	0	-864.562305	0.051209063	-1240.81293739473	
862.002305	94	6	0.7013054151	0.0492187172	95.56308646	4.436913537	86.42934854	13.57065146	0	0	-862.002305	0.0492187172	-1337.29428427604	
