T	w(AL)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	SI	SI				
890.1359859	93	7	0	0	99.13760492	0.8623950789	93	7	0.001499434206	-0.001499434206	-890.1359859	0	20.314429334675	
890.1259859	93	7	0.0002450727624	0.0002444710439	99.13739865	0.8626013538	92.99850022	7.001499784	0	0	-890.1259859	0.0002444710439	61.4948503285751	
890.1059859	93	7	0.0007344188518	0.0004882850955	99.13698608	0.8630139151	92.99550185	7.00449815	0	0	-890.1059859	0.0004882850955	82.0405604001914	
890.0659859	93	7	0.001711866032	0.0009757201211	99.13616091	0.8638390877	92.98950503	7.010494969	0	0	-890.0659859	0.0009757201211	82.1364191429709	
889.9859859	93	7	0.003661379072	0.00194795766	99.13451037	0.8654896275	92.97751384	7.022486158	0	0	-889.9859859	0.00194795766	82.4321279267288	
889.8259859	93	7	0.007539010203	0.003882054026	99.13120862	0.8687913774	92.95354125	7.046458746	0	0	-889.8259859	0.003882054026	83.0237564604349	
889.5059859	93	7	0.01520972298	0.007709209681	99.12460199	0.8753980109	92.90563521	7.094364795	0	0	-889.5059859	0.007709209681	84.3090722405173	
888.8659859	93	7	0.03019533089	0.01517992729	99.11137657	0.8886234329	92.80997991	7.190020094	0	0	-888.8659859	0.01517992729	86.9593738322836	
887.5859859	93	7	0.05886771799	0.02949220011	99.08487651	0.9151234911	92.61929163	7.380708374	0	0	-887.5859859	0.02949220011	92.2242126782286	
885.0259859	93	7	0.1115048069	0.05578872319	99.03167697	0.9683230324	92.2403876	7.759612403	0	0	-885.0259859	0.05578872319	-980.999714982476	
882.4659859	93	7	0.1585488052	0.05280766066	98.97820657	1.021793429	91.86474226	8.135257737	0	0	-882.4659859	0.05280766066	-906.370917125983	
879.9059859	93	7	0.200832434	0.05011133308	98.92445916	1.075540845	91.49230728	8.507692717	0	0	-879.9059859	0.05011133308	-1000.11220798165	
877.3459859	93	7	0.2390349235	0.04766415432	98.87042884	1.129571156	91.12303432	8.876965681	0	0	-877.3459859	0.04766415432	-1099.26849981888	
874.7859859	93	7	0.2737132664	0.04543365855	98.8161098	1.183890199	90.75687378	9.243126224	0	0	-874.7859859	0.04543365855	-1203.4032231411	
872.2259859	93	7	0.3053283731	0.04339275604	98.76149628	1.238503724	90.39377533	9.60622467	0	0	-872.2259859	0.04339275604	-1312.56003926212	
869.6659859	93	7	0.33426483	0.04151869077	98.7065826	1.293417404	90.03368813	9.966311872	0	0	-869.6659859	0.04151869077	-1426.79104458538	
867.1059859	93	7	0.3608459904	0.03979220598	98.65136316	1.348636841	89.67656097	10.32343903	0	0	-867.1059859	0.03979220598	-1546.14971932772	
864.5459859	93	7	0.3853456318	0.03819689541	98.59583243	1.404167566	89.32234245	10.67765755	0	0	-864.5459859	0.03819689541	-1670.69078572825	
861.9859859	93	7	0.4079970565	0.03671869396	98.53998495	1.460015054	88.97098114	11.02901886	0	0	-861.9859859	0.03671869396	-1800.47012898462	
859.4259859	93	7	0.429000265	0.03534547391	98.48381528	1.516184719	88.62242566	11.37757434	0	0	-859.4259859	0.03534547391	-1935.54468460876	
856.8659859	93	7	0.4485276611	0.03406672201	98.42731807	1.572681925	88.27662483	11.72337517	0	0	-856.8659859	0.03406672201	-2075.97232739989	
854.3059859	93	7	0.4667286272	0.03287327914	98.37048801	1.629511992	87.93352772	12.06647228	0	0	-854.3059859	0.03287327914	-2221.81186329685	
851.7459859	93	7	0.4837332209	0.03175712892	98.31331981	1.686680194	87.59308381	12.40691619	0	0	-851.7459859	0.03175712892	-2373.1229215558	
