T	w(AL)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	SI	SI				
869.4253964	90	10	0	0	98.70140615	1.298593846	90	10	0.001399667546	-0.001399667546	-869.4253964	0	30.7967282260588	
869.4153964	90	10	0.0001616076664	0.0001610403562	98.70119094	1.298809063	89.99859995	10.00140005	0	0	-869.4153964	0.0001610403562	93.39574421944	
869.3953964	90	10	0.0004842201291	0.0003215613343	98.70076049	1.299239512	89.99580113	10.00419887	0	0	-869.3953964	0.0003215613343	124.574548692532	
869.3553964	90	10	0.001128926858	0.0006427561441	98.69989953	1.300100469	89.99020327	10.00979673	0	0	-869.3553964	0.0006427561441	124.612648965148	
869.2753964	90	10	0.002415950886	0.001283948093	98.69817739	1.301822612	89.97900972	10.02099028	0	0	-869.2753964	0.001283948093	124.920050601191	
869.1153964	90	10	0.004980480576	0.002561660672	98.69473232	1.305267678	89.95663125	10.04336875	0	0	-869.1153964	0.002561660672	125.530274524711	
868.7953964	90	10	0.01007177873	0.005098548304	98.68783847	1.312161527	89.91190884	10.08809116	0	0	-868.7953964	0.005098548304	126.844281793435	
868.1553964	90	10	0.02009418998	0.01008949512	98.67403637	1.325963627	89.8226021	10.1773979	0	0	-868.1553964	0.01008949512	129.539091854521	
866.8753964	90	10	0.03954502063	0.01978082434	98.64637412	1.353625882	89.64453665	10.35546335	0	0	-866.8753964	0.01978082434	134.84526411007	
864.3153964	90	10	0.07622687569	0.03805788139	98.59081508	1.409184924	89.29057754	10.70942246	0	0	-864.3153964	0.03805788139	-1909.54681244125	
861.7553964	90	10	0.1101518756	0.03659086057	98.5349388	1.465061197	88.93947114	11.06052886	0	0	-861.7553964	0.03659086057	-1813.11372817617	
859.1953964	90	10	0.1416162207	0.03522656559	98.47873985	1.521260146	88.59116587	11.40883413	0	0	-859.1953964	0.03522656559	-1947.97775812675	
856.6353964	90	10	0.1708765185	0.03395585476	98.42221288	1.577787118	88.24561065	11.75438935	0	0	-856.6353964	0.03395585476	-2088.88601490958	
854.0753964	90	10	0.1981552158	0.0327696869	98.36535257	1.634647426	87.9027546	12.0972454	0	0	-854.0753964	0.0327696869	-2235.21594251924	
851.5153964	90	10	0.223646064	0.03166013954	98.30815366	1.691846343	87.5625472	12.4374528	0	0	-851.5153964	0.03166013954	-2387.02278152158	
848.9553964	90	10	0.2475185758	0.03062024595	98.2506109	1.749389102	87.2249384	12.7750616	0	0	-848.9553964	0.03062024595	-2545.83539772631	
846.3953964	90	10	0.2699223768	0.02964488338	98.19271791	1.807282091	86.88987307	13.11012693	0	0	-846.3953964	0.02964488338	-2707.65577349364	
843.8353964	90	10	0.2909876561	0.02872595213	98.13447197	1.865528029	86.55731383	13.44268617	0	0	-843.8353964	0.02872595213	-2874.98351313194	
841.2753964	90	10	0.3108311313	0.02786076821	98.07586667	1.924133333	86.22720619	13.77279381	0	0	-841.2753964	0.02786076821	-3050.08282497696	
838.7153964	90	10	0.3295561206	0.02704446918	98.01689687	1.983103131	85.8995024	14.1004976	0	0	-838.7153964	0.02704446918	-3230.20241779471	
836.1553964	90	10	0.3472547101	0.02627317831	97.95755747	2.042442527	85.57415538	14.42584462	0	0	-836.1553964	0.02627317831	-3416.16901008927	
833.5953964	90	10	0.3640092324	0.02554341795	97.89784339	2.102156609	85.25111876	14.74888124	0	0	-833.5953964	0.02554341795	-3608.05223530161	
831.0353964	90	10	0.3798935173	0.02485205654	97.83774954	2.162250456	84.9303469	15.0696531	0	0	-831.0353964	0.02485205654	-3805.91693259011	
828.4753964	90	10	0.3949739548	0.02419626698	97.77727086	2.222729135	84.61179488	15.38820512	0	0	-828.4753964	0.02419626698	-4009.82961857132	
825.9153964	90	10	0.409310404	0.02357349061	97.71640229	2.28359771	84.29541854	15.70458146	0	0	-825.9153964	0.02357349061	-4219.85769384831	
823.3553964	90	10	0.4229569724	0.02298140613	97.65513876	2.344861239	83.98117447	16.01882553	0	0	-823.3553964	0.02298140613	-4436.06934837848	
820.7953964	90	10	0.435962686	0.02241790276	97.59347522	2.406524781	83.66902003	16.33097997	0	0	-820.7953964	0.02241790276	-4658.53371697263	
818.2353964	90	10	0.448372069	0.02188105698	97.5314066	2.468593397	83.35891335	16.64108665	0	0	-818.2353964	0.02188105698	-4887.32115748208	
815.6753964	90	10	0.4602256458	0.02136911232	97.46892785	2.531072154	83.05081332	16.94918668	0	0	-815.6753964	0.02136911232	-5122.50280944741	
813.1153964	90	10	0.4715603777	0.02088046159	97.40603388	2.593966123	82.74467959	17.25532041	0	0	-813.1153964	0.02088046159	-5364.1510636146	
810.5553964	90	10	0.4824100437	0.02041363151	97.34271961	2.657280388	82.44047257	17.55952743	0	0	-810.5553964	0.02041363151	-5612.33957356538	
