T	w(AL)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	mole/mole	kg/kg	%	%	%	%	SI	SI				
883.3902994	92	8	0	0	98.99754424	1.002455764	92	8	0.001465579654	-0.001465579654	-883.3902994	0	23.6822072939031	
883.3802994	92	8	0.0002102098793	0.0002096197923	98.99733521	1.002664786	91.99853406	8.001465945	0	0	-883.3802994	0.0002096197923	71.7286304926289	
883.3602994	92	8	0.0006299186491	0.0004186424476	98.99691716	1.003082841	91.99560341	8.004396592	0	0	-883.3602994	0.0004186424476	95.685492379342	
883.3202994	92	8	0.001468431911	0.0008366604404	98.996081	1.003919003	91.98974198	8.010258025	0	0	-883.3202994	0.0008366604404	95.7650632085424	
883.2402994	92	8	0.003141468423	0.001670727817	98.99440847	1.005591535	91.97802147	8.02197853	0	0	-883.2402994	0.001670727817	96.0649069699565	
883.0802994	92	8	0.006471665143	0.003331128025	98.99106269	1.008937306	91.9545899	8.045410101	0	0	-883.0802994	0.003331128025	96.6631753414393	
882.7602994	92	8	0.01306921665	0.006621299937	98.98436782	1.015632178	91.90776448	8.09223552	0	0	-882.7602994	0.006621299937	97.9586192519474	
882.1202994	92	8	0.0259989794	0.01306459761	98.97096516	1.029034844	91.81426466	8.185735339	0	0	-882.1202994	0.01306459761	100.624155583207	
880.8402994	92	8	0.05088353548	0.02547719108	98.94410761	1.055892388	91.62786443	8.372135567	0	0	-880.8402994	0.02547719108	105.899425010959	
878.2802994	92	8	0.09707402939	0.04852801021	98.89018121	1.109818795	91.25744299	8.742557014	0	0	-878.2802994	0.04852801021	-1247.01856409254	
875.7202994	92	8	0.1389359992	0.04622439622	98.83596824	1.16403176	90.89015249	9.109847512	0	0	-875.7202994	0.04622439622	-1165.38667068621	
873.1602994	92	8	0.1770419604	0.04411716604	98.78146285	1.218537148	90.52594235	9.474057651	0	0	-873.1602994	0.04411716604	-1272.14207673694	
870.6002994	92	8	0.2118704521	0.04218461122	98.72665937	1.273340629	90.16476206	9.835237936	0	0	-870.6002994	0.04218461122	-1384.50923014665	
868.0402994	92	8	0.2438227531	0.04040630382	98.67155217	1.32844783	89.80656054	10.19343946	0	0	-868.0402994	0.04040630382	-1501.99019529813	
865.4802994	92	8	0.2732377757	0.03876486278	98.61613569	1.383864308	89.45128643	10.54871357	0	0	-865.4802994	0.03876486278	-1624.63344432305	
862.9202994	92	8	0.3004036654	0.03724542031	98.56040444	1.439595558	89.09888829	10.90111171	0	0	-862.9202994	0.03724542031	-1752.49445265041	
860.3602994	92	8	0.3255669133	0.03583518285	98.50435299	1.495647015	88.74931472	11.25068528	0	0	-860.3602994	0.03583518285	-1885.6297790214	
857.8002994	92	8	0.3489395803	0.03452308105	98.44797594	1.552024061	88.40251445	11.59748555	0	0	-857.8002994	0.03452308105	-2024.09695812488	
855.2402994	92	8	0.3707050725	0.0332994884	98.39126797	1.608732032	88.05843646	11.94156354	0	0	-855.2402994	0.0332994884	-2167.95446407258	
852.6802994	92	8	0.3910227969	0.03215599334	98.33422378	1.665776217	87.71703005	12.28296995	0	0	-852.6802994	0.03215599334	-2317.26163517967	
850.1202994	92	8	0.4100319404	0.03108521325	98.27683813	1.723161867	87.37824496	12.62175504	0	0	-850.1202994	0.03108521325	-2473.54417332821	
847.5602994	92	8	0.4278551383	0.03008172717	98.21910457	1.780895426	87.04202558	12.95797442	0	0	-847.5602994	0.03008172717	-2632.80641057485	
845.0002994	92	8	0.444598888	0.02913698143	98.16102046	1.838979537	86.70833479	13.29166521	0	0	-845.0002994	0.02913698143	-2797.55557116117	
842.4402994	92	8	0.4603585263	0.02824815087	98.10257932	1.897420677	86.37711754	13.62288246	0	0	-842.4402994	0.02824815087	-2970.04197095443	
839.8802994	92	8	0.4752183098	0.02741011452	98.04377602	1.956223982	86.04832577	13.95167423	0	0	-839.8802994	0.02741011452	-3147.5205981983	
837.3202994	92	8	0.4892532241	0.02661879674	97.98460544	2.015394564	85.72191212	14.27808788	0	0	-837.3202994	0.02661879674	-3330.81680702872	
834.7602994	92	8	0.5025302193	0.0258705464	97.92506248	2.074937519	85.39782988	14.60217012	0	0	-834.7602994	0.0258705464	-3519.99998352636	
832.2002994	92	8	0.5151092518	0.02516207986	97.86514207	2.134857929	85.07603307	14.92396693	0	0	-832.2002994	0.02516207986	-3715.13465745344	
829.6402994	92	8	0.5270441688	0.02449043629	97.80483913	2.195160866	84.75647646	15.24352354	0	0	-829.6402994	0.02449043629	-3916.2869907071	
827.0802994	92	8	0.5383834623	0.02385293902	97.74414861	2.255851395	84.43911552	15.56088448	0	0	-827.0802994	0.02385293902	-4123.52391102455	
824.5202994	92	8	0.5491709154	0.02324716229	97.68306542	2.316934576	84.12390652	15.87609348	0	0	-824.5202994	0.02324716229	-4336.91321402811	
821.9602994	92	8	0.5594461564	0.02267090261	97.62158453	2.378415469	83.81080645	16.18919355	0	0	-821.9602994	0.02267090261	-4556.52377147025	
819.4002994	92	8	0.5692451376	0.02212215396	97.55970087	2.440299133	83.4997731	16.5002269	0	0	-819.4002994	0.02212215396	-4782.42517961174	
816.8402994	92	8	0.5786005494	0.02159908615	97.49740937	2.502590631	83.19076501	16.80923499	0	0	-816.8402994	0.02159908615	-5014.68823985953	
814.2802994	92	8	0.5875421796	0.02110002613	97.43470497	2.565295032	82.88374149	17.11625851	0	0	-814.2802994	0.02110002613	-5253.38494270488	
811.7202994	92	8	0.5960972271	0.02062344148	97.37158259	2.628417415	82.5786626	17.4213374	0	0	-811.7202994	0.02062344148	-5498.58818069612	
809.1602994	92	8	0.6042905755	0.02016792601	97.30803713	2.691962867	82.27548918	17.72451082	0	0	-809.1602994	0.02016792601	-5750.37229157163	
806.6002994	92	8	0.6121450325	0.01973218711	97.24406351	2.75593649	81.9741828	18.0258172	0	0	-806.6002994	0.01973218711	-6008.81289076255	
804.0402994	92	8	0.6196815413	0.01931503454	97.1796566	2.820343401	81.67470578	18.32529422	0	0	-804.0402994	0.01931503454	-6273.98724222176	
801.4802994	92	8	0.6269193659	0.0189153706	97.11481127	2.885188732	81.37702118	18.62297882	0	0	-801.4802994	0.0189153706	-6545.97380551456	
798.9202994	92	8	0.6338762551	0.01853218128	97.04952236	2.950477637	81.08109278	18.91890722	0	0	-798.9202994	0.01853218128	-6824.85270067574	
796.3602994	92	8	0.6405685882	0.01816452856	96.98378471	3.01621529	80.78688507	19.21311493	0	0	-796.3602994	0.01816452856	-7110.7063180107	
793.8002994	92	8	0.6470115034	0.01781154346	96.91759311	3.082406887	80.49436326	19.50563674	0	0	-793.8002994	0.01781154346	-7403.6182656074	
791.2402994	92	8	0.6532190127	0.0174724198	96.85094235	3.14905765	80.20349321	19.79650679	0	0	-791.2402994	0.0174724198	-7703.6742834857	
788.6802994	92	8	0.6592041045	0.01714640873	96.78382717	3.216172827	79.9142415	20.0857585	0	0	-788.6802994	0.01714640873	-8010.96252834101	
786.1202994	92	8	0.6649788342	0.01683281374	96.7162423	3.283757696	79.62657535	20.37342465	0	0	-786.1202994	0.01683281374	-8325.57302477874	
783.5602994	92	8	0.670554407	0.0165309862	96.64818244	3.351817563	79.34046264	20.65953736	0	0	-783.5602994	0.0165309862	-8647.59865165929	
781.0002994	92	8	0.6759412502	0.01624032139	96.57964223	3.420357767	79.05587189	20.94412811	0	0	-781.0002994	0.01624032139	-8977.13416803286	
778.4402994	92	8	0.6811490801	0.01596025481	96.51061632	3.489383681	78.77277223	21.22722777	0	0	-778.4402994	0.01596025481	-9314.27756565936	
775.8802994	92	8	0.6861869607	0.01569025902	96.44109929	3.55890071	78.49113342	21.50886658	0	0	-775.8802994	0.01569025902	-9659.1295474994	
773.3202994	92	8	0.6910633574	0.01542984059	96.3710857	3.6289143	78.21092581	21.78907419	0	0	-773.3202994	0.01542984059	-10011.7936128531	
770.7602994	92	8	0.6957861858	0.0151785375	96.30057007	3.699429931	77.93212032	22.06787968	0	0	-770.7602994	0.0151785375	-10372.3768694748	
768.2002994	92	8	0.7003628548	0.01493591667	96.22954687	3.770453125	77.65468845	22.34531155	0	0	-768.2002994	0.01493591667	-10740.9893513664	
765.6402994	92	8	0.7048003069	0.01470157177	96.15801056	3.841989445	77.37860226	22.62139774	0	0	-765.6402994	0.01470157177	-11117.7448926506	
763.0802994	92	8	0.7091050537	0.01447512121	96.08595551	3.914044494	77.10383435	22.89616565	0	0	-763.0802994	0.01447512121	-11502.7618903599	
760.5202994	92	8	0.713283209	0.01425620634	96.01337608	3.986623922	76.83035784	23.16964216	0	0	-760.5202994	0.01425620634	-11896.1613935549	
757.9602994	92	8	0.7173405186	0.0140444897	95.94026658	4.059733423	76.55814638	23.44185362	0	0	-757.9602994	0.0140444897	-12298.0693720647	
755.4002994	92	8	0.7212823873	0.01383965359	95.86662126	4.133378737	76.28717411	23.71282589	0	0	-755.4002994	0.01383965359	-12708.6167146924	
752.8402994	92	8	0.7251139038	0.0136413986	95.79243435	4.207565653	76.01741567	23.98258433	0	0	-752.8402994	0.0136413986	-13127.9380114764	
750.2802994	92	8	0.7288398636	0.01344944236	95.71769999	4.282300007	75.74884616	24.25115384	0	0	-750.2802994	0.01344944236	-13556.1746949686	
747.7202994	92	8	0.7324647894	0.01326351839	95.64241231	4.357587689	75.48144117	24.51855883	0	0	-747.7202994	0.01326351839	-13993.471460223	
745.1602994	92	8	0.7359929505	0.01308337494	95.56656536	4.433434639	75.21517671	24.78482329	0	0	-745.1602994	0.01308337494	-14439.979759096	
742.6002994	92	8	0.7394283799	0.0129087741	95.49015315	4.509846851	74.95002926	25.04997074	0	0	-742.6002994	0.0129087741	-14895.8572767221	
740.0402994	92	8	0.7427748908	0.0127394908	95.41316963	4.586830371	74.68597572	25.31402428	0	0	-740.0402994	0.0127394908	-15361.2669869622	
737.4802994	92	8	0.7460360911	0.01257531202	95.3356087	4.664391303	74.42299339	25.57700661	0	0	-737.4802994	0.01257531202	-15836.3791062919	
734.9202994	92	8	0.7492153968	0.01241603598	95.25746419	4.742535809	74.16105998	25.83894002	0	0	-734.9202994	0.01241603598	-16321.3708817804	
