T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI	SI				
854.2778837	85	5	10	0	0	98.16150548	0.8497310374	0.9887634788	85	5	10	0.001949518004	-0.0006147526154	-0.001334765389	-854.2778837	0	33.5409167651045	
854.2678837	85	5	10	0.0001480930964	0.0001482240052	98.16135577	0.8497545578	0.9888896722	84.9980511	5.000614599	10.0013343	0	0	0	-854.2678837	0.0001482240052	101.389993872451	
854.2478837	85	5	10	0.0004438551641	0.0002961118716	98.16105638	0.8498015497	0.989142066	84.99415272	5.001843908	10.00400337	0	0	0	-854.2478837	0.0002961118716	135.198803543018	
854.2078837	85	5	10	0.001035125984	0.0005921425179	98.16045777	0.8498953463	0.9896468797	84.98635298	5.00430353	10.00934349	0	0	0	-854.2078837	0.0005921425179	135.22940987541	
854.1278837	85	5	10	0.002215589295	0.001182786334	98.15926105	0.8500824324	0.9906565186	84.97075545	5.009222422	10.02002213	0	0	0	-854.1278837	0.001182786334	135.567470120426	
853.9678837	85	5	10	0.004569106694	0.002360894904	98.15687016	0.8504540411	0.9926757943	84.93955738	5.01906215	10.04138047	0	0	0	-853.9678837	0.002360894904	136.081241662505	
853.6478837	85	5	10	0.009246705381	0.004703180351	98.1520982	0.8511873563	0.9967144405	84.87714911	5.038749403	10.08410148	0	0	0	-853.6478837	0.004703180351	137.24423162103	
853.0078837	85	5	10	0.01847570646	0.009324836859	98.14259361	0.8526139508	1.004792438	84.75228638	5.078151944	10.16956167	0	0	0	-853.0078837	0.009324836859	139.625869449039	
851.7278837	85	5	10	0.03646518592	0.01834744569	98.12373922	0.8553100353	1.020950741	84.50236684	5.157079064	10.3405541	0	0	0	-851.7278837	0.01834744569	144.280365114678	
849.1678837	85	5	10	0.07067431273	0.03554228913	98.0866359	0.8600866324	1.053277464	84.00174186	5.315437121	10.68282102	0	0	0	-849.1678837	0.03554228913	-2570.30349957979	
846.6078837	85	5	10	0.1026779559	0.0344763969	98.05032126	0.8640462739	1.085632465	83.50010277	5.474384983	11.02551225	0	0	0	-846.6078837	0.0344763969	-2479.04328847076	
844.0478837	85	5	10	0.1326787974	0.03347318245	98.01476433	0.8672155938	1.118020072	82.99742463	5.633942499	11.36863287	0	0	0	-844.0478837	0.03347318245	-2633.09349052519	
841.4878837	85	5	10	0.1608567104	0.03252841222	97.9799348	0.8696207072	1.150444489	82.49368142	5.794128929	11.71218965	0	0	0	-841.4878837	0.03252841222	-2793.75736772821	
838.9278837	85	5	10	0.1873709982	0.03163738154	97.94580287	0.8712872281	1.182909904	81.98884507	5.95496312	12.05619181	0	0	0	-838.9278837	0.03163738154	-2960.02327685992	
836.3678837	85	5	10	0.2123632167	0.03079586795	97.91233925	0.8722402883	1.215420461	81.4828858	6.116463523	12.40065067	0	0	0	-836.3678837	0.03079586795	-3131.98312865841	
833.8078837	85	5	10	0.235959556	0.03000008228	97.87951518	0.8725045591	1.247980258	80.97577213	6.278648277	12.74557959	0	0	0	-833.8078837	0.03000008228	-3309.75244633265	
831.2478837	85	5	10	0.2582728521	0.02924661437	97.84730239	0.8721042706	1.280593337	80.46747091	6.441535275	13.09099381	0	0	0	-831.2478837	0.02924661437	-3493.45252158929	
828.6878837	85	5	10	0.279404291	0.02853238668	97.81567309	0.8710632275	1.313263678	79.95794739	6.605142233	13.43691038	0	0	0	-828.6878837	0.02853238668	-3683.21068881889	
826.1278837	85	5	10	0.2994448612	0.02785461464	97.78459998	0.8694048238	1.345995198	79.44716522	6.769486739	13.78334804	0	0	0	-826.1278837	0.02785461464	-3879.1607022623	
823.5678837	85	5	10	0.3184765942	0.02721077252	97.75405621	0.8671520547	1.378791739	78.93508653	6.93458631	14.13032716	0	0	0	-823.5678837	0.02721077252	-4081.44285335465	
821.0078837	85	5	10	0.3365736301	0.02659856394	97.7240154	0.8643275273	1.41165707	78.42167192	7.100458435	14.47786964	0	0	0	-821.0078837	0.02659856394	-4290.20440409326	
818.4478837	85	5	10	0.3538031351	0.02601589639	97.69445166	0.8609534696	1.444594875	77.90688053	7.267120614	14.82599885	0	0	0	-818.4478837	0.02601589639	-4505.59997795953	
815.8878837	85	5	10	0.3702260949	0.02546085904	97.66533951	0.8570517389	1.477608752	77.39067004	7.434590397	15.17473956	0	0	0	-815.8878837	0.02546085904	-4727.79196885383	
813.3278837	85	5	10	0.3858980024	0.02493170343	97.63665397	0.8526438279	1.510702206	76.8729967	7.602885417	15.52411788	0	0	0	-813.3278837	0.02493170343	-4956.95082589732	
810.7678837	85	5	10	0.4008694567	0.02442682652	97.60837048	0.8477508714	1.543878644	76.35381538	7.77202342	15.8741612	0	0	0	-810.7678837	0.02442682652	-5193.25558407083	
808.2078837	85	5	10	0.4151866856	0.02394475589	97.58046498	0.8423936506	1.577141367	75.83307955	7.942022294	16.22489815	0	0	0	-808.2078837	0.02394475589	-5436.89439887781	
805.6478837	85	5	10	0.4288920026	0.02348413667	97.55291384	0.836592598	1.610493565	75.31074134	8.112900092	16.57635857	0	0	0	-805.6478837	0.02348413667	-5688.06521222466	
803.0878837	85	5	10	0.4420242088	0.02304372007	97.52569389	0.8303678004	1.643938313	74.78675153	8.284675061	16.92857341	0	0	0	-803.0878837	0.02304372007	-5946.9758829386	
800.5278837	85	5	10	0.4546189462	0.02262235312	97.49878244	0.8237390027	1.677478559	74.26105956	8.457365658	17.28157478	0	0	0	-800.5278837	0.02262235312	-6213.84503474747	
797.9678837	85	5	10	0.4667090092	0.02221896971	97.47215727	0.8167256101	1.711117119	73.73361359	8.630990573	17.63539584	0	0	0	-797.9678837	0.02221896971	-6488.90278637184	
795.4078837	85	5	10	0.4783246207	0.02183258252	97.44579664	0.80934669	1.74485667	73.20436044	8.80556875	17.99007081	0	0	0	-795.4078837	0.02183258252	-6772.39138295934	
792.8478837	85	5	10	0.4894936765	0.02146227591	97.41967928	0.8016209744	1.778699742	72.67324566	8.981119401	18.34563494	0	0	0	-792.8478837	0.02146227591	-7064.56557951764	
790.2878837	85	5	10	0.5002419629	0.02110719947	97.39378443	0.7935668609	1.812648705	72.14021351	9.157662025	18.70212446	0	0	0	-790.2878837	0.02110719947	-7365.69362612883	
787.7278837	85	5	10	0.5105933499	0.02076656236	97.36809182	0.7852024139	1.846705763	71.60520696	9.335216424	19.05957661	0	0	0	-787.7278837	0.02076656236	-7676.05770886362	
785.1678837	85	5	10	0.5205699643	0.02043962811	97.34258169	0.7765453654	1.880872944	71.06816772	9.513802714	19.41802957	0	0	0	-785.1678837	0.02043962811	-7995.95520072327	
782.6078837	85	5	10	0.530192344	0.02012571009	97.3172348	0.7676131161	1.915152083	70.52903621	9.693441344	19.77752245	0	0	0	-782.6078837	0.02012571009	-8325.69871543857	
780.0478837	85	5	10	0.5394795768	0.01982416725	97.29203244	0.7584227351	1.94954482	69.98775159	9.874153107	20.1380953	0	0	0	-780.0478837	0.01982416725	-8665.61728632691	
777.4878837	85	5	10	0.5484494241	0.01953440046	97.26695646	0.748990961	1.984052578	69.44425174	10.05595915	20.49978911	0	0	0	-777.4878837	0.01953440046	-9016.05679091125	
774.9278837	85	5	10	0.5571184334	0.01925584902	97.24198924	0.7393342017	2.018676555	68.89847328	10.23888099	20.86264573	0	0	0	-774.9278837	0.01925584902	-9377.38062588152	
772.3678837	85	5	10	0.5655020386	0.01898798765	97.21711376	0.7294685345	2.053417705	68.35035157	10.42294051	21.22670792	0	0	0	-772.3678837	0.01898798765	-9749.97062483751	
769.8078837	85	5	10	0.5736146508	0.01873032364	97.19231357	0.719409706	2.088276729	67.79982067	10.60816001	21.59201932	0	0	0	-769.8078837	0.01873032364	-10134.2262840786	
767.2478837	85	5	10	0.581469741	0.01848239429	97.16757282	0.7091731325	2.123254049	67.24681341	10.79456214	21.95862445	0	0	0	-767.2478837	0.01848239429	-10530.566378517	
764.6878837	85	5	10	0.5890799141	0.01824376461	97.1428763	0.6987738993	2.158349798	66.69126132	10.98217	22.32656868	0	0	0	-764.6878837	0.01824376461	-10939.4286425747	
762.1278837	85	5	10	0.5964569763	0.01801402516	97.11820944	0.6882267609	2.193563796	66.13309469	11.17100707	22.69589824	0	0	0	-762.1278837	0.01801402516	-11361.2686611163	
759.5678837	85	5	10	0.6036119968	0.01779279008	97.09355833	0.6775461408	2.228895533	65.57224255	11.36109725	23.0666602	0	0	0	-759.5678837	0.01779279008	-11796.5597506353	
757.0078837	85	5	10	0.610555363	0.01757969529	97.06890973	0.6667461313	2.264344144	65.00863265	11.55246487	23.43890248	0	0	0	-757.0078837	0.01757969529	-12245.7922536969	
754.4478837	85	5	10	0.6172968314	0.01737439683	97.04425112	0.6558404938	2.299908383	64.44219154	11.74513467	23.81267379	0	0	0	-754.4478837	0.01737439683	-12709.4719044446	
751.8878837	85	5	10	0.6238455739	0.01717656932	97.01957074	0.644842658	2.335586606	63.87284451	11.93913181	24.18802368	0	0	0	-751.8878837	0.01717656932	-13188.1163526833	
749.3278837	85	5	10	0.6302102199	0.0169859045	96.99485754	0.6337657226	2.371376735	63.30051564	12.13448188	24.56500248	0	0	0	-749.3278837	0.0169859045	-13682.2522233641	
746.7678837	85	5	10	0.636398895	0.01680210991	96.97010131	0.6226224551	2.407276233	62.72512784	12.33121087	24.94366129	0	0	0	-746.7678837	0.01680210991	-14192.4101951556	
744.2078837	85	5	10	0.642419256	0.01662490761	96.94529264	0.6114252916	2.443282072	62.14660285	12.52934519	25.32405196	0	0	0	-744.2078837	0.01662490761	-14719.1223227913	
741.6478837	85	5	10	0.6482785234	0.01645403309	96.92042296	0.6001863378	2.479390703	61.56486128	12.72891164	25.70622709	0	0	0	-741.6478837	0.01645403309	-15262.9073466771	
739.0878837	85	5	10	0.653983511	0.01628923398	96.89548462	0.5889173685	2.515598014	60.97982266	12.9299374	26.09023993	0	0	0	-739.0878837	0.01628923398	-15824.2657229278	
736.5278837	85	5	10	0.6595406527	0.01613026917	96.87047088	0.5776298287	2.551899296	60.39140553	13.13245004	26.47614444	0	0	0	-736.5278837	0.01613026917	-16403.6692097223	
733.9678837	85	5	10	0.6649560282	0.0159769077	96.84537596	0.5663348339	2.588289204	59.79952743	13.33647743	26.86399514	0	0	0	-733.9678837	0.0159769077	-17001.5385656023	
731.4078837	85	5	10	0.6702353848	0.0158289278	96.82019512	0.5550431704	2.624761709	59.20410507	13.54204779	27.25384714	0	0	0	-731.4078837	0.0158289278	-17616.5185591566	
728.8478837	85	5	10	0.6753841507	0.01568608963	96.79492464	0.5437652948	2.66131006	58.60505536	13.74918926	27.64575538	0	0	0	-728.8478837	0.01568608963	-18255.2975026327	
726.2878837	85	5	10	0.6804074936	0.01554828105	96.76956198	0.5325113631	2.697926653	58.00229094	13.95793147	28.03977759	0	0	0	-726.2878837	0.01554828105	-18911.4218889903	
723.7278837	85	5	10	0.6853102701	0.01541518955	96.74410559	0.5212911213	2.734603293	57.39572825	14.16830274	28.435969	0	0	0	-723.7278837	0.01541518955	-19582.068646717	
721.1678837	85	5	10	0.6900970923	0.01528665842	96.71855533	0.5101141052	2.771330569	56.78528195	14.38033203	28.83438602	0	0	0	-721.1678837	0.01528665842	-20275.6126657784	
718.6078837	85	5	10	0.694772336	0.01516251696	96.69291221	0.498989455	2.808098331	56.17086574	14.59404862	29.23508565	0	0	0	-718.6078837	0.01516251696	-20988.2236227883	
716.0478837	85	5	10	0.6993401449	0.01504256811	96.66717863	0.4879260065	2.844895365	55.55239379	14.8094816	29.63812461	0	0	0	-716.0478837	0.01504256811	-21717.7578755155	
713.4878837	85	5	10	0.7038044472	0.01492662891	96.64135835	0.4769322757	2.881709379	54.92978055	15.02665999	30.04355945	0	0	0	-713.4878837	0.01492662891	-22463.9022466774	
710.9278837	85	5	10	0.7081689668	0.01481451837	96.61545661	0.4660164602	2.918526927	54.30294102	15.2456126	30.45144638	0	0	0	-710.9278837	0.01481451837	-23230.2067628065	
708.3678837	85	5	10	0.7124372935	0.01470610246	96.58947859	0.455186207	2.9553352	53.67178921	15.46636478	30.86184601	0	0	0	-708.3678837	0.01470610246	-23981.8083471328	
705.8078837	85	5	10	0.7166126612	0.01460092503	96.56343529	0.4444493231	2.99211539	53.03625254	15.6889446	31.27480285	0	0	0	-705.8078837	0.01460092503	-24763.2094427103	
703.2478837	85	5	10	0.7206982995	0.01449922711	96.53733582	0.433813066	3.028851111	52.39624159	15.91338234	31.69037607	0	0	0	-703.2478837	0.01449922711	-25575.1149653816	
700.6878837	85	5	10	0.7246972153	0.01440063418	96.51119213	0.4232843825	3.065523486	51.75167731	16.13970457	32.10861812	0	0	0	-700.6878837	0.01440063418	-26367.3921151879	
698.1278837	85	5	10	0.7286122568	0.01430496018	96.48501803	0.4128699125	3.102112058	51.10248341	16.36793685	32.52957974	0	0	0	-698.1278837	0.01430496018	-27155.9716875652	
695.5678837	85	5	10	0.7324461204	0.01421201477	96.45882932	0.4025759916	3.138594684	50.44858691	16.59810352	32.95330957	0	0	0	-695.5678837	0.01421201477	-27934.153227689	
693.0078837	85	5	10	0.7362013569	0.01412160205	96.43264392	0.3924086537	3.174947427	49.78991895	16.83022737	33.37985369	0	0	0	-693.0078837	0.01412160205	-28694.0203725517	
690.4478837	85	5	10	0.7398803769	0.01403351955	96.40648191	0.3823736338	3.211144455	49.12641552	17.06432937	33.80925511	0	0	0	-690.4478837	0.01403351955	-29426.3320235104	
687.8878837	85	5	10	0.7434854558	0.01394755661	96.38036571	0.3724763706	3.24715792	48.45801843	17.30042837	34.2415532	0	0	0	-687.8878837	0.01394755661	-30120.5011715892	
685.3278837	85	5	10	0.7470187383	0.01386349322	96.35432014	0.3627220094	3.282957846	47.78467627	17.53854064	34.67678309	0	0	0	-685.3278837	0.01386349322	-30764.6815217858	
682.7678837	85	5	10	0.7504822423	0.01378109855	96.32837259	0.3531154045	3.318512007	47.10634563	17.77867952	35.11497485	0	0	0	-682.7678837	0.01378109855	-31345.8620915337	
680.2078837	85	5	10	0.7538778622	0.0137001294	96.30255307	0.343661122	3.353785808	46.4229923	18.02085489	35.55615281	0	0	0	-680.2078837	0.0137001294	-31850.1440917172	
677.6478837	85	5	10	0.7572073721	0.01362032876	96.27689439	0.3343634422	3.388742164	45.73459274	18.26507268	36.00033458	0	0	0	-677.6478837	0.01362032876	-32263.127650154	
675.0878837	85	5	10	0.7604724281	0.01354142419	96.25143226	0.3252263619	3.423341377	45.04113567	18.51133426	36.44753008	0	0	0	-675.0878837	0.01354142419	-32570.4455696463	
672.5278837	85	5	10	0.7636745706	0.01346312635	96.22620538	0.3162535959	3.457541025	44.34262373	18.75963581	36.89774046	0	0	0	-672.5278837	0.01346312635	-32758.4278443796	
669.9678837	85	5	10	0.766815226	0.01338512739	96.20125557	0.3074485795	3.49129585	43.63907549	19.00996759	37.35095691	0	0	0	-669.9678837	0.01338512739	-32814.873438524	
667.4078837	85	5	10	0.7698957083	0.01330709953	96.17662788	0.2988144689	3.524557654	42.93052747	19.26231322	37.80715931	0	0	0	-667.4078837	0.01330709953	-32729.9130811664	
