T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID#1)	w(MG@LIQUID#1)	w(SI@LIQUID#1)	w(AL@LIQUID#2)	w(MG@LIQUID#2)	w(SI@LIQUID#2)	w(AL@LIQUID#3)	w(MG@LIQUID#3)	w(SI@LIQUID#3)	dwdT_L(AL@LIQUID#1)	dwdT_L(MG@LIQUID#1)	dwdT_L(SI@LIQUID#1)	dwdT_L(AL@LIQUID#2)	dwdT_L(MG@LIQUID#2)	dwdT_L(SI@LIQUID#2)	dwdT_L(AL@LIQUID#3)	dwdT_L(MG@LIQUID#3)	dwdT_L(SI@LIQUID#3)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI	SI	SI	SI				
584.2047566	94	1	5	0.9265220772	0.0131002857	91.35198593	0.0201475972	8.627866472	42.49004323	10.02681674	47.48314004							0	0	0							-584.2047566	0.0131002857	11505.746247033	
581.6447566	94	1	5	0.9275061766	0.01333681774	91.2317006	0.01883151974	8.749467878	41.83122145	10.1620907	48.00668785							0	0	0							-581.6447566	0.01333681774	10264.0284279564	
579.0847566	94	1	5	0.9284964378	0.01360248425	91.10834636	0.01756978978	8.874083847	41.15172206	10.30197686	48.54630108							0	0	0							-579.0847566	0.01360248425	9122.82773970239	
576.5247566	94	1	5	0.9294946856	0.01390211349	90.98164482	0.01636112669	9.001994053	40.44926945	10.44697274	49.10375781							0	0	0							-576.5247566	0.01390211349	8071.83470926433	
573.9647566	94	1	5	0.9305030392	0.01424178509	90.85126744	0.01520419034	9.133528369	39.72117496	10.5976662	49.68115883							0	0	0							-573.9647566	0.01424178509	7121.64649387238	
571.4047566	94	1	5	0.9315238802	0.01462666897	90.71681936	0.01409757248	9.269083063	38.96420661	10.75476642	50.28102698							0	0	0							-571.4047566	0.01462666897	6244.13396681594	
568.8447566	94	1	5	0.9325602167	0.0150699494	90.57783209	0.01303979821	9.409128116	38.17449087	10.91912051	50.90638863							0	0	0							-568.8447566	0.0150699494	5410.68503202766	
566.2847566	94	1	5	0.9336156307	0.01558309858	90.43372345	0.01202929293	9.554247256	37.34723888	11.09177733	51.56098379							0	0	0							-566.2847566	0.01558309858	4656.18007797844	
563.7247566	94	1	5	0.9346945301	0.01618300665	90.28377144	0.01106437393	9.705164183	36.47647499	11.27404626	52.24947874							0	0	0							-563.7247566	0.01618300665	3964.24558651308	
561.1647566	94	1	5	0.9358024684	0.01689302454	90.12706011	0.01014321514	9.86279667	35.55458122	11.46759731	52.97782147							0	0	0							-561.1647566	0.01689302454	3329.97734540392	
558.6047566	94	1	5	0.9369466314	0.01774674513	89.96239996	0.009263792298	10.02833625	34.57161295	11.67461125	53.75377581							0	0	0							-558.6047566	0.01774674513	2754.14304328591	
556.0447566	94	1	5	0.9381364834	0.0187892707	89.7882049	0.008423806993	10.2033713	33.51417305	11.89803412	54.58779283							0	0	0							-556.0447566	0.0187892707	2233.75267646015	
553.4847566	94	1	5	0.9393852564	0.02009862997	89.60228668	0.007620541795	10.39009277	32.36376837	12.14190328	55.49432835							0	0	0							-553.4847566	0.02009862997	104692.784103986	
550.9247566	94	1	5	0.9406088899	0.02012265005	89.39931614	0.006854630418	10.59382923	31.45174554	12.26856805	56.27968641							0	0	0							-550.9247566	0.02012265005	105809.224297047	
548.3647566	94	1	5	0.9420051462	0.02340640679	89.18450801	0.006117400739	10.80937459	30.0680408	12.56246736	57.36949184							0	0	0							-548.3647566	0.02340640679	808.493528677218	
545.8047566	94	1	5	0.9435470804	0.02647058778	88.94197868	0.005408199585	11.05261312	28.46723895	12.90389794	58.62886311							0	0	0							-545.8047566	0.02647058778	1000.69968073177	
545.1647566	94	1	5	0.9439607536	0.007294869455	88.87607191	0.005233650342	11.11869444	28.02332609	12.99868347	58.97799044							0	0	0							-545.1647566	0.007294869455	-81.8181751893546	
544.8447566	94	1	5	0.9441728574	0.003767854929	88.84216498	0.005146673856	11.15268835	27.79330295	13.04782634	59.15887072							0	0	0							-544.8447566	0.003767854929	-56.0731986373235	
544.7647566	94	1	5	0.9442243663	0.0009184785925	88.83411928	0.005125419155	11.1607553	27.73718683	13.0598169	59.20299627							0	0	0							-544.7647566	0.0009184785925	-30.6119488443141	
544.7447566	94	1	5	0.9442398918	0.0002770974587	88.83143081	0.005119529596	11.16344966	27.72025313	13.0634353	59.21631157							0	0	0							-544.7447566	0.0002770974587	-56.7916659392102	
544.7347566	94	1	5	0.9442465385	0.0001186630643	88.83035419	0.005116817149	11.16452899	27.71294685	13.06499213	59.22206102							0	0	0							-544.7347566	0.0001186630643	-55902.7153914332	
544.7247566	94	1	5	0.9442531745	0.0001184843834	88.82927715	0.005114105206	11.16560874	27.70564058	13.06654823	59.22781119							0	0	0							-544.7247566	0.0001184843834	-50351.7339279899	
544.7147566	94	1	5	0.9442597966	0.0001182521181	88.82819957	0.005111393688	11.16668903	27.69833504	13.06810326	59.2335617							0	0	0							-544.7147566	0.0001182521181	-38451.9206921529	
544.7047566	94	1	5	0.9442663267	0.0001166209467	88.82712201	0.005108683758	11.16776931	27.69106077	13.06964624	59.23929299							0	0	0							-544.7047566	0.0001166209467	-7748.62854274872	
544.6947566	94	1	5	0.9442727928	0.0001154932084	88.82604442	0.005105975136	11.1688496	27.68380701	13.07118115	59.24501184							0	0	0							-544.6947566	0.0001154932084	-12642.1480038607	
544.6847566	94	1	5	0.9442795072	0.0001199416498	88.82496462	0.005103263187	11.16993212	27.6764529	13.07275141	59.25079568							0	0	0							-544.6847566	0.0001199416498	285173.20142429	
544.6747566	94	1	5	0.9442859679	0.000115423067	88.82388567	0.005100555244	11.17101378	27.66920227	13.07428338	59.25651436							0	0	0							-544.6747566	0.000115423067	46832.6192220485	
544.6647566	94	1	5	0.9442924404	0.0001156483568	88.82280664	0.005097848015	11.17209551	27.66194973	13.07581556	59.26223471							0	0	0							-544.6647566	0.0001156483568	42463.6053800979	
544.6547566	94	1	5	0.9442991766	0.0001203736206	88.8217248	0.005095136469	11.17318007	27.65457528	13.07739069	59.26803404							0	0	0							-544.6547566	0.0001203736206	76867.5627971052	
544.6447566	94	1	5	0.9443059191	0.0001205004063	88.82064162	0.005092424506	11.17426596	27.64719175	13.07896784	59.27384041							0	0	0							-544.6447566	0.0001205004063	116695.04838758	
544.6347566	94	1	5	0.9443126648	0.0001205727287	88.81955773	0.005089712659	11.17535256	27.63980156	13.08054655	59.2796519							0	0	0							-544.6347566	0.0001205727287	124962.363059844	
544.6247566	94	1	5	0.9443194425	0.0001211592	88.81847236	0.005086999663	11.17644064	27.63237729	13.08213647	59.28548624							0	0	0							-544.6247566	0.0001211592	70345.0478541718	
544.6147566	94	1	5	0.9443262263	0.000121281906	88.8173863	0.005084286694	11.17752942	27.62494217	13.08372949	59.29132834							0	0	0							-544.6147566	0.000121281906	78021.816941233	
544.6047566	94	1	5	0.9443330167	0.0001214166645	88.8162994	0.005081573619	11.17861903	27.61749529	13.08532586	59.29717885							0	0	0							-544.6047566	0.0001214166645	73214.6192613982	
544.5947566	94	1	5	0.9443398141	0.0001215551787	88.81521165	0.005078860419	11.17970949	27.61003626	13.08692572	59.30303802							0	0	0							-544.5947566	0.0001215551787	71269.0040192396	
544.5847566	94	1	5	0.9443466186	0.0001216973887	88.81412304	0.005076147078	11.18080081	27.60256472	13.08852918	59.3089061							0	0	0							-544.5847566	0.0001216973887	69456.3944881683	
544.5747566	94	1	5	0.9443534304	0.0001218432202	88.81303357	0.005073433579	11.18189299	27.59508029	13.09013639	59.31478331							0	0	0							-544.5747566	0.0001218432202	67772.4515504636	
544.5647566	94	1	5	0.9443602498	0.0001219925781	88.81194322	0.005070719905	11.18298606	27.58758263	13.09174746	59.32066991							0	0	0							-544.5647566	0.0001219925781	66209.7693765289	
544.5547566	94	1	5	0.9443670768	0.0001221453684	88.81085199	0.005068006041	11.18408001	27.5800714	13.09336251	59.32656609							0	0	0							-544.5547566	0.0001221453684	64760.0442405224	
544.5447566	94	1	5	0.9443739118	0.000122301482	88.80975985	0.005065291971	11.18517486	27.57254626	13.09498165	59.33247209							0	0	0							-544.5447566	0.000122301482	64245.6754322472	
544.5347566	94	1	5	0.9443807545	0.0001224566788	88.80866682	0.005062577701	11.1862706	27.56500768	13.09660471	59.33838761							0	0	0							-544.5347566	0.0001224566788	63289.321410022	
544.5247566	94	1	5	0.9443876055	0.000122617706	88.80757288	0.005059863201	11.18736726	27.55745473	13.09823203	59.34431325							0	0	0							-544.5247566	0.000122617706	-431265.1161346	
544.5147566	94	1	5	0.9443944539	0.0001225884289	88.80648144	0.005057154091	11.1884614	27.55000816	13.09982111	59.35017073							0	0	0							-544.5147566	0.0001225884289	-329955.326966753	
544.5047566	94	1	5	0.9444012568	0.000121787772	88.80538804	0.005054443566	11.18955751	27.542532	13.10141941	59.35604859							0	0	0							-544.5047566	0.000121787772	266371.212060096	
544.4947566	94	1	5	0.944408061	0.0001218273631	88.80429479	0.005051734558	11.19065348	27.53507979	13.10300848	59.36191173							0	0	0							-544.4947566	0.0001218273631	247599.22301715	
544.4847566	94	1	5	0.944414972	0.0001237534242	88.80319602	0.005049017569	11.19175496	27.52744122	13.10466242	59.36789636							0	0	0							-544.4847566	0.0001237534242	-50184.9974000951	
544.4747566	94	1	5	0.9444217975	0.0001222373595	88.80210121	0.005046308076	11.19285248	27.51995025	13.10626388	59.37378587							0	0	0							-544.4747566	0.0001222373595	87072.4633056455	
544.4647566	94	1	5	0.9444286292	0.0001223634959	88.80100515	0.005043598248	11.19395125	27.51245077	13.10786719	59.37968204							0	0	0							-544.4647566	0.0001223634959	87492.4358015293	
544.4547566	94	1	5	0.9444353791	0.0001209138616	88.79991233	0.005040895313	11.19504677	27.5050956	13.10941878	59.38548562							0	0	0							-544.4547566	0.0001209138616	-115165.546677848	
544.4447566	94	1	5	0.9444422189	0.0001225382855	88.79881453	0.005038185563	11.19614729	27.49758544	13.11102396	59.39139059							0	0	0							-544.4447566	0.0001225382855	-30735.7937341714	
544.4347566	94	1	5	0.9444490126	0.0001217290315	88.79771872	0.005035480346	11.1972458	27.49016317	13.11259749	59.39723934							0	0	0							-544.4347566	0.0001217290315	-71182.1754865385	
544.4247566	94	1	5	0.9444558672	0.0001228329052	88.79661929	0.00503277033	11.19834794	27.48262532	13.11421092	59.40316377							0	0	0							-544.4247566	0.0001228329052	28605.3640427173	
544.4147566	94	1	5	0.9444626142	0.0001209219034	88.79552493	0.005030070196	11.199445	27.47529586	13.11575016	59.40895399							0	0	0							-544.4147566	0.0001209219034	-10275.6221853362	
544.4047566	94	1	5	0.9444693155	0.0001201156567	88.79443188	0.005027374089	11.20054075	27.4680537	13.11725754	59.41468876							0	0	0							-544.4047566	0.0001201156567	118657.28270173	
544.3947566	94	1	5	0.9444760512	0.0001207483761	88.79333783	0.005024677185	11.20163749	27.46077658	13.11877675	59.42044668							0	0	0							-544.3947566	0.0001207483761	54809.1350014556	
544.3847566	94	1	5	0.9444827948	0.0001209036946	88.79224181	0.005021978953	11.20273621	27.4534723	13.12030424	59.42622346							0	0	0							-544.3847566	0.0001209036946	83176.6356589258	
544.3747566	94	1	5	0.9444894934	0.0001201118798	88.79114767	0.005019285027	11.20383305	27.44624957	13.1218024	59.43194804							0	0	0							-544.3747566	0.0001201118798	-137204.696585032	
544.3647566	94	1	5	0.9444961875	0.0001200442419	88.79005299	0.005016591799	11.20493042	27.43903684	13.12329606	59.4376671							0	0	0							-544.3647566	0.0001200442419	-172296.335460573	
544.3547566	94	1	5	0.9445029102	0.0001205731745	88.78895622	0.005013896468	11.20602988	27.43176987	13.12480795	59.44342218							0	0	0							-544.3547566	0.0001205731745	16540.4109159007	
544.3447566	94	1	5	0.9445097959	0.0001235102303	88.78785023	0.005011187134	11.20713859	27.42419083	13.12642858	59.44938059							0	0	0							-544.3447566	0.0001235102303	4505.81915983266	
544.3347566	94	1	5	0.9445167874	0.0001254246547	88.78673943	0.005008469889	11.2082521	27.41640953	13.12812029	59.45547018							0	0	0							-544.3347566	0.0001254246547	111513.741381412	
544.3247566	94	1	5	0.9445236613	0.000123330155	88.78563653	0.005005766705	11.20935771	27.40891661	13.12971022	59.46137317							0	0	0							-544.3247566	0.000123330155	30598.6303237818	
544.3147566	94	1	5	0.9445306114	0.0001247141086	88.78453001	0.00500305965	11.21046693	27.40134492	13.13132637	59.46732871							0	0	0							-544.3147566	0.0001247141086	21311.9650426584	
544.3047566	94	1	5	0.9445374221	0.0001222254593	88.78342932	0.005000363582	11.21157031	27.39400049	13.132862	59.47313751							0	0	0							-544.3047566	0.0001222254593	41579.2848637819	
544.2947566	94	1	5	0.9445443431	0.0001242213426	88.78232014	0.004997654436	11.21268221	27.38635994	13.13450088	59.47913918							0	0	0							-544.2947566	0.0001242213426	6101.08815210746	
544.2847566	94	1	5	0.944551344	0.0001256719124	88.781206	0.004994939513	11.21379906	27.37860526	13.13617811	59.48521662							0	0	0							-544.2847566	0.0001256719124	94242.9920724128	
544.2747566	94	1	5	0.9445582513	0.0001240071086	88.78009684	0.00499223269	11.21491093	27.3709901	13.13780667	59.49120323							0	0	0							-544.2747566	0.0001240071086	208781.157240123	
544.2647566	94	1	5	0.9445651605	0.000124056514	88.77898655	0.00498952594	11.21602392	27.36337799	13.13943288	59.49718913							0	0	0							-544.2647566	0.000124056514	655394.878433	
544.2547566	94	1	5	0.9445720696	0.000124069436	88.77788021	0.004986826637	11.21713297	27.35590842	13.14100862	59.50308296							0	0	0							-544.2547566	0.000124069436	786543.850830484	
544.2447566	94	1	5	0.9445789325	0.0001232547194	88.77677029	0.004984124034	11.21824559	27.34838206	13.14260248	59.50901546							0	0	0							-544.2447566	0.0001232547194	59279.7214942322	
544.2347566	94	1	5	0.9445858136	0.0001235979346	88.77565951	0.004981420776	11.21935907	27.34082253	13.14420755	59.51496993							0	0	0							-544.2347566	0.0001235979346	135464.173797037	
544.2247566	94	1	5	0.9445926659	0.0001230963206	88.77454971	0.004978720587	11.22047157	27.33332178	13.14579112	59.5208871							0	0	0							-544.2247566	0.0001230963206	-101017.502189977	
544.2147566	94	1	5	0.944599557	0.0001238081739	88.77343743	0.004976017474	11.22158655	27.32574643	13.14740009	59.52685349							0	0	0							-544.2147566	0.0001238081739	-68829.2083877114	
544.2047566	94	1	5	0.944606433	0.0001235511066	88.77232538	0.004973316068	11.22270131	27.31819909	13.14899841	59.5328025							0	0	0							-544.2047566	0.0001235511066	-50371.8278076747	
544.1947566	94	1	5	0.9446133805	0.0001248521403	88.77120921	0.004970609201	11.22382018	27.31052478	13.15064032	59.5388349							0	0	0							-544.1947566	0.0001248521403	153392.257838113	
544.1847566	94	1	5	0.9446203306	0.000124914494	88.77009261	0.004967902699	11.22493949	27.30284551	13.15228331	59.54487118							0	0	0							-544.1847566	0.000124914494	450774.210538654	
544.1747566	94	1	5	0.9446272734	0.0001247990979	88.76897666	0.004965198563	11.22605814	27.29520687	13.15391126	59.55088187							0	0	0							-544.1747566	0.0001247990979	-72841.2945986058	
544.1647566	94	1	5	0.9446342037	0.0001245898239	88.76785972	0.004962494443	11.22717779	27.2875648	13.15553934	59.55689585							0	0	0							-544.1647566	0.0001245898239	-56428.6260869378	
544.1547566	94	1	5	0.9446411242	0.00012443106	88.76674272	0.004959791523	11.22829749	27.27993847	13.15716111	59.56290042							0	0	0							-544.1547566	0.00012443106	-56643.95588013	
544.1447566	94	1	5	0.9446479766	0.0001232198613	88.76562866	0.004957095117	11.22941424	27.27244676	13.15873474	59.5688185							0	0	0							-544.1447566	0.0001232198613	-14662.738160322	
544.1347566	94	1	5	0.9446550138	0.0001265582964	88.764505	0.004954384069	11.23054062	27.26463293	13.1604202	59.57494687							0	0	0							-544.1347566	0.0001265582964	-16539.6328449737	
544.1247566	94	1	5	0.9446619416	0.0001246080206	88.76338638	0.004951682028	11.23166193	27.25698989	13.16204561	59.5809645							0	0	0							-544.1247566	0.0001246080206	35871.1065840275	
544.1147566	94	1	5	0.9446688881	0.0001249589811	88.76226579	0.004948978659	11.23278523	27.24931969	13.16367923	59.58700108							0	0	0							-544.1147566	0.0001249589811	69954.4448499295	
544.1047566	94	1	5	0.9446757942	0.0001242478059	88.76114667	0.004946279105	11.23390705	27.24172207	13.16528661	59.59299132							0	0	0							-544.1047566	0.0001242478059	108625.431897008	
544.0947566	94	1	5	0.9446827056	0.0001243597766	88.76002661	0.004943579481	11.23502981	27.23411592	13.16689604	59.59898805							0	0	0							-544.0947566	0.0001243597766	85121.0797704662	
544.0847566	94	1	5	0.9446897357	0.0001265113165	88.75890042	0.004940871148	11.23615871	27.22631744	13.16857171	59.60511084							0	0	0							-544.0847566	0.0001265113165	-23397.0467544199	
544.0747566	94	1	5	0.944696726	0.0001258095377	88.75777603	0.004938166473	11.23728581	27.21857638	13.17022696	59.61119666							0	0	0							-544.0747566	0.0001258095377	100505.20148333	
544.0647566	94	1	5	0.9447037223	0.000125934401	88.75665049	0.004935461574	11.23841404	27.21082674	13.17188411	59.61728915							0	0	0							-544.0647566	0.000125934401	138120.491982807	
544.0547566	94	1	5	0.9447107211	0.0001259946051	88.75552427	0.004932756901	11.23954297	27.20307315	13.17354177	59.62338508							0	0	0							-544.0547566	0.0001259946051	139983.631140999	
544.0447566	94	1	5	0.9447177249	0.000126101364	88.75439724	0.00493005227	11.24067271	27.19531198	13.17520118	59.62948684							0	0	0							-544.0447566	0.000126101364	92261.0300573004	
544.0347566	94	1	5	0.9447247339	0.0001262114856	88.75326939	0.004927347678	11.24180326	27.18754295	13.17686246	59.6355946							0	0	0							-544.0347566	0.0001262114856	202678.386118119	
544.0247566	94	1	5	0.9447317443	0.0001262524244	88.75214092	0.00492464341	11.24293444	27.17977197	13.17852353	59.6417045							0	0	0							-544.0247566	0.0001262524244	202391.95605114	
544.0147566	94	1	5	0.9447387595	0.000126354733	88.75101164	0.004921939196	11.24406642	27.17199377	13.18018623	59.64781999							0	0	0							-544.0147566	0.000126354733	97991.566312677	
544.0047566	94	1	5	0.9447457795	0.0001264565262	88.74988156	0.004919235051	11.2451992	27.16420836	13.18185056	59.65394107							0	0	0							-544.0047566	0.0001264565262	97836.1427991987	
543.9947566	94	1	5	0.9447528043	0.0001265591634	88.74875069	0.004916530969	11.24633278	27.15641567	13.18351655	59.66006778							0	0	0							-543.9947566	0.0001265591634	97236.699145504	
543.9847566	94	1	5	0.9447598339	0.0001266622115	88.74761902	0.00491382695	11.24746716	27.14861565	13.1851842	59.66620015							0	0	0							-543.9847566	0.0001266622115	97330.9897210441	
543.9747566	94	1	5	0.9447668683	0.0001267646514	88.74648655	0.004911122995	11.24860233	27.14080834	13.1868535	59.67233816							0	0	0							-543.9747566	0.0001267646514	105572.578150766	
543.9647566	94	1	5	0.9447738214	0.0001253161324	88.74535682	0.004908424637	11.24973476	27.13310497	13.18848593	59.6784091							0	0	0							-543.9647566	0.0001253161324	-56612.8696680665	
543.9547566	94	1	5	0.9447808742	0.0001271267589	88.74422179	0.004905719802	11.25087249	27.12527155	13.19016213	59.68456632							0	0	0							-543.9547566	0.0001271267589	-32175.3621697892	
543.9447566	94	1	5	0.9447879021	0.0001266957538	88.74308798	0.004903017769	11.252009	27.11747825	13.19182391	59.69069785							0	0	0							-543.9447566	0.0001266957538	-337501.703028079	
543.9347566	94	1	5	0.9447949563	0.0001271865181	88.74195223	0.004900314017	11.25314745	27.10964208	13.19349964	59.69685828							0	0	0							-543.9347566	0.0001271865181	30295.1114958613	
543.9247566	94	1	5	0.9448020251	0.000127464903	88.74081527	0.004897609578	11.25428712	27.10178165	13.19518298	59.70303537							0	0	0							-543.9247566	0.000127464903	-173553.794513773	
543.9147566	94	1	5	0.9448090863	0.0001273464444	88.73967823	0.004894906327	11.25542686	27.0939363	13.19686022	59.70920348							0	0	0							-543.9147566	0.0001273464444	-90785.1505722428	
543.9047566	94	1	5	0.9448162461	0.0001291391589	88.73853605	0.004892196266	11.25657175	27.08594442	13.19858735	59.71546823							0	0	0							-543.9047566	0.0001291391589	-140806.564255561	
543.8947566	94	1	5	0.9448233135	0.0001274889709	88.737398	0.004889493698	11.25771251	27.07808925	13.20026651	59.72164424							0	0	0							-543.8947566	0.0001274889709	-52744.9672038697	
543.8847566	94	1	5	0.9448304929	0.0001295268144	88.73625269	0.004886781483	11.25886053	27.07003913	13.2020119	59.72794896							0	0	0							-543.8847566	0.0001295268144	-418858.952435305	
543.8747566	94	1	5	0.9448375611	0.0001275367331	88.73511373	0.004884079855	11.26000219	27.06218069	13.20369065	59.73412866							0	0	0							-543.8747566	0.0001275367331	30204.7411681614	
543.8647566	94	1	5	0.9448446533	0.0001279862183	88.73397209	0.004881376163	11.26114653	27.05428625	13.20538032	59.74033343							0	0	0							-543.8647566	0.0001279862183	26182.4800566458	
543.8547566	94	1	5	0.9448515599	0.0001246526381	88.73283943	0.004878688231	11.26228188	27.04670491	13.20696058	59.74633452							0	0	0							-543.8547566	0.0001246526381	5556021.7998598	
543.8447566	94	1	5	0.9448586501	0.0001279826186	88.7316962	0.004875985582	11.26342781	27.0388293	13.20864127	59.75252943							0	0	0							-543.8447566	0.0001279826186	3003.02058825596	
543.8347566	94	1	5	0.9448657397	0.0001279878346	88.73055336	0.004873284068	11.26457335	27.03095388	13.21032166	59.75872446							0	0	0							-543.8347566	0.0001279878346	8773.6444715279	
543.8247566	94	1	5	0.9448728335	0.0001280790251	88.72940975	0.004870582689	11.26571967	27.02307285	13.21200308	59.76492407							0	0	0							-543.8247566	0.0001280790251	133219.753199363	
543.8147566	94	1	5	0.9448799299	0.0001281455155	88.72826549	0.004867881653	11.26686662	27.01519027	13.21368414	59.77112558							0	0	0							-543.8147566	0.0001281455155	144883.899890388	
543.8047566	94	1	5	0.9448870295	0.0001282175023	88.72712056	0.00486518092	11.26801425	27.00730566	13.21536499	59.77732935							0	0	0							-543.8047566	0.0001282175023	123411.636964408	
543.7947566	94	1	5	0.9448941545	0.0001286928844	88.72597318	0.004862477685	11.26916434	26.99936267	13.2170651	59.78357223							0	0	0							-543.7947566	0.0001286928844	21035.7100109386	
543.7847566	94	1	5	0.944901278	0.0001286829326	88.72482549	0.004859775104	11.27031474	26.99142077	13.21876409	59.78981514							0	0	0							-543.7847566	0.0001286829326	19204.2628933408	
543.7747566	94	1	5	0.9449083845	0.000128391882	88.72367796	0.004857074176	11.27146496	26.98350412	13.22045343	59.79604245							0	0	0							-543.7747566	0.000128391882	-51740.6608634852	
543.7647566	94	1	5	0.944915547	0.00012942094	88.72252695	0.004854369148	11.27261868	26.9754978	13.22217279	59.80232941							0	0	0							-543.7647566	0.00012942094	-48093.038764163	
543.7547566	94	1	5	0.9449226889	0.0001290651025	88.72137666	0.004851666468	11.27377168	26.96752754	13.2238789	59.80859356							0	0	0							-543.7547566	0.0001290651025	143971.366173267	
543.7447566	94	1	5	0.9449298359	0.0001291754877	88.72022543	0.004848963753	11.27492561	26.95954957	13.2255867	59.81486373							0	0	0							-543.7447566	0.0001291754877	100083.381934793	
543.7347566	94	1	5	0.9449369126	0.0001279189746	88.7190767	0.00484626648	11.27607703	26.95167447	13.22725796	59.82106757							0	0	0							-543.7347566	0.0001279189746	-106391.845262075	
543.7247566	94	1	5	0.9449440683	0.0001293653361	88.71792357	0.00484356375	11.27723287	26.9436839	13.22896807	59.82734803							0	0	0							-543.7247566	0.0001293653361	24786.5481155982	
543.7147566	94	1	5	0.9449512421	0.0001297096711	88.71677	0.004840861407	11.27838913	26.93568765	13.23067946	59.83363288							0	0	0							-543.7147566	0.0001297096711	24079.6420819758	
543.7047566	94	1	5	0.9449584577	0.0001304809135	88.71561605	0.004838159772	11.27954579	26.92769657	13.23238818	59.83991525							0	0	0							-543.7047566	0.0001304809135	192404.194010408	
543.6947566	94	1	5	0.9449656239	0.0001296048785	88.71446267	0.004835460125	11.28070187	26.91973186	13.23408711	59.84618103							0	0	0							-543.6947566	0.0001296048785	66983.4073944225	
543.6847566	94	1	5	0.9449728191	0.0001301473893	88.71330668	0.00483275867	11.28186056	26.91173856	13.23579424	59.8524672							0	0	0							-543.6847566	0.0001301473893	95281.138634461	
543.6747566	94	1	5	0.9449799711	0.0001293824622	88.71215202	0.004830060258	11.28301792	26.90379034	13.23748525	59.85872441							0	0	0							-543.6747566	0.0001293824622	70183.8790986451	
543.6647566	94	1	5	0.9449871461	0.0001298147429	88.71099496	0.004827359612	11.28417768	26.89579208	13.23919246	59.86501546							0	0	0							-543.6647566	0.0001298147429	58269.748417822	
543.6547566	94	1	5	0.9449943281	0.0001299578078	88.70983766	0.004824659726	11.28533768	26.88779681	13.24089789	59.8713053							0	0	0							-543.6547566	0.0001299578078	70317.5242123424	
543.6447566	94	1	5	0.9450015169	0.000130099187	88.70867827	0.004821958091	11.28649977	26.8797613	13.24261613	59.87762257							0	0	0							-543.6447566	0.000130099187	70731.762522295	
543.6347566	94	1	5	0.9450087043	0.0001300900458	88.70751941	0.004819258338	11.28766133	26.87174926	13.24432561	59.88392513							0	0	0							-543.6347566	0.0001300900458	69031.0104530474	
543.6247566	94	1	5	0.9450158641	0.0001296076087	88.70636166	0.004816561909	11.28882177	26.86379812	13.24601305	59.89018883							0	0	0							-543.6247566	0.0001296076087	-28383.0335161511	
543.6147566	94	1	5	0.9450231384	0.0001316978952	88.70519444	0.004813851825	11.28999171	26.85556556	13.24779655	59.89663789							0	0	0							-543.6147566	0.0001316978952	-25536.473439298	
543.6047566	94	1	5	0.9450303793	0.0001311099283	88.70403022	0.004811147685	11.29115863	26.84744013	13.24954235	59.90301752							0	0	0							-543.6047566	0.0001311099283	-199194.31401173	
543.5947566	94	1	5	0.9450376166	0.0001310631325	88.70286556	0.004808444156	11.292326	26.83931734	13.25128635	59.90939631							0	0	0							-543.5947566	0.0001310631325	-177120.042991906	
543.5847566	94	1	5	0.9450448464	0.0001309431565	88.70170073	0.004805741814	11.29349353	26.83121087	13.25302375	59.91576539							0	0	0							-543.5847566	0.0001309431565	-78415.9317409887	
543.5747566	94	1	5	0.9450519775	0.0001291738393	88.70054021	0.004803048031	11.29465674	26.82327216	13.25470218	59.92202566							0	0	0							-543.5747566	0.0001291738393	-26328.116766266	
543.5647566	94	1	5	0.9450592504	0.0001317579526	88.69937224	0.004800343125	11.29582742	26.81509199	13.25646335	59.92844466							0	0	0							-543.5647566	0.0001317579526	-28886.5348635368	
543.5547566	94	1	5	0.9450664988	0.0001313322437	88.69820393	0.004797640123	11.29699843	26.8069584	13.25820674	59.93483486							0	0	0							-543.5547566	0.0001313322437	113526.554644058	
543.5447566	94	1	5	0.9450737563	0.0001315144304	88.69703509	0.004794937093	11.29816997	26.79880659	13.2599559	59.94123751							0	0	0							-543.5447566	0.0001315144304	50697.7539616172	
543.5347566	94	1	5	0.9450810249	0.0001317334422	88.69586507	0.004792233549	11.2993427	26.79063558	13.26171075	59.94765367							0	0	0							-543.5347566	0.0001317334422	45510.594779528	
543.5247566	94	1	5	0.9450883048	0.000131953898	88.69469387	0.00478952951	11.3005166	26.78244593	13.26347108	59.954083							0	0	0							-543.5247566	0.000131953898	48965.0358564221	
543.5147566	94	1	5	0.9450955942	0.0001321458253	88.69352159	0.004786825135	11.30169158	26.77424086	13.26523578	59.96052336							0	0	0							-543.5147566	0.0001321458253	49399.5478046788	
543.5047566	94	1	5	0.9451028946	0.0001323615229	88.69234819	0.004784120372	11.30286769	26.76601963	13.26700509	59.96697529							0	0	0							-543.5047566	0.0001323615229	62432.7457159268	
