T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	w(AL@MG2SI)	w(MG@MG2SI)	w(SI@MG2SI)	w(AL@DIAMOND_A4)	w(MG@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
902.3168531	94	3	3	0	0	98.90277834	0.8062416918	0.2909799703	94	3	3							0.001991033286	-0.0008908684795	-0.001100164807	-902.3168531	0	24.6211990006287	
902.2968531	94	3	3	0.0008106725876	0.0008117670116	98.90222133	0.8066064196	0.2911722546	93.99601786	3.001781757	3.002200384							0	0	0	-902.2968531	0.0008117670116	24.6540233579681	
902.2768531	94	3	3	0.001620267808	0.001622454673	98.90166448	0.8069709777	0.2913645389	93.9920356	3.003563387	3.004401017							0	0	0	-902.2768531	0.001622454673	24.6846250590564	
902.2368531	94	3	3	0.003236669667	0.003241036067	98.90055125	0.8076996458	0.291749104	93.98407048	3.007126488	3.008803028							0	0	0	-902.2368531	0.003241036067	24.7426174675533	
902.1568531	94	3	3	0.006457925222	0.006466628805	98.89832665	0.8091551312	0.2925182233	93.96813813	3.014251834	3.017610031							0	0	0	-902.1568531	0.006466628805	24.8809176807083	
902.0768531	94	3	3	0.009658791817	0.009671796786	98.89610485	0.8106076622	0.2932874863	93.9522033	3.021374428	3.026422269							0	0	0	-902.0768531	0.009671796786	25.0271917345489	
901.9968531	94	3	3	0.01284249281	0.0128597678	98.89388567	0.8120575359	0.2940567956	93.9362658	3.028495247	3.035238955							0	0	0	-901.9968531	0.0128597678	25.1620598132162	
901.9168531	94	3	3	0.01600915442	0.01603066833	98.89166909	0.8135047572	0.2948261518	93.9203256	3.035614305	3.044060091							0	0	0	-901.9168531	0.01603066833	25.2973596577256	
901.8368531	94	3	3	0.01915890726	0.01918462927	98.88945512	0.81494933	0.2955955543	93.90438272	3.042731613	3.052885666							0	0	0	-901.8368531	0.01918462927	25.4330691851512	
901.7568531	94	3	3	0.0222918807	0.02232178025	98.88724374	0.8163912583	0.2963650023	93.88843715	3.049847179	3.061715672							0	0	0	-901.7568531	0.02232178025	25.5691886355758	
901.6768531	94	3	3	0.0254082028	0.02544224958	98.88503496	0.8178305461	0.2971344954	93.87248889	3.056961014	3.070550097							0	0	0	-901.6768531	0.02544224958	25.7057183565669	
901.5968531	94	3	3	0.02850800033	0.02854616431	98.88282877	0.8192671974	0.2979040329	93.85653794	3.064073127	3.079388934							0	0	0	-901.5968531	0.02854616431	25.8426587497311	
901.5168531	94	3	3	0.03159139879	0.03163365019	98.88062517	0.8207012163	0.2986736142	93.8405843	3.071183529	3.088232172							0	0	0	-901.5168531	0.03163365019	25.9800102627238	
901.4368531	94	3	3	0.03465852244	0.03470483173	98.87842415	0.8221326068	0.2994432387	93.82462797	3.07829223	3.097079802							0	0	0	-901.4368531	0.03470483173	26.1177732694574	
901.3568531	94	3	3	0.03770949427	0.03775983219	98.87622572	0.8235613727	0.3002129059	93.80866895	3.085399238	3.105931814							0	0	0	-901.3568531	0.03775983219	26.255948231775	
901.2768531	94	3	3	0.04074443609	0.0407987736	98.87402987	0.8249875183	0.300982615	93.79270724	3.092504565	3.114788199							0	0	0	-901.2768531	0.0407987736	26.394535441077	
901.1968531	94	3	3	0.04376346846	0.04382177681	98.87183659	0.8264110473	0.3017523655	93.77674283	3.099608219	3.123648947							0	0	0	-901.1968531	0.04382177681	26.533535365566	
901.1168531	94	3	3	0.04676671078	0.04682896143	98.86964588	0.827831964	0.3025221568	93.76077574	3.106710211	3.132514048							0	0	0	-901.1168531	0.04682896143	26.6729484227717	
901.0368531	94	3	3	0.04975428125	0.04982044593	98.86745774	0.8292502722	0.3032919884	93.74480596	3.113810552	3.141383493							0	0	0	-901.0368531	0.04982044593	26.8127750355039	
900.9568531	94	3	3	0.05272629692	0.05279634757	98.86527216	0.830665976	0.3040618594	93.72883348	3.120909249	3.150257273							0	0	0	-900.9568531	0.05279634757	26.9530156137954	
900.8768531	94	3	3	0.05568287367	0.0557567825	98.86308915	0.8320790794	0.3048317695	93.71285831	3.128006314	3.159135378							0	0	0	-900.8768531	0.0557567825	27.0936704758623	
900.7968531	94	3	3	0.05862412628	0.05870186571	98.8609087	0.8334895863	0.3056017179	93.69688044	3.135101756	3.168017799							0	0	0	-900.7968531	0.05870186571	27.2347401549138	
900.7168531	94	3	3	0.06155016836	0.06163171106	98.8587308	0.8348975008	0.3063717041	93.68089989	3.142195586	3.176904525							0	0	0	-900.7168531	0.06163171106	27.3762249902073	
900.6368531	94	3	3	0.06446111246	0.06454643132	98.85655545	0.836302827	0.3071417274	93.66491664	3.149287813	3.185795548							0	0	0	-900.6368531	0.06454643132	27.5181254028818	
900.5568531	94	3	3	0.06735707	0.06744613814	98.85438264	0.8377055686	0.3079117872	93.6489307	3.156378446	3.194690858							0	0	0	-900.5568531	0.06744613814	27.6604417465182	
900.4768531	94	3	3	0.07023815134	0.07033094212	98.85221239	0.8391057299	0.308681883	93.63294206	3.163467496	3.203590446							0	0	0	-900.4768531	0.07033094212	27.8031744580686	
900.3968531	94	3	3	0.07310446576	0.07320095275	98.85004467	0.8405033148	0.3094520141	93.61695073	3.170554974	3.212494301							0	0	0	-900.3968531	0.07320095275	27.9463240474652	
900.3168531	94	3	3	0.07595612149	0.07605627848	98.84787949	0.8418983273	0.3102221799	93.6009567	3.177640887	3.221402415							0	0	0	-900.3168531	0.07605627848	28.0898908135719	
900.2368531	94	3	3	0.07879322572	0.07889702672	98.84571685	0.8432907713	0.3109923798	93.58495998	3.184725247	3.230314778							0	0	0	-900.2368531	0.07889702672	28.2338751765193	
900.1568531	94	3	3	0.08161588459	0.08172330384	98.84355674	0.8446806509	0.3117626131	93.56896056	3.191808064	3.23923138							0	0	0	-900.1568531	0.08172330384	28.3782775298727	
900.0768531	94	3	3	0.08442420325	0.0845352152	98.84139915	0.8460679701	0.3125328794	93.55295844	3.198889346	3.248152212							0	0	0	-900.0768531	0.0845352152	28.5230983430993	
899.9968531	94	3	3	0.08721828583	0.08733286513	98.83924409	0.8474527329	0.3133031779	93.53695363	3.205969105	3.257077265							0	0	0	-899.9968531	0.08733286513	28.6683380027477	
899.9168531	94	3	3	0.08999823547	0.09011635699	98.83709155	0.8488349432	0.314073508	93.52094612	3.21304735	3.266006529							0	0	0	-899.9168531	0.09011635699	28.8139968674016	
899.8368531	94	3	3	0.09276415432	0.09288579314	98.83494153	0.8502146051	0.3148438692	93.50493591	3.22012409	3.274939995							0	0	0	-899.8368531	0.09288579314	28.9600753606241	
899.7568531	94	3	3	0.09551614356	0.09564127498	98.83279402	0.8515917226	0.3156142607	93.48892301	3.227199337	3.283877653							0	0	0	-899.7568531	0.09564127498	29.1065739265752	
899.6768531	94	3	3	0.09825430343	0.09838290293	98.83064902	0.8529662996	0.3163846821	93.47290741	3.234273098	3.292819494							0	0	0	-899.6768531	0.09838290293	29.2534928608966	
899.5968531	94	3	3	0.1009787332	0.1011107765	98.82850653	0.8543383401	0.3171551327	93.45688911	3.241345386	3.301765508							0	0	0	-899.5968531	0.1011107765	29.4008326929981	
899.5168531	94	3	3	0.1036895312	0.1038249942	98.82636654	0.8557078482	0.3179256118	93.44086811	3.248416208	3.310715686							0	0	0	-899.5168531	0.1038249942	29.5485942338796	
899.4368531	94	3	3	0.1063867949	0.1065256536	98.82422905	0.8570748278	0.3186961189	93.4248444	3.255485576	3.319670019							0	0	0	-899.4368531	0.1065256536	29.6967771575966	
899.3568531	94	3	3	0.1090706207	0.1092128515	98.82209406	0.8584392829	0.3194666533	93.408818	3.2625535	3.328628496							0	0	0	-899.3568531	0.1092128515	29.8453815847907	
899.2768531	94	3	3	0.1117411043	0.1118866837	98.81996157	0.8598012174	0.3202372145	93.3927889	3.269619988	3.337591109							0	0	0	-899.2768531	0.1118866837	29.9944095927644	
899.1968531	94	3	3	0.1143983404	0.1145472449	98.81783156	0.8611606355	0.3210078017	93.3767571	3.27668505	3.346557849							0	0	0	-899.1968531	0.1145472449	30.1438599923623	
899.1168531	94	3	3	0.1170424228	0.1171946294	98.81570404	0.862517541	0.3217784144	93.3607226	3.283748698	3.355528705							0	0	0	-899.1168531	0.1171946294	30.2937328869449	
899.0368531	94	3	3	0.1196734444	0.1198289302	98.81357901	0.863871938	0.322549052	93.34468539	3.29081094	3.364503669							0	0	0	-899.0368531	0.1198289302	30.4440307228974	
898.9568531	94	3	3	0.1222914973	0.1224502395	98.81145646	0.8652238303	0.3233197139	93.32864548	3.297871787	3.373482731							0	0	0	-898.9568531	0.1224502395	30.5947526588597	
898.8768531	94	3	3	0.1248966728	0.1250586488	98.80933638	0.8665732221	0.3240903994	93.31260287	3.304931248	3.382465881							0	0	0	-898.8768531	0.1250586488	30.745898528525	
898.7968531	94	3	3	0.1274890613	0.1276542487	98.80721877	0.8679201173	0.3248611079	93.29655756	3.311989334	3.391453111							0	0	0	-898.7968531	0.1276542487	30.8974694412364	
898.7168531	94	3	3	0.1300687522	0.1302371289	98.80510364	0.8692645198	0.3256318388	93.28050954	3.319046053	3.400444411							0	0	0	-898.7168531	0.1302371289	31.0494660421033	
898.6368531	94	3	3	0.1326358344	0.1328073783	98.80299097	0.8706064336	0.3264025914	93.26445881	3.326101416	3.409439772							0	0	0	-898.6368531	0.1328073783	31.2018878843533	
898.5568531	94	3	3	0.1351903958	0.1353650851	98.80088077	0.8719458627	0.3271733652	93.24840538	3.333155434	3.418439183							0	0	0	-898.5568531	0.1353650851	31.3547364761057	
898.4768531	94	3	3	0.1377325235	0.1379103364	98.79877303	0.8732828111	0.3279441596	93.23234925	3.340208114	3.427442637							0	0	0	-898.4768531	0.1379103364	31.5080115555532	
898.3968531	94	3	3	0.1402623037	0.1404432189	98.79666774	0.8746172828	0.3287149739	93.21629041	3.347259469	3.436450123							0	0	0	-898.3968531	0.1404432189	31.6617130343945	
898.3168531	94	3	3	0.1427798221	0.1429638182	98.79456491	0.8759492817	0.3294858074	93.20022886	3.354309507	3.445461633							0	0	0	-898.3168531	0.1429638182	31.8158421101373	
898.2368531	94	3	3	0.1452851634	0.1454722193	98.79246453	0.8772788117	0.3302566596	93.18416461	3.361358238	3.454477156							0	0	0	-898.2368531	0.1454722193	31.9703995419109	
898.1568531	94	3	3	0.1477784116	0.1479685062	98.79036659	0.8786058769	0.3310275299	93.16809764	3.368405672	3.463496684							0	0	0	-898.1568531	0.1479685062	32.1253848628661	
898.0768531	94	3	3	0.1502596499	0.1504527625	98.7882711	0.8799304813	0.3317984176	93.15202797	3.37545182	3.472520207							0	0	0	-898.0768531	0.1504527625	32.2807984175205	
