T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	w(AL@MG2SI)	w(MG@MG2SI)	w(SI@MG2SI)	w(AL@ALMG_BETA)	w(MG@ALMG_BETA)	w(SI@ALMG_BETA)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
889.1138899	91	7	2	0	0	97.87912161	1.974536378	0.1463420068	91	7	2							0.002149510594	-0.001570275544	-0.0005792350506	-889.1138899	0	31.9965108057846	
889.0938899	91	7	2	0.0006217506422	0.0006247322826	97.87832227	1.97527937	0.1463983599	90.99570089	7.003140609	2.0011585							0	0	0	-889.0938899	0.0006247322826	32.0309152037892	
889.0738899	91	7	2	0.001242835166	0.00124879426	97.87752309	1.9760222	0.1464547068	90.99140158	7.006281143	2.002317281							0	0	0	-889.0738899	0.00124879426	32.0605443589143	
889.0338899	91	7	2	0.002483562843	0.002495466959	97.87592513	1.977507508	0.1465673654	90.98280213	7.012562354	2.004635512							0	0	0	-889.0338899	0.002495466959	32.1127405893037	
888.9538899	91	7	2	0.004958714867	0.004982466932	97.87273086	1.98047658	0.1467925582	90.96560019	7.025124982	2.009274823							0	0	0	-888.9538899	0.004982466932	32.2394252494933	
888.8738899	91	7	2	0.007422852551	0.007458384088	97.86953919	1.983443115	0.1470176903	90.94839413	7.037686714	2.013919152							0	0	0	-888.8738899	0.007458384088	32.373103843418	
888.7938899	91	7	2	0.009877626746	0.00992487728	97.8663499	1.986407398	0.1472426982	90.93118399	7.050248245	2.018567763							0	0	0	-888.7938899	0.00992487728	32.4967056275612	
888.7138899	91	7	2	0.0123230864	0.01238199579	97.86316299	1.989369429	0.1474675824	90.91396975	7.062809582	2.023220667							0	0	0	-888.7138899	0.01238199579	32.6205928975745	
888.6338899	91	7	2	0.01475928138	0.01482978986	97.85997845	1.992329207	0.147692343	90.89675141	7.075370727	2.027877865							0	0	0	-888.6338899	0.01482978986	32.7447570828147	
888.5538899	91	7	2	0.01718626131	0.01726830942	97.85679629	1.995286733	0.1479169799	90.87952896	7.087931679	2.032539359							0	0	0	-888.5538899	0.01726830942	32.8691980280554	
888.4738899	91	7	2	0.01960407544	0.01969760407	97.8536165	1.998242006	0.1481414934	90.86230241	7.100492441	2.037205153							0	0	0	-888.4738899	0.01969760407	32.9939157976816	
