T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	w(AL@MG2SI)	w(MG@MG2SI)	w(SI@MG2SI)	w(AL@DIAMOND_A4)	w(MG@DIAMOND_A4)	w(SI@DIAMOND_A4)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
893.4822645	92	5	3	0	0	98.41213227	1.331512062	0.2563556676	92	5	3							0.00212661493	-0.001216648911	-0.0009099660189	-893.4822645	0	30.1453087348861	
893.4622645	92	5	3	0.000661106998	0.0006630622517	98.41151855	1.332001775	0.2564796708	91.99574666	5.002433361	3.001819978							0	0	0	-893.4622645	0.0006630622517	30.1808520405713	
893.4422645	92	5	3	0.001321436987	0.001325344548	98.41090503	1.332491305	0.2566036691	91.9914931	5.004866637	3.003640259							0	0	0	-893.4422645	0.001325344548	30.2117181400363	
893.4022645	92	5	3	0.002640381934	0.00264818709	98.40967843	1.333469935	0.2568516341	91.98298505	5.009733335	3.007281611							0	0	0	-893.4022645	0.00264818709	30.2665498694855	
893.3222645	92	5	3	0.005270820658	0.005286391211	98.40722719	1.335425353	0.2573474554	91.96596549	5.019466915	3.014567596							0	0	0	-893.3222645	0.005286391211	30.3998665107163	
893.2422645	92	5	3	0.007888146962	0.007911433919	98.4047789	1.337377827	0.2578432702	91.94894152	5.029199269	3.021859215							0	0	0	-893.2422645	0.007911433919	30.5407457357699	
893.1622645	92	5	3	0.01049438098	0.0105253414	98.40233335	1.339327651	0.2583389937	91.93191302	5.038931282	3.029155696							0	0	0	-893.1622645	0.0105253414	30.6707480485296	
893.0822645	92	5	3	0.01308958673	0.01312817793	98.39989054	1.341274829	0.2588346267	91.91487999	5.048662965	3.036457046							0	0	0	-893.0822645	0.01312817793	30.80108849412	
893.0022645	92	5	3	0.01567383005	0.01572000964	98.39745047	1.343219362	0.2593301687	91.89784242	5.058394322	3.043763259							0	0	0	-893.0022645	0.01572000964	30.9317530831	
892.9222645	92	5	3	0.01824717636	0.01830090224	98.39501313	1.345161252	0.2598256195	91.88080031	5.068125361	3.051074333							0	0	0	-892.9222645	0.01830090224	31.0627417264281	
892.8422645	92	5	3	0.02080969056	0.0208709209	98.39257852	1.3471005	0.260320979	91.86375365	5.077856086	3.058390265							0	0	0	-892.8422645	0.0208709209	31.1940549156976	
892.7622645	92	5	3	0.02336143704	0.02343013028	98.39014665	1.349037108	0.2608162468	91.84670244	5.087586503	3.065711052							0	0	0	-892.7622645	0.02343013028	31.3256930267816	
892.6822645	92	5	3	0.02590247969	0.02597859453	98.3877175	1.350971078	0.2613114227	91.82964669	5.097316618	3.073036692							0	0	0	-892.6822645	0.02597859453	31.457656373211	
892.6022645	92	5	3	0.02843288188	0.02851637731	98.38529108	1.352902411	0.2618065066	91.81258638	5.107046436	3.08036718							0	0	0	-892.6022645	0.02851637731	31.589945205114	
892.5222645	92	5	3	0.03095270651	0.03104354179	98.38286739	1.354831109	0.262301498	91.79552152	5.116775963	3.087702514							0	0	0	-892.5222645	0.03104354179	31.7225600840576	
892.4422645	92	5	3	0.03346201597	0.03356015061	98.38044643	1.356757175	0.2627963969	91.7784521	5.126505205	3.095042691							0	0	0	-892.4422645	0.03356015061	31.8555012516889	
892.3622645	92	5	3	0.03596087219	0.03606626598	98.37802819	1.358680609	0.2632912028	91.76137813	5.136234167	3.102387707							0	0	0	-892.3622645	0.03606626598	31.9887690820493	
892.2822645	92	5	3	0.0384493366	0.03856194957	98.37561267	1.360601413	0.2637859157	91.74429958	5.145962855	3.10973756							0	0	0	-892.2822645	0.03856194957	32.1223640636238	
892.2022645	92	5	3	0.04092747014	0.04104726261	98.37319987	1.36251959	0.2642805353	91.72721648	5.155691274	3.117092247							0	0	0	-892.2022645	0.04104726261	32.25628643277	
