T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	w(AL@MG2SI)	w(MG@MG2SI)	w(SI@MG2SI)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	SI	SI	SI				
916.0123063	97	2	1	0.1454611249	0.1456234523	99.21645197	0.6698120114	0.1137360158	96.62221871	2.226722766	1.151058527				0	0	0	-916.0123063	0.1456234523	14.8973154473401	
915.9323063	97	2	1	0.1508000394	0.1509679388	99.213343	0.672341871	0.1143151268	96.60644134	2.236073367	1.15748529				0	0	0	-915.9323063	0.1509679388	15.0411638109939	
915.8523063	97	2	1	0.1560880279	0.1562614162	99.21023845	0.6748667917	0.114894762	96.59066104	2.245416342	1.163922619				0	0	0	-915.8523063	0.1562614162	15.1858001628729	
915.7723063	97	2	1	0.1613257826	0.161504578	99.2071383	0.6773867758	0.1154749208	96.57487779	2.254751701	1.170370506				0	0	0	-915.7723063	0.161504578	15.3312261493001	
915.6923063	97	2	1	0.1665139832	0.1666981051	99.20404257	0.6799018259	0.1160556027	96.5590916	2.264079453	1.176828946				0	0	0	-915.6923063	0.1666981051	15.4774434910421	
915.6123063	97	2	1	0.1716532972	0.1718426664	99.20095125	0.6824119445	0.116636807	96.54330246	2.273399605	1.183297931				0	0	0	-915.6123063	0.1718426664	15.6244541632645	
915.5323063	97	2	1	0.1767443804	0.1769389186	99.19786433	0.6849171341	0.1172185331	96.52751038	2.282712168	1.189777454				0	0	0	-915.5323063	0.1769389186	15.7722598740266	
915.4523063	97	2	1	0.1817878767	0.1819875071	99.19478182	0.6874173975	0.1178007804	96.51171534	2.292017151	1.19626751				0	0	0	-915.4523063	0.1819875071	15.9208625651331	
915.3723063	97	2	1	0.1867844189	0.1869890655	99.19170371	0.6899127373	0.1183835483	96.49591735	2.301314563	1.20276809				0	0	0	-915.3723063	0.1869890655	16.0702641620007	
915.2923063	97	2	1	0.1917346286	0.1919442166	99.18863001	0.6924031562	0.1189668362	96.4801164	2.310604413	1.209279187				0	0	0	-915.2923063	0.1919442166	16.2204661389037	
