T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI	SI				
858.5291898	84	10	6	0	0	97.41196063	2.194866647	0.3931727218	84	10	6	0.002428957978	-0.001413531012	-0.001015426966	-858.5291898	0	55.1785141441706	
858.5091898	84	10	6	0.000359938572	0.0003622342677	97.41154017	2.195209089	0.393250739	83.99514193	10.00282722	6.002030844	0	0	0	-858.5091898	0.0003622342677	55.247261567692	
858.4891898	84	10	6	0.0007194300559	0.0007240183458	97.4111199	2.19555135	0.393328753	83.99028366	10.00565435	6.004061988	0	0	0	-858.4891898	0.0007240183458	55.2896433524107	
858.4491898	84	10	6	0.001438099876	0.001447270607	97.41027965	2.19623563	0.393484716	83.98056593	10.01130931	6.00812476	0	0	0	-858.4491898	0.001447270607	55.3350530775385	
858.3691898	84	10	6	0.002873162922	0.002891481018	97.40860064	2.197602918	0.3937964374	83.96112632	10.02262102	6.016252657	0	0	0	-858.3691898	0.002891481018	55.4523844471886	
858.2091898	84	10	6	0.005734210149	0.005770753136	97.40524852	2.200332418	0.394419061	83.92223046	10.04525168	6.032517856	0	0	0	-858.2091898	0.005770753136	55.7246754719687	
857.8891898	84	10	6	0.01140910321	0.01148174836	97.3985706	2.205767359	0.3956620419	83.84437362	10.09053114	6.06509524	0	0	0	-857.8891898	0.01148174836	56.2898986685613	
857.2491898	84	10	6	0.0226060161	0.02274970778	97.38531152	2.216552593	0.3981358917	83.68839547	10.18119525	6.130409286	0	0	0	-857.2491898	0.02274970778	57.3444062204948	
855.9691898	84	10	6	0.04438383751	0.04466500101	97.35918399	2.23777894	0.4030370691	83.37538564	10.36292443	6.261689928	0	0	0	-855.9691898	0.04466500101	59.5408156862778	
853.4091898	84	10	6	0.08562505148	0.08616390325	97.30847277	2.278875931	0.4126512987	82.74516811	10.72801087	6.526821022	0	0	0	-853.4091898	0.08616390325	64.0653974092944	
850.8491898	84	10	6	0.1240136903	0.124789194	97.25978964	2.318197267	0.4220130922	82.10939361	11.09528626	6.795320128	0	0	0	-850.8491898	0.124789194	68.7625576886109	
848.2891898	84	10	6	0.1598119358	0.1608052318	97.21309483	2.355785766	0.4311194032	81.46812604	11.46477319	7.067100771	0	0	0	-848.2891898	0.1608052318	73.6771437629759	
845.7291898	84	10	6	0.193249566	0.1944436955	97.16834821	2.391684516	0.4399672731	80.82144772	11.83648155	7.342070723	0	0	0	-845.7291898	0.1944436955	78.8178964979617	
843.1691898	84	10	6	0.2245302171	0.225909895	97.125509	2.425937308	0.448553696	80.16946035	12.21040933	7.620130321	0	0	0	-843.1691898	0.225909895	84.1926252349334	
840.6091898	84	10	6	0.2538349856	0.2553864053	97.08453585	2.458588513	0.4568756415	79.5122858	12.58654185	7.901172356	0	0	0	-840.6091898	0.2553864053	89.8095804269168	
