T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	w(AL@MG2SI)	w(MG@MG2SI)	w(SI@MG2SI)	w(AL@ALMG_BETA)	w(MG@ALMG_BETA)	w(SI@ALMG_BETA)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
884.5808543	90	7	3	0	0	97.91921992	1.856418697	0.2243613873	90	7	3							0.002209441578	-0.001435024618	-0.0007744169595	-884.5808543	0	35.8319158732424	
884.5608543	90	7	3	0.0005553204569	0.0005578553045	97.91856208	1.85699706	0.2244408643	89.995581	7.002870138	3.001548859							0	0	0	-884.5608543	0.0005578553045	35.8712653594655	
884.5408543	90	7	3	0.001110033085	0.001115099332	97.91790442	1.857575243	0.2245203349	89.99116176	7.005740211	3.003098027							0	0	0	-884.5408543	0.001115099332	35.9030427051119	
884.5008543	90	7	3	0.002218337939	0.002228459849	97.91658952	1.858731247	0.224679231	89.98232227	7.011480679	3.00619705							0	0	0	-884.5008543	0.002228459849	35.9553539773899	
884.4208543	90	7	3	0.004429777159	0.004449978732	97.91396151	1.861041626	0.2249968686	89.96463952	7.022962392	3.012398085							0	0	0	-884.4208543	0.004449978732	36.085520445521	
884.3408543	90	7	3	0.006632179155	0.006662408499	97.91133621	1.863349378	0.2253144114	89.94695181	7.034443924	3.018604265							0	0	0	-884.3408543	0.006662408499	36.2228696363371	
884.2608543	90	7	3	0.008826893336	0.008867104777	97.90871343	1.865654778	0.2256317918	89.92925911	7.045926003	3.024814885							0	0	0	-884.2608543	0.008867104777	36.3498484134592	
884.1808543	90	7	3	0.01101395629	0.01106410439	97.90609316	1.867957825	0.2259490103	89.91156141	7.057408635	3.031029953							0	0	0	-884.1808543	0.01106410439	36.4771018240668	
884.1008543	90	7	3	0.01319340534	0.01325344491	97.90347541	1.870258522	0.2262660668	89.89385871	7.068891825	3.037249468							0	0	0	-884.1008543	0.01325344491	36.6046214694867	
884.0208543	90	7	3	0.01536527765	0.01543516374	97.90086017	1.872556867	0.2265829613	89.876151	7.080375574	3.043473429							0	0	0	-884.0208543	0.01543516374	36.7324071305442	
883.9408543	90	7	3	0.01752961013	0.01760929803	97.89824744	1.874852862	0.2268996937	89.85843828	7.091859886	3.049701836							0	0	0	-883.9408543	0.01760929803	36.8604592043719	
883.8608543	90	7	3	0.01968643946	0.01977588469	97.89563723	1.877146507	0.2272162639	89.84072055	7.103344763	3.055934691							0	0	0	-883.8608543	0.01977588469	36.9887778421712	
883.7808543	90	7	3	0.02183580208	0.02193496041	97.89302952	1.879437803	0.2275326719	89.8229978	7.114830209	3.062171992							0	0	0	-883.7808543	0.02193496041	37.1173633136725	
883.7008543	90	7	3	0.02397773421	0.02408656163	97.89042433	1.881726751	0.2278489176	89.80527003	7.126316226	3.068413739							0	0	0	-883.7008543	0.02408656163	37.2462160922856	
883.6208543	90	7	3	0.02611227182	0.02623072455	97.88782165	1.88401335	0.228165001	89.78753725	7.137802818	3.074659933							0	0	0	-883.6208543	0.02623072455	37.3753363394683	
883.5408543	90	7	3	0.02823945065	0.02836748516	97.88522148	1.886297601	0.2284809221	89.76979944	7.149289987	3.080910574							0	0	0	-883.5408543	0.02836748516	37.5047242497179	
883.4608543	90	7	3	0.03035930623	0.03049687921	97.88262381	1.888579505	0.2287966807	89.7520566	7.160777736	3.087165661							0	0	0	-883.4608543	0.03049687921	37.634380400777	
883.3808543	90	7	3	0.03247187383	0.0326189422	97.88002866	1.890859063	0.2291122768	89.73430874	7.172266068	3.093425194							0	0	0	-883.3808543	0.0326189422	37.7643048715898	
883.3008543	90	7	3	0.03457718854	0.03473370945	97.87743602	1.893136274	0.2294277104	89.71655584	7.183754986	3.099689173							0	0	0	-883.3008543	0.03473370945	37.8944980476683	
883.2208543	90	7	3	0.03667528519	0.036841216	97.87484588	1.89541114	0.2297429814	89.69879791	7.195244493	3.105957599							0	0	0	-883.2208543	0.036841216	38.0249603375854	
883.1408543	90	7	3	0.0387661984	0.03894149671	97.87225825	1.897683661	0.2300580897	89.68103494	7.206734592	3.11223047							0	0	0	-883.1408543	0.03894149671	38.1556917401153	
883.0608543	90	7	3	0.04084996257	0.04103458621	97.86967313	1.899953837	0.2303730353	89.66326693	7.218225285	3.118507787							0	0	0	-883.0608543	0.04103458621	38.2866927333118	
882.9808543	90	7	3	0.0429266119	0.0431205189	97.86709051	1.90222167	0.2306878181	89.64549387	7.229716577	3.12478955							0	0	0	-882.9808543	0.0431205189	38.4179637401254	
882.9008543	90	7	3	0.04499618034	0.04519932896	97.8645104	1.904487159	0.2310024381	89.62771577	7.241208469	3.131075759							0	0	0	-882.9008543	0.04519932896	38.5495049400821	
882.8208543	90	7	3	0.04705870165	0.04727105037	97.8619328	1.906750306	0.2313168952	89.60993262	7.252700964	3.137366413							0	0	0	-882.8208543	0.04727105037	38.6813165442986	
882.7408543	90	7	3	0.04911420937	0.04933571689	97.8593577	1.90901111	0.2316311894	89.59214442	7.264194066	3.143661513							0	0	0	-882.7408543	0.04933571689	38.8133989810027	
882.6608543	90	7	3	0.05116273682	0.05139336206	97.85678511	1.911269573	0.2319453205	89.57435116	7.275687778	3.149961057							0	0	0	-882.6608543	0.05139336206	38.9457526186571	
882.5808543	90	7	3	0.05320431714	0.05344401921	97.85421502	1.913525695	0.2322592886	89.55655285	7.287182102	3.156265047							0	0	0	-882.5808543	0.05344401921	39.0783776688799	
882.5008543	90	7	3	0.05523898323	0.05548772147	97.85164743	1.915779476	0.2325730936	89.53874948	7.298677041	3.162573482							0	0	0	-882.5008543	0.05548772147	39.2112742774923	
882.4208543	90	7	3	0.0572667678	0.05752450177	97.84908235	1.918030917	0.2328867353	89.52094104	7.310172599	3.168886361							0	0	0	-882.4208543	0.05752450177	39.3444430075871	
