T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	w(AL@MG2SI)	w(MG@MG2SI)	w(SI@MG2SI)	w(AL@ALMG_BETA)	w(MG@ALMG_BETA)	w(SI@ALMG_BETA)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
898.4850029	93	5	2	0	0	98.41767143	1.414660296	0.1676682709	93	5	2							0.002105395191	-0.001393290096	-0.0007121050952	-898.4850029	0	25.7294601113454	
898.4650029	93	5	2	0.00077435701	0.0007768529285	98.41692215	1.415316657	0.167761189	92.99578911	5.002786618	2.001424269							0	0	0	-898.4650029	0.0007768529285	25.7603374201201	
898.4450029	93	5	2	0.001547788018	0.001552775806	98.41617307	1.415972832	0.1678541022	92.991578	5.005573144	2.00284886							0	0	0	-898.4450029	0.001552775806	25.7890331609886	
898.4050029	93	5	2	0.003092269259	0.003102229924	98.41467538	1.417284713	0.1680399055	92.98315487	5.011146186	2.00569894							0	0	0	-898.4050029	0.003102229924	25.8432571889895	
898.3250029	93	5	2	0.006171349194	0.006191211047	98.41168206	1.419906512	0.1684114283	92.96630526	5.022291972	2.011402764							0	0	0	-898.3250029	0.006191211047	25.9724249063911	
898.2450029	93	5	2	0.009233018692	0.00926270889	98.40869191	1.422525102	0.1687829896	92.94945129	5.033435715	2.017112994							0	0	0	-898.2450029	0.00926270889	26.1089709200041	
898.1650029	93	5	2	0.01227998948	0.01231944404	98.40570467	1.425140836	0.1691544983	92.9325929	5.044578398	2.022828707							0	0	0	-898.1650029	0.01231944404	26.234954036623	
898.0850029	93	5	2	0.01531235779	0.01536151319	98.40272033	1.427753715	0.1695259549	92.91573006	5.055720029	2.028549913							0	0	0	-898.0850029	0.01536151319	26.3613068533032	
898.0050029	93	5	2	0.0183302226	0.01838901578	98.3997389	1.430363738	0.1698973594	92.89886278	5.066860612	2.034276612							0	0	0	-898.0050029	0.01838901578	26.4880139953849	
