T	w(AL)	w(MG)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(MG@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(MG@LIQUID)	w(SI@LIQUID)	w(AL@DIAMOND_A4)	w(MG@DIAMOND_A4)	w(SI@DIAMOND_A4)	w(AL@MG2SI)	w(MG@MG2SI)	w(SI@MG2SI)	dwdT_L(AL@LIQUID)	dwdT_L(MG@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	%	%	%	%	%	%	SI	SI	SI				
888.9563158	92	2	6	0	0	98.89774258	0.451754032	0.6505033846	92	2	6							0.001778366825	-0.0003991654015	-0.001379201424	-888.9563158	0	38.7689890239531	
888.9363158	92	2	6	0.0005157498385	0.0005155448801	98.89734139	0.4518540973	0.650804511	91.99644325	2.000798359	6.002758396							0	0	0	-888.9363158	0.0005155448801	38.8188244603062	
888.9163158	92	2	6	0.001030838399	0.001030428754	98.89694026	0.4519540942	0.6511056418	91.99288659	2.001596654	6.005516756							0	0	0	-888.9163158	0.001030428754	38.856744750253	
888.8763158	92	2	6	0.002059980164	0.002059161581	98.89613815	0.4521539332	0.651707912	91.98577334	2.003193272	6.011033388							0	0	0	-888.8763158	0.002059161581	38.914873290799	
888.7963158	92	2	6	0.004113189072	0.004111554741	98.89453457	0.4525529428	0.6529124917	91.97154732	2.006386403	6.022066276							0	0	0	-888.7963158	0.004111554741	39.0634212631653	
888.7163158	92	2	6	0.006157549599	0.00615510318	98.89293187	0.4529509551	0.654117172	91.95732212	2.009578947	6.03309893							0	0	0	-888.7163158	0.00615510318	39.2200810673497	
888.6363158	92	2	6	0.008194380691	0.008191125328	98.89133004	0.4533480365	0.6553219227	91.94309765	2.012771176	6.044131178							0	0	0	-888.6363158	0.008191125328	39.3649467828157	
888.5563158	92	2	6	0.01022372176	0.01021966058	98.88972907	0.4537441892	0.656526744	91.92887388	2.015963098	6.055163019							0	0	0	-888.5563158	0.01021966058	39.5101058185375	
888.4763158	92	2	6	0.01224561342	0.01224074956	98.88812895	0.4541394153	0.6577316358	91.91465083	2.019154717	6.066194451							0	0	0	-888.4763158	0.01224074956	39.6555437935533	
888.3963158	92	2	6	0.01426009603	0.01425443259	98.88652969	0.4545337166	0.6589365977	91.9004285	2.022346036	6.077225468							0	0	0	-888.3963158	0.01425443259	39.8012605954126	
888.3163158	92	2	6	0.01626720964	0.01626074973	98.88493128	0.4549270953	0.6601416294	91.88620687	2.025537062	6.088256068							0	0	0	-888.3163158	0.01626074973	39.9472562444982	
888.2363158	92	2	6	0.01826699403	0.01825974073	98.88333372	0.4553195532	0.6613467309	91.87198596	2.028727798	6.099286246							0	0	0	-888.2363158	0.01825974073	40.0935308856336	
888.1563158	92	2	6	0.02025948867	0.02025144507	98.88173701	0.4557110923	0.6625519017	91.85776575	2.031918249	6.110315999							0	0	0	-888.1563158	0.02025144507	40.2400844177681	
888.0763158	92	2	6	0.02224473278	0.02223590195	98.88014114	0.4561017146	0.6637571416	91.84354626	2.03510842	6.121345322							0	0	0	-888.0763158	0.02223590195	40.386916990219	
887.9963158	92	2	6	0.02422276528	0.02421315028	98.87854613	0.456491422	0.6649624505	91.82932747	2.038298315	6.132374211							0	0	0	-887.9963158	0.02421315028	40.5340284944802	
887.9163158	92	2	6	0.02619362484	0.02618322872	98.87695196	0.4568802166	0.6661678279	91.8151094	2.041487938	6.143402664							0	0	0	-887.9163158	0.02618322872	40.6814188740547	
887.8363158	92	2	6	0.02815734984	0.02814617564	98.87535863	0.4572681003	0.6673732738	91.80089203	2.044677295	6.154430675							0	0	0	-887.8363158	0.02814617564	40.8290884286241	
887.7563158	92	2	6	0.03011397839	0.03010202913	98.87376614	0.4576550749	0.6685787877	91.78667537	2.047866389	6.165458242							0	0	0	-887.7563158	0.03010202913	40.9770369887602	
887.6763158	92	2	6	0.03206354833	0.03205082704	98.87217449	0.4580411425	0.6697843696	91.77245941	2.051055226	6.17648536							0	0	0	-887.6763158	0.03205082704	41.1252645413696	
887.5963158	92	2	6	0.03400609724	0.03399260693	98.87058368	0.458426305	0.670990019	91.75824417	2.054243809	6.187512025							0	0	0	-887.5963158	0.03399260693	41.273771221102	
887.5163158	92	2	6	0.03594166244	0.03592740611	98.8689937	0.4588105644	0.6721957359	91.74402962	2.057432144	6.198538234							0	0	0	-887.5163158	0.03592740611	41.4225570053697	
887.4363158	92	2	6	0.03787028099	0.03785526162	98.86740456	0.4591939224	0.6734015198	91.72981578	2.060620234	6.209563984							0	0	0	-887.4363158	0.03785526162	41.5716219160612	
887.3563158	92	2	6	0.03979198967	0.03977621025	98.86581625	0.4595763812	0.6746073706	91.71560265	2.063808085	6.220589269							0	0	0	-887.3563158	0.03977621025	41.7209659173616	
887.2763158	92	2	6	0.04170682504	0.04169028853	98.86422877	0.4599579425	0.6758132881	91.70139021	2.0669957	6.231614088							0	0	0	-887.2763158	0.04169028853	41.8705890190783	
887.1963158	92	2	6	0.04361482336	0.04359753274	98.86264212	0.4603386083	0.6770192719	91.68717848	2.070183084	6.242638435							0	0	0	-887.1963158	0.04359753274	42.0204912806754	
887.1163158	92	2	6	0.04551602069	0.0454979789	98.8610563	0.4607183806	0.6782253218	91.67296745	2.073370242	6.253662308							0	0	0	-887.1163158	0.0454979789	42.170672809533	
887.0363158	92	2	6	0.0474104528	0.04739166278	98.8594713	0.4610972611	0.6794314376	91.65875712	2.076557178	6.264685702							0	0	0	-887.0363158	0.04739166278	42.3211336525961	
886.9563158	92	2	6	0.04929815523	0.0492786199	98.85788713	0.4614752519	0.6806376189	91.64454749	2.079743897	6.275708614							0	0	0	-886.9563158	0.0492786199	42.471873564826	
886.8763158	92	2	6	0.05117916326	0.05115888556	98.85630378	0.4618523547	0.6818438657	91.63033856	2.082930403	6.28673104							0	0	0	-886.8763158	0.05115888556	42.6228926895528	
886.7963158	92	2	6	0.05305351195	0.05303249478	98.85472125	0.4622285715	0.6830501776	91.61613032	2.0861167	6.297752977							0	0	0	-886.7963158	0.05303249478	42.7741910964011	
886.7163158	92	2	6	0.0549212361	0.05489948237	98.85313954	0.4626039042	0.6842565543	91.60192279	2.089302793	6.308774421							0	0	0	-886.7163158	0.05489948237	42.9257687993682	
886.6363158	92	2	6	0.05678237027	0.05675988287	98.85155865	0.4629783547	0.6854629957	91.58771594	2.092488687	6.319795369							0	0	0	-886.6363158	0.05675988287	43.0776257332441	
886.5563158	92	2	6	0.0586369488	0.05861373062	98.84997857	0.4633519248	0.6866695014	91.5735098	2.095674385	6.330815817							0	0	0	-886.5563158	0.05861373062	43.2297620067843	
886.4763158	92	2	6	0.06048500578	0.06046105968	98.84839931	0.4637246163	0.6878760713	91.55930435	2.098859892	6.34183576							0	0	0	-886.4763158	0.06046105968	43.382177646601	
886.3963158	92	2	6	0.06232657506	0.06230190392	98.84682086	0.4640964312	0.689082705	91.54509959	2.102045213	6.352855197							0	0	0	-886.3963158	0.06230190392	43.5348725031228	
886.3163158	92	2	6	0.06416169028	0.06413629695	98.84524323	0.4644673714	0.6902894023	91.53089552	2.105230352	6.363874123							0	0	0	-886.3163158	0.06413629695	43.6878466972344	
886.2363158	92	2	6	0.06599038484	0.06596427217	98.8436664	0.4648374386	0.691496163	91.51669215	2.108415313	6.374892535							0	0	0	-886.2363158	0.06596427217	43.8411002869258	
886.1563158	92	2	6	0.06781269191	0.06778586273	98.84209038	0.4652066347	0.6927029869	91.50248947	2.111600101	6.385910429							0	0	0	-886.1563158	0.06778586273	43.9946332492723	
886.0763158	92	2	6	0.06962864443	0.06960110158	98.84051516	0.4655749615	0.6939098736	91.48828748	2.114784721	6.396927802							0	0	0	-886.0763158	0.06960110158	44.1484456149813	
885.9963158	92	2	6	0.07143827513	0.07141002142	98.83894076	0.465942421	0.695116823	91.47408617	2.117969175	6.407944651							0	0	0	-885.9963158	0.07141002142	44.3025373294633	
885.9163158	92	2	6	0.07324161651	0.07321265476	98.83736715	0.4663090149	0.6963238347	91.45988556	2.12115347	6.418960971							0	0	0	-885.9163158	0.07321265476	44.4569085168348	
885.8363158	92	2	6	0.07503870085	0.07500903385	98.83579435	0.4666747451	0.6975309085	91.44568563	2.124337609	6.42997676							0	0	0	-885.8363158	0.07500903385	44.6115590874455	
885.7563158	92	2	6	0.07682956022	0.07679919077	98.83422234	0.4670396134	0.6987380443	91.43148639	2.127521596	6.440992014							0	0	0	-885.7563158	0.07679919077	44.7664888842069	
885.6763158	92	2	6	0.07861422646	0.07858315735	98.83265114	0.4674036216	0.6999452417	91.41728783	2.130705436	6.452006729							0	0	0	-885.6763158	0.07858315735	44.9216984117593	
885.5963158	92	2	6	0.08039273121	0.0803609652	98.83108073	0.4677667715	0.7011525005	91.40308996	2.133889134	6.463020903							0	0	0	-885.5963158	0.0803609652	45.0771873439438	
885.5163158	92	2	6	0.08216510588	0.08213264575	98.82951111	0.468129065	0.7023598204	91.38889277	2.137072693	6.474034532							0	0	0	-885.5163158	0.08213264575	45.232955526429	
885.4363158	92	2	6	0.0839313817	0.0838982302	98.82794229	0.4684905038	0.7035672013	91.37469627	2.140256119	6.485047613							0	0	0	-885.4363158	0.0838982302	45.3890033550342	
885.3563158	92	2	6	0.08569158965	0.08565774953	98.82637427	0.4688510898	0.7047746428	91.36050044	2.143439414	6.496060141							0	0	0	-885.3563158	0.08565774953	45.5453307607777	
885.2763158	92	2	6	0.08744576053	0.08741123453	98.82480703	0.4692108247	0.7059821447	91.3463053	2.146622584	6.507072115							0	0	0	-885.2763158	0.08741123453	45.7019374599636	
885.1963158	92	2	6	0.08919392493	0.08915871579	98.82324058	0.4695697103	0.7071897067	91.33211084	2.149805633	6.51808353							0	0	0	-885.1963158	0.08915871579	45.8588237328861	
885.1163158	92	2	6	0.09093611324	0.09090022367	98.82167492	0.4699277486	0.7083973287	91.31791705	2.152988565	6.529094384							0	0	0	-885.1163158	0.09090022367	46.0159895067266	
885.0363158	92	2	6	0.09267235564	0.09263578836	98.82011005	0.4702849411	0.7096050104	91.30372394	2.156171385	6.540104673							0	0	0	-885.0363158	0.09263578836	46.17343489593	
884.9563158	92	2	6	0.0944026821	0.09436543981	98.81854596	0.4706412897	0.7108127515	91.28953151	2.159354096	6.551114393							0	0	0	-884.9563158	0.09436543981	46.3311597789667	
884.8763158	92	2	6	0.09612712242	0.09608920782	98.81698265	0.4709967962	0.7120205517	91.27533975	2.162536704	6.562123542							0	0	0	-884.8763158	0.09608920782	46.4891639556359	
884.7963158	92	2	6	0.09784570617	0.09780712196	98.81542013	0.4713514624	0.7132284109	91.26114867	2.165719212	6.573132117							0	0	0	-884.7963158	0.09780712196	46.6474479337308	
884.7163158	92	2	6	0.09955846275	0.0995192116	98.81385838	0.4717052899	0.7144363288	91.24695826	2.168901624	6.584140113							0	0	0	-884.7163158	0.0995192116	46.8060120083724	
884.6363158	92	2	6	0.1012654214	0.1012255059	98.81229741	0.4720582807	0.7156443051	91.23276853	2.172083946	6.595147529							0	0	0	-884.6363158	0.1012255059	46.9648540262239	
884.5563158	92	2	6	0.102966611	0.102926034	98.81073722	0.4724104363	0.7168523397	91.21857946	2.17526618	6.60615436							0	0	0	-884.5563158	0.102926034	47.1239764654498	
884.4763158	92	2	6	0.1046620605	0.1046208245	98.80917781	0.4727617587	0.7180604322	91.20439106	2.178448332	6.617160603							0	0	0	-884.4763158	0.1046208245	47.2833801285932	
884.3963158	92	2	6	0.1063517984	0.1063099061	98.80761917	0.4731122495	0.7192685824	91.19020334	2.181630406	6.628166257							0	0	0	-884.3963158	0.1063099061	47.4430611893662	
884.3163158	92	2	6	0.1080358532	0.1079933073	98.8060613	0.4734619105	0.7204767901	91.17601628	2.184812406	6.639171316							0	0	0	-884.3163158	0.1079933073	47.6030214063113	
884.2363158	92	2	6	0.1097142532	0.1096710563	98.8045042	0.4738107433	0.721685055	91.16182989	2.187994335	6.650175779							0	0	0	-884.2363158	0.1096710563	47.763262609849	
884.1563158	92	2	6	0.1113870264	0.1113431811	98.80294787	0.4741587499	0.7228933769	91.14764416	2.191176199	6.661179641							0	0	0	-884.1563158	0.1113431811	47.9237838518071	
884.0763158	92	2	6	0.1130542007	0.1130097096	98.80139231	0.4745059318	0.7241017555	91.1334591	2.194358002	6.672182901							0	0	0	-884.0763158	0.1130097096	48.0845842199479	
883.9963158	92	2	6	0.1147158038	0.1146706695	98.79983752	0.4748522908	0.7253101906	91.1192747	2.197539747	6.683185554							0	0	0	-883.9963158	0.1146706695	48.2456642651114	
883.9163158	92	2	6	0.1163718633	0.1163260883	98.79828349	0.4751978287	0.726518682	91.10509096	2.20072144	6.694187598							0	0	0	-883.9163158	0.1163260883	48.407023121034	
883.8363158	92	2	6	0.1180224063	0.1179759934	98.79673022	0.4755425471	0.7277272294	91.09090789	2.203903083	6.70518903							0	0	0	-883.8363158	0.1179759934	48.5686614442681	
883.7563158	92	2	6	0.1196674602	0.1196204119	98.79517772	0.4758864478	0.7289358325	91.07672547	2.207084682	6.716189847							0	0	0	-883.7563158	0.1196204119	48.7305799119112	
883.6763158	92	2	6	0.121307052	0.1212593708	98.79362598	0.4762295324	0.7301444912	91.06254371	2.210266241	6.727190045							0	0	0	-883.6763158	0.1212593708	48.8927777969016	
883.5963158	92	2	6	0.1229412083	0.1228928969	98.79207499	0.4765718027	0.7313532052	91.04836261	2.213447763	6.738189622							0	0	0	-883.5963158	0.1228928969	49.0552558884253	
